	@inputs Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	Label
0	0.53	0.59	0.48	0.14	0.5	0.0	0.51	0.22	0
1	0.42	0.53	0.57	0.17	0.5	0.0	0.49	0.22	0
2	0.52	0.46	0.56	0.2	0.5	0.0	0.5	0.22	0
3	0.56	0.48	0.5	0.17	0.5	0.0	0.51	0.26	0
4	0.77	0.57	0.45	0.17	0.5	0.0	0.53	0.22	0
5	0.45	0.45	0.52	0.17	0.5	0.0	0.54	0.22	0
6	0.28	0.51	0.55	0.19	0.5	0.0	0.57	0.22	0
7	0.51	0.51	0.56	0.28	0.5	0.0	0.54	0.27	0
8	0.48	0.56	0.49	0.32	0.5	0.0	0.5	0.22	0
9	0.59	0.46	0.48	0.46	0.5	0.0	0.49	0.22	0
10	0.53	0.45	0.53	0.18	0.5	0.0	0.42	0.22	0
11	0.45	0.27	0.5	0.33	0.5	0.0	0.53	0.26	0
12	0.48	0.5	0.56	0.11	0.5	0.0	0.33	0.22	0
13	0.35	0.47	0.53	0.19	0.5	0.0	0.48	0.22	0
14	0.46	0.43	0.5	0.24	0.5	0.0	0.48	0.31	0
15	0.43	0.46	0.5	0.21	0.5	0.0	0.49	0.34	0
16	0.61	0.55	0.51	0.26	0.5	0.0	0.52	0.22	0
17	0.59	0.47	0.51	0.53	0.5	0.0	0.53	0.26	0
18	0.4	0.6	0.5	0.16	0.5	0.0	0.51	0.22	0
19	0.64	0.44	0.51	0.35	0.5	0.0	0.53	0.22	0
20	0.45	0.52	0.5	0.12	0.5	0.0	0.6	0.22	0
21	0.38	0.4	0.59	0.25	0.5	0.0	0.44	0.22	0
22	0.39	0.39	0.59	0.25	0.5	0.0	0.45	0.22	0
23	0.54	0.55	0.56	0.14	0.5	0.0	0.5	0.25	0
24	0.45	0.5	0.57	0.29	0.5	0.0	0.44	0.11	0
25	0.61	0.38	0.57	0.36	0.5	0.0	0.44	0.21	0
26	0.61	0.38	0.57	0.36	0.5	0.0	0.44	0.21	0
27	0.43	0.33	0.54	0.37	0.5	0.0	0.38	0.16	0
28	0.43	0.33	0.54	0.37	0.5	0.0	0.38	0.16	0
29	0.51	0.39	0.58	0.19	0.5	0.0	0.47	0.22	0
30	0.35	0.33	0.48	0.42	0.5	0.0	0.47	0.43	0
31	0.46	0.35	0.69	0.18	0.5	0.0	0.3	0.25	0
32	0.46	0.35	0.69	0.18	0.5	0.0	0.3	0.25	0
33	0.57	0.43	0.52	0.3	0.5	0.0	0.37	0.11	0
34	0.57	0.43	0.52	0.3	0.5	0.0	0.37	0.11	0
35	0.59	0.51	0.48	0.12	0.5	0.0	0.54	0.31	0
36	0.59	0.51	0.48	0.12	0.5	0.0	0.54	0.31	0
37	0.61	0.48	0.56	0.19	0.5	0.0	0.53	0.31	0
38	0.61	0.48	0.56	0.19	0.5	0.0	0.53	0.31	0
39	0.44	0.56	0.52	0.18	0.5	0.0	0.5	0.11	0
40	0.36	0.56	0.52	0.18	0.5	0.0	0.45	0.16	0
41	0.37	0.44	0.64	0.48	0.5	0.0	0.36	0.27	0
42	0.72	0.37	0.63	0.38	0.5	0.0	0.4	0.14	0
43	0.72	0.37	0.63	0.38	0.5	0.0	0.4	0.14	0
44	0.44	0.36	0.64	0.45	0.5	0.0	0.53	0.11	0
45	0.58	0.45	0.55	0.27	0.5	0.0	0.48	0.11	0
46	0.66	0.66	0.32	0.54	0.5	0.0	0.51	0.22	1
47	0.74	0.56	0.35	0.36	0.5	0.0	0.51	0.25	1
48	0.89	0.52	0.41	0.26	0.5	0.0	0.52	0.31	1
49	0.78	0.63	0.53	0.13	0.5	0.0	0.54	0.22	1
50	0.83	0.57	0.42	0.57	0.5	0.0	0.5	0.32	1
51	0.53	0.59	0.48	0.14	0.5	0.0	0.51	0.22	0
52	0.42	0.53	0.57	0.17	0.5	0.0	0.49	0.22	0
53	0.52	0.46	0.56	0.2	0.5	0.0	0.5	0.22	0
54	0.56	0.48	0.5	0.17	0.5	0.0	0.51	0.26	0
55	0.77	0.57	0.45	0.17	0.5	0.0	0.53	0.22	0
56	0.45	0.45	0.52	0.17	0.5	0.0	0.54	0.22	0
57	0.28	0.51	0.55	0.19	0.5	0.0	0.57	0.22	0
58	0.51	0.51	0.56	0.28	0.5	0.0	0.54	0.27	0
59	0.48	0.56	0.49	0.32	0.5	0.0	0.5	0.22	0
60	0.59	0.46	0.48	0.46	0.5	0.0	0.49	0.22	0
61	0.53	0.45	0.53	0.18	0.5	0.0	0.42	0.22	0
62	0.45	0.27	0.5	0.33	0.5	0.0	0.53	0.26	0
63	0.48	0.5	0.56	0.11	0.5	0.0	0.33	0.22	0
64	0.35	0.47	0.53	0.19	0.5	0.0	0.48	0.22	0
65	0.46	0.43	0.5	0.24	0.5	0.0	0.48	0.31	0
66	0.43	0.46	0.5	0.21	0.5	0.0	0.49	0.34	0
67	0.61	0.55	0.51	0.26	0.5	0.0	0.52	0.22	0
68	0.59	0.47	0.51	0.53	0.5	0.0	0.53	0.26	0
69	0.4	0.6	0.5	0.16	0.5	0.0	0.51	0.22	0
70	0.64	0.44	0.51	0.35	0.5	0.0	0.53	0.22	0
71	0.45	0.52	0.5	0.12	0.5	0.0	0.6	0.22	0
72	0.38	0.4	0.59	0.25	0.5	0.0	0.44	0.22	0
73	0.39	0.39	0.59	0.25	0.5	0.0	0.45	0.22	0
74	0.54	0.55	0.56	0.14	0.5	0.0	0.5	0.25	0
75	0.45	0.5	0.57	0.29	0.5	0.0	0.44	0.11	0
76	0.61	0.38	0.57	0.36	0.5	0.0	0.44	0.21	0
77	0.61	0.38	0.57	0.36	0.5	0.0	0.44	0.21	0
78	0.43	0.33	0.54	0.37	0.5	0.0	0.38	0.16	0
79	0.43	0.33	0.54	0.37	0.5	0.0	0.38	0.16	0
80	0.51	0.39	0.58	0.19	0.5	0.0	0.47	0.22	0
81	0.35	0.33	0.48	0.42	0.5	0.0	0.47	0.43	0
82	0.46	0.35	0.69	0.18	0.5	0.0	0.3	0.25	0
83	0.46	0.35	0.69	0.18	0.5	0.0	0.3	0.25	0
84	0.57	0.43	0.52	0.3	0.5	0.0	0.37	0.11	0
85	0.57	0.43	0.52	0.3	0.5	0.0	0.37	0.11	0
86	0.59	0.51	0.48	0.12	0.5	0.0	0.54	0.31	0
87	0.59	0.51	0.48	0.12	0.5	0.0	0.54	0.31	0
88	0.61	0.48	0.56	0.19	0.5	0.0	0.53	0.31	0
89	0.61	0.48	0.56	0.19	0.5	0.0	0.53	0.31	0
90	0.44	0.56	0.52	0.18	0.5	0.0	0.5	0.11	0
91	0.36	0.56	0.52	0.18	0.5	0.0	0.45	0.16	0
92	0.37	0.44	0.64	0.48	0.5	0.0	0.36	0.27	0
93	0.72	0.37	0.63	0.38	0.5	0.0	0.4	0.14	0
94	0.72	0.37	0.63	0.38	0.5	0.0	0.4	0.14	0
95	0.44	0.36	0.64	0.45	0.5	0.0	0.53	0.11	0
96	0.58	0.45	0.55	0.27	0.5	0.0	0.48	0.11	0
97	0.66	0.66	0.32	0.54	0.5	0.0	0.51	0.22	1
98	0.74	0.56	0.35	0.36	0.5	0.0	0.51	0.25	1
99	0.89	0.52	0.41	0.26	0.5	0.0	0.52	0.31	1
100	0.78	0.63	0.53	0.13	0.5	0.0	0.54	0.22	1
101	0.83	0.57	0.42	0.57	0.5	0.0	0.5	0.32	1
102	0.53	0.59	0.48	0.14	0.5	0.0	0.51	0.22	0
103	0.42	0.53	0.57	0.17	0.5	0.0	0.49	0.22	0
104	0.52	0.46	0.56	0.2	0.5	0.0	0.5	0.22	0
105	0.56	0.48	0.5	0.17	0.5	0.0	0.51	0.26	0
106	0.77	0.57	0.45	0.17	0.5	0.0	0.53	0.22	0
107	0.45	0.45	0.52	0.17	0.5	0.0	0.54	0.22	0
108	0.28	0.51	0.55	0.19	0.5	0.0	0.57	0.22	0
109	0.51	0.51	0.56	0.28	0.5	0.0	0.54	0.27	0
110	0.48	0.56	0.49	0.32	0.5	0.0	0.5	0.22	0
111	0.59	0.46	0.48	0.46	0.5	0.0	0.49	0.22	0
112	0.53	0.45	0.53	0.18	0.5	0.0	0.42	0.22	0
113	0.45	0.27	0.5	0.33	0.5	0.0	0.53	0.26	0
114	0.48	0.5	0.56	0.11	0.5	0.0	0.33	0.22	0
115	0.35	0.47	0.53	0.19	0.5	0.0	0.48	0.22	0
116	0.46	0.43	0.5	0.24	0.5	0.0	0.48	0.31	0
117	0.43	0.46	0.5	0.21	0.5	0.0	0.49	0.34	0
118	0.61	0.55	0.51	0.26	0.5	0.0	0.52	0.22	0
119	0.59	0.47	0.51	0.53	0.5	0.0	0.53	0.26	0
120	0.4	0.6	0.5	0.16	0.5	0.0	0.51	0.22	0
121	0.64	0.44	0.51	0.35	0.5	0.0	0.53	0.22	0
122	0.45	0.52	0.5	0.12	0.5	0.0	0.6	0.22	0
123	0.38	0.4	0.59	0.25	0.5	0.0	0.44	0.22	0
124	0.39	0.39	0.59	0.25	0.5	0.0	0.45	0.22	0
125	0.54	0.55	0.56	0.14	0.5	0.0	0.5	0.25	0
126	0.45	0.5	0.57	0.29	0.5	0.0	0.44	0.11	0
127	0.61	0.38	0.57	0.36	0.5	0.0	0.44	0.21	0
128	0.61	0.38	0.57	0.36	0.5	0.0	0.44	0.21	0
129	0.43	0.33	0.54	0.37	0.5	0.0	0.38	0.16	0
130	0.43	0.33	0.54	0.37	0.5	0.0	0.38	0.16	0
131	0.51	0.39	0.58	0.19	0.5	0.0	0.47	0.22	0
132	0.35	0.33	0.48	0.42	0.5	0.0	0.47	0.43	0
133	0.46	0.35	0.69	0.18	0.5	0.0	0.3	0.25	0
134	0.46	0.35	0.69	0.18	0.5	0.0	0.3	0.25	0
135	0.57	0.43	0.52	0.3	0.5	0.0	0.37	0.11	0
136	0.57	0.43	0.52	0.3	0.5	0.0	0.37	0.11	0
137	0.59	0.51	0.48	0.12	0.5	0.0	0.54	0.31	0
138	0.59	0.51	0.48	0.12	0.5	0.0	0.54	0.31	0
139	0.61	0.48	0.56	0.19	0.5	0.0	0.53	0.31	0
140	0.61	0.48	0.56	0.19	0.5	0.0	0.53	0.31	0
141	0.44	0.56	0.52	0.18	0.5	0.0	0.5	0.11	0
142	0.36	0.56	0.52	0.18	0.5	0.0	0.45	0.16	0
143	0.37	0.44	0.64	0.48	0.5	0.0	0.36	0.27	0
144	0.72	0.37	0.63	0.38	0.5	0.0	0.4	0.14	0
145	0.72	0.37	0.63	0.38	0.5	0.0	0.4	0.14	0
146	0.44	0.36	0.64	0.45	0.5	0.0	0.53	0.11	0
147	0.58	0.45	0.55	0.27	0.5	0.0	0.48	0.11	0
148	0.66	0.66	0.32	0.54	0.5	0.0	0.51	0.22	1
149	0.74	0.56	0.35	0.36	0.5	0.0	0.51	0.25	1
150	0.89	0.52	0.41	0.26	0.5	0.0	0.52	0.31	1
151	0.78	0.63	0.53	0.13	0.5	0.0	0.54	0.22	1
152	0.83	0.57	0.42	0.57	0.5	0.0	0.5	0.32	1
153	0.53	0.59	0.48	0.14	0.5	0.0	0.51	0.22	0
