	@inputs Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	Label
0	0.41	0.39	0.51	0.52	0.5	0.0	0.49	0.22	0
1	0.69	0.6	0.5	0.31	0.5	0.0	0.55	0.22	0
2	0.51	0.58	0.54	0.29	0.5	0.0	0.53	0.22	0
3	0.55	0.66	0.57	0.32	0.5	0.0	0.57	0.34	0
4	0.62	0.58	0.52	0.15	0.5	0.0	0.52	0.29	0
5	0.5	0.5	0.48	0.17	0.5	0.0	0.47	0.26	0
6	0.45	0.42	0.52	0.2	0.5	0.0	0.5	0.25	0
7	0.51	0.35	0.46	0.15	0.5	0.0	0.51	0.42	0
8	0.42	0.39	0.47	0.13	0.5	0.0	0.5	0.27	0
9	0.32	0.38	0.52	0.2	0.5	0.0	0.52	0.28	0
10	0.59	0.65	0.52	0.3	0.5	0.0	0.46	0.31	0
11	0.37	0.33	0.5	0.12	0.5	0.0	0.51	0.54	0
12	0.45	0.56	0.49	0.17	0.5	0.0	0.52	0.22	0
13	0.6	0.4	0.59	0.18	0.5	0.0	0.48	0.22	0
14	0.38	0.47	0.53	0.12	0.5	0.0	0.48	0.22	0
15	0.59	0.43	0.52	0.19	0.5	0.0	0.55	0.27	0
16	0.64	0.53	0.45	0.13	0.5	0.0	0.53	0.22	0
17	0.52	0.51	0.51	0.12	0.5	0.0	0.51	0.4	0
18	0.49	0.43	0.48	0.15	0.5	0.0	0.55	0.25	0
19	0.49	0.47	0.52	0.16	0.5	0.0	0.53	0.28	0
20	0.48	0.39	0.49	0.18	0.5	0.0	0.51	0.22	0
21	0.49	0.42	0.54	0.17	0.5	0.0	0.5	0.36	0
22	0.74	0.53	0.5	0.08	0.5	0.0	0.55	0.31	0
23	0.3	0.5	0.47	0.11	0.5	0.0	0.46	0.22	0
24	0.44	0.51	0.48	0.38	0.5	0.0	0.52	0.22	0
25	0.55	0.41	0.56	0.21	0.5	0.0	0.52	0.22	0
26	0.4	0.48	0.5	0.17	0.5	0.0	0.54	0.5	0
27	0.58	0.45	0.48	0.24	0.5	0.0	0.52	0.37	0
28	0.58	0.41	0.51	0.26	0.5	0.0	0.51	0.37	0
29	0.21	0.38	0.49	0.16	0.5	0.0	0.51	0.45	0
30	0.48	0.34	0.47	0.14	0.5	0.0	0.47	0.26	0
31	0.35	0.4	0.53	0.18	0.5	0.0	0.42	0.38	0
32	0.53	0.43	0.47	0.15	0.5	0.0	0.58	0.22	0
33	0.46	0.45	0.56	0.16	0.5	0.0	0.56	0.22	0
34	0.61	0.54	0.49	0.16	0.5	0.0	0.54	0.42	0
35	0.44	0.41	0.58	0.2	0.5	0.0	0.57	0.25	0
36	0.61	0.54	0.49	0.19	0.5	0.0	0.54	0.47	0
37	0.41	0.3	0.49	0.28	0.5	0.0	0.54	0.22	0
38	0.41	0.43	0.5	0.28	0.5	0.0	0.5	0.22	0
39	0.51	0.43	0.63	0.18	0.5	0.0	0.52	0.22	0
40	0.5	0.46	0.52	0.16	0.5	0.0	0.52	0.26	0
41	0.51	0.34	0.43	0.18	0.5	0.0	0.48	0.25	0
42	0.43	0.51	0.6	0.25	0.5	0.0	0.55	0.22	0
43	0.42	0.25	0.6	0.14	0.5	0.0	0.45	0.22	0
44	0.38	0.49	0.54	1.0	0.5	0.0	0.5	0.27	0
45	0.27	0.56	0.56	0.18	0.5	0.0	0.52	0.22	0
46	0.43	0.45	0.54	0.14	0.5	0.0	0.5	0.31	0
47	0.91	0.69	0.57	0.45	0.5	0.0	0.56	0.22	1
48	0.69	0.48	0.38	0.15	0.5	0.0	0.55	0.22	1
49	0.68	0.5	0.43	0.27	0.5	0.0	0.61	0.22	1
50	0.81	0.76	0.32	0.37	0.5	0.0	0.51	0.22	1
51	0.89	0.82	0.6	0.49	0.5	0.0	0.55	0.22	1
52	0.41	0.39	0.51	0.52	0.5	0.0	0.49	0.22	0
53	0.69	0.6	0.5	0.31	0.5	0.0	0.55	0.22	0
54	0.51	0.58	0.54	0.29	0.5	0.0	0.53	0.22	0
55	0.55	0.66	0.57	0.32	0.5	0.0	0.57	0.34	0
56	0.62	0.58	0.52	0.15	0.5	0.0	0.52	0.29	0
57	0.5	0.5	0.48	0.17	0.5	0.0	0.47	0.26	0
58	0.45	0.42	0.52	0.2	0.5	0.0	0.5	0.25	0
59	0.51	0.35	0.46	0.15	0.5	0.0	0.51	0.42	0
60	0.42	0.39	0.47	0.13	0.5	0.0	0.5	0.27	0
61	0.32	0.38	0.52	0.2	0.5	0.0	0.52	0.28	0
62	0.59	0.65	0.52	0.3	0.5	0.0	0.46	0.31	0
63	0.37	0.33	0.5	0.12	0.5	0.0	0.51	0.54	0
64	0.45	0.56	0.49	0.17	0.5	0.0	0.52	0.22	0
65	0.6	0.4	0.59	0.18	0.5	0.0	0.48	0.22	0
66	0.38	0.47	0.53	0.12	0.5	0.0	0.48	0.22	0
67	0.59	0.43	0.52	0.19	0.5	0.0	0.55	0.27	0
68	0.64	0.53	0.45	0.13	0.5	0.0	0.53	0.22	0
69	0.52	0.51	0.51	0.12	0.5	0.0	0.51	0.4	0
70	0.49	0.43	0.48	0.15	0.5	0.0	0.55	0.25	0
71	0.49	0.47	0.52	0.16	0.5	0.0	0.53	0.28	0
72	0.48	0.39	0.49	0.18	0.5	0.0	0.51	0.22	0
73	0.49	0.42	0.54	0.17	0.5	0.0	0.5	0.36	0
74	0.74	0.53	0.5	0.08	0.5	0.0	0.55	0.31	0
75	0.3	0.5	0.47	0.11	0.5	0.0	0.46	0.22	0
76	0.44	0.51	0.48	0.38	0.5	0.0	0.52	0.22	0
77	0.55	0.41	0.56	0.21	0.5	0.0	0.52	0.22	0
78	0.4	0.48	0.5	0.17	0.5	0.0	0.54	0.5	0
79	0.58	0.45	0.48	0.24	0.5	0.0	0.52	0.37	0
80	0.58	0.41	0.51	0.26	0.5	0.0	0.51	0.37	0
81	0.21	0.38	0.49	0.16	0.5	0.0	0.51	0.45	0
82	0.48	0.34	0.47	0.14	0.5	0.0	0.47	0.26	0
83	0.35	0.4	0.53	0.18	0.5	0.0	0.42	0.38	0
84	0.53	0.43	0.47	0.15	0.5	0.0	0.58	0.22	0
85	0.46	0.45	0.56	0.16	0.5	0.0	0.56	0.22	0
86	0.61	0.54	0.49	0.16	0.5	0.0	0.54	0.42	0
87	0.44	0.41	0.58	0.2	0.5	0.0	0.57	0.25	0
88	0.61	0.54	0.49	0.19	0.5	0.0	0.54	0.47	0
89	0.41	0.3	0.49	0.28	0.5	0.0	0.54	0.22	0
90	0.41	0.43	0.5	0.28	0.5	0.0	0.5	0.22	0
91	0.51	0.43	0.63	0.18	0.5	0.0	0.52	0.22	0
92	0.5	0.46	0.52	0.16	0.5	0.0	0.52	0.26	0
93	0.51	0.34	0.43	0.18	0.5	0.0	0.48	0.25	0
94	0.43	0.51	0.6	0.25	0.5	0.0	0.55	0.22	0
95	0.42	0.25	0.6	0.14	0.5	0.0	0.45	0.22	0
96	0.38	0.49	0.54	1.0	0.5	0.0	0.5	0.27	0
97	0.27	0.56	0.56	0.18	0.5	0.0	0.52	0.22	0
98	0.43	0.45	0.54	0.14	0.5	0.0	0.5	0.31	0
99	0.91	0.69	0.57	0.45	0.5	0.0	0.56	0.22	1
100	0.69	0.48	0.38	0.15	0.5	0.0	0.55	0.22	1
101	0.68	0.5	0.43	0.27	0.5	0.0	0.61	0.22	1
102	0.81	0.76	0.32	0.37	0.5	0.0	0.51	0.22	1
103	0.89	0.82	0.6	0.49	0.5	0.0	0.55	0.22	1
104	0.41	0.39	0.51	0.52	0.5	0.0	0.49	0.22	0
105	0.69	0.6	0.5	0.31	0.5	0.0	0.55	0.22	0
106	0.51	0.58	0.54	0.29	0.5	0.0	0.53	0.22	0
107	0.55	0.66	0.57	0.32	0.5	0.0	0.57	0.34	0
108	0.62	0.58	0.52	0.15	0.5	0.0	0.52	0.29	0
109	0.5	0.5	0.48	0.17	0.5	0.0	0.47	0.26	0
110	0.45	0.42	0.52	0.2	0.5	0.0	0.5	0.25	0
111	0.51	0.35	0.46	0.15	0.5	0.0	0.51	0.42	0
112	0.42	0.39	0.47	0.13	0.5	0.0	0.5	0.27	0
113	0.32	0.38	0.52	0.2	0.5	0.0	0.52	0.28	0
114	0.59	0.65	0.52	0.3	0.5	0.0	0.46	0.31	0
115	0.37	0.33	0.5	0.12	0.5	0.0	0.51	0.54	0
116	0.45	0.56	0.49	0.17	0.5	0.0	0.52	0.22	0
117	0.6	0.4	0.59	0.18	0.5	0.0	0.48	0.22	0
118	0.38	0.47	0.53	0.12	0.5	0.0	0.48	0.22	0
119	0.59	0.43	0.52	0.19	0.5	0.0	0.55	0.27	0
120	0.64	0.53	0.45	0.13	0.5	0.0	0.53	0.22	0
121	0.52	0.51	0.51	0.12	0.5	0.0	0.51	0.4	0
122	0.49	0.43	0.48	0.15	0.5	0.0	0.55	0.25	0
123	0.49	0.47	0.52	0.16	0.5	0.0	0.53	0.28	0
124	0.48	0.39	0.49	0.18	0.5	0.0	0.51	0.22	0
125	0.49	0.42	0.54	0.17	0.5	0.0	0.5	0.36	0
126	0.74	0.53	0.5	0.08	0.5	0.0	0.55	0.31	0
127	0.3	0.5	0.47	0.11	0.5	0.0	0.46	0.22	0
128	0.44	0.51	0.48	0.38	0.5	0.0	0.52	0.22	0
129	0.55	0.41	0.56	0.21	0.5	0.0	0.52	0.22	0
130	0.4	0.48	0.5	0.17	0.5	0.0	0.54	0.5	0
131	0.58	0.45	0.48	0.24	0.5	0.0	0.52	0.37	0
132	0.58	0.41	0.51	0.26	0.5	0.0	0.51	0.37	0
133	0.21	0.38	0.49	0.16	0.5	0.0	0.51	0.45	0
134	0.48	0.34	0.47	0.14	0.5	0.0	0.47	0.26	0
135	0.35	0.4	0.53	0.18	0.5	0.0	0.42	0.38	0
136	0.53	0.43	0.47	0.15	0.5	0.0	0.58	0.22	0
137	0.46	0.45	0.56	0.16	0.5	0.0	0.56	0.22	0
138	0.61	0.54	0.49	0.16	0.5	0.0	0.54	0.42	0
139	0.44	0.41	0.58	0.2	0.5	0.0	0.57	0.25	0
140	0.61	0.54	0.49	0.19	0.5	0.0	0.54	0.47	0
141	0.41	0.3	0.49	0.28	0.5	0.0	0.54	0.22	0
142	0.41	0.43	0.5	0.28	0.5	0.0	0.5	0.22	0
143	0.51	0.43	0.63	0.18	0.5	0.0	0.52	0.22	0
144	0.5	0.46	0.52	0.16	0.5	0.0	0.52	0.26	0
145	0.51	0.34	0.43	0.18	0.5	0.0	0.48	0.25	0
146	0.43	0.51	0.6	0.25	0.5	0.0	0.55	0.22	0
147	0.42	0.25	0.6	0.14	0.5	0.0	0.45	0.22	0
148	0.38	0.49	0.54	1.0	0.5	0.0	0.5	0.27	0
149	0.27	0.56	0.56	0.18	0.5	0.0	0.52	0.22	0
150	0.43	0.45	0.54	0.14	0.5	0.0	0.5	0.31	0
151	0.91	0.69	0.57	0.45	0.5	0.0	0.56	0.22	1
152	0.69	0.48	0.38	0.15	0.5	0.0	0.55	0.22	1
153	0.68	0.5	0.43	0.27	0.5	0.0	0.61	0.22	1
154	0.81	0.76	0.32	0.37	0.5	0.0	0.51	0.22	1
155	0.89	0.82	0.6	0.49	0.5	0.0	0.55	0.22	1
156	0.41	0.39	0.51	0.52	0.5	0.0	0.49	0.22	0
157	0.69	0.6	0.5	0.31	0.5	0.0	0.55	0.22	0
158	0.51	0.58	0.54	0.29	0.5	0.0	0.53	0.22	0
159	0.55	0.66	0.57	0.32	0.5	0.0	0.57	0.34	0
160	0.62	0.58	0.52	0.15	0.5	0.0	0.52	0.29	0
161	0.5	0.5	0.48	0.17	0.5	0.0	0.47	0.26	0
162	0.45	0.42	0.52	0.2	0.5	0.0	0.5	0.25	0
163	0.51	0.35	0.46	0.15	0.5	0.0	0.51	0.42	0
164	0.42	0.39	0.47	0.13	0.5	0.0	0.5	0.27	0
165	0.32	0.38	0.52	0.2	0.5	0.0	0.52	0.28	0
