	@inputs Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	Label
0	0.59	0.45	0.53	0.19	0.5	0.0	0.59	0.27	0
1	0.56	0.48	0.58	0.27	0.5	0.0	0.51	0.22	0
2	0.48	0.42	0.52	0.24	0.5	0.0	0.56	0.22	0
3	0.58	0.51	0.49	0.27	0.5	0.0	0.57	0.29	0
4	0.36	0.46	0.62	0.46	0.5	0.0	0.51	0.33	0
5	0.42	0.35	0.54	0.18	0.5	0.0	0.56	0.22	0
6	0.27	0.6	0.48	0.23	0.5	0.0	0.55	0.22	0
7	0.41	0.4	0.59	0.47	0.5	0.0	0.48	0.43	0
8	0.48	0.61	0.44	0.2	0.5	0.0	0.47	0.22	0
9	0.8	0.46	0.5	0.15	0.5	0.0	0.53	0.22	0
10	0.39	0.45	0.53	0.18	0.5	0.0	0.54	0.22	0
11	0.62	0.58	0.46	0.13	0.5	0.0	0.53	0.22	0
12	0.48	0.35	0.42	0.21	0.5	0.0	0.57	0.22	0
13	0.41	0.52	0.41	0.11	0.5	0.0	0.54	0.35	0
14	0.44	0.34	0.55	0.18	0.5	0.0	0.52	0.22	0
15	0.31	0.45	0.5	0.17	0.5	0.0	0.49	0.22	0
16	0.38	0.49	0.61	0.13	0.5	0.0	0.54	0.22	0
17	0.56	0.44	0.56	0.19	0.5	0.0	0.54	0.22	0
18	0.66	0.62	0.52	0.17	0.5	0.0	0.49	0.22	0
19	0.43	0.52	0.53	0.52	1.0	0.0	0.49	0.22	0
20	0.52	0.48	0.58	0.55	0.5	0.0	0.48	0.22	0
21	0.5	0.34	0.62	0.19	0.5	0.0	0.57	0.22	0
22	0.38	0.62	0.52	0.14	0.5	0.0	0.53	0.22	0
23	0.55	0.51	0.54	0.2	0.5	0.0	0.56	0.22	0
24	0.51	0.48	0.46	0.29	0.5	0.0	0.54	0.22	0
25	0.53	0.43	0.57	0.24	0.5	0.0	0.39	0.28	0
26	0.48	0.48	0.56	0.18	0.5	0.0	0.58	0.22	0
27	0.61	0.46	0.54	0.11	0.5	0.0	0.47	0.22	0
28	0.66	0.55	0.54	0.18	0.5	0.0	0.43	0.22	0
29	0.6	0.48	0.46	0.32	0.5	0.0	0.4	0.33	0
30	0.45	0.5	0.57	0.29	0.5	0.0	0.44	0.11	0
31	0.61	0.53	0.59	0.17	0.5	0.0	0.44	0.28	0
32	0.34	0.34	0.65	0.4	0.5	0.0	0.32	0.16	0
33	0.66	0.6	0.52	0.19	0.5	0.0	0.69	0.22	0
34	0.39	0.65	0.57	0.19	0.5	0.0	0.44	0.25	0
35	0.39	0.65	0.57	0.19	0.5	0.0	0.43	0.25	0
36	0.57	0.48	0.54	0.22	0.5	0.0	0.5	0.11	0
37	0.41	0.49	0.65	0.28	0.5	0.0	0.59	0.57	0
38	0.3	0.33	0.55	0.12	0.5	0.0	0.53	0.38	0
39	0.64	0.31	0.53	0.15	0.5	0.0	0.53	0.31	0
40	0.55	0.57	0.51	0.07	0.5	0.0	0.55	0.22	0
41	0.45	0.45	0.51	0.3	0.5	0.0	0.48	0.44	0
42	0.25	0.48	0.45	0.32	0.5	0.0	0.4	0.22	0
43	0.54	0.43	0.48	0.27	0.5	0.0	0.44	0.41	0
44	0.66	0.54	0.53	0.17	0.5	0.0	0.54	0.22	0
45	0.56	0.46	0.51	0.25	0.5	0.0	0.54	0.22	0
46	0.81	0.9	0.39	0.41	0.5	0.0	0.53	0.22	1
47	0.83	0.53	0.52	0.2	0.5	0.0	0.48	0.25	1
48	0.78	0.48	0.47	0.3	0.5	0.0	0.53	0.47	1
49	0.72	0.56	0.4	0.26	0.5	0.0	0.51	0.26	1
50	0.67	0.57	0.36	0.19	0.5	0.0	0.56	0.22	1
51	0.59	0.45	0.53	0.19	0.5	0.0	0.59	0.27	0
52	0.56	0.48	0.58	0.27	0.5	0.0	0.51	0.22	0
53	0.48	0.42	0.52	0.24	0.5	0.0	0.56	0.22	0
54	0.58	0.51	0.49	0.27	0.5	0.0	0.57	0.29	0
55	0.36	0.46	0.62	0.46	0.5	0.0	0.51	0.33	0
56	0.42	0.35	0.54	0.18	0.5	0.0	0.56	0.22	0
57	0.27	0.6	0.48	0.23	0.5	0.0	0.55	0.22	0
58	0.41	0.4	0.59	0.47	0.5	0.0	0.48	0.43	0
59	0.48	0.61	0.44	0.2	0.5	0.0	0.47	0.22	0
60	0.8	0.46	0.5	0.15	0.5	0.0	0.53	0.22	0
61	0.39	0.45	0.53	0.18	0.5	0.0	0.54	0.22	0
62	0.62	0.58	0.46	0.13	0.5	0.0	0.53	0.22	0
63	0.48	0.35	0.42	0.21	0.5	0.0	0.57	0.22	0
64	0.41	0.52	0.41	0.11	0.5	0.0	0.54	0.35	0
65	0.44	0.34	0.55	0.18	0.5	0.0	0.52	0.22	0
66	0.31	0.45	0.5	0.17	0.5	0.0	0.49	0.22	0
67	0.38	0.49	0.61	0.13	0.5	0.0	0.54	0.22	0
68	0.56	0.44	0.56	0.19	0.5	0.0	0.54	0.22	0
69	0.66	0.62	0.52	0.17	0.5	0.0	0.49	0.22	0
70	0.43	0.52	0.53	0.52	1.0	0.0	0.49	0.22	0
71	0.52	0.48	0.58	0.55	0.5	0.0	0.48	0.22	0
72	0.5	0.34	0.62	0.19	0.5	0.0	0.57	0.22	0
73	0.38	0.62	0.52	0.14	0.5	0.0	0.53	0.22	0
74	0.55	0.51	0.54	0.2	0.5	0.0	0.56	0.22	0
75	0.51	0.48	0.46	0.29	0.5	0.0	0.54	0.22	0
76	0.53	0.43	0.57	0.24	0.5	0.0	0.39	0.28	0
77	0.48	0.48	0.56	0.18	0.5	0.0	0.58	0.22	0
78	0.61	0.46	0.54	0.11	0.5	0.0	0.47	0.22	0
79	0.66	0.55	0.54	0.18	0.5	0.0	0.43	0.22	0
80	0.6	0.48	0.46	0.32	0.5	0.0	0.4	0.33	0
81	0.45	0.5	0.57	0.29	0.5	0.0	0.44	0.11	0
82	0.61	0.53	0.59	0.17	0.5	0.0	0.44	0.28	0
83	0.34	0.34	0.65	0.4	0.5	0.0	0.32	0.16	0
84	0.66	0.6	0.52	0.19	0.5	0.0	0.69	0.22	0
85	0.39	0.65	0.57	0.19	0.5	0.0	0.44	0.25	0
86	0.39	0.65	0.57	0.19	0.5	0.0	0.43	0.25	0
87	0.57	0.48	0.54	0.22	0.5	0.0	0.5	0.11	0
88	0.41	0.49	0.65	0.28	0.5	0.0	0.59	0.57	0
89	0.3	0.33	0.55	0.12	0.5	0.0	0.53	0.38	0
90	0.64	0.31	0.53	0.15	0.5	0.0	0.53	0.31	0
91	0.55	0.57	0.51	0.07	0.5	0.0	0.55	0.22	0
92	0.45	0.45	0.51	0.3	0.5	0.0	0.48	0.44	0
93	0.25	0.48	0.45	0.32	0.5	0.0	0.4	0.22	0
94	0.54	0.43	0.48	0.27	0.5	0.0	0.44	0.41	0
95	0.66	0.54	0.53	0.17	0.5	0.0	0.54	0.22	0
96	0.56	0.46	0.51	0.25	0.5	0.0	0.54	0.22	0
97	0.81	0.9	0.39	0.41	0.5	0.0	0.53	0.22	1
98	0.83	0.53	0.52	0.2	0.5	0.0	0.48	0.25	1
99	0.78	0.48	0.47	0.3	0.5	0.0	0.53	0.47	1
100	0.72	0.56	0.4	0.26	0.5	0.0	0.51	0.26	1
101	0.67	0.57	0.36	0.19	0.5	0.0	0.56	0.22	1
102	0.59	0.45	0.53	0.19	0.5	0.0	0.59	0.27	0
103	0.56	0.48	0.58	0.27	0.5	0.0	0.51	0.22	0
104	0.48	0.42	0.52	0.24	0.5	0.0	0.56	0.22	0
105	0.58	0.51	0.49	0.27	0.5	0.0	0.57	0.29	0
106	0.36	0.46	0.62	0.46	0.5	0.0	0.51	0.33	0
107	0.42	0.35	0.54	0.18	0.5	0.0	0.56	0.22	0
108	0.27	0.6	0.48	0.23	0.5	0.0	0.55	0.22	0
109	0.41	0.4	0.59	0.47	0.5	0.0	0.48	0.43	0
110	0.48	0.61	0.44	0.2	0.5	0.0	0.47	0.22	0
111	0.8	0.46	0.5	0.15	0.5	0.0	0.53	0.22	0
112	0.39	0.45	0.53	0.18	0.5	0.0	0.54	0.22	0
113	0.62	0.58	0.46	0.13	0.5	0.0	0.53	0.22	0
114	0.48	0.35	0.42	0.21	0.5	0.0	0.57	0.22	0
115	0.41	0.52	0.41	0.11	0.5	0.0	0.54	0.35	0
116	0.44	0.34	0.55	0.18	0.5	0.0	0.52	0.22	0
117	0.31	0.45	0.5	0.17	0.5	0.0	0.49	0.22	0
118	0.38	0.49	0.61	0.13	0.5	0.0	0.54	0.22	0
119	0.56	0.44	0.56	0.19	0.5	0.0	0.54	0.22	0
120	0.66	0.62	0.52	0.17	0.5	0.0	0.49	0.22	0
121	0.43	0.52	0.53	0.52	1.0	0.0	0.49	0.22	0
122	0.52	0.48	0.58	0.55	0.5	0.0	0.48	0.22	0
123	0.5	0.34	0.62	0.19	0.5	0.0	0.57	0.22	0
124	0.38	0.62	0.52	0.14	0.5	0.0	0.53	0.22	0
125	0.55	0.51	0.54	0.2	0.5	0.0	0.56	0.22	0
126	0.51	0.48	0.46	0.29	0.5	0.0	0.54	0.22	0
127	0.53	0.43	0.57	0.24	0.5	0.0	0.39	0.28	0
128	0.48	0.48	0.56	0.18	0.5	0.0	0.58	0.22	0
129	0.61	0.46	0.54	0.11	0.5	0.0	0.47	0.22	0
130	0.66	0.55	0.54	0.18	0.5	0.0	0.43	0.22	0
131	0.6	0.48	0.46	0.32	0.5	0.0	0.4	0.33	0
132	0.45	0.5	0.57	0.29	0.5	0.0	0.44	0.11	0
133	0.61	0.53	0.59	0.17	0.5	0.0	0.44	0.28	0
134	0.34	0.34	0.65	0.4	0.5	0.0	0.32	0.16	0
135	0.66	0.6	0.52	0.19	0.5	0.0	0.69	0.22	0
136	0.39	0.65	0.57	0.19	0.5	0.0	0.44	0.25	0
137	0.39	0.65	0.57	0.19	0.5	0.0	0.43	0.25	0
138	0.57	0.48	0.54	0.22	0.5	0.0	0.5	0.11	0
139	0.41	0.49	0.65	0.28	0.5	0.0	0.59	0.57	0
140	0.3	0.33	0.55	0.12	0.5	0.0	0.53	0.38	0
141	0.64	0.31	0.53	0.15	0.5	0.0	0.53	0.31	0
142	0.55	0.57	0.51	0.07	0.5	0.0	0.55	0.22	0
143	0.45	0.45	0.51	0.3	0.5	0.0	0.48	0.44	0
144	0.25	0.48	0.45	0.32	0.5	0.0	0.4	0.22	0
145	0.54	0.43	0.48	0.27	0.5	0.0	0.44	0.41	0
146	0.66	0.54	0.53	0.17	0.5	0.0	0.54	0.22	0
147	0.56	0.46	0.51	0.25	0.5	0.0	0.54	0.22	0
148	0.81	0.9	0.39	0.41	0.5	0.0	0.53	0.22	1
149	0.83	0.53	0.52	0.2	0.5	0.0	0.48	0.25	1
150	0.78	0.48	0.47	0.3	0.5	0.0	0.53	0.47	1
151	0.72	0.56	0.4	0.26	0.5	0.0	0.51	0.26	1
152	0.67	0.57	0.36	0.19	0.5	0.0	0.56	0.22	1
153	0.59	0.45	0.53	0.19	0.5	0.0	0.59	0.27	0
154	0.56	0.48	0.58	0.27	0.5	0.0	0.51	0.22	0
155	0.48	0.42	0.52	0.24	0.5	0.0	0.56	0.22	0
156	0.58	0.51	0.49	0.27	0.5	0.0	0.57	0.29	0
157	0.36	0.46	0.62	0.46	0.5	0.0	0.51	0.33	0
158	0.42	0.35	0.54	0.18	0.5	0.0	0.56	0.22	0
159	0.27	0.6	0.48	0.23	0.5	0.0	0.55	0.22	0
160	0.41	0.4	0.59	0.47	0.5	0.0	0.48	0.43	0
161	0.48	0.61	0.44	0.2	0.5	0.0	0.47	0.22	0
162	0.8	0.46	0.5	0.15	0.5	0.0	0.53	0.22	0
163	0.39	0.45	0.53	0.18	0.5	0.0	0.54	0.22	0
164	0.62	0.58	0.46	0.13	0.5	0.0	0.53	0.22	0
165	0.48	0.35	0.42	0.21	0.5	0.0	0.57	0.22	0
166	0.41	0.52	0.41	0.11	0.5	0.0	0.54	0.35	0
167	0.44	0.34	0.55	0.18	0.5	0.0	0.52	0.22	0
168	0.31	0.45	0.5	0.17	0.5	0.0	0.49	0.22	0
169	0.38	0.49	0.61	0.13	0.5	0.0	0.54	0.22	0
170	0.56	0.44	0.56	0.19	0.5	0.0	0.54	0.22	0
171	0.66	0.62	0.52	0.17	0.5	0.0	0.49	0.22	0
172	0.43	0.52	0.53	0.52	1.0	0.0	0.49	0.22	0
173	0.52	0.48	0.58	0.55	0.5	0.0	0.48	0.22	0
174	0.5	0.34	0.62	0.19	0.5	0.0	0.57	0.22	0
175	0.38	0.62	0.52	0.14	0.5	0.0	0.53	0.22	0
176	0.55	0.51	0.54	0.2	0.5	0.0	0.56	0.22	0
177	0.51	0.48	0.46	0.29	0.5	0.0	0.54	0.22	0
178	0.53	0.43	0.57	0.24	0.5	0.0	0.39	0.28	0
179	0.48	0.48	0.56	0.18	0.5	0.0	0.58	0.22	0
180	0.61	0.46	0.54	0.11	0.5	0.0	0.47	0.22	0
181	0.66	0.55	0.54	0.18	0.5	0.0	0.43	0.22	0
182	0.6	0.48	0.46	0.32	0.5	0.0	0.4	0.33	0
183	0.45	0.5	0.57	0.29	0.5	0.0	0.44	0.11	0
184	0.61	0.53	0.59	0.17	0.5	0.0	0.44	0.28	0
185	0.34	0.34	0.65	0.4	0.5	0.0	0.32	0.16	0
186	0.66	0.6	0.52	0.19	0.5	0.0	0.69	0.22	0
187	0.39	0.65	0.57	0.19	0.5	0.0	0.44	0.25	0
188	0.39	0.65	0.57	0.19	0.5	0.0	0.43	0.25	0
189	0.57	0.48	0.54	0.22	0.5	0.0	0.5	0.11	0
190	0.41	0.49	0.65	0.28	0.5	0.0	0.59	0.57	0
191	0.3	0.33	0.55	0.12	0.5	0.0	0.53	0.38	0
192	0.64	0.31	0.53	0.15	0.5	0.0	0.53	0.31	0
193	0.55	0.57	0.51	0.07	0.5	0.0	0.55	0.22	0
194	0.45	0.45	0.51	0.3	0.5	0.0	0.48	0.44	0
195	0.25	0.48	0.45	0.32	0.5	0.0	0.4	0.22	0
196	0.54	0.43	0.48	0.27	0.5	0.0	0.44	0.41	0
197	0.66	0.54	0.53	0.17	0.5	0.0	0.54	0.22	0
198	0.56	0.46	0.51	0.25	0.5	0.0	0.54	0.22	0
199	0.81	0.9	0.39	0.41	0.5	0.0	0.53	0.22	1
200	0.83	0.53	0.52	0.2	0.5	0.0	0.48	0.25	1
201	0.78	0.48	0.47	0.3	0.5	0.0	0.53	0.47	1
202	0.72	0.56	0.4	0.26	0.5	0.0	0.51	0.26	1
203	0.67	0.57	0.36	0.19	0.5	0.0	0.56	0.22	1
204	0.59	0.45	0.53	0.19	0.5	0.0	0.59	0.27	0
205	0.56	0.48	0.58	0.27	0.5	0.0	0.51	0.22	0
206	0.48	0.42	0.52	0.24	0.5	0.0	0.56	0.22	0
207	0.58	0.51	0.49	0.27	0.5	0.0	0.57	0.29	0
208	0.36	0.46	0.62	0.46	0.5	0.0	0.51	0.33	0
209	0.42	0.35	0.54	0.18	0.5	0.0	0.56	0.22	0
210	0.27	0.6	0.48	0.23	0.5	0.0	0.55	0.22	0
211	0.41	0.4	0.59	0.47	0.5	0.0	0.48	0.43	0
212	0.48	0.61	0.44	0.2	0.5	0.0	0.47	0.22	0
213	0.8	0.46	0.5	0.15	0.5	0.0	0.53	0.22	0
214	0.39	0.45	0.53	0.18	0.5	0.0	0.54	0.22	0
215	0.62	0.58	0.46	0.13	0.5	0.0	0.53	0.22	0
216	0.48	0.35	0.42	0.21	0.5	0.0	0.57	0.22	0
217	0.41	0.52	0.41	0.11	0.5	0.0	0.54	0.35	0
218	0.44	0.34	0.55	0.18	0.5	0.0	0.52	0.22	0
219	0.31	0.45	0.5	0.17	0.5	0.0	0.49	0.22	0
220	0.38	0.49	0.61	0.13	0.5	0.0	0.54	0.22	0
221	0.56	0.44	0.56	0.19	0.5	0.0	0.54	0.22	0
222	0.66	0.62	0.52	0.17	0.5	0.0	0.49	0.22	0
223	0.43	0.52	0.53	0.52	1.0	0.0	0.49	0.22	0
224	0.52	0.48	0.58	0.55	0.5	0.0	0.48	0.22	0
225	0.5	0.34	0.62	0.19	0.5	0.0	0.57	0.22	0
226	0.38	0.62	0.52	0.14	0.5	0.0	0.53	0.22	0
227	0.55	0.51	0.54	0.2	0.5	0.0	0.56	0.22	0
228	0.51	0.48	0.46	0.29	0.5	0.0	0.54	0.22	0
229	0.53	0.43	0.57	0.24	0.5	0.0	0.39	0.28	0
230	0.48	0.48	0.56	0.18	0.5	0.0	0.58	0.22	0
231	0.61	0.46	0.54	0.11	0.5	0.0	0.47	0.22	0
232	0.66	0.55	0.54	0.18	0.5	0.0	0.43	0.22	0
233	0.6	0.48	0.46	0.32	0.5	0.0	0.4	0.33	0
234	0.45	0.5	0.57	0.29	0.5	0.0	0.44	0.11	0
235	0.61	0.53	0.59	0.17	0.5	0.0	0.44	0.28	0
236	0.34	0.34	0.65	0.4	0.5	0.0	0.32	0.16	0
237	0.66	0.6	0.52	0.19	0.5	0.0	0.69	0.22	0
238	0.39	0.65	0.57	0.19	0.5	0.0	0.44	0.25	0
239	0.39	0.65	0.57	0.19	0.5	0.0	0.43	0.25	0
