	@inputs Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	Label
0	0.48	0.44	0.51	0.24	0.5	0.0	0.49	0.22	0
1	0.59	0.64	0.44	0.26	0.5	0.0	0.5	0.22	0
2	0.79	0.56	0.53	0.19	0.5	0.0	0.47	0.35	0
3	0.52	0.5	0.6	0.2	0.5	0.0	0.52	0.22	0
4	0.59	0.46	0.57	0.17	0.5	0.0	0.52	0.22	0
5	0.53	0.42	0.53	0.19	0.5	0.0	0.47	0.22	0
6	0.59	0.46	0.55	0.17	0.5	0.0	0.52	0.25	0
7	0.52	0.51	0.48	0.12	0.5	0.0	0.54	0.31	0
8	0.47	0.46	0.49	0.27	0.5	0.0	0.59	0.22	0
9	0.5	0.46	0.49	0.27	0.5	0.0	0.6	0.22	0
10	0.5	0.44	0.57	0.28	0.5	0.0	0.57	0.22	0
11	0.46	0.47	0.62	0.3	0.5	0.0	0.38	0.22	0
12	0.59	0.7	0.46	0.19	0.5	0.0	0.54	0.44	0
13	0.19	0.41	0.55	0.13	0.5	0.0	0.52	0.25	0
14	0.27	0.43	0.5	0.13	0.5	0.0	0.54	0.31	0
15	0.42	0.46	0.44	0.17	0.5	0.0	0.51	0.42	0
16	0.48	0.39	0.56	0.23	0.5	0.0	0.6	0.22	0
17	0.47	0.59	0.56	0.09	0.5	0.0	0.5	0.22	0
18	0.4	0.28	0.58	0.44	0.5	0.0	0.41	0.22	0
19	0.54	0.35	0.55	0.19	0.5	0.0	0.3	0.22	0
20	0.51	0.49	0.48	0.55	0.5	0.0	0.52	0.58	0
21	0.5	0.55	0.52	0.16	0.5	0.0	0.51	0.31	0
22	0.65	0.63	0.47	0.22	0.5	0.0	0.52	0.27	0
23	0.41	0.48	0.51	0.2	0.5	0.0	0.51	0.22	0
24	0.25	0.4	0.54	0.16	0.5	0.0	0.43	0.22	0
25	0.63	0.56	0.52	0.21	0.5	0.0	0.5	0.22	0
26	0.56	0.68	0.42	0.36	0.5	0.0	0.49	0.22	0
27	0.46	0.52	0.51	0.13	0.5	0.0	0.47	0.22	0
28	0.5	0.4	0.57	0.17	0.5	0.0	0.59	0.22	0
29	0.53	0.52	0.49	0.27	0.5	0.0	0.51	0.22	0
30	0.5	0.47	0.56	0.31	0.5	0.0	0.56	0.26	0
31	0.24	0.25	0.57	0.28	0.5	0.0	0.51	0.11	0
32	0.59	0.48	0.49	0.49	0.5	0.0	0.36	0.32	0
33	0.64	0.44	0.56	0.15	0.5	0.0	0.56	0.22	0
34	0.48	0.58	0.47	0.17	0.5	0.0	0.53	0.74	0
35	0.47	0.5	0.6	0.63	0.5	0.0	0.38	0.16	0
36	0.47	0.38	0.58	0.19	0.5	0.0	0.57	0.22	0
37	0.41	0.45	0.46	0.23	0.5	0.0	0.5	0.7	0
38	0.38	0.48	0.57	0.3	0.5	0.0	0.41	0.11	0
39	0.6	0.61	0.54	0.11	0.5	0.0	0.46	0.22	0
40	0.48	0.61	0.57	0.17	0.5	0.0	0.45	0.22	0
41	0.71	0.5	0.5	0.18	0.5	0.0	0.46	0.22	0
42	0.61	0.48	0.54	0.25	0.5	0.0	0.5	0.22	0
43	0.38	0.32	0.64	0.41	0.5	0.0	0.44	0.11	0
44	0.38	0.4	0.66	0.35	0.5	0.0	0.43	0.11	0
45	0.65	0.54	0.54	0.13	0.5	0.0	0.53	0.22	0
46	0.69	0.57	0.39	0.19	0.5	0.0	0.48	0.39	1
47	0.86	0.78	0.34	0.15	0.5	0.0	0.53	0.22	1
48	0.63	0.71	0.44	0.53	0.5	0.0	0.52	0.22	1
49	0.81	0.62	0.43	0.17	0.5	0.0	0.53	0.22	1
50	0.86	0.74	0.51	0.4	0.5	0.0	0.55	0.22	1
51	0.48	0.44	0.51	0.24	0.5	0.0	0.49	0.22	0
52	0.59	0.64	0.44	0.26	0.5	0.0	0.5	0.22	0
53	0.79	0.56	0.53	0.19	0.5	0.0	0.47	0.35	0
54	0.52	0.5	0.6	0.2	0.5	0.0	0.52	0.22	0
55	0.59	0.46	0.57	0.17	0.5	0.0	0.52	0.22	0
56	0.53	0.42	0.53	0.19	0.5	0.0	0.47	0.22	0
57	0.59	0.46	0.55	0.17	0.5	0.0	0.52	0.25	0
58	0.52	0.51	0.48	0.12	0.5	0.0	0.54	0.31	0
59	0.47	0.46	0.49	0.27	0.5	0.0	0.59	0.22	0
60	0.5	0.46	0.49	0.27	0.5	0.0	0.6	0.22	0
61	0.5	0.44	0.57	0.28	0.5	0.0	0.57	0.22	0
62	0.46	0.47	0.62	0.3	0.5	0.0	0.38	0.22	0
63	0.59	0.7	0.46	0.19	0.5	0.0	0.54	0.44	0
64	0.19	0.41	0.55	0.13	0.5	0.0	0.52	0.25	0
65	0.27	0.43	0.5	0.13	0.5	0.0	0.54	0.31	0
66	0.42	0.46	0.44	0.17	0.5	0.0	0.51	0.42	0
67	0.48	0.39	0.56	0.23	0.5	0.0	0.6	0.22	0
68	0.47	0.59	0.56	0.09	0.5	0.0	0.5	0.22	0
69	0.4	0.28	0.58	0.44	0.5	0.0	0.41	0.22	0
70	0.54	0.35	0.55	0.19	0.5	0.0	0.3	0.22	0
71	0.51	0.49	0.48	0.55	0.5	0.0	0.52	0.58	0
72	0.5	0.55	0.52	0.16	0.5	0.0	0.51	0.31	0
73	0.65	0.63	0.47	0.22	0.5	0.0	0.52	0.27	0
74	0.41	0.48	0.51	0.2	0.5	0.0	0.51	0.22	0
75	0.25	0.4	0.54	0.16	0.5	0.0	0.43	0.22	0
76	0.63	0.56	0.52	0.21	0.5	0.0	0.5	0.22	0
77	0.56	0.68	0.42	0.36	0.5	0.0	0.49	0.22	0
78	0.46	0.52	0.51	0.13	0.5	0.0	0.47	0.22	0
79	0.5	0.4	0.57	0.17	0.5	0.0	0.59	0.22	0
80	0.53	0.52	0.49	0.27	0.5	0.0	0.51	0.22	0
81	0.5	0.47	0.56	0.31	0.5	0.0	0.56	0.26	0
82	0.24	0.25	0.57	0.28	0.5	0.0	0.51	0.11	0
83	0.59	0.48	0.49	0.49	0.5	0.0	0.36	0.32	0
84	0.64	0.44	0.56	0.15	0.5	0.0	0.56	0.22	0
85	0.48	0.58	0.47	0.17	0.5	0.0	0.53	0.74	0
86	0.47	0.5	0.6	0.63	0.5	0.0	0.38	0.16	0
87	0.47	0.38	0.58	0.19	0.5	0.0	0.57	0.22	0
88	0.41	0.45	0.46	0.23	0.5	0.0	0.5	0.7	0
89	0.38	0.48	0.57	0.3	0.5	0.0	0.41	0.11	0
90	0.6	0.61	0.54	0.11	0.5	0.0	0.46	0.22	0
91	0.48	0.61	0.57	0.17	0.5	0.0	0.45	0.22	0
92	0.71	0.5	0.5	0.18	0.5	0.0	0.46	0.22	0
93	0.61	0.48	0.54	0.25	0.5	0.0	0.5	0.22	0
94	0.38	0.32	0.64	0.41	0.5	0.0	0.44	0.11	0
95	0.38	0.4	0.66	0.35	0.5	0.0	0.43	0.11	0
96	0.65	0.54	0.54	0.13	0.5	0.0	0.53	0.22	0
97	0.69	0.57	0.39	0.19	0.5	0.0	0.48	0.39	1
98	0.86	0.78	0.34	0.15	0.5	0.0	0.53	0.22	1
99	0.63	0.71	0.44	0.53	0.5	0.0	0.52	0.22	1
100	0.81	0.62	0.43	0.17	0.5	0.0	0.53	0.22	1
101	0.86	0.74	0.51	0.4	0.5	0.0	0.55	0.22	1
102	0.48	0.44	0.51	0.24	0.5	0.0	0.49	0.22	0
103	0.59	0.64	0.44	0.26	0.5	0.0	0.5	0.22	0
104	0.79	0.56	0.53	0.19	0.5	0.0	0.47	0.35	0
105	0.52	0.5	0.6	0.2	0.5	0.0	0.52	0.22	0
106	0.59	0.46	0.57	0.17	0.5	0.0	0.52	0.22	0
107	0.53	0.42	0.53	0.19	0.5	0.0	0.47	0.22	0
108	0.59	0.46	0.55	0.17	0.5	0.0	0.52	0.25	0
109	0.52	0.51	0.48	0.12	0.5	0.0	0.54	0.31	0
110	0.47	0.46	0.49	0.27	0.5	0.0	0.59	0.22	0
111	0.5	0.46	0.49	0.27	0.5	0.0	0.6	0.22	0
112	0.5	0.44	0.57	0.28	0.5	0.0	0.57	0.22	0
113	0.46	0.47	0.62	0.3	0.5	0.0	0.38	0.22	0
114	0.59	0.7	0.46	0.19	0.5	0.0	0.54	0.44	0
115	0.19	0.41	0.55	0.13	0.5	0.0	0.52	0.25	0
116	0.27	0.43	0.5	0.13	0.5	0.0	0.54	0.31	0
117	0.42	0.46	0.44	0.17	0.5	0.0	0.51	0.42	0
118	0.48	0.39	0.56	0.23	0.5	0.0	0.6	0.22	0
119	0.47	0.59	0.56	0.09	0.5	0.0	0.5	0.22	0
120	0.4	0.28	0.58	0.44	0.5	0.0	0.41	0.22	0
121	0.54	0.35	0.55	0.19	0.5	0.0	0.3	0.22	0
122	0.51	0.49	0.48	0.55	0.5	0.0	0.52	0.58	0
123	0.5	0.55	0.52	0.16	0.5	0.0	0.51	0.31	0
124	0.65	0.63	0.47	0.22	0.5	0.0	0.52	0.27	0
125	0.41	0.48	0.51	0.2	0.5	0.0	0.51	0.22	0
126	0.25	0.4	0.54	0.16	0.5	0.0	0.43	0.22	0
127	0.63	0.56	0.52	0.21	0.5	0.0	0.5	0.22	0
128	0.56	0.68	0.42	0.36	0.5	0.0	0.49	0.22	0
129	0.46	0.52	0.51	0.13	0.5	0.0	0.47	0.22	0
130	0.5	0.4	0.57	0.17	0.5	0.0	0.59	0.22	0
131	0.53	0.52	0.49	0.27	0.5	0.0	0.51	0.22	0
132	0.5	0.47	0.56	0.31	0.5	0.0	0.56	0.26	0
133	0.24	0.25	0.57	0.28	0.5	0.0	0.51	0.11	0
134	0.59	0.48	0.49	0.49	0.5	0.0	0.36	0.32	0
135	0.64	0.44	0.56	0.15	0.5	0.0	0.56	0.22	0
136	0.48	0.58	0.47	0.17	0.5	0.0	0.53	0.74	0
