	SepalLength	 SepalWidth	 PetalLength	 PetalWidth	label
0	5.8	2.7	4.1	1.0	0
1	6.2	2.2	4.5	1.5	0
2	5.6	2.5	3.9	1.1	0
3	5.9	3.2	4.8	1.8	0
4	6.1	2.8	4.0	1.3	0
5	6.3	2.5	4.9	1.5	0
6	6.1	2.8	4.7	1.2	0
7	6.4	2.9	4.3	1.3	0
8	6.6	3.0	4.4	1.4	0
9	6.7	3.0	5.0	1.7	0
10	4.8	3.0	1.4	0.1	1
11	4.3	3.0	1.1	0.1	1
12	5.7	4.4	1.5	0.4	1
13	5.4	3.9	1.3	0.4	1
14	5.1	3.5	1.4	0.3	1
15	5.8	2.7	4.1	1.0	0
16	6.2	2.2	4.5	1.5	0
17	5.6	2.5	3.9	1.1	0
18	5.9	3.2	4.8	1.8	0
19	6.1	2.8	4.0	1.3	0
20	6.3	2.5	4.9	1.5	0
21	6.1	2.8	4.7	1.2	0
22	6.4	2.9	4.3	1.3	0
23	6.6	3.0	4.4	1.4	0
24	6.7	3.0	5.0	1.7	0
25	4.8	3.0	1.4	0.1	1
26	4.3	3.0	1.1	0.1	1
27	5.7	4.4	1.5	0.4	1
28	5.4	3.9	1.3	0.4	1
29	5.1	3.5	1.4	0.3	1
30	5.8	2.7	4.1	1.0	0
31	6.2	2.2	4.5	1.5	0
32	5.6	2.5	3.9	1.1	0
33	5.9	3.2	4.8	1.8	0
34	6.1	2.8	4.0	1.3	0
35	6.3	2.5	4.9	1.5	0
36	6.1	2.8	4.7	1.2	0
37	6.4	2.9	4.3	1.3	0
38	6.6	3.0	4.4	1.4	0
39	6.7	3.0	5.0	1.7	0
40	4.8	3.0	1.4	0.1	1
41	4.3	3.0	1.1	0.1	1
42	5.7	4.4	1.5	0.4	1
43	5.4	3.9	1.3	0.4	1
44	5.1	3.5	1.4	0.3	1
45	5.8	2.7	4.1	1.0	0
46	6.2	2.2	4.5	1.5	0
47	5.6	2.5	3.9	1.1	0
48	5.9	3.2	4.8	1.8	0
49	6.1	2.8	4.0	1.3	0
50	6.3	2.5	4.9	1.5	0
51	6.1	2.8	4.7	1.2	0
52	6.4	2.9	4.3	1.3	0
53	6.6	3.0	4.4	1.4	0
54	6.7	3.0	5.0	1.7	0
55	4.8	3.0	1.4	0.1	1
56	4.3	3.0	1.1	0.1	1
57	5.7	4.4	1.5	0.4	1
58	5.4	3.9	1.3	0.4	1
59	5.1	3.5	1.4	0.3	1
60	5.8	2.7	4.1	1.0	0
61	6.2	2.2	4.5	1.5	0
62	5.6	2.5	3.9	1.1	0
63	5.9	3.2	4.8	1.8	0
64	6.1	2.8	4.0	1.3	0
65	6.3	2.5	4.9	1.5	0
66	6.1	2.8	4.7	1.2	0
67	6.4	2.9	4.3	1.3	0
68	6.6	3.0	4.4	1.4	0
69	6.7	3.0	5.0	1.7	0
70	4.8	3.0	1.4	0.1	1
71	4.3	3.0	1.1	0.1	1
72	5.7	4.4	1.5	0.4	1
73	5.4	3.9	1.3	0.4	1
74	5.1	3.5	1.4	0.3	1
75	5.8	2.7	4.1	1.0	0
76	6.2	2.2	4.5	1.5	0
77	5.6	2.5	3.9	1.1	0
78	5.9	3.2	4.8	1.8	0
79	6.1	2.8	4.0	1.3	0
80	6.3	2.5	4.9	1.5	0
81	6.1	2.8	4.7	1.2	0
82	6.4	2.9	4.3	1.3	0
83	6.6	3.0	4.4	1.4	0
84	6.7	3.0	5.0	1.7	0
85	4.8	3.0	1.4	0.1	1
86	4.3	3.0	1.1	0.1	1
87	5.7	4.4	1.5	0.4	1
88	5.4	3.9	1.3	0.4	1
89	5.1	3.5	1.4	0.3	1
90	5.8	2.7	4.1	1.0	0
91	6.2	2.2	4.5	1.5	0
92	5.6	2.5	3.9	1.1	0
93	5.9	3.2	4.8	1.8	0
94	6.1	2.8	4.0	1.3	0
95	6.3	2.5	4.9	1.5	0
96	6.1	2.8	4.7	1.2	0
97	6.4	2.9	4.3	1.3	0
98	6.6	3.0	4.4	1.4	0
99	6.7	3.0	5.0	1.7	0
100	4.8	3.0	1.4	0.1	1
101	4.3	3.0	1.1	0.1	1
102	5.7	4.4	1.5	0.4	1
103	5.4	3.9	1.3	0.4	1
104	5.1	3.5	1.4	0.3	1
105	5.8	2.7	4.1	1.0	0
106	6.2	2.2	4.5	1.5	0
107	5.6	2.5	3.9	1.1	0
108	5.9	3.2	4.8	1.8	0
109	6.1	2.8	4.0	1.3	0
110	6.3	2.5	4.9	1.5	0
111	6.1	2.8	4.7	1.2	0
112	6.4	2.9	4.3	1.3	0
113	6.6	3.0	4.4	1.4	0
114	6.7	3.0	5.0	1.7	0
115	4.8	3.0	1.4	0.1	1
116	4.3	3.0	1.1	0.1	1
117	5.7	4.4	1.5	0.4	1
118	5.4	3.9	1.3	0.4	1
119	5.1	3.5	1.4	0.3	1
120	5.8	2.7	4.1	1.0	0
121	6.2	2.2	4.5	1.5	0
122	5.6	2.5	3.9	1.1	0
123	5.9	3.2	4.8	1.8	0
124	6.1	2.8	4.0	1.3	0
125	6.3	2.5	4.9	1.5	0
126	6.1	2.8	4.7	1.2	0
127	6.4	2.9	4.3	1.3	0
128	6.6	3.0	4.4	1.4	0
129	6.7	3.0	5.0	1.7	0
130	4.8	3.0	1.4	0.1	1
131	4.3	3.0	1.1	0.1	1
132	5.7	4.4	1.5	0.4	1
133	5.4	3.9	1.3	0.4	1
134	5.1	3.5	1.4	0.3	1
