	SepalLength	 SepalWidth	 PetalLength	 PetalWidth	label
0	6.7	3.3	5.7	2.1	0
1	7.2	3.2	6.0	1.8	0
2	6.1	3.0	4.9	1.8	0
3	6.4	2.8	5.6	2.1	0
4	7.2	3.0	5.8	1.6	0
5	7.4	2.8	6.1	1.9	0
6	7.9	3.8	6.4	2.0	0
7	6.4	2.8	5.6	2.2	0
8	6.3	2.8	5.1	1.5	0
9	6.1	2.6	5.6	1.4	0
10	4.4	3.0	1.3	0.2	1
11	5.1	3.4	1.5	0.2	1
12	5.0	3.5	1.3	0.3	1
13	4.5	2.3	1.3	0.3	1
14	5.1	3.8	1.9	0.4	1
15	6.7	3.3	5.7	2.1	0
16	7.2	3.2	6.0	1.8	0
17	6.1	3.0	4.9	1.8	0
18	6.4	2.8	5.6	2.1	0
19	7.2	3.0	5.8	1.6	0
20	7.4	2.8	6.1	1.9	0
21	7.9	3.8	6.4	2.0	0
22	6.4	2.8	5.6	2.2	0
23	6.3	2.8	5.1	1.5	0
24	6.1	2.6	5.6	1.4	0
25	4.4	3.0	1.3	0.2	1
26	5.1	3.4	1.5	0.2	1
27	5.0	3.5	1.3	0.3	1
28	4.5	2.3	1.3	0.3	1
29	5.1	3.8	1.9	0.4	1
30	6.7	3.3	5.7	2.1	0
31	7.2	3.2	6.0	1.8	0
32	6.1	3.0	4.9	1.8	0
33	6.4	2.8	5.6	2.1	0
34	7.2	3.0	5.8	1.6	0
35	7.4	2.8	6.1	1.9	0
36	7.9	3.8	6.4	2.0	0
37	6.4	2.8	5.6	2.2	0
38	6.3	2.8	5.1	1.5	0
39	6.1	2.6	5.6	1.4	0
40	4.4	3.0	1.3	0.2	1
41	5.1	3.4	1.5	0.2	1
42	5.0	3.5	1.3	0.3	1
43	4.5	2.3	1.3	0.3	1
44	5.1	3.8	1.9	0.4	1
45	6.7	3.3	5.7	2.1	0
46	7.2	3.2	6.0	1.8	0
47	6.1	3.0	4.9	1.8	0
48	6.4	2.8	5.6	2.1	0
49	7.2	3.0	5.8	1.6	0
50	7.4	2.8	6.1	1.9	0
51	7.9	3.8	6.4	2.0	0
52	6.4	2.8	5.6	2.2	0
53	6.3	2.8	5.1	1.5	0
54	6.1	2.6	5.6	1.4	0
55	4.4	3.0	1.3	0.2	1
56	5.1	3.4	1.5	0.2	1
57	5.0	3.5	1.3	0.3	1
58	4.5	2.3	1.3	0.3	1
59	5.1	3.8	1.9	0.4	1
60	6.7	3.3	5.7	2.1	0
61	7.2	3.2	6.0	1.8	0
62	6.1	3.0	4.9	1.8	0
63	6.4	2.8	5.6	2.1	0
64	7.2	3.0	5.8	1.6	0
65	7.4	2.8	6.1	1.9	0
66	7.9	3.8	6.4	2.0	0
67	6.4	2.8	5.6	2.2	0
68	6.3	2.8	5.1	1.5	0
69	6.1	2.6	5.6	1.4	0
70	4.4	3.0	1.3	0.2	1
71	5.1	3.4	1.5	0.2	1
72	5.0	3.5	1.3	0.3	1
73	4.5	2.3	1.3	0.3	1
74	5.1	3.8	1.9	0.4	1
75	6.7	3.3	5.7	2.1	0
76	7.2	3.2	6.0	1.8	0
77	6.1	3.0	4.9	1.8	0
78	6.4	2.8	5.6	2.1	0
79	7.2	3.0	5.8	1.6	0
80	7.4	2.8	6.1	1.9	0
81	7.9	3.8	6.4	2.0	0
82	6.4	2.8	5.6	2.2	0
83	6.3	2.8	5.1	1.5	0
84	6.1	2.6	5.6	1.4	0
85	4.4	3.0	1.3	0.2	1
86	5.1	3.4	1.5	0.2	1
87	5.0	3.5	1.3	0.3	1
88	4.5	2.3	1.3	0.3	1
89	5.1	3.8	1.9	0.4	1
90	6.7	3.3	5.7	2.1	0
91	7.2	3.2	6.0	1.8	0
92	6.1	3.0	4.9	1.8	0
93	6.4	2.8	5.6	2.1	0
94	7.2	3.0	5.8	1.6	0
95	7.4	2.8	6.1	1.9	0
96	7.9	3.8	6.4	2.0	0
97	6.4	2.8	5.6	2.2	0
98	6.3	2.8	5.1	1.5	0
99	6.1	2.6	5.6	1.4	0
100	4.4	3.0	1.3	0.2	1
101	5.1	3.4	1.5	0.2	1
102	5.0	3.5	1.3	0.3	1
103	4.5	2.3	1.3	0.3	1
104	5.1	3.8	1.9	0.4	1
105	6.7	3.3	5.7	2.1	0
106	7.2	3.2	6.0	1.8	0
107	6.1	3.0	4.9	1.8	0
108	6.4	2.8	5.6	2.1	0
109	7.2	3.0	5.8	1.6	0
110	7.4	2.8	6.1	1.9	0
111	7.9	3.8	6.4	2.0	0
112	6.4	2.8	5.6	2.2	0
113	6.3	2.8	5.1	1.5	0
114	6.1	2.6	5.6	1.4	0
115	4.4	3.0	1.3	0.2	1
116	5.1	3.4	1.5	0.2	1
117	5.0	3.5	1.3	0.3	1
118	4.5	2.3	1.3	0.3	1
119	5.1	3.8	1.9	0.4	1
120	6.7	3.3	5.7	2.1	0
121	7.2	3.2	6.0	1.8	0
122	6.1	3.0	4.9	1.8	0
123	6.4	2.8	5.6	2.1	0
124	7.2	3.0	5.8	1.6	0
125	7.4	2.8	6.1	1.9	0
126	7.9	3.8	6.4	2.0	0
127	6.4	2.8	5.6	2.2	0
128	6.3	2.8	5.1	1.5	0
129	6.1	2.6	5.6	1.4	0
130	4.4	3.0	1.3	0.2	1
131	5.1	3.4	1.5	0.2	1
132	5.0	3.5	1.3	0.3	1
133	4.5	2.3	1.3	0.3	1
134	5.1	3.8	1.9	0.4	1
