	SepalLength	 SepalWidth	 PetalLength	 PetalWidth	label
0	6.5	2.8	4.6	1.5	0
1	6.6	2.9	4.6	1.3	0
2	6.8	2.8	4.8	1.4	0
3	6.0	2.9	4.5	1.5	0
4	6.0	3.4	4.5	1.6	0
5	7.0	3.2	4.7	1.4	0
6	6.4	3.2	4.5	1.5	0
7	6.9	3.1	4.9	1.5	0
8	5.5	2.3	4.0	1.3	0
9	5.7	2.8	4.5	1.3	0
10	5.1	3.5	1.4	0.2	1
11	4.9	3.0	1.4	0.2	1
12	4.6	3.1	1.5	0.2	1
13	5.0	3.6	1.4	0.2	1
14	5.4	3.9	1.7	0.4	1
15	6.5	2.8	4.6	1.5	0
16	6.6	2.9	4.6	1.3	0
17	6.8	2.8	4.8	1.4	0
18	6.0	2.9	4.5	1.5	0
19	6.0	3.4	4.5	1.6	0
20	7.0	3.2	4.7	1.4	0
21	6.4	3.2	4.5	1.5	0
22	6.9	3.1	4.9	1.5	0
23	5.5	2.3	4.0	1.3	0
24	5.7	2.8	4.5	1.3	0
25	5.1	3.5	1.4	0.2	1
26	4.9	3.0	1.4	0.2	1
27	4.6	3.1	1.5	0.2	1
28	5.0	3.6	1.4	0.2	1
29	5.4	3.9	1.7	0.4	1
30	6.5	2.8	4.6	1.5	0
31	6.6	2.9	4.6	1.3	0
32	6.8	2.8	4.8	1.4	0
33	6.0	2.9	4.5	1.5	0
34	6.0	3.4	4.5	1.6	0
35	7.0	3.2	4.7	1.4	0
36	6.4	3.2	4.5	1.5	0
37	6.9	3.1	4.9	1.5	0
38	5.5	2.3	4.0	1.3	0
39	5.7	2.8	4.5	1.3	0
40	5.1	3.5	1.4	0.2	1
41	4.9	3.0	1.4	0.2	1
42	4.6	3.1	1.5	0.2	1
43	5.0	3.6	1.4	0.2	1
44	5.4	3.9	1.7	0.4	1
45	6.5	2.8	4.6	1.5	0
46	6.6	2.9	4.6	1.3	0
47	6.8	2.8	4.8	1.4	0
48	6.0	2.9	4.5	1.5	0
49	6.0	3.4	4.5	1.6	0
50	7.0	3.2	4.7	1.4	0
51	6.4	3.2	4.5	1.5	0
52	6.9	3.1	4.9	1.5	0
53	5.5	2.3	4.0	1.3	0
54	5.7	2.8	4.5	1.3	0
55	5.1	3.5	1.4	0.2	1
56	4.9	3.0	1.4	0.2	1
57	4.6	3.1	1.5	0.2	1
58	5.0	3.6	1.4	0.2	1
59	5.4	3.9	1.7	0.4	1
60	6.5	2.8	4.6	1.5	0
61	6.6	2.9	4.6	1.3	0
62	6.8	2.8	4.8	1.4	0
63	6.0	2.9	4.5	1.5	0
64	6.0	3.4	4.5	1.6	0
65	7.0	3.2	4.7	1.4	0
66	6.4	3.2	4.5	1.5	0
67	6.9	3.1	4.9	1.5	0
68	5.5	2.3	4.0	1.3	0
69	5.7	2.8	4.5	1.3	0
70	5.1	3.5	1.4	0.2	1
71	4.9	3.0	1.4	0.2	1
72	4.6	3.1	1.5	0.2	1
73	5.0	3.6	1.4	0.2	1
74	5.4	3.9	1.7	0.4	1
75	6.5	2.8	4.6	1.5	0
76	6.6	2.9	4.6	1.3	0
77	6.8	2.8	4.8	1.4	0
78	6.0	2.9	4.5	1.5	0
79	6.0	3.4	4.5	1.6	0
80	7.0	3.2	4.7	1.4	0
81	6.4	3.2	4.5	1.5	0
82	6.9	3.1	4.9	1.5	0
83	5.5	2.3	4.0	1.3	0
84	5.7	2.8	4.5	1.3	0
85	5.1	3.5	1.4	0.2	1
86	4.9	3.0	1.4	0.2	1
87	4.6	3.1	1.5	0.2	1
88	5.0	3.6	1.4	0.2	1
89	5.4	3.9	1.7	0.4	1
90	6.5	2.8	4.6	1.5	0
91	6.6	2.9	4.6	1.3	0
92	6.8	2.8	4.8	1.4	0
93	6.0	2.9	4.5	1.5	0
94	6.0	3.4	4.5	1.6	0
95	7.0	3.2	4.7	1.4	0
96	6.4	3.2	4.5	1.5	0
97	6.9	3.1	4.9	1.5	0
98	5.5	2.3	4.0	1.3	0
99	5.7	2.8	4.5	1.3	0
100	5.1	3.5	1.4	0.2	1
101	4.9	3.0	1.4	0.2	1
102	4.6	3.1	1.5	0.2	1
103	5.0	3.6	1.4	0.2	1
104	5.4	3.9	1.7	0.4	1
105	6.5	2.8	4.6	1.5	0
106	6.6	2.9	4.6	1.3	0
107	6.8	2.8	4.8	1.4	0
108	6.0	2.9	4.5	1.5	0
109	6.0	3.4	4.5	1.6	0
110	7.0	3.2	4.7	1.4	0
111	6.4	3.2	4.5	1.5	0
112	6.9	3.1	4.9	1.5	0
113	5.5	2.3	4.0	1.3	0
114	5.7	2.8	4.5	1.3	0
115	5.1	3.5	1.4	0.2	1
116	4.9	3.0	1.4	0.2	1
117	4.6	3.1	1.5	0.2	1
118	5.0	3.6	1.4	0.2	1
119	5.4	3.9	1.7	0.4	1
120	6.5	2.8	4.6	1.5	0
121	6.6	2.9	4.6	1.3	0
122	6.8	2.8	4.8	1.4	0
123	6.0	2.9	4.5	1.5	0
124	6.0	3.4	4.5	1.6	0
125	7.0	3.2	4.7	1.4	0
126	6.4	3.2	4.5	1.5	0
127	6.9	3.1	4.9	1.5	0
128	5.5	2.3	4.0	1.3	0
129	5.7	2.8	4.5	1.3	0
130	5.1	3.5	1.4	0.2	1
131	4.9	3.0	1.4	0.2	1
132	4.6	3.1	1.5	0.2	1
133	5.0	3.6	1.4	0.2	1
134	5.4	3.9	1.7	0.4	1
