	SepalLength	 SepalWidth	 PetalLength	 PetalWidth	label
0	6.5	3.2	5.1	2.0	0
1	6.4	2.7	5.3	1.9	0
2	6.8	3.0	5.5	2.1	0
3	5.7	2.5	5.0	2.0	0
4	5.8	2.8	5.1	2.4	0
5	6.4	3.2	5.3	2.3	0
6	7.7	3.8	6.7	2.2	0
7	5.6	2.8	4.9	2.0	0
8	7.7	2.8	6.7	2.0	0
9	6.3	2.7	4.9	1.8	0
10	5.5	4.2	1.4	0.2	1
11	4.9	3.1	1.5	0.1	1
12	5.0	3.2	1.2	0.2	1
13	5.5	3.5	1.3	0.2	1
14	4.9	3.1	1.5	0.1	1
15	6.5	3.2	5.1	2.0	0
16	6.4	2.7	5.3	1.9	0
17	6.8	3.0	5.5	2.1	0
18	5.7	2.5	5.0	2.0	0
19	5.8	2.8	5.1	2.4	0
20	6.4	3.2	5.3	2.3	0
21	7.7	3.8	6.7	2.2	0
22	5.6	2.8	4.9	2.0	0
23	7.7	2.8	6.7	2.0	0
24	6.3	2.7	4.9	1.8	0
25	5.5	4.2	1.4	0.2	1
26	4.9	3.1	1.5	0.1	1
27	5.0	3.2	1.2	0.2	1
28	5.5	3.5	1.3	0.2	1
29	4.9	3.1	1.5	0.1	1
30	6.5	3.2	5.1	2.0	0
31	6.4	2.7	5.3	1.9	0
32	6.8	3.0	5.5	2.1	0
33	5.7	2.5	5.0	2.0	0
34	5.8	2.8	5.1	2.4	0
35	6.4	3.2	5.3	2.3	0
36	7.7	3.8	6.7	2.2	0
37	5.6	2.8	4.9	2.0	0
38	7.7	2.8	6.7	2.0	0
39	6.3	2.7	4.9	1.8	0
40	5.5	4.2	1.4	0.2	1
41	4.9	3.1	1.5	0.1	1
42	5.0	3.2	1.2	0.2	1
43	5.5	3.5	1.3	0.2	1
44	4.9	3.1	1.5	0.1	1
45	6.5	3.2	5.1	2.0	0
46	6.4	2.7	5.3	1.9	0
47	6.8	3.0	5.5	2.1	0
48	5.7	2.5	5.0	2.0	0
49	5.8	2.8	5.1	2.4	0
50	6.4	3.2	5.3	2.3	0
51	7.7	3.8	6.7	2.2	0
52	5.6	2.8	4.9	2.0	0
53	7.7	2.8	6.7	2.0	0
54	6.3	2.7	4.9	1.8	0
55	5.5	4.2	1.4	0.2	1
56	4.9	3.1	1.5	0.1	1
57	5.0	3.2	1.2	0.2	1
58	5.5	3.5	1.3	0.2	1
59	4.9	3.1	1.5	0.1	1
60	6.5	3.2	5.1	2.0	0
61	6.4	2.7	5.3	1.9	0
62	6.8	3.0	5.5	2.1	0
63	5.7	2.5	5.0	2.0	0
64	5.8	2.8	5.1	2.4	0
65	6.4	3.2	5.3	2.3	0
66	7.7	3.8	6.7	2.2	0
67	5.6	2.8	4.9	2.0	0
68	7.7	2.8	6.7	2.0	0
69	6.3	2.7	4.9	1.8	0
70	5.5	4.2	1.4	0.2	1
71	4.9	3.1	1.5	0.1	1
72	5.0	3.2	1.2	0.2	1
73	5.5	3.5	1.3	0.2	1
74	4.9	3.1	1.5	0.1	1
75	6.5	3.2	5.1	2.0	0
76	6.4	2.7	5.3	1.9	0
77	6.8	3.0	5.5	2.1	0
78	5.7	2.5	5.0	2.0	0
79	5.8	2.8	5.1	2.4	0
80	6.4	3.2	5.3	2.3	0
81	7.7	3.8	6.7	2.2	0
82	5.6	2.8	4.9	2.0	0
83	7.7	2.8	6.7	2.0	0
84	6.3	2.7	4.9	1.8	0
85	5.5	4.2	1.4	0.2	1
86	4.9	3.1	1.5	0.1	1
87	5.0	3.2	1.2	0.2	1
88	5.5	3.5	1.3	0.2	1
89	4.9	3.1	1.5	0.1	1
90	6.5	3.2	5.1	2.0	0
91	6.4	2.7	5.3	1.9	0
92	6.8	3.0	5.5	2.1	0
93	5.7	2.5	5.0	2.0	0
94	5.8	2.8	5.1	2.4	0
95	6.4	3.2	5.3	2.3	0
96	7.7	3.8	6.7	2.2	0
97	5.6	2.8	4.9	2.0	0
98	7.7	2.8	6.7	2.0	0
99	6.3	2.7	4.9	1.8	0
100	5.5	4.2	1.4	0.2	1
101	4.9	3.1	1.5	0.1	1
102	5.0	3.2	1.2	0.2	1
103	5.5	3.5	1.3	0.2	1
104	4.9	3.1	1.5	0.1	1
105	6.5	3.2	5.1	2.0	0
106	6.4	2.7	5.3	1.9	0
107	6.8	3.0	5.5	2.1	0
108	5.7	2.5	5.0	2.0	0
109	5.8	2.8	5.1	2.4	0
110	6.4	3.2	5.3	2.3	0
111	7.7	3.8	6.7	2.2	0
112	5.6	2.8	4.9	2.0	0
113	7.7	2.8	6.7	2.0	0
114	6.3	2.7	4.9	1.8	0
115	5.5	4.2	1.4	0.2	1
116	4.9	3.1	1.5	0.1	1
117	5.0	3.2	1.2	0.2	1
118	5.5	3.5	1.3	0.2	1
119	4.9	3.1	1.5	0.1	1
120	6.5	3.2	5.1	2.0	0
121	6.4	2.7	5.3	1.9	0
122	6.8	3.0	5.5	2.1	0
123	5.7	2.5	5.0	2.0	0
124	5.8	2.8	5.1	2.4	0
125	6.4	3.2	5.3	2.3	0
126	7.7	3.8	6.7	2.2	0
127	5.6	2.8	4.9	2.0	0
128	7.7	2.8	6.7	2.0	0
129	6.3	2.7	4.9	1.8	0
130	5.5	4.2	1.4	0.2	1
131	4.9	3.1	1.5	0.1	1
132	5.0	3.2	1.2	0.2	1
133	5.5	3.5	1.3	0.2	1
134	4.9	3.1	1.5	0.1	1
