	GLCM_pan	Mean_Green	Mean_Red	Mean_NIR	SD_pan	class
0	134.986711	214.6842105	90.68421053	476.0	20.11104904	1
1	125.0627907	206.8148148	91.77777778	526.1851852	24.23382891	1
2	175.0	205.6666667	98.0	528.6666667	4.921607687	1
3	153.7670455	219.9090909	97.45454545	609.0	19.27701496	1
4	106.3263889	216.7777778	92.66666667	556.6666667	27.57391861	1
5	90.7125	201.2	96.4	512.0	13.09350984	1
6	120.8037383	188.037037	87.22222222	367.0740741	17.9152861	1
7	108.462963	219.9411765	98.58823529	745.8235294	31.76851829	1
8	135.6217105	216.3684211	99.42105263	699.6842105	28.71273328	1
9	134.8490879	194.0657895	82.39473684	383.4078947	23.90173138	1
10	102.3735632	211.4545455	91.90909091	519.9090909	16.25367091	1
11	115.7096774	199.75	83.25	414.75	12.43734296	1
12	143.1809045	195.24	84.56	458.96	15.4607115	1
13	138.0493421	211.4736842	92.57894737	560.3157895	29.20753897	1
14	129.7677165	213.5	94.5	794.75	28.43962904	1
15	129.2125984	185.25	75.25	288.25	11.52426109	1
16	114.9635417	189.5833333	83.0	407.75	22.72602522	1
17	116.1770833	206.1666667	95.0	582.6666667	7.363574011	1
18	112.5355191	208.4782609	86.82608696	470.2608696	18.03671953	1
19	133.7246835	206.85	88.05	436.85	30.91763251	1
20	145.5208333	216.0	98.5	691.0	23.32142553	1
21	128.7975952	188.3809524	78.80952381	405.1587302	13.80587436	1
22	108.2395833	214.3333333	99.0	662.6666667	12.44208807	1
23	133.1731785	187.8833333	81.95	400.95	19.77074157	1
24	119.7620192	192.4230769	85.26923077	454.2692308	29.61570929	1
25	143.384375	202.3	84.0	458.1	12.42577965	1
26	133.2920082	209.1311475	90.42622951	526.3934426	24.08802053	1
27	110.15625	203.0	84.0	452.0	24.27618861	1
28	114.6319444	214.6666667	89.0	537.0	26.8374163	1
29	117.0351759	224.52	97.4	577.32	23.50101274	1
30	136.3884298	187.0	83.52173913	372.0434783	13.33585357	1
31	130.2432432	203.1666667	88.38888889	522.6805556	28.07600671	1
32	155.1132813	199.875	87.75	479.9375	14.33513494	1
33	142.4912892	210.4444444	93.16666667	456.7777778	20.68226711	1
34	108.821875	213.8	95.05	571.9	16.15270875	1
35	112.7740864	211.6315789	97.15789474	569.8947368	30.30601085	1
36	133.8713592	211.1923077	94.46153846	555.1153846	24.89602639	1
37	129.7844311	193.4285714	84.80952381	469.4285714	9.036082871	1
38	117.1875	197.6923077	87.46153846	510.5384615	21.85563175	1
39	118.5355731	224.0	104.78125	686.40625	19.54232186	1
40	108.5733696	219.0	98.7826087	596.2608696	16.13787476	1
41	153.0277778	225.7777778	103.4444444	699.1111111	13.98411798	1
42	139.192053	226.5263158	103.8421053	618.8421053	28.95052614	1
43	134.8114286	238.4545455	105.9090909	680.3181818	18.44894675	1
44	114.195	217.76	93.8	604.56	32.55518392	1
45	130.7	224.52	99.16	637.64	31.31374139	1
46	134.7023433	210.2727273	95.46464646	444.0	25.07608258	1
47	121.3523928	216.1485149	97.7029703	685.2376238	36.99218993	1
48	125.3006135	211.5309735	96.0619469	504.0619469	32.40773212	1
49	125.3637634	227.8814815	104.2296296	643.1407407	28.00982975	1
50	134.7428571	222.2727273	102.3636364	664.4772727	43.26386941	1
51	136.9129264	211.4571429	96.02857143	491.8428571	28.39223809	1
52	131.2794118	207.3	93.9	479.6	13.11487705	1
53	127.7510176	227.5698925	104.0215054	791.4086022	33.5591484	1
54	107.8645833	223.0	108.0	719.7777778	24.96491365	1
55	125.6742857	228.7272727	96.90909091	598.1818182	38.83991833	1
56	117.6900763	208.1707317	95.14634146	486.8292683	29.16748901	1
57	131.7122128	213.1730769	99.23076923	635.1538462	25.62597956	1
58	110.9453125	223.75	104.75	595.25	18.81986982	1
59	145.3625	223.8	104.2	586.6	26.51339284	1
60	135.2575366	187.5616438	84.73972603	313.4931507	25.68923069	1
61	110.7735849	189.3	90.5	423.1	29.71935396	1
62	132.8676123	217.6792453	99.33962264	439.3018868	24.28358329	1
63	123.5166113	219.3947368	100.8684211	457.5526316	30.71903774	1
64	140.6830601	197.5652174	91.17391304	475.3043478	17.23297494	1
65	139.7707736	201.5454545	92.81818182	502.1818182	12.47352568	1
66	132.90625	209.8461538	90.98076923	564.5384615	38.2490428	1
67	134.8206107	231.2424242	100.4242424	712.3636364	15.40157291	1
68	123.384858	196.6	87.5	308.15	19.00236827	1
69	117.3351648	219.2608696	108.6086957	632.0434783	40.11283707	1
70	120.6088683	243.0842105	109.7157895	835.9052632	31.03273939	1
71	121.5503472	202.4444444	89.52777778	535.2777778	38.83324392	1
72	115.9385307	225.047619	100.7619048	716.9761905	27.75814726	1
73	109.5625	236.8	110.3	647.2	16.30613382	1
74	122.4266667	230.2888889	105.5888889	735.5111111	28.61387042	1
75	136.0121457	212.8387097	90.80645161	584.4516129	29.74501419	1
76	120.7625571	222.9090909	95.36363636	660.2	29.48065061	1
77	144.6383929	215.5	87.42857143	590.9285714	23.1168284	1
78	132.3443038	226.4848485	99.83838384	692.4343434	30.19106588	1
79	136.7897898	210.3333333	92.80952381	596.7142857	25.71992883	1
80	121.9789272	204.8181818	97.18181818	535.5454545	37.22874962	1
81	116.8538153	224.2692308	96.65384615	744.8974359	24.09902115	1
82	133.06974	203.1132075	91.62264151	432.1886792	25.71127029	1
83	143.3645833	196.6666667	85.33333333	388.0	20.17768294	1
84	145.3258929	207.2857143	96.42857143	571.5714286	25.81448731	1
85	132.55655	220.1428571	99.7012987	679.6233766	27.59505872	1
86	126.7934224	223.1311475	98.1147541	584.9508197	33.93945476	1
87	103.7894737	223.0	100.0	596.5	12.4465524	1
88	145.625	208.0	86.625	458.25	23.33452378	1
89	127.933414	227.0384615	104.5384615	554.2307692	30.33498259	1
90	154.9375	207.3333333	87.66666667	647.0	11.08176681	1
91	120.6277174	211.1304348	92.95652174	622.0	29.96879284	1
92	107.0808824	228.3529412	110.9411765	756.5882353	27.213878	1
93	116.8238806	204.4285714	92.71428571	394.6428571	20.81431785	1
94	111.6323529	232.5882353	102.2941176	569.5294118	14.86711612	1
95	117.8080569	238.2264151	101.2641509	643.8867925	29.55257909	1
96	133.2241379	203.4713376	91.51592357	514.8726115	29.3226825	1
97	134.0306513	227.5454545	100.6363636	589.8181818	26.25162551	1
98	117.5275591	226.75	105.625	636.625	31.35881056	1
99	137.9267241	234.137931	113.5172414	778.9655172	39.68987986	1
100	123.6175743	246.2745098	113.6666667	774.4509804	20.30039687	1
101	125.98	212.3617021	96.17021277	615.6382979	33.31440688	1
102	117.0189366	214.2528736	99.63218391	683.1724138	32.95459028	1
103	152.0069444	213.4444444	100.4444444	718.5555556	31.25798663	1
104	147.9261364	200.1818182	95.63636364	420.8181818	21.05011729	1
105	110.9034091	214.7272727	97.63636364	548.3636364	39.22071472	1
106	130.1939776	214.0222222	95.54444444	450.1	20.98507406	1
107	139.9819079	219.5	98.89473684	741.6315789	24.31420877	1
108	128.8981391	241.859375	112.71875	752.75	29.10915274	1
109	115.9600939	234.5185185	103.2962963	644.8888889	42.32077517	1
110	131.0137255	197.375	85.25	383.375	35.51886603	1
111	139.7447917	236.875	107.5	532.25	25.70583456	1
112	123.4265021	217.025641	99.85470085	623.6239316	24.02529288	1
113	95.85714286	248.1428571	116.2857143	805.4285714	15.66355447	1
114	128.6205357	237.7857143	98.64285714	610.5	15.84941897	1
115	136.3873874	212.4285714	99.28571429	652.7142857	51.96623708	1
116	119.9308036	218.8928571	96.35714286	756.7857143	34.11093378	1
117	123.3959011	228.4793814	104.0463918	540.9845361	27.31913295	1
118	103.8515625	224.0833333	100.9166667	650.375	20.13698746	1
119	108.5827815	244.5789474	112.8421053	709.2631579	26.32999617	1
120	127.0878661	205.9	94.37777778	515.9333333	32.66886047	1
121	137.5034483	201.826087	88.73913043	481.3913043	17.15711892	1
122	124.59375	210.0	94.0	562.5	56.79690915	1
123	133.308642	220.1935484	97.06451613	593.8064516	16.25396774	1
124	136.5545455	217.9285714	94.92857143	739.2142857	34.50502773	1
125	136.4228972	188.4814815	87.0	527.037037	9.891316112	1
126	136.7747253	207.5217391	97.17391304	594.0434783	30.98032792	1
127	127.6951934	224.0841122	103.2616822	720.7383178	35.56174609	1
128	131.18	186.25	79.5	384.0	16.38108189	1
129	145.0787037	219.6296296	102.2592593	507.6296296	27.41021007	1
130	158.9126984	239.25	111.75	748.25	17.90207739	1
131	114.5208333	226.875	103.0833333	725.0	28.52873795	1
132	123.5503145	223.8	99.2	649.25	14.52540877	1
133	144.9602273	226.0	101.0	611.0	21.4001622	1
134	122.9372385	223.15	103.6333333	601.8166667	30.38224536	1
135	136.4262626	228.1935484	106.0806452	605.1451613	29.14970866	1
136	129.2979167	229.6666667	102.4	593.4	29.67707683	1
137	118.3174084	247.6979167	111.09375	830.78125	22.78899807	1
138	115.9719388	227.5306122	101.5102041	674.5102041	24.57729268	1
139	138.1826923	243.1282051	111.6666667	790.7692308	26.40960915	1
140	112.7132035	230.8448276	108.3793103	746.2586207	25.67466005	1
141	122.0090909	233.7655172	106.6344828	662.262069	41.04161398	1
142	143.3828452	220.4666667	100.9	685.9	19.69176365	1
143	137.2223141	194.8289474	84.31578947	387.6973684	25.9882911	1
144	122.0980263	227.03125	104.4791667	585.1354167	28.64873281	1
145	134.4169611	241.6111111	107.5555556	704.6111111	31.11785641	1
146	121.9951807	208.2307692	94.42307692	630.4423077	25.30085248	1
