	GLCM_pan	Mean_Green	Mean_Red	Mean_NIR	SD_pan	class
0	170.296875	242.0	109.0	789.0	11.75531795	1
1	147.1944444	251.8888889	129.9444444	691.5555556	25.34460032	1
2	134.5963597	255.0769231	131.4102564	659.6410256	22.80607437	1
3	114.5625	228.375	105.625	661.5	31.8745098	1
4	136.1348684	219.0263158	105.9736842	568.5263158	46.75222009	1
5	115.1363636	242.9090909	113.6363636	652.5454545	22.55828081	1
6	128.3210375	250.4	136.7636364	186.5	22.34153379	1
7	133.6448141	245.5	118.359375	682.171875	38.24300385	1
8	120.1087282	253.5555556	131.3174603	612.4126984	31.6812792	1
9	119.3715953	246.0206186	120.2371134	708.9587629	24.50821861	1
10	134.1032645	268.5425532	127.2553191	887.0638298	35.50436089	1
11	132.2440945	211.5	107.75	444.25	29.91211084	1
12	132.2489985	188.0634146	78.39512195	367.4243902	20.62188761	1
13	123.2974288	189.8	80.58888889	397.2111111	35.03024443	1
14	132.9221949	185.7662338	78.55844156	349.4025974	25.59113894	1
15	134.4332386	185.5168539	81.58426966	306.752809	16.8743023	1
16	129.7300102	171.5974441	70.40255591	206.8178914	10.5116657	1
17	131.5021552	236.1034483	113.9655172	599.3103448	27.37435897	1
18	124.7850799	204.2676056	91.25352113	523.9295775	35.92514645	1
19	119.8961625	193.3571429	87.67857143	332.2142857	11.61389913	1
20	122.125	205.3207547	91.05660377	399.245283	17.43396226	1
21	131.1306657	258.4775281	121.6011236	716.6123596	24.63314985	1
22	117.5700483	249.9230769	124.9615385	650.6346154	20.05505551	1
23	128.3848631	201.5897436	88.87179487	502.1794872	18.73044893	1
24	117.5590476	210.8787879	95.16666667	607.5151515	22.23148625	1
25	124.8795812	172.3	67.51666667	232.3166667	12.91829022	1
26	129.4375	214.7647059	100.0	438.8823529	45.13509134	1
27	117.9140244	205.2621359	91.32038835	433.7669903	28.01479821	1
28	128.7745005	180.7272727	77.32575758	311.7348485	26.18288241	1
29	127.3031826	252.397351	118.1523179	653.6754967	18.25216985	1
30	128.6147123	247.8505747	123.0114943	601.0229885	11.63035513	1
31	146.4464286	213.9285714	97.21428571	653.0714286	29.04043627	1
32	125.4041958	246.0333333	112.3666667	865.3	21.01436604	1
33	110.5147059	222.0588235	100.5882353	692.4705882	27.38157894	1
34	126.6035928	257.0943396	118.2264151	808.2264151	20.94523194	1
35	126.1952473	270.4795918	125.9387755	744.3265306	13.66283473	1
36	143.0869565	195.8076923	89.84615385	424.5	22.36163901	1
37	138.90625	222.0	98.0	668.0	52.0	1
38	125.8571429	246.1428571	120.0952381	500.1904762	17.63242735	1
39	116.3544423	252.1641791	113.4328358	879.0149254	20.56685007	1
40	118.8077634	276.0	133.4411765	718.5294118	17.0985339	1
41	131.3107769	244.44	110.72	522.64	41.06276172	1
42	128.2583333	215.2666667	92.6	395.3333333	34.00980251	1
43	113.8680556	217.7777778	92.44444444	623.7777778	53.86196349	1
44	134.7873303	186.0	78.28571429	373.1428571	14.44005908	1
45	136.0576172	198.6923077	84.47692308	249.6307692	8.595361347	1
46	135.9869452	199.0	82.25	423.3333333	22.8262991	1
47	135.3773006	192.3902439	77.73170732	428.4146341	26.73606872	1
48	129.363141	258.8274112	119.715736	731.8274112	15.22978336	1
49	128.123943	178.460076	74.34980989	270.243346	15.54335977	1
50	136.4479339	201.4605263	90.01315789	497.75	25.85494844	1
51	106.462963	181.5294118	74.88235294	271.7058824	13.07021231	1
52	118.5483539	272.7704918	134.1639344	765.7704918	25.52395316	1
53	116.9638158	189.1578947	78.84210526	366.5789474	22.95388609	1
54	119.0179641	188.3333333	82.47619048	354.6666667	21.71783597	1
55	123.7362924	280.2590674	132.7720207	826.0932642	19.90262477	1
56	131.3426488	202.8461538	88.28846154	362.9423077	20.98064584	1
57	127.8448898	183.826087	78.18322981	198.6055901	10.57964734	1
58	136.1424242	181.4761905	74.80952381	329.1904762	10.37199264	1
59	132.7208791	188.0116279	80.11627907	358.1511628	26.47719357	1
60	119.0609982	287.6764706	140.1470588	872.9411765	16.50469158	1
61	128.8581395	193.2839506	82.19753086	444.5925926	30.96654143	1
62	126.0751445	184.1818182	79.36363636	309.1818182	7.439008198	1
63	132.5247678	186.097561	79.82926829	397.4390244	24.76699268	1
64	134.5351271	201.1190476	89.70238095	505.4285714	33.93171038	1
65	123.5956848	209.9552239	92.20895522	601.9701493	33.2405786	1
66	119.7805643	212.8	89.55	389.35	35.33751548	1
67	121.6573913	202.375	90.69444444	558.0277778	30.37171971	1
68	116.3471455	207.3088235	91.19117647	540.8676471	38.58620365	1
69	124.8193344	240.5	113.1	753.25	14.94857853	1
70	128.5251799	198.8579235	87.92896175	487.3333333	31.09976299	1
71	123.1666667	249.0833333	116.5	930.5	17.78790944	1
72	131.3394569	267.3037975	127.8734177	791.7088608	20.76594528	1
73	112.7791667	207.2	90.36666667	560.0666667	34.24942822	1
74	118.8333333	242.9047619	111.5238095	594.952381	26.81032732	1
75	145.1126126	204.7142857	85.71428571	495.0714286	22.28582875	1
76	133.5096154	187.4347826	77.5	354.2173913	17.52466531	1
77	83.578125	193.0	85.5	421.5	4.145780988	1
78	111.5625	206.1578947	89.21052632	542.3684211	44.06284859	1
79	138.203125	241.5	109.0	557.75	42.29066091	1
80	124.8608924	252.4166667	124.25	595.1666667	26.56121729	1
81	125.828125	228.25	102.0	388.5	28.7967012	1
82	132.9133127	211.7560976	98.07317073	330.9268293	12.63268661	1
83	134.5162162	191.5142857	80.97142857	387.6	24.11968457	1
84	112.5973684	206.5833333	92.08333333	526.8333333	25.90524266	1
85	126.1021429	261.8977273	130.8295455	679.875	26.45005429	1
86	113.5956113	274.35	132.4	694.65	21.49947674	1
87	108.2695313	280.0	130.5	809.75	12.6318051	1
88	132.3789474	230.8333333	117.5833333	475.0833333	38.96650984	1
89	131.1542857	186.030303	76.8030303	323.5151515	18.76266637	1
90	119.9917197	199.0909091	84.8989899	391.1111111	25.02204721	1
91	114.34375	292.1666667	164.1666667	640.8333333	53.04943973	1
92	104.5945946	196.2857143	83.07142857	385.0	25.26674026	1
93	123.9189698	195.01	84.09	365.3	25.91936728	1
94	149.0416667	275.6666667	142.3333333	672.0	46.70980149	1
95	135.8412138	197.9775281	86.51685393	474.741573	25.86990751	1
96	148.1601563	193.0	83.0	376.5	20.48169915	1
97	112.173913	199.1304348	89.34782609	512.3043478	38.28976182	1
98	135.1063931	244.2272727	114.905303	634.7007576	23.53908419	1
99	123.9026549	272.78125	130.8125	644.0	20.35840966	1
100	127.4920906	178.7972973	72.67567568	215.3648649	11.20728234	1
101	128.5841709	207.68	96.72	535.44	35.6538974	1
102	109.125	336.0	190.0	579.0	87.35479022	1
103	140.7568627	194.125	80.25	343.625	17.99034029	1
104	0.0	336.0	190.0	579.0	0.0	1
105	118.9168502	204.3070175	89.20175439	509.0087719	25.23995035	1
106	116.23125	174.9	75.2	242.5	40.80306361	1
107	133.2128655	176.1481481	71.40740741	237.6666667	10.48926553	1
108	147.8026316	257.4736842	116.9473684	687.6315789	11.61024478	1
109	122.5668605	206.372093	89.86046512	494.9767442	26.23863941	1
110	138.6986301	199.1304348	87.47826087	458.9130435	8.872548518	1
111	139.172956	194.7	80.4	388.9	22.9085137	1
112	95.70535714	213.4285714	94.57142857	578.8571429	14.70110367	1
113	102.9166667	208.6666667	89.66666667	501.3333333	26.2974439	1
114	132.5554705	204.6463415	85.63414634	442.695122	35.47510669	1
115	131.5701493	206.1428571	89.47619048	453.0952381	20.86833794	1
116	127.1800198	224.8350515	99.28865979	675.8865979	8.520005778	1
117	130.4038109	180.6337209	77.04651163	270.4651163	11.85744803	1
118	132.0	187.3333333	78.64705882	334.372549	20.418422	1
119	119.8117519	208.8782609	92.66086957	526.9391304	35.35523854	1
120	131.3645931	178.810089	73.89020772	229.0059347	14.60430788	1
121	133.5235602	211.5	90.0	464.1944444	42.04945464	1
122	116.6964618	218.4411765	95.38235294	592.1176471	32.63836662	1
123	113.5770235	202.8333333	84.85416667	490.125	28.71190108	1
124	129.9530744	192.8974359	82.01282051	313.5897436	17.50563448	1
125	110.6022727	185.1818182	80.27272727	361.2727273	49.78764824	1
126	117.1603604	212.5	96.84285714	404.6285714	17.28111509	1
127	129.535009	188.8142857	82.48571429	214.2857143	12.00585741	1
128	142.2727273	205.1818182	91.72727273	457.1818182	15.64851536	1
129	136.6987952	198.0384615	85.19230769	310.1153846	9.723165165	1
130	127.872211	208.516129	95.96774194	377.7741935	28.86438923	1
131	126.895202	185.24	81.24	269.2	24.29012145	1
132	128.7888889	199.1764706	89.55882353	350.4117647	18.32690461	1
133	145.93125	199.9	89.9	476.1	10.30970417	1
134	129.9422096	176.625	74.1875	210.4553571	9.849792646	1
135	110.4375	204.0	87.59090909	509.6363636	28.00959104	1
136	120.6304348	206.2068966	99.17241379	529.6206897	21.67136447	1
137	130.6226506	178.1755725	76.13740458	262.5801527	16.40669177	1
138	139.2668024	210.8387097	93.67741935	548.5806452	33.91496375	1
139	106.4074074	204.0588235	91.41176471	571.8823529	24.02665763	1
140	132.3170213	190.8813559	80.55932203	338.4745763	24.59180105	1
141	120.0991379	211.9655172	91.82758621	557.9655172	21.47824716	1
142	86.61702128	197.0	78.33333333	324.0	9.533566431	1
