	GLCM_pan	Mean_Green	Mean_Red	Mean_NIR	SD_pan	class
0	107.9280303	234.1515152	117.3636364	630.6363636	20.11048454	1
1	141.2173913	217.9375	97.5625	501.21875	22.61634417	1
2	127.3015222	226.635514	108.8785047	632.0186916	37.16207982	1
3	115.7617978	228.6357143	107.5785714	623.7928571	37.00718077	1
4	127.8516285	226.7596154	107.2596154	590.9423077	32.22805547	1
5	126.6155351	214.7196262	101.9844237	559.2866044	32.80400044	1
6	120.7760779	229.2872928	107.4696133	682.2596685	36.64106892	1
7	140.1368421	223.6666667	105.0833333	590.8333333	26.62389147	1
8	130.3857781	215.8797814	98.9726776	553.5136612	33.39837514	1
9	131.6028422	203.3214286	95.46428571	435.6904762	24.32959097	1
10	124.8878964	220.9039146	100.3879004	577.8327402	35.43427182	1
11	114.4748915	223.955665	103.6748768	614.635468	27.43327684	1
12	132.752052	193.923913	88.82065217	373.0652174	24.26227144	1
13	126.6424825	196.3611111	87.33333333	394.1805556	33.93242877	1
14	122.1411869	232.3370787	119.6741573	506.3988764	28.58915447	1
15	134.0693604	222.4758621	117.1034483	428.7689655	31.05032239	1
16	110.5302419	230.2580645	116.7419355	583.7096774	20.15646394	1
17	129.6706161	219.1132075	101.0754717	507.3207547	53.19050309	1
18	139.6409524	201.2424242	91.95454545	391.6818182	23.77558069	1
19	121.890625	253.4029126	148.0582524	427.7815534	19.06160049	1
20	140.4202586	230.7931034	119.4827586	508.8275862	30.39670331	1
21	123.8948897	245.2592593	119.0648148	798.2685185	38.72662798	1
22	124.89349	245.2721893	118.7130178	642.2189349	35.45374597	1
23	121.2125	195.1666667	88.03333333	347.5333333	39.1137941	1
24	129.5350026	201.5691057	91.75609756	495.4227642	32.66562459	1
25	122.0250522	226.3666667	112.5666667	643.0333333	40.12198068	1
26	123.6859366	218.7964602	104.5221239	483.3539823	37.17195514	1
27	130.0091842	213.0	97.07296137	507.9957082	32.62096892	1
28	133.8465608	241.9879518	123.4216867	575.8433735	29.51140323	1
29	129.6321839	232.1666667	123.5333333	434.6	34.5707447	1
30	133.3570646	181.4224138	89.68103448	243.5344828	15.00753873	1
31	128.1267606	187.8723404	87.20212766	272.4680851	18.52049444	1
32	116.5981675	259.6458333	137.0208333	563.8125	20.57540333	1
33	131.116672	200.2878788	88.47474747	416.0252525	39.35435722	1
34	119.9153272	250.7061503	139.6150342	475.7927107	27.98991662	1
35	123.0179362	225.6725352	106.8169014	579.6408451	30.83529332	1
36	129.8303571	194.6190476	89.61904762	389.1904762	24.61494854	1
37	139.3245614	249.1627907	142.9767442	441.4651163	26.5916174	1
38	134.442345	221.969112	107.4440154	524.0926641	27.1569574	1
39	128.4693573	191.4047619	92.64285714	295.1428571	27.06853861	1
40	125.5187777	226.6522727	107.7386364	547.6136364	33.77019567	1
41	131.5021746	216.3138298	97.79255319	567.1170213	27.51825601	1
42	119.3538798	228.3854167	107.6597222	605.0486111	30.80197804	1
43	129.6552995	186.9428571	76.68571429	287.2	13.273735	1
44	131.3106181	197.95	84.35	383.05	18.7233811	1
45	87.140625	370.0	196.0	529.0	54.05726131	1
46	133.5391485	252.8190955	135.9095477	205.0879397	25.28475353	1
47	134.9737903	257.7096774	164.1935484	313.2580645	37.74626388	1
48	126.1847051	325.122449	204.8061224	334.3571429	16.21623779	1
49	131.3505039	373.1964286	242.8928571	482.625	27.36961204	1
50	125.4453925	482.8918919	278.6756757	425.4594595	18.62081746	1
51	141.6139241	352.5	208.7	416.1	54.15523982	1
52	120.770235	492.5833333	329.1666667	435.625	48.34661725	1
53	114.452381	428.047619	278.0	518.0	118.8571047	1
54	122.1590429	283.6629213	134.9438202	212.9550562	39.29208182	1
55	126.9681904	263.5518395	151.8093645	426.0401338	27.34759193	1
56	129.0539773	340.8202247	215.1797753	337.2696629	25.54959827	1
57	130.8207127	345.0701754	232.4561404	358.4385965	24.04632853	1
58	117.7257053	404.3	282.8	451.75	34.15698135	1
59	112.7734899	519.9342105	384.7105263	491.2894737	28.14563186	1
60	132.1166667	450.6	306.8	374.0	82.21878672	1
61	130.8153846	336.8693467	211.0351759	272.7939698	10.44024725	1
62	133.7062706	467.4736842	341.3157895	508.2631579	61.43365676	1
63	122.156406	245.1504425	123.6106195	552.6637168	21.00196337	1
64	118.7100313	258.925	148.575	645.65	23.73030763	1
65	131.4418262	269.2235294	168.4941176	573.1764706	47.75895938	1
66	135.564055	246.0591716	129.147929	532.7159763	36.4803769	1
67	124.2463199	415.9948187	295.3471503	449.0259067	55.77349463	1
68	126.4123373	444.827451	229.2078431	378.8196078	7.115902125	1
69	143.8619792	225.75	109.5833333	580.2083333	27.09807291	1
70	123.3133159	330.125	267.5416667	723.8958333	59.42204277	1
71	119.0035141	360.976	323.688	784.584	60.3408102	1
72	135.140625	360.5	207.3333333	292.3333333	38.2676067	1
73	126.2281421	462.8043478	261.673913	397.6521739	18.98497068	1
74	125.5132212	271.8846154	154.9423077	405.4423077	30.61173635	1
75	121.4993301	507.7902098	302.5454545	441.4475524	10.35334937	1
76	122.3311258	314.4736842	253.7894737	737.8947368	30.33643303	1
77	113.1822917	222.4166667	112.25	565.25	37.9403772	1
78	147.68	220.2272727	110.8636364	520.3636364	20.66597795	1
79	134.9350649	246.0	131.1413043	556.7608696	29.28034714	1
80	128.2287051	333.877451	215.754902	323.9803922	20.70635351	1
81	116.5859375	258.4722222	129.6111111	650.6944444	36.71812204	1
82	122.7331787	231.4161074	111.7516779	615.1644295	31.45153003	1
83	129.2823779	302.6440678	214.5084746	632.9322034	62.2350956	1
84	126.7313077	242.9433962	128.5141509	506.0566038	27.79976271	1
85	130.4820183	248.6239316	127.0769231	554.1538462	41.11666363	1
86	153.735119	259.2380952	133.3809524	432.1904762	21.09142178	1
87	106.3526316	253.0833333	113.5833333	426.8333333	36.8732815	1
88	131.2843063	237.8433735	130.2409639	453.0361446	28.25931288	1
89	117.1157518	243.4190476	120.1333333	584.5428571	35.18049346	1
90	133.4198473	241.7727273	120.8181818	586.6818182	22.64356808	1
91	134.5829556	264.5714286	151.4857143	418.4428571	22.97720698	1
92	120.5231959	238.0204082	111.1428571	580.4693878	20.44702423	1
93	131.7596967	238.7685185	121.3148148	491.1712963	31.89137802	1
94	111.6363636	249.4137931	137.5862069	601.862069	26.90260763	1
95	120.5392457	236.5806452	127.6451613	606.8709677	26.66045117	1
96	133.4444444	230.6315789	115.9802632	591.6381579	18.65696563	1
97	121.9121299	241.6142132	123.2893401	548.2081218	29.33594898	1
98	123.3483174	249.6796875	154.546875	426.9492188	24.24818272	1
99	142.1651786	242.5714286	148.2857143	376.1428571	25.47828207	1
100	145.2019231	235.7692308	129.0769231	433.1538462	25.18593578	1
101	117.4557439	261.0601504	151.1729323	500.6015038	24.32159643	1
102	122.1189964	247.3181818	115.4659091	603.8295455	16.92142756	1
103	121.7565066	245.6232687	128.0277008	517.5789474	21.89388695	1
104	133.2240056	244.8555556	139.1777778	430.8666667	38.19537817	1
105	125.6269221	231.712	113.824	602.104	23.80528513	1
106	135.4613971	248.6470588	134.3823529	454.1470588	44.95753475	1
107	118.6142384	234.8157895	113.25	612.4605263	27.58556005	1
108	133.0968447	228.880597	115.7661692	563.1542289	25.20846576	1
109	140.9943182	231.0606061	127.3636364	420.3636364	30.19225206	1
110	125.41959	237.4710145	114.0144928	575.0362319	21.22615048	1
111	122.5180563	226.4599156	109.6202532	599.021097	26.06337618	1
112	129.6870839	237.9674797	122.9300813	495.1853659	33.48188078	1
113	112.2359307	241.7241379	122.4482759	565.9310345	29.10426539	1
114	129.1020408	228.8303571	105.9761905	672.5386905	30.66179531	1
115	134.8688047	220.7286822	103.4651163	617.4031008	24.57568524	1
116	127.5039063	258.0	147.0	491.75	44.8133281	1
117	122.2114073	244.4901961	153.6176471	351.8431373	16.11036105	1
118	131.2390263	216.3081761	103.8679245	224.8113208	20.76633942	1
119	102.3833333	230.6	107.1333333	490.9333333	24.16186159	1
120	125.6690962	222.4651163	130.2790698	268.5813953	29.22435177	1
121	125.9461062	403.8309859	201.2897384	355.8712274	8.645779962	1
122	125.7160548	225.5574913	128.1010453	194.2857143	14.36070908	1
123	125.4014085	226.6666667	117.4814815	416.3703704	46.06886359	1
124	131.0414634	190.1442308	89.78846154	218.0865385	22.00273778	1
125	124.4656992	330.9894737	201.4736842	346.0736842	40.38227855	1
126	131.8882559	188.5684932	89.31506849	128.8013699	10.08408308	1
127	130.264095	203.9647059	99.55294118	300.4352941	50.29089635	1
128	134.7378917	348.8181818	238.1590909	348.9772727	41.15523801	1
129	87.140625	417.0	256.5	369.5	28.44292531	1
130	100.7731092	326.5333333	250.6	399.2	12.86165706	1
131	126.9777345	258.4429825	167.3684211	231.127193	19.94549166	1
132	138.4310345	467.1818182	255.7727273	353.7272727	41.72519306	1
133	128.6893939	492.52	271.12	405.04	18.13963616	1
134	119.0275607	523.716129	305.4451613	443.5290323	15.30405807	1
135	125.7401915	220.4384236	114.4630542	415.8374384	33.05827025	1
136	139.2265625	439.4166667	279.5833333	426.5833333	80.49581597	1
137	126.863103	445.1458333	335.4583333	582.3125	20.0467769	1
138	128.307049	465.5809524	306.1142857	477.7904762	34.74147345	1
139	139.2536534	219.8	117.3666667	328.3166667	28.89641942	1
140	123.3888136	433.0967742	403.672043	686.3548387	24.61873689	1
141	133.3715278	405.7777778	331.9444444	564.1111111	36.83936602	1
142	121.8770833	405.2666667	348.9333333	688.5333333	36.40666911	1
143	131.9573171	388.6388889	322.4444444	623.7638889	79.26261242	1
144	143.558642	371.4098361	287.4754098	466.8196721	45.09822658	1
145	116.1288265	450.6530612	437.0612245	783.5102041	20.59815643	1
146	124.5949153	465.8918919	377.8108108	526.0540541	104.3641011	1
147	122.8177083	465.0	368.9166667	613.3333333	42.42075946	1
148	125.5453297	486.326087	466.3913043	765.2826087	31.19912873	1
149	129.4913354	271.4516129	198.6612903	324.1612903	28.9951241	1
150	133.9696262	216.6481481	104.5925926	323.7407407	24.61484519	1
151	119.9776453	502.5714286	519.0119048	796.452381	41.84194934	1
152	125.3937008	427.1875	409.5	704.90625	55.92904964	1
153	131.6567657	347.8947368	288.9736842	578.8684211	38.98068454	1
154	121.0288212	245.7406015	130.9360902	551.9962406	38.3183168	1
155	134.3596838	209.25	99.25	200.75	12.10742928	1
156	134.8367601	238.029703	128.970297	464.8415842	33.13319553	1
157	106.0625	449.0	418.7692308	741.6153846	45.80160458	1
158	121.8145695	458.6578947	392.2894737	605.0789474	16.14067744	1
159	129.4631579	531.625	512.4166667	728.0833333	85.46161419	1
160	128.3636364	222.972973	120.3648649	365.972973	47.20135443	1
