	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.68	0.49	1.0	0.5	0.62	0.55	0.28	0
1	0.75	0.84	0.48	0.5	0.35	0.52	0.33	0
2	0.52	0.44	0.48	0.5	0.37	0.36	0.42	0
3	0.41	0.51	0.48	0.5	0.58	0.2	0.31	0
4	0.2	0.46	0.48	0.5	0.57	0.78	0.81	0
5	0.41	0.51	0.48	0.5	0.53	0.75	0.78	0
6	0.35	0.34	0.48	0.5	0.46	0.3	0.27	0
7	0.44	0.35	0.48	0.5	0.55	0.55	0.61	0
8	0.3	0.37	0.48	0.5	0.43	0.18	0.3	0
9	0.18	0.3	0.48	0.5	0.46	0.24	0.35	0
10	0.25	0.4	0.48	0.5	0.46	0.44	0.52	0
11	0.69	0.59	0.48	0.5	0.46	0.44	0.52	0
12	0.64	0.66	0.48	0.5	0.41	0.39	0.2	0
13	0.63	0.75	0.48	0.5	0.64	0.73	0.66	0
14	0.69	0.66	0.48	0.5	0.41	0.5	0.25	0
15	0.36	0.54	0.48	0.5	0.41	0.38	0.46	0
16	0.37	0.5	0.48	0.5	0.42	0.36	0.45	0
17	0.37	0.47	0.48	0.5	0.39	0.76	0.79	0
18	0.44	0.56	0.48	0.5	0.5	0.46	0.54	0
19	0.3	0.45	0.48	0.5	0.36	0.21	0.32	0
20	0.52	0.57	0.48	0.5	0.42	0.47	0.54	0
21	0.06	0.61	0.48	0.5	0.49	0.92	0.37	0
22	0.4	0.5	0.48	0.5	0.65	0.82	0.84	0
23	0.2	0.44	0.48	0.5	0.46	0.51	0.57	0
24	0.51	0.4	0.48	0.5	0.57	0.62	0.67	0
25	0.49	0.29	0.48	0.5	0.56	0.24	0.35	0
26	0.29	0.47	0.48	0.5	0.41	0.23	0.34	0
27	0.45	0.4	0.48	0.5	0.61	0.74	0.77	0
28	0.74	0.7	0.48	0.5	0.66	0.65	0.69	0
29	0.5	0.51	0.48	0.5	0.27	0.23	0.34	0
30	0.44	0.34	0.48	0.5	0.3	0.33	0.43	0
31	0.87	0.49	0.48	0.5	0.61	0.76	0.79	1
32	0.76	0.71	0.48	0.5	0.5	0.71	0.75	1
33	0.76	0.41	0.48	0.5	0.5	0.59	0.62	1
34	0.81	0.52	0.48	0.5	0.57	0.78	0.8	1
35	0.68	0.49	1.0	0.5	0.62	0.55	0.28	0
36	0.75	0.84	0.48	0.5	0.35	0.52	0.33	0
37	0.52	0.44	0.48	0.5	0.37	0.36	0.42	0
38	0.41	0.51	0.48	0.5	0.58	0.2	0.31	0
39	0.2	0.46	0.48	0.5	0.57	0.78	0.81	0
40	0.41	0.51	0.48	0.5	0.53	0.75	0.78	0
41	0.35	0.34	0.48	0.5	0.46	0.3	0.27	0
42	0.44	0.35	0.48	0.5	0.55	0.55	0.61	0
43	0.3	0.37	0.48	0.5	0.43	0.18	0.3	0
44	0.18	0.3	0.48	0.5	0.46	0.24	0.35	0
45	0.25	0.4	0.48	0.5	0.46	0.44	0.52	0
46	0.69	0.59	0.48	0.5	0.46	0.44	0.52	0
47	0.64	0.66	0.48	0.5	0.41	0.39	0.2	0
48	0.63	0.75	0.48	0.5	0.64	0.73	0.66	0
49	0.69	0.66	0.48	0.5	0.41	0.5	0.25	0
50	0.36	0.54	0.48	0.5	0.41	0.38	0.46	0
51	0.37	0.5	0.48	0.5	0.42	0.36	0.45	0
52	0.37	0.47	0.48	0.5	0.39	0.76	0.79	0
53	0.44	0.56	0.48	0.5	0.5	0.46	0.54	0
54	0.3	0.45	0.48	0.5	0.36	0.21	0.32	0
55	0.52	0.57	0.48	0.5	0.42	0.47	0.54	0
56	0.06	0.61	0.48	0.5	0.49	0.92	0.37	0
57	0.4	0.5	0.48	0.5	0.65	0.82	0.84	0
58	0.2	0.44	0.48	0.5	0.46	0.51	0.57	0
59	0.51	0.4	0.48	0.5	0.57	0.62	0.67	0
60	0.49	0.29	0.48	0.5	0.56	0.24	0.35	0
61	0.29	0.47	0.48	0.5	0.41	0.23	0.34	0
62	0.45	0.4	0.48	0.5	0.61	0.74	0.77	0
63	0.74	0.7	0.48	0.5	0.66	0.65	0.69	0
64	0.5	0.51	0.48	0.5	0.27	0.23	0.34	0
65	0.44	0.34	0.48	0.5	0.3	0.33	0.43	0
66	0.87	0.49	0.48	0.5	0.61	0.76	0.79	1
67	0.76	0.71	0.48	0.5	0.5	0.71	0.75	1
68	0.76	0.41	0.48	0.5	0.5	0.59	0.62	1
69	0.81	0.52	0.48	0.5	0.57	0.78	0.8	1
70	0.68	0.49	1.0	0.5	0.62	0.55	0.28	0
71	0.75	0.84	0.48	0.5	0.35	0.52	0.33	0
72	0.52	0.44	0.48	0.5	0.37	0.36	0.42	0
73	0.41	0.51	0.48	0.5	0.58	0.2	0.31	0
74	0.2	0.46	0.48	0.5	0.57	0.78	0.81	0
75	0.41	0.51	0.48	0.5	0.53	0.75	0.78	0
76	0.35	0.34	0.48	0.5	0.46	0.3	0.27	0
77	0.44	0.35	0.48	0.5	0.55	0.55	0.61	0
78	0.3	0.37	0.48	0.5	0.43	0.18	0.3	0
79	0.18	0.3	0.48	0.5	0.46	0.24	0.35	0
80	0.25	0.4	0.48	0.5	0.46	0.44	0.52	0
81	0.69	0.59	0.48	0.5	0.46	0.44	0.52	0
82	0.64	0.66	0.48	0.5	0.41	0.39	0.2	0
83	0.63	0.75	0.48	0.5	0.64	0.73	0.66	0
84	0.69	0.66	0.48	0.5	0.41	0.5	0.25	0
85	0.36	0.54	0.48	0.5	0.41	0.38	0.46	0
86	0.37	0.5	0.48	0.5	0.42	0.36	0.45	0
87	0.37	0.47	0.48	0.5	0.39	0.76	0.79	0
88	0.44	0.56	0.48	0.5	0.5	0.46	0.54	0
89	0.3	0.45	0.48	0.5	0.36	0.21	0.32	0
90	0.52	0.57	0.48	0.5	0.42	0.47	0.54	0
91	0.06	0.61	0.48	0.5	0.49	0.92	0.37	0
92	0.4	0.5	0.48	0.5	0.65	0.82	0.84	0
93	0.2	0.44	0.48	0.5	0.46	0.51	0.57	0
94	0.51	0.4	0.48	0.5	0.57	0.62	0.67	0
95	0.49	0.29	0.48	0.5	0.56	0.24	0.35	0
96	0.29	0.47	0.48	0.5	0.41	0.23	0.34	0
97	0.45	0.4	0.48	0.5	0.61	0.74	0.77	0
98	0.74	0.7	0.48	0.5	0.66	0.65	0.69	0
99	0.5	0.51	0.48	0.5	0.27	0.23	0.34	0
100	0.44	0.34	0.48	0.5	0.3	0.33	0.43	0
101	0.87	0.49	0.48	0.5	0.61	0.76	0.79	1
102	0.76	0.71	0.48	0.5	0.5	0.71	0.75	1
103	0.76	0.41	0.48	0.5	0.5	0.59	0.62	1
104	0.81	0.52	0.48	0.5	0.57	0.78	0.8	1
105	0.68	0.49	1.0	0.5	0.62	0.55	0.28	0
106	0.75	0.84	0.48	0.5	0.35	0.52	0.33	0
107	0.52	0.44	0.48	0.5	0.37	0.36	0.42	0
108	0.41	0.51	0.48	0.5	0.58	0.2	0.31	0
109	0.2	0.46	0.48	0.5	0.57	0.78	0.81	0
110	0.41	0.51	0.48	0.5	0.53	0.75	0.78	0
111	0.35	0.34	0.48	0.5	0.46	0.3	0.27	0
112	0.44	0.35	0.48	0.5	0.55	0.55	0.61	0
113	0.3	0.37	0.48	0.5	0.43	0.18	0.3	0
114	0.18	0.3	0.48	0.5	0.46	0.24	0.35	0
115	0.25	0.4	0.48	0.5	0.46	0.44	0.52	0
116	0.69	0.59	0.48	0.5	0.46	0.44	0.52	0
117	0.64	0.66	0.48	0.5	0.41	0.39	0.2	0
118	0.63	0.75	0.48	0.5	0.64	0.73	0.66	0
119	0.69	0.66	0.48	0.5	0.41	0.5	0.25	0
120	0.36	0.54	0.48	0.5	0.41	0.38	0.46	0
121	0.37	0.5	0.48	0.5	0.42	0.36	0.45	0
122	0.37	0.47	0.48	0.5	0.39	0.76	0.79	0
123	0.44	0.56	0.48	0.5	0.5	0.46	0.54	0
124	0.3	0.45	0.48	0.5	0.36	0.21	0.32	0
125	0.52	0.57	0.48	0.5	0.42	0.47	0.54	0
126	0.06	0.61	0.48	0.5	0.49	0.92	0.37	0
127	0.4	0.5	0.48	0.5	0.65	0.82	0.84	0
128	0.2	0.44	0.48	0.5	0.46	0.51	0.57	0
129	0.51	0.4	0.48	0.5	0.57	0.62	0.67	0
130	0.49	0.29	0.48	0.5	0.56	0.24	0.35	0
131	0.29	0.47	0.48	0.5	0.41	0.23	0.34	0
132	0.45	0.4	0.48	0.5	0.61	0.74	0.77	0
133	0.74	0.7	0.48	0.5	0.66	0.65	0.69	0
134	0.5	0.51	0.48	0.5	0.27	0.23	0.34	0
135	0.44	0.34	0.48	0.5	0.3	0.33	0.43	0
136	0.87	0.49	0.48	0.5	0.61	0.76	0.79	1
137	0.76	0.71	0.48	0.5	0.5	0.71	0.75	1
138	0.76	0.41	0.48	0.5	0.5	0.59	0.62	1
139	0.81	0.52	0.48	0.5	0.57	0.78	0.8	1
140	0.68	0.49	1.0	0.5	0.62	0.55	0.28	0
141	0.75	0.84	0.48	0.5	0.35	0.52	0.33	0
142	0.52	0.44	0.48	0.5	0.37	0.36	0.42	0
143	0.41	0.51	0.48	0.5	0.58	0.2	0.31	0
144	0.2	0.46	0.48	0.5	0.57	0.78	0.81	0
145	0.41	0.51	0.48	0.5	0.53	0.75	0.78	0
146	0.35	0.34	0.48	0.5	0.46	0.3	0.27	0
147	0.44	0.35	0.48	0.5	0.55	0.55	0.61	0
148	0.3	0.37	0.48	0.5	0.43	0.18	0.3	0
149	0.18	0.3	0.48	0.5	0.46	0.24	0.35	0
150	0.25	0.4	0.48	0.5	0.46	0.44	0.52	0
151	0.69	0.59	0.48	0.5	0.46	0.44	0.52	0
152	0.64	0.66	0.48	0.5	0.41	0.39	0.2	0
