	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.61	0.75	0.48	0.5	0.51	0.33	0.33	0
1	0.62	0.78	0.48	0.5	0.47	0.49	0.54	0
2	0.31	0.36	0.48	0.5	0.58	0.94	0.94	0
3	0.46	0.59	0.48	0.5	0.36	0.76	0.23	0
4	0.63	0.47	0.48	0.5	0.51	0.82	0.84	0
5	0.6	0.61	0.48	0.5	0.54	0.67	0.71	0
6	0.71	0.86	0.48	0.5	0.4	0.54	0.32	0
7	0.34	0.42	0.48	0.5	0.41	0.34	0.43	0
8	0.07	0.4	0.48	0.5	0.54	0.35	0.44	0
9	0.34	0.35	0.48	0.5	0.51	0.49	0.56	0
10	0.84	0.44	0.48	0.5	0.48	0.71	0.74	0
11	0.54	0.57	0.48	0.5	0.56	0.81	0.83	0
12	0.54	0.47	0.48	0.5	0.28	0.33	0.42	0
13	0.3	0.44	0.48	0.5	0.49	0.22	0.33	0
14	0.56	0.68	0.48	0.5	0.77	0.36	0.45	0
15	0.56	0.54	0.48	0.5	0.43	0.37	0.3	0
16	0.56	0.51	0.48	0.5	0.34	0.37	0.46	0
17	0.43	0.32	0.48	0.5	0.33	0.45	0.52	0
18	0.37	0.44	0.48	0.5	0.42	0.39	0.47	0
19	0.25	0.26	0.48	0.5	0.39	0.32	0.42	0
20	0.59	0.56	0.48	0.5	0.55	0.8	0.82	0
21	0.66	0.53	0.48	0.5	0.59	0.66	0.66	0
22	0.72	0.46	0.48	0.5	0.51	0.66	0.7	0
23	0.52	0.81	0.48	0.5	0.72	0.38	0.38	0
24	0.36	0.45	0.48	0.5	0.38	0.79	0.17	0
25	0.26	0.4	0.48	0.5	0.36	0.26	0.37	0
26	0.7	0.61	0.48	0.5	0.56	0.52	0.43	0
27	0.42	0.3	0.48	0.5	0.48	0.26	0.36	0
28	0.67	0.81	0.48	0.5	0.54	0.49	0.23	0
29	0.66	0.86	0.48	0.5	0.34	0.41	0.36	0
30	0.79	0.41	0.48	0.5	0.66	0.81	0.83	1
31	0.64	0.46	0.48	0.5	0.48	0.73	0.76	1
32	0.63	0.42	0.48	0.5	0.48	0.77	0.8	1
33	0.61	0.75	0.48	0.5	0.51	0.33	0.33	0
34	0.62	0.78	0.48	0.5	0.47	0.49	0.54	0
35	0.31	0.36	0.48	0.5	0.58	0.94	0.94	0
36	0.46	0.59	0.48	0.5	0.36	0.76	0.23	0
37	0.63	0.47	0.48	0.5	0.51	0.82	0.84	0
38	0.6	0.61	0.48	0.5	0.54	0.67	0.71	0
39	0.71	0.86	0.48	0.5	0.4	0.54	0.32	0
40	0.34	0.42	0.48	0.5	0.41	0.34	0.43	0
41	0.07	0.4	0.48	0.5	0.54	0.35	0.44	0
42	0.34	0.35	0.48	0.5	0.51	0.49	0.56	0
43	0.84	0.44	0.48	0.5	0.48	0.71	0.74	0
44	0.54	0.57	0.48	0.5	0.56	0.81	0.83	0
45	0.54	0.47	0.48	0.5	0.28	0.33	0.42	0
46	0.3	0.44	0.48	0.5	0.49	0.22	0.33	0
47	0.56	0.68	0.48	0.5	0.77	0.36	0.45	0
48	0.56	0.54	0.48	0.5	0.43	0.37	0.3	0
49	0.56	0.51	0.48	0.5	0.34	0.37	0.46	0
50	0.43	0.32	0.48	0.5	0.33	0.45	0.52	0
51	0.37	0.44	0.48	0.5	0.42	0.39	0.47	0
52	0.25	0.26	0.48	0.5	0.39	0.32	0.42	0
53	0.59	0.56	0.48	0.5	0.55	0.8	0.82	0
54	0.66	0.53	0.48	0.5	0.59	0.66	0.66	0
55	0.72	0.46	0.48	0.5	0.51	0.66	0.7	0
56	0.52	0.81	0.48	0.5	0.72	0.38	0.38	0
57	0.36	0.45	0.48	0.5	0.38	0.79	0.17	0
58	0.26	0.4	0.48	0.5	0.36	0.26	0.37	0
59	0.7	0.61	0.48	0.5	0.56	0.52	0.43	0
60	0.42	0.3	0.48	0.5	0.48	0.26	0.36	0
61	0.67	0.81	0.48	0.5	0.54	0.49	0.23	0
62	0.66	0.86	0.48	0.5	0.34	0.41	0.36	0
63	0.79	0.41	0.48	0.5	0.66	0.81	0.83	1
64	0.64	0.46	0.48	0.5	0.48	0.73	0.76	1
65	0.63	0.42	0.48	0.5	0.48	0.77	0.8	1
66	0.61	0.75	0.48	0.5	0.51	0.33	0.33	0
67	0.62	0.78	0.48	0.5	0.47	0.49	0.54	0
68	0.31	0.36	0.48	0.5	0.58	0.94	0.94	0
69	0.46	0.59	0.48	0.5	0.36	0.76	0.23	0
70	0.63	0.47	0.48	0.5	0.51	0.82	0.84	0
71	0.6	0.61	0.48	0.5	0.54	0.67	0.71	0
72	0.71	0.86	0.48	0.5	0.4	0.54	0.32	0
73	0.34	0.42	0.48	0.5	0.41	0.34	0.43	0
74	0.07	0.4	0.48	0.5	0.54	0.35	0.44	0
75	0.34	0.35	0.48	0.5	0.51	0.49	0.56	0
76	0.84	0.44	0.48	0.5	0.48	0.71	0.74	0
77	0.54	0.57	0.48	0.5	0.56	0.81	0.83	0
78	0.54	0.47	0.48	0.5	0.28	0.33	0.42	0
79	0.3	0.44	0.48	0.5	0.49	0.22	0.33	0
80	0.56	0.68	0.48	0.5	0.77	0.36	0.45	0
81	0.56	0.54	0.48	0.5	0.43	0.37	0.3	0
82	0.56	0.51	0.48	0.5	0.34	0.37	0.46	0
83	0.43	0.32	0.48	0.5	0.33	0.45	0.52	0
84	0.37	0.44	0.48	0.5	0.42	0.39	0.47	0
85	0.25	0.26	0.48	0.5	0.39	0.32	0.42	0
86	0.59	0.56	0.48	0.5	0.55	0.8	0.82	0
87	0.66	0.53	0.48	0.5	0.59	0.66	0.66	0
88	0.72	0.46	0.48	0.5	0.51	0.66	0.7	0
89	0.52	0.81	0.48	0.5	0.72	0.38	0.38	0
90	0.36	0.45	0.48	0.5	0.38	0.79	0.17	0
91	0.26	0.4	0.48	0.5	0.36	0.26	0.37	0
92	0.7	0.61	0.48	0.5	0.56	0.52	0.43	0
93	0.42	0.3	0.48	0.5	0.48	0.26	0.36	0
94	0.67	0.81	0.48	0.5	0.54	0.49	0.23	0
95	0.66	0.86	0.48	0.5	0.34	0.41	0.36	0
96	0.79	0.41	0.48	0.5	0.66	0.81	0.83	1
97	0.64	0.46	0.48	0.5	0.48	0.73	0.76	1
98	0.63	0.42	0.48	0.5	0.48	0.77	0.8	1
99	0.61	0.75	0.48	0.5	0.51	0.33	0.33	0
100	0.62	0.78	0.48	0.5	0.47	0.49	0.54	0
101	0.31	0.36	0.48	0.5	0.58	0.94	0.94	0
102	0.46	0.59	0.48	0.5	0.36	0.76	0.23	0
103	0.63	0.47	0.48	0.5	0.51	0.82	0.84	0
104	0.6	0.61	0.48	0.5	0.54	0.67	0.71	0
105	0.71	0.86	0.48	0.5	0.4	0.54	0.32	0
106	0.34	0.42	0.48	0.5	0.41	0.34	0.43	0
107	0.07	0.4	0.48	0.5	0.54	0.35	0.44	0
108	0.34	0.35	0.48	0.5	0.51	0.49	0.56	0
109	0.84	0.44	0.48	0.5	0.48	0.71	0.74	0
110	0.54	0.57	0.48	0.5	0.56	0.81	0.83	0
111	0.54	0.47	0.48	0.5	0.28	0.33	0.42	0
112	0.3	0.44	0.48	0.5	0.49	0.22	0.33	0
113	0.56	0.68	0.48	0.5	0.77	0.36	0.45	0
114	0.56	0.54	0.48	0.5	0.43	0.37	0.3	0
115	0.56	0.51	0.48	0.5	0.34	0.37	0.46	0
116	0.43	0.32	0.48	0.5	0.33	0.45	0.52	0
117	0.37	0.44	0.48	0.5	0.42	0.39	0.47	0
118	0.25	0.26	0.48	0.5	0.39	0.32	0.42	0
119	0.59	0.56	0.48	0.5	0.55	0.8	0.82	0
120	0.66	0.53	0.48	0.5	0.59	0.66	0.66	0
121	0.72	0.46	0.48	0.5	0.51	0.66	0.7	0
122	0.52	0.81	0.48	0.5	0.72	0.38	0.38	0
123	0.36	0.45	0.48	0.5	0.38	0.79	0.17	0
