	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.71	0.46	1.0	0.5	0.52	0.59	0.3	0
1	0.26	0.5	0.48	0.5	0.44	0.32	0.41	0
2	0.63	0.49	0.48	0.5	0.54	0.76	0.79	0
3	0.4	0.45	0.48	0.5	0.38	0.22	0.0	0
4	0.34	0.55	0.48	0.5	0.58	0.31	0.41	0
5	0.36	0.47	0.48	0.5	0.51	0.69	0.72	0
6	0.25	0.51	0.48	0.5	0.37	0.42	0.5	0
7	0.23	0.48	0.48	0.5	0.59	0.88	0.89	0
8	0.52	0.39	0.48	0.5	0.65	0.71	0.73	0
9	0.36	0.56	0.48	0.5	0.43	0.45	0.53	0
10	0.4	0.42	0.48	0.5	0.37	0.27	0.27	0
11	0.61	0.47	0.48	0.5	0.0	0.8	0.32	0
12	0.48	0.49	0.48	0.5	0.52	0.77	0.71	0
13	0.28	0.38	0.48	0.5	0.5	0.33	0.42	0
14	0.34	0.67	0.48	0.5	0.52	0.76	0.79	0
15	0.17	0.39	0.48	0.5	0.53	0.3	0.39	0
16	0.69	0.59	0.48	0.5	0.77	0.39	0.21	0
17	0.12	0.43	0.48	0.5	0.63	0.7	0.74	0
18	0.74	0.9	0.48	0.5	0.57	0.53	0.29	0
19	0.71	0.52	0.48	0.5	0.64	1.0	0.99	0
20	0.7	0.71	0.48	0.5	0.42	0.84	0.85	0
21	0.33	0.56	0.48	0.5	0.33	0.78	0.8	0
22	0.49	0.43	0.48	0.5	0.49	0.3	0.4	0
23	0.52	0.54	0.48	0.5	0.62	0.76	0.79	0
24	0.27	0.3	0.48	0.5	0.71	0.28	0.39	0
25	0.46	0.61	0.48	0.5	0.48	0.86	0.87	0
26	0.64	0.81	0.48	0.5	0.37	0.39	0.44	0
27	0.71	0.71	0.48	0.5	0.68	0.43	0.36	0
28	0.53	0.38	0.48	0.5	0.44	0.26	0.36	0
29	0.57	0.59	0.48	0.5	0.39	0.47	0.33	0
30	0.7	0.53	0.48	0.5	0.7	0.86	0.87	1
31	0.67	0.37	0.48	0.5	0.54	0.64	0.68	1
32	0.86	0.39	0.48	0.5	0.59	0.89	0.9	1
33	0.71	0.46	1.0	0.5	0.52	0.59	0.3	0
34	0.26	0.5	0.48	0.5	0.44	0.32	0.41	0
