	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.47	0.29	0.48	0.5	0.51	0.33	0.43	0
1	0.39	0.41	0.48	0.5	0.52	0.72	0.75	0
2	0.55	0.47	0.48	0.5	0.57	0.78	0.8	0
3	0.43	0.39	0.48	0.5	0.47	0.31	0.41	0
4	0.41	0.48	0.48	0.5	0.51	0.44	0.51	0
5	0.85	0.53	0.48	0.5	0.53	0.52	0.35	0
6	0.41	0.57	0.48	0.5	0.39	0.21	0.32	0
7	0.59	0.61	0.48	0.5	0.42	0.42	0.37	0
8	0.16	0.43	0.48	0.5	0.54	0.27	0.37	0
9	0.67	0.61	0.48	0.5	0.51	0.37	0.38	0
10	0.51	0.5	0.48	0.5	0.46	0.32	0.35	0
11	0.64	0.78	0.48	0.5	0.5	0.36	0.38	0
12	0.59	0.49	0.48	0.5	0.52	0.45	0.36	0
13	0.35	0.37	0.48	0.5	0.3	0.34	0.43	0
14	0.62	0.83	0.48	0.5	0.46	0.36	0.4	0
15	0.44	0.51	0.48	0.5	0.47	0.26	0.36	0
16	0.52	0.36	0.48	0.5	0.41	0.28	0.38	0
17	0.21	0.34	0.48	0.5	0.51	0.28	0.39	0
18	0.31	0.23	0.48	0.5	0.73	0.05	0.14	0
19	0.47	0.47	0.48	0.5	0.22	0.16	0.26	0
20	0.6	0.5	1.0	0.5	0.54	0.77	0.8	0
21	0.61	0.66	0.48	0.5	0.46	0.87	0.88	0
22	0.29	0.41	0.48	0.5	0.48	0.38	0.46	0
23	0.51	0.46	0.48	0.5	0.58	0.31	0.41	0
24	0.23	0.58	0.48	0.5	0.37	0.53	0.59	0
25	0.65	0.55	0.48	0.5	0.34	0.37	0.28	0
26	0.31	0.47	0.48	0.5	0.29	0.28	0.39	0
27	0.47	0.59	0.48	0.5	0.52	0.76	0.79	0
28	0.24	0.34	0.48	0.5	0.38	0.3	0.4	0
29	0.78	0.68	0.48	0.5	0.83	0.4	0.29	0
30	0.81	0.44	0.48	0.5	0.42	0.67	0.68	1
31	0.78	0.33	0.48	0.5	0.57	0.77	0.79	1
32	0.84	0.54	0.48	0.5	0.75	0.92	0.7	1
33	0.47	0.29	0.48	0.5	0.51	0.33	0.43	0
34	0.39	0.41	0.48	0.5	0.52	0.72	0.75	0
35	0.55	0.47	0.48	0.5	0.57	0.78	0.8	0
36	0.43	0.39	0.48	0.5	0.47	0.31	0.41	0
37	0.41	0.48	0.48	0.5	0.51	0.44	0.51	0
