	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.49	0.42	0.48	0.5	0.53	0.79	0.81	0
1	0.64	0.58	0.48	0.5	0.48	0.78	0.73	0
2	0.38	0.4	0.48	0.5	0.63	0.25	0.35	0
3	0.34	0.33	0.48	0.5	0.38	0.35	0.44	0
4	0.36	0.39	0.48	0.5	0.48	0.22	0.23	0
5	0.16	0.51	0.48	0.5	0.33	0.39	0.48	0
6	0.4	0.29	0.48	0.5	0.42	0.35	0.44	0
7	0.0	0.51	0.48	0.5	0.35	0.67	0.44	0
8	0.68	0.63	0.48	0.5	0.73	0.4	0.3	0
9	0.37	0.52	0.48	0.5	0.42	0.42	0.36	0
10	0.4	0.5	0.48	0.5	0.45	0.39	0.47	0
11	0.58	0.34	0.48	0.5	0.56	0.87	0.81	0
12	0.35	0.51	0.48	0.5	0.61	0.71	0.74	0
13	0.73	0.36	0.48	0.5	0.53	0.91	0.92	0
14	0.68	0.78	0.48	0.5	0.43	0.44	0.42	0
15	0.63	0.86	0.48	0.5	0.39	0.47	0.34	0
16	0.58	0.55	0.48	0.5	0.57	0.7	0.74	0
17	0.32	0.42	0.48	0.5	0.35	0.28	0.38	0
18	0.73	0.78	0.48	0.5	0.58	0.51	0.31	0
19	0.34	0.45	0.48	0.5	0.38	0.24	0.35	0
20	0.64	0.76	0.48	0.5	0.45	0.35	0.38	0
21	0.34	0.51	0.48	0.5	0.67	0.9	0.9	0
22	0.33	0.45	0.48	0.5	0.52	0.32	0.41	0
23	0.29	0.28	0.48	0.5	0.5	0.42	0.5	0
24	0.38	0.26	0.48	0.5	0.54	0.16	0.28	0
25	0.44	0.42	0.48	0.5	0.42	0.25	0.2	0
26	0.32	0.39	0.48	0.5	0.53	0.28	0.38	0
27	0.77	0.57	1.0	0.5	0.37	0.54	0.01	0
28	0.63	0.65	0.48	0.5	0.39	0.44	0.35	0
29	0.63	0.83	0.48	0.5	0.4	0.39	0.19	0
30	0.62	0.42	0.48	0.5	0.58	0.79	0.81	1
