	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.61	0.6	0.48	0.5	0.44	0.39	0.38	0
1	0.43	0.4	0.48	0.5	0.39	0.28	0.39	0
2	0.43	0.4	0.48	0.5	0.58	0.75	0.78	0
3	0.67	0.81	0.48	0.5	0.25	0.42	0.25	0
4	0.22	0.36	0.48	0.5	0.35	0.39	0.47	0
5	0.7	0.39	1.0	0.5	0.51	0.82	0.84	0
6	0.68	0.51	0.48	0.5	0.71	0.75	0.78	0
7	0.48	0.45	0.48	0.5	0.6	0.78	0.8	0
8	0.25	0.37	0.48	0.5	0.41	0.33	0.42	0
9	0.44	0.27	0.48	0.5	0.55	0.52	0.58	0
10	0.33	0.45	0.48	0.5	0.45	0.88	0.89	0
11	0.11	0.5	0.48	0.5	0.58	0.72	0.68	0
12	0.4	0.41	0.48	0.5	0.55	0.22	0.33	0
13	0.63	0.57	0.48	0.5	0.49	0.7	0.2	0
14	0.7	0.64	0.48	0.5	0.47	0.51	0.47	0
15	0.4	0.35	0.48	0.5	0.45	0.33	0.42	0
16	0.29	0.37	0.48	0.5	0.48	0.44	0.52	0
17	0.29	0.52	0.48	0.5	0.42	0.29	0.39	0
18	0.32	0.33	0.48	0.5	0.6	0.06	0.2	0
19	0.67	0.7	0.48	0.5	0.46	0.45	0.33	0
20	0.6	0.46	0.48	0.5	0.45	0.81	0.83	0
21	0.22	0.43	0.48	0.5	0.48	0.16	0.28	0
22	0.67	0.39	0.48	0.5	0.36	0.38	0.46	0
23	0.64	0.72	0.48	0.5	0.49	0.42	0.19	0
24	0.67	0.88	0.48	0.5	0.73	0.5	0.25	0
25	0.25	0.37	0.48	0.5	0.43	0.26	0.36	0
26	0.29	0.47	0.48	0.5	0.71	0.65	0.69	0
27	0.23	0.32	0.48	0.5	0.55	0.25	0.35	0
28	0.63	0.5	0.48	0.5	0.59	0.85	0.86	0
29	0.17	0.38	0.48	0.5	0.45	0.42	0.5	0
30	0.72	0.42	0.48	0.5	0.65	0.77	0.79	1
31	0.57	0.38	0.48	0.5	0.06	0.49	0.33	1
32	0.77	0.55	0.48	0.5	0.51	0.78	0.74	1
33	0.61	0.6	0.48	0.5	0.44	0.39	0.38	0
34	0.43	0.4	0.48	0.5	0.39	0.28	0.39	0
35	0.43	0.4	0.48	0.5	0.58	0.75	0.78	0
36	0.67	0.81	0.48	0.5	0.25	0.42	0.25	0
37	0.22	0.36	0.48	0.5	0.35	0.39	0.47	0
38	0.7	0.39	1.0	0.5	0.51	0.82	0.84	0
39	0.68	0.51	0.48	0.5	0.71	0.75	0.78	0
40	0.48	0.45	0.48	0.5	0.6	0.78	0.8	0
41	0.25	0.37	0.48	0.5	0.41	0.33	0.42	0
42	0.44	0.27	0.48	0.5	0.55	0.52	0.58	0
43	0.33	0.45	0.48	0.5	0.45	0.88	0.89	0
44	0.11	0.5	0.48	0.5	0.58	0.72	0.68	0
45	0.4	0.41	0.48	0.5	0.55	0.22	0.33	0
46	0.63	0.57	0.48	0.5	0.49	0.7	0.2	0
47	0.7	0.64	0.48	0.5	0.47	0.51	0.47	0
48	0.4	0.35	0.48	0.5	0.45	0.33	0.42	0
49	0.29	0.37	0.48	0.5	0.48	0.44	0.52	0
50	0.29	0.52	0.48	0.5	0.42	0.29	0.39	0
51	0.32	0.33	0.48	0.5	0.6	0.06	0.2	0
52	0.67	0.7	0.48	0.5	0.46	0.45	0.33	0
53	0.6	0.46	0.48	0.5	0.45	0.81	0.83	0
54	0.22	0.43	0.48	0.5	0.48	0.16	0.28	0
55	0.67	0.39	0.48	0.5	0.36	0.38	0.46	0
56	0.64	0.72	0.48	0.5	0.49	0.42	0.19	0
57	0.67	0.88	0.48	0.5	0.73	0.5	0.25	0
58	0.25	0.37	0.48	0.5	0.43	0.26	0.36	0
59	0.29	0.47	0.48	0.5	0.71	0.65	0.69	0
60	0.23	0.32	0.48	0.5	0.55	0.25	0.35	0
61	0.63	0.5	0.48	0.5	0.59	0.85	0.86	0
62	0.17	0.38	0.48	0.5	0.45	0.42	0.5	0
63	0.72	0.42	0.48	0.5	0.65	0.77	0.79	1
64	0.57	0.38	0.48	0.5	0.06	0.49	0.33	1
65	0.77	0.55	0.48	0.5	0.51	0.78	0.74	1
66	0.61	0.6	0.48	0.5	0.44	0.39	0.38	0
67	0.43	0.4	0.48	0.5	0.39	0.28	0.39	0
68	0.43	0.4	0.48	0.5	0.58	0.75	0.78	0
69	0.67	0.81	0.48	0.5	0.25	0.42	0.25	0
70	0.22	0.36	0.48	0.5	0.35	0.39	0.47	0
71	0.7	0.39	1.0	0.5	0.51	0.82	0.84	0
72	0.68	0.51	0.48	0.5	0.71	0.75	0.78	0
73	0.48	0.45	0.48	0.5	0.6	0.78	0.8	0
74	0.25	0.37	0.48	0.5	0.41	0.33	0.42	0
75	0.44	0.27	0.48	0.5	0.55	0.52	0.58	0
76	0.33	0.45	0.48	0.5	0.45	0.88	0.89	0
77	0.11	0.5	0.48	0.5	0.58	0.72	0.68	0
78	0.4	0.41	0.48	0.5	0.55	0.22	0.33	0
79	0.63	0.57	0.48	0.5	0.49	0.7	0.2	0
80	0.7	0.64	0.48	0.5	0.47	0.51	0.47	0
81	0.4	0.35	0.48	0.5	0.45	0.33	0.42	0
82	0.29	0.37	0.48	0.5	0.48	0.44	0.52	0
83	0.29	0.52	0.48	0.5	0.42	0.29	0.39	0
84	0.32	0.33	0.48	0.5	0.6	0.06	0.2	0
85	0.67	0.7	0.48	0.5	0.46	0.45	0.33	0
86	0.6	0.46	0.48	0.5	0.45	0.81	0.83	0
87	0.22	0.43	0.48	0.5	0.48	0.16	0.28	0
88	0.67	0.39	0.48	0.5	0.36	0.38	0.46	0
89	0.64	0.72	0.48	0.5	0.49	0.42	0.19	0
90	0.67	0.88	0.48	0.5	0.73	0.5	0.25	0
91	0.25	0.37	0.48	0.5	0.43	0.26	0.36	0
92	0.29	0.47	0.48	0.5	0.71	0.65	0.69	0
93	0.23	0.32	0.48	0.5	0.55	0.25	0.35	0
94	0.63	0.5	0.48	0.5	0.59	0.85	0.86	0
95	0.17	0.38	0.48	0.5	0.45	0.42	0.5	0
96	0.72	0.42	0.48	0.5	0.65	0.77	0.79	1
97	0.57	0.38	0.48	0.5	0.06	0.49	0.33	1
98	0.77	0.55	0.48	0.5	0.51	0.78	0.74	1
99	0.61	0.6	0.48	0.5	0.44	0.39	0.38	0
100	0.43	0.4	0.48	0.5	0.39	0.28	0.39	0
101	0.43	0.4	0.48	0.5	0.58	0.75	0.78	0
102	0.67	0.81	0.48	0.5	0.25	0.42	0.25	0
103	0.22	0.36	0.48	0.5	0.35	0.39	0.47	0
104	0.7	0.39	1.0	0.5	0.51	0.82	0.84	0
105	0.68	0.51	0.48	0.5	0.71	0.75	0.78	0
106	0.48	0.45	0.48	0.5	0.6	0.78	0.8	0
107	0.25	0.37	0.48	0.5	0.41	0.33	0.42	0
108	0.44	0.27	0.48	0.5	0.55	0.52	0.58	0
109	0.33	0.45	0.48	0.5	0.45	0.88	0.89	0
110	0.11	0.5	0.48	0.5	0.58	0.72	0.68	0
111	0.4	0.41	0.48	0.5	0.55	0.22	0.33	0
112	0.63	0.57	0.48	0.5	0.49	0.7	0.2	0
113	0.7	0.64	0.48	0.5	0.47	0.51	0.47	0
114	0.4	0.35	0.48	0.5	0.45	0.33	0.42	0
115	0.29	0.37	0.48	0.5	0.48	0.44	0.52	0
116	0.29	0.52	0.48	0.5	0.42	0.29	0.39	0
117	0.32	0.33	0.48	0.5	0.6	0.06	0.2	0
118	0.67	0.7	0.48	0.5	0.46	0.45	0.33	0
119	0.6	0.46	0.48	0.5	0.45	0.81	0.83	0
120	0.22	0.43	0.48	0.5	0.48	0.16	0.28	0
121	0.67	0.39	0.48	0.5	0.36	0.38	0.46	0
122	0.64	0.72	0.48	0.5	0.49	0.42	0.19	0
123	0.67	0.88	0.48	0.5	0.73	0.5	0.25	0
124	0.25	0.37	0.48	0.5	0.43	0.26	0.36	0
125	0.29	0.47	0.48	0.5	0.71	0.65	0.69	0
126	0.23	0.32	0.48	0.5	0.55	0.25	0.35	0
127	0.63	0.5	0.48	0.5	0.59	0.85	0.86	0
128	0.17	0.38	0.48	0.5	0.45	0.42	0.5	0
129	0.72	0.42	0.48	0.5	0.65	0.77	0.79	1
130	0.57	0.38	0.48	0.5	0.06	0.49	0.33	1
131	0.77	0.55	0.48	0.5	0.51	0.78	0.74	1
132	0.61	0.6	0.48	0.5	0.44	0.39	0.38	0
133	0.43	0.4	0.48	0.5	0.39	0.28	0.39	0
134	0.43	0.4	0.48	0.5	0.58	0.75	0.78	0
135	0.67	0.81	0.48	0.5	0.25	0.42	0.25	0
136	0.22	0.36	0.48	0.5	0.35	0.39	0.47	0
137	0.7	0.39	1.0	0.5	0.51	0.82	0.84	0
138	0.68	0.51	0.48	0.5	0.71	0.75	0.78	0
139	0.48	0.45	0.48	0.5	0.6	0.78	0.8	0
140	0.25	0.37	0.48	0.5	0.41	0.33	0.42	0
141	0.44	0.27	0.48	0.5	0.55	0.52	0.58	0
142	0.33	0.45	0.48	0.5	0.45	0.88	0.89	0
143	0.11	0.5	0.48	0.5	0.58	0.72	0.68	0
144	0.4	0.41	0.48	0.5	0.55	0.22	0.33	0
145	0.63	0.57	0.48	0.5	0.49	0.7	0.2	0
146	0.7	0.64	0.48	0.5	0.47	0.51	0.47	0
147	0.4	0.35	0.48	0.5	0.45	0.33	0.42	0
148	0.29	0.37	0.48	0.5	0.48	0.44	0.52	0
149	0.29	0.52	0.48	0.5	0.42	0.29	0.39	0
150	0.32	0.33	0.48	0.5	0.6	0.06	0.2	0
151	0.67	0.7	0.48	0.5	0.46	0.45	0.33	0
152	0.6	0.46	0.48	0.5	0.45	0.81	0.83	0
153	0.22	0.43	0.48	0.5	0.48	0.16	0.28	0
154	0.67	0.39	0.48	0.5	0.36	0.38	0.46	0
155	0.64	0.72	0.48	0.5	0.49	0.42	0.19	0
156	0.67	0.88	0.48	0.5	0.73	0.5	0.25	0
157	0.25	0.37	0.48	0.5	0.43	0.26	0.36	0
158	0.29	0.47	0.48	0.5	0.71	0.65	0.69	0
159	0.23	0.32	0.48	0.5	0.55	0.25	0.35	0
160	0.63	0.5	0.48	0.5	0.59	0.85	0.86	0
161	0.17	0.38	0.48	0.5	0.45	0.42	0.5	0
162	0.72	0.42	0.48	0.5	0.65	0.77	0.79	1
163	0.57	0.38	0.48	0.5	0.06	0.49	0.33	1
164	0.77	0.55	0.48	0.5	0.51	0.78	0.74	1
165	0.61	0.6	0.48	0.5	0.44	0.39	0.38	0
166	0.43	0.4	0.48	0.5	0.39	0.28	0.39	0
167	0.43	0.4	0.48	0.5	0.58	0.75	0.78	0
168	0.67	0.81	0.48	0.5	0.25	0.42	0.25	0
169	0.22	0.36	0.48	0.5	0.35	0.39	0.47	0
170	0.7	0.39	1.0	0.5	0.51	0.82	0.84	0
171	0.68	0.51	0.48	0.5	0.71	0.75	0.78	0
172	0.48	0.45	0.48	0.5	0.6	0.78	0.8	0
173	0.25	0.37	0.48	0.5	0.41	0.33	0.42	0
174	0.44	0.27	0.48	0.5	0.55	0.52	0.58	0
175	0.33	0.45	0.48	0.5	0.45	0.88	0.89	0
176	0.11	0.5	0.48	0.5	0.58	0.72	0.68	0
177	0.4	0.41	0.48	0.5	0.55	0.22	0.33	0
178	0.63	0.57	0.48	0.5	0.49	0.7	0.2	0
179	0.7	0.64	0.48	0.5	0.47	0.51	0.47	0
180	0.4	0.35	0.48	0.5	0.45	0.33	0.42	0
181	0.29	0.37	0.48	0.5	0.48	0.44	0.52	0
182	0.29	0.52	0.48	0.5	0.42	0.29	0.39	0
183	0.32	0.33	0.48	0.5	0.6	0.06	0.2	0
184	0.67	0.7	0.48	0.5	0.46	0.45	0.33	0
185	0.6	0.46	0.48	0.5	0.45	0.81	0.83	0
186	0.22	0.43	0.48	0.5	0.48	0.16	0.28	0
187	0.67	0.39	0.48	0.5	0.36	0.38	0.46	0
188	0.64	0.72	0.48	0.5	0.49	0.42	0.19	0
189	0.67	0.88	0.48	0.5	0.73	0.5	0.25	0
190	0.25	0.37	0.48	0.5	0.43	0.26	0.36	0
191	0.29	0.47	0.48	0.5	0.71	0.65	0.69	0
192	0.23	0.32	0.48	0.5	0.55	0.25	0.35	0
193	0.63	0.5	0.48	0.5	0.59	0.85	0.86	0
194	0.17	0.38	0.48	0.5	0.45	0.42	0.5	0
195	0.72	0.42	0.48	0.5	0.65	0.77	0.79	1
196	0.57	0.38	0.48	0.5	0.06	0.49	0.33	1
197	0.77	0.55	0.48	0.5	0.51	0.78	0.74	1
198	0.61	0.6	0.48	0.5	0.44	0.39	0.38	0
199	0.43	0.4	0.48	0.5	0.39	0.28	0.39	0
200	0.43	0.4	0.48	0.5	0.58	0.75	0.78	0
201	0.67	0.81	0.48	0.5	0.25	0.42	0.25	0
202	0.22	0.36	0.48	0.5	0.35	0.39	0.47	0
203	0.7	0.39	1.0	0.5	0.51	0.82	0.84	0
204	0.68	0.51	0.48	0.5	0.71	0.75	0.78	0
205	0.48	0.45	0.48	0.5	0.6	0.78	0.8	0
206	0.25	0.37	0.48	0.5	0.41	0.33	0.42	0
207	0.44	0.27	0.48	0.5	0.55	0.52	0.58	0
208	0.33	0.45	0.48	0.5	0.45	0.88	0.89	0
209	0.11	0.5	0.48	0.5	0.58	0.72	0.68	0
210	0.4	0.41	0.48	0.5	0.55	0.22	0.33	0
211	0.63	0.57	0.48	0.5	0.49	0.7	0.2	0
212	0.7	0.64	0.48	0.5	0.47	0.51	0.47	0
213	0.4	0.35	0.48	0.5	0.45	0.33	0.42	0
214	0.29	0.37	0.48	0.5	0.48	0.44	0.52	0
215	0.29	0.52	0.48	0.5	0.42	0.29	0.39	0
216	0.32	0.33	0.48	0.5	0.6	0.06	0.2	0
217	0.67	0.7	0.48	0.5	0.46	0.45	0.33	0
218	0.6	0.46	0.48	0.5	0.45	0.81	0.83	0
219	0.22	0.43	0.48	0.5	0.48	0.16	0.28	0
220	0.67	0.39	0.48	0.5	0.36	0.38	0.46	0
221	0.64	0.72	0.48	0.5	0.49	0.42	0.19	0
222	0.67	0.88	0.48	0.5	0.73	0.5	0.25	0
223	0.25	0.37	0.48	0.5	0.43	0.26	0.36	0
224	0.29	0.47	0.48	0.5	0.71	0.65	0.69	0
225	0.23	0.32	0.48	0.5	0.55	0.25	0.35	0
226	0.63	0.5	0.48	0.5	0.59	0.85	0.86	0
227	0.17	0.38	0.48	0.5	0.45	0.42	0.5	0
228	0.72	0.42	0.48	0.5	0.65	0.77	0.79	1
229	0.57	0.38	0.48	0.5	0.06	0.49	0.33	1
230	0.77	0.55	0.48	0.5	0.51	0.78	0.74	1
231	0.61	0.6	0.48	0.5	0.44	0.39	0.38	0
232	0.43	0.4	0.48	0.5	0.39	0.28	0.39	0
233	0.43	0.4	0.48	0.5	0.58	0.75	0.78	0
234	0.67	0.81	0.48	0.5	0.25	0.42	0.25	0
235	0.22	0.36	0.48	0.5	0.35	0.39	0.47	0
236	0.7	0.39	1.0	0.5	0.51	0.82	0.84	0
237	0.68	0.51	0.48	0.5	0.71	0.75	0.78	0
238	0.48	0.45	0.48	0.5	0.6	0.78	0.8	0
239	0.25	0.37	0.48	0.5	0.41	0.33	0.42	0
240	0.44	0.27	0.48	0.5	0.55	0.52	0.58	0
241	0.33	0.45	0.48	0.5	0.45	0.88	0.89	0
242	0.11	0.5	0.48	0.5	0.58	0.72	0.68	0
243	0.4	0.41	0.48	0.5	0.55	0.22	0.33	0
244	0.63	0.57	0.48	0.5	0.49	0.7	0.2	0
245	0.7	0.64	0.48	0.5	0.47	0.51	0.47	0
246	0.4	0.35	0.48	0.5	0.45	0.33	0.42	0
247	0.29	0.37	0.48	0.5	0.48	0.44	0.52	0
248	0.29	0.52	0.48	0.5	0.42	0.29	0.39	0
249	0.32	0.33	0.48	0.5	0.6	0.06	0.2	0
250	0.67	0.7	0.48	0.5	0.46	0.45	0.33	0
251	0.6	0.46	0.48	0.5	0.45	0.81	0.83	0
252	0.22	0.43	0.48	0.5	0.48	0.16	0.28	0
253	0.67	0.39	0.48	0.5	0.36	0.38	0.46	0
254	0.64	0.72	0.48	0.5	0.49	0.42	0.19	0
255	0.67	0.88	0.48	0.5	0.73	0.5	0.25	0
256	0.25	0.37	0.48	0.5	0.43	0.26	0.36	0
257	0.29	0.47	0.48	0.5	0.71	0.65	0.69	0
258	0.23	0.32	0.48	0.5	0.55	0.25	0.35	0
259	0.63	0.5	0.48	0.5	0.59	0.85	0.86	0
260	0.17	0.38	0.48	0.5	0.45	0.42	0.5	0
261	0.72	0.42	0.48	0.5	0.65	0.77	0.79	1
262	0.57	0.38	0.48	0.5	0.06	0.49	0.33	1
263	0.77	0.55	0.48	0.5	0.51	0.78	0.74	1
264	0.61	0.6	0.48	0.5	0.44	0.39	0.38	0
265	0.43	0.4	0.48	0.5	0.39	0.28	0.39	0
266	0.43	0.4	0.48	0.5	0.58	0.75	0.78	0
267	0.67	0.81	0.48	0.5	0.25	0.42	0.25	0
268	0.22	0.36	0.48	0.5	0.35	0.39	0.47	0
269	0.7	0.39	1.0	0.5	0.51	0.82	0.84	0
