	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.44	0.52	0.48	0.5	0.43	0.47	0.54	0
1	0.63	0.47	0.48	0.5	0.51	0.82	0.84	0
2	0.23	0.48	0.48	0.5	0.59	0.88	0.89	0
3	0.34	0.49	0.48	0.5	0.58	0.85	0.8	0
4	0.43	0.4	0.48	0.5	0.58	0.75	0.78	0
5	0.46	0.61	0.48	0.5	0.48	0.86	0.87	0
6	0.27	0.35	0.48	0.5	0.51	0.77	0.79	0
7	0.52	0.39	0.48	0.5	0.65	0.71	0.73	0
8	0.29	0.47	0.48	0.5	0.71	0.65	0.69	0
9	0.55	0.47	0.48	0.5	0.57	0.78	0.8	0
10	0.12	0.67	0.48	0.5	0.74	0.58	0.63	0
11	0.4	0.5	0.48	0.5	0.65	0.82	0.84	0
12	0.73	0.36	0.48	0.5	0.53	0.91	0.92	0
13	0.84	0.44	0.48	0.5	0.48	0.71	0.74	0
14	0.48	0.45	0.48	0.5	0.6	0.78	0.8	0
15	0.54	0.49	0.48	0.5	0.4	0.87	0.88	0
16	0.48	0.41	0.48	0.5	0.51	0.9	0.88	0
17	0.5	0.66	0.48	0.5	0.31	0.92	0.92	0
18	0.72	0.46	0.48	0.5	0.51	0.66	0.7	0
19	0.47	0.55	0.48	0.5	0.58	0.71	0.75	0
20	0.33	0.56	0.48	0.5	0.33	0.78	0.8	0
21	0.64	0.58	0.48	0.5	0.48	0.78	0.73	0
22	0.54	0.57	0.48	0.5	0.56	0.81	0.83	0
23	0.47	0.59	0.48	0.5	0.52	0.76	0.79	0
24	0.63	0.5	0.48	0.5	0.59	0.85	0.86	0
25	0.49	0.42	0.48	0.5	0.53	0.79	0.81	0
26	0.31	0.5	0.48	0.5	0.57	0.84	0.85	0
27	0.74	0.44	0.48	0.5	0.55	0.88	0.89	0
28	0.75	0.84	0.48	0.5	0.35	0.52	0.33	1
29	0.63	0.65	0.48	0.5	0.39	0.44	0.35	1
30	0.69	0.67	0.48	0.5	0.3	0.39	0.24	1
31	0.7	0.71	0.48	0.5	0.42	0.84	0.85	1
32	0.69	0.8	0.48	0.5	0.46	0.57	0.26	1
33	0.44	0.52	0.48	0.5	0.43	0.47	0.54	0
34	0.63	0.47	0.48	0.5	0.51	0.82	0.84	0
35	0.23	0.48	0.48	0.5	0.59	0.88	0.89	0
36	0.34	0.49	0.48	0.5	0.58	0.85	0.8	0
37	0.43	0.4	0.48	0.5	0.58	0.75	0.78	0
38	0.46	0.61	0.48	0.5	0.48	0.86	0.87	0
39	0.27	0.35	0.48	0.5	0.51	0.77	0.79	0
40	0.52	0.39	0.48	0.5	0.65	0.71	0.73	0
41	0.29	0.47	0.48	0.5	0.71	0.65	0.69	0
42	0.55	0.47	0.48	0.5	0.57	0.78	0.8	0
43	0.12	0.67	0.48	0.5	0.74	0.58	0.63	0
44	0.4	0.5	0.48	0.5	0.65	0.82	0.84	0
45	0.73	0.36	0.48	0.5	0.53	0.91	0.92	0
46	0.84	0.44	0.48	0.5	0.48	0.71	0.74	0
47	0.48	0.45	0.48	0.5	0.6	0.78	0.8	0
48	0.54	0.49	0.48	0.5	0.4	0.87	0.88	0
49	0.48	0.41	0.48	0.5	0.51	0.9	0.88	0
50	0.5	0.66	0.48	0.5	0.31	0.92	0.92	0
51	0.72	0.46	0.48	0.5	0.51	0.66	0.7	0
52	0.47	0.55	0.48	0.5	0.58	0.71	0.75	0
53	0.33	0.56	0.48	0.5	0.33	0.78	0.8	0
54	0.64	0.58	0.48	0.5	0.48	0.78	0.73	0
55	0.54	0.57	0.48	0.5	0.56	0.81	0.83	0
56	0.47	0.59	0.48	0.5	0.52	0.76	0.79	0
57	0.63	0.5	0.48	0.5	0.59	0.85	0.86	0
58	0.49	0.42	0.48	0.5	0.53	0.79	0.81	0
59	0.31	0.5	0.48	0.5	0.57	0.84	0.85	0
60	0.74	0.44	0.48	0.5	0.55	0.88	0.89	0
61	0.75	0.84	0.48	0.5	0.35	0.52	0.33	1
62	0.63	0.65	0.48	0.5	0.39	0.44	0.35	1
63	0.69	0.67	0.48	0.5	0.3	0.39	0.24	1
64	0.7	0.71	0.48	0.5	0.42	0.84	0.85	1
65	0.69	0.8	0.48	0.5	0.46	0.57	0.26	1
66	0.44	0.52	0.48	0.5	0.43	0.47	0.54	0
67	0.63	0.47	0.48	0.5	0.51	0.82	0.84	0
68	0.23	0.48	0.48	0.5	0.59	0.88	0.89	0
69	0.34	0.49	0.48	0.5	0.58	0.85	0.8	0
70	0.43	0.4	0.48	0.5	0.58	0.75	0.78	0
71	0.46	0.61	0.48	0.5	0.48	0.86	0.87	0
72	0.27	0.35	0.48	0.5	0.51	0.77	0.79	0
73	0.52	0.39	0.48	0.5	0.65	0.71	0.73	0
74	0.29	0.47	0.48	0.5	0.71	0.65	0.69	0
75	0.55	0.47	0.48	0.5	0.57	0.78	0.8	0
76	0.12	0.67	0.48	0.5	0.74	0.58	0.63	0
77	0.4	0.5	0.48	0.5	0.65	0.82	0.84	0
78	0.73	0.36	0.48	0.5	0.53	0.91	0.92	0
79	0.84	0.44	0.48	0.5	0.48	0.71	0.74	0
80	0.48	0.45	0.48	0.5	0.6	0.78	0.8	0
81	0.54	0.49	0.48	0.5	0.4	0.87	0.88	0
82	0.48	0.41	0.48	0.5	0.51	0.9	0.88	0
83	0.5	0.66	0.48	0.5	0.31	0.92	0.92	0
84	0.72	0.46	0.48	0.5	0.51	0.66	0.7	0
85	0.47	0.55	0.48	0.5	0.58	0.71	0.75	0
86	0.33	0.56	0.48	0.5	0.33	0.78	0.8	0
