	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.49	0.29	0.48	0.5	0.56	0.24	0.35	0
1	0.07	0.4	0.48	0.5	0.54	0.35	0.44	0
2	0.56	0.4	0.48	0.5	0.49	0.37	0.46	0
3	0.59	0.49	0.48	0.5	0.52	0.45	0.36	0
4	0.23	0.32	0.48	0.5	0.55	0.25	0.35	0
5	0.67	0.39	0.48	0.5	0.36	0.38	0.46	0
6	0.29	0.28	0.48	0.5	0.44	0.23	0.34	0
7	0.21	0.34	0.48	0.5	0.51	0.28	0.39	0
8	0.2	0.44	0.48	0.5	0.46	0.51	0.57	0
9	0.42	0.4	0.48	0.5	0.56	0.18	0.3	0
10	0.42	0.24	0.48	0.5	0.57	0.27	0.37	0
11	0.25	0.48	0.48	0.5	0.44	0.17	0.29	0
12	0.39	0.32	0.48	0.5	0.46	0.24	0.35	0
13	0.51	0.5	0.48	0.5	0.46	0.32	0.35	0
14	0.22	0.43	0.48	0.5	0.48	0.16	0.28	0
15	0.25	0.4	0.48	0.5	0.46	0.44	0.52	0
16	0.34	0.45	0.48	0.5	0.38	0.24	0.35	0
17	0.44	0.27	0.48	0.5	0.55	0.52	0.58	0
18	0.23	0.4	0.48	0.5	0.39	0.28	0.38	0
19	0.41	0.57	0.48	0.5	0.39	0.21	0.32	0
20	0.4	0.45	0.48	0.5	0.38	0.22	0.0	0
21	0.31	0.23	0.48	0.5	0.73	0.05	0.14	0
22	0.51	0.54	0.48	0.5	0.41	0.34	0.43	0
23	0.3	0.16	0.48	0.5	0.56	0.11	0.23	0
24	0.36	0.39	0.48	0.5	0.48	0.22	0.23	0
25	0.29	0.37	0.48	0.5	0.48	0.44	0.52	0
26	0.25	0.4	0.48	0.5	0.47	0.33	0.42	0
27	0.21	0.51	0.48	0.5	0.5	0.32	0.41	0
28	0.43	0.37	0.48	0.5	0.53	0.35	0.44	0
29	0.74	0.49	0.48	0.5	0.42	0.54	0.36	1
30	0.7	0.61	0.48	0.5	0.56	0.52	0.43	1
31	0.66	0.86	0.48	0.5	0.34	0.41	0.36	1
32	0.73	0.78	0.48	0.5	0.58	0.51	0.31	1
33	0.65	0.57	0.48	0.5	0.47	0.47	0.51	1
34	0.72	0.86	0.48	0.5	0.17	0.55	0.21	1
35	0.49	0.29	0.48	0.5	0.56	0.24	0.35	0
36	0.07	0.4	0.48	0.5	0.54	0.35	0.44	0
37	0.56	0.4	0.48	0.5	0.49	0.37	0.46	0
38	0.59	0.49	0.48	0.5	0.52	0.45	0.36	0
39	0.23	0.32	0.48	0.5	0.55	0.25	0.35	0
40	0.67	0.39	0.48	0.5	0.36	0.38	0.46	0
41	0.29	0.28	0.48	0.5	0.44	0.23	0.34	0
42	0.21	0.34	0.48	0.5	0.51	0.28	0.39	0
43	0.2	0.44	0.48	0.5	0.46	0.51	0.57	0
44	0.42	0.4	0.48	0.5	0.56	0.18	0.3	0
45	0.42	0.24	0.48	0.5	0.57	0.27	0.37	0
46	0.25	0.48	0.48	0.5	0.44	0.17	0.29	0
47	0.39	0.32	0.48	0.5	0.46	0.24	0.35	0
48	0.51	0.5	0.48	0.5	0.46	0.32	0.35	0
49	0.22	0.43	0.48	0.5	0.48	0.16	0.28	0
50	0.25	0.4	0.48	0.5	0.46	0.44	0.52	0
51	0.34	0.45	0.48	0.5	0.38	0.24	0.35	0
52	0.44	0.27	0.48	0.5	0.55	0.52	0.58	0
53	0.23	0.4	0.48	0.5	0.39	0.28	0.38	0
54	0.41	0.57	0.48	0.5	0.39	0.21	0.32	0
55	0.4	0.45	0.48	0.5	0.38	0.22	0.0	0
56	0.31	0.23	0.48	0.5	0.73	0.05	0.14	0
57	0.51	0.54	0.48	0.5	0.41	0.34	0.43	0
58	0.3	0.16	0.48	0.5	0.56	0.11	0.23	0
59	0.36	0.39	0.48	0.5	0.48	0.22	0.23	0
60	0.29	0.37	0.48	0.5	0.48	0.44	0.52	0
61	0.25	0.4	0.48	0.5	0.47	0.33	0.42	0
62	0.21	0.51	0.48	0.5	0.5	0.32	0.41	0
63	0.43	0.37	0.48	0.5	0.53	0.35	0.44	0
64	0.74	0.49	0.48	0.5	0.42	0.54	0.36	1
65	0.7	0.61	0.48	0.5	0.56	0.52	0.43	1
66	0.66	0.86	0.48	0.5	0.34	0.41	0.36	1
67	0.73	0.78	0.48	0.5	0.58	0.51	0.31	1
68	0.65	0.57	0.48	0.5	0.47	0.47	0.51	1
69	0.72	0.86	0.48	0.5	0.17	0.55	0.21	1
70	0.49	0.29	0.48	0.5	0.56	0.24	0.35	0
71	0.07	0.4	0.48	0.5	0.54	0.35	0.44	0
72	0.56	0.4	0.48	0.5	0.49	0.37	0.46	0
73	0.59	0.49	0.48	0.5	0.52	0.45	0.36	0
74	0.23	0.32	0.48	0.5	0.55	0.25	0.35	0
75	0.67	0.39	0.48	0.5	0.36	0.38	0.46	0
76	0.29	0.28	0.48	0.5	0.44	0.23	0.34	0
77	0.21	0.34	0.48	0.5	0.51	0.28	0.39	0
78	0.2	0.44	0.48	0.5	0.46	0.51	0.57	0
79	0.42	0.4	0.48	0.5	0.56	0.18	0.3	0
80	0.42	0.24	0.48	0.5	0.57	0.27	0.37	0
81	0.25	0.48	0.48	0.5	0.44	0.17	0.29	0
82	0.39	0.32	0.48	0.5	0.46	0.24	0.35	0
83	0.51	0.5	0.48	0.5	0.46	0.32	0.35	0
84	0.22	0.43	0.48	0.5	0.48	0.16	0.28	0
85	0.25	0.4	0.48	0.5	0.46	0.44	0.52	0
86	0.34	0.45	0.48	0.5	0.38	0.24	0.35	0
87	0.44	0.27	0.48	0.5	0.55	0.52	0.58	0
88	0.23	0.4	0.48	0.5	0.39	0.28	0.38	0
89	0.41	0.57	0.48	0.5	0.39	0.21	0.32	0
90	0.4	0.45	0.48	0.5	0.38	0.22	0.0	0
91	0.31	0.23	0.48	0.5	0.73	0.05	0.14	0
92	0.51	0.54	0.48	0.5	0.41	0.34	0.43	0
93	0.3	0.16	0.48	0.5	0.56	0.11	0.23	0
94	0.36	0.39	0.48	0.5	0.48	0.22	0.23	0
95	0.29	0.37	0.48	0.5	0.48	0.44	0.52	0
96	0.25	0.4	0.48	0.5	0.47	0.33	0.42	0
97	0.21	0.51	0.48	0.5	0.5	0.32	0.41	0
98	0.43	0.37	0.48	0.5	0.53	0.35	0.44	0
99	0.74	0.49	0.48	0.5	0.42	0.54	0.36	1
100	0.7	0.61	0.48	0.5	0.56	0.52	0.43	1
101	0.66	0.86	0.48	0.5	0.34	0.41	0.36	1
102	0.73	0.78	0.48	0.5	0.58	0.51	0.31	1
103	0.65	0.57	0.48	0.5	0.47	0.47	0.51	1
104	0.72	0.86	0.48	0.5	0.17	0.55	0.21	1
105	0.49	0.29	0.48	0.5	0.56	0.24	0.35	0
106	0.07	0.4	0.48	0.5	0.54	0.35	0.44	0
107	0.56	0.4	0.48	0.5	0.49	0.37	0.46	0
108	0.59	0.49	0.48	0.5	0.52	0.45	0.36	0
109	0.23	0.32	0.48	0.5	0.55	0.25	0.35	0
110	0.67	0.39	0.48	0.5	0.36	0.38	0.46	0
111	0.29	0.28	0.48	0.5	0.44	0.23	0.34	0
112	0.21	0.34	0.48	0.5	0.51	0.28	0.39	0
113	0.2	0.44	0.48	0.5	0.46	0.51	0.57	0
114	0.42	0.4	0.48	0.5	0.56	0.18	0.3	0
115	0.42	0.24	0.48	0.5	0.57	0.27	0.37	0
116	0.25	0.48	0.48	0.5	0.44	0.17	0.29	0
117	0.39	0.32	0.48	0.5	0.46	0.24	0.35	0
118	0.51	0.5	0.48	0.5	0.46	0.32	0.35	0
119	0.22	0.43	0.48	0.5	0.48	0.16	0.28	0
120	0.25	0.4	0.48	0.5	0.46	0.44	0.52	0
121	0.34	0.45	0.48	0.5	0.38	0.24	0.35	0
122	0.44	0.27	0.48	0.5	0.55	0.52	0.58	0
123	0.23	0.4	0.48	0.5	0.39	0.28	0.38	0
124	0.41	0.57	0.48	0.5	0.39	0.21	0.32	0
125	0.4	0.45	0.48	0.5	0.38	0.22	0.0	0
126	0.31	0.23	0.48	0.5	0.73	0.05	0.14	0
127	0.51	0.54	0.48	0.5	0.41	0.34	0.43	0
128	0.3	0.16	0.48	0.5	0.56	0.11	0.23	0
129	0.36	0.39	0.48	0.5	0.48	0.22	0.23	0
130	0.29	0.37	0.48	0.5	0.48	0.44	0.52	0
131	0.25	0.4	0.48	0.5	0.47	0.33	0.42	0
132	0.21	0.51	0.48	0.5	0.5	0.32	0.41	0
133	0.43	0.37	0.48	0.5	0.53	0.35	0.44	0
134	0.74	0.49	0.48	0.5	0.42	0.54	0.36	1
