	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.52	0.44	0.48	0.5	0.37	0.36	0.42	0
1	0.5	0.51	0.48	0.5	0.27	0.23	0.34	0
2	0.53	0.42	0.48	0.5	0.16	0.29	0.39	0
3	0.34	0.46	0.48	0.5	0.52	0.35	0.44	0
4	0.4	0.42	0.48	0.5	0.37	0.27	0.27	0
5	0.41	0.43	0.48	0.5	0.5	0.24	0.25	0
6	0.3	0.45	0.48	0.5	0.36	0.21	0.32	0
7	0.31	0.47	0.48	0.5	0.29	0.28	0.39	0
8	0.64	0.76	0.48	0.5	0.45	0.35	0.38	0
9	0.35	0.37	0.48	0.5	0.3	0.34	0.43	0
10	0.57	0.54	0.48	0.5	0.37	0.28	0.33	0
11	0.65	0.55	0.48	0.5	0.34	0.37	0.28	0
12	0.51	0.46	0.48	0.5	0.58	0.31	0.41	0
13	0.38	0.4	0.48	0.5	0.63	0.25	0.35	0
14	0.24	0.57	0.48	0.5	0.63	0.34	0.43	0
15	0.38	0.26	0.48	0.5	0.54	0.16	0.28	0
16	0.33	0.47	0.48	0.5	0.53	0.18	0.29	0
17	0.24	0.34	0.48	0.5	0.38	0.3	0.4	0
18	0.26	0.5	0.48	0.5	0.44	0.32	0.41	0
19	0.44	0.49	0.48	0.5	0.39	0.38	0.4	0
20	0.43	0.32	0.48	0.5	0.33	0.45	0.52	0
21	0.49	0.43	0.48	0.5	0.49	0.3	0.4	0
22	0.47	0.28	0.48	0.5	0.56	0.2	0.25	0
23	0.32	0.33	0.48	0.5	0.6	0.06	0.2	0
24	0.34	0.35	0.48	0.5	0.51	0.49	0.56	0
25	0.35	0.34	0.48	0.5	0.46	0.3	0.27	0
26	0.38	0.3	0.48	0.5	0.43	0.29	0.39	0
27	0.38	0.44	0.48	0.5	0.43	0.2	0.31	0
28	0.41	0.51	0.48	0.5	0.58	0.2	0.31	0
29	0.7	0.64	0.48	0.5	0.47	0.51	0.47	1
30	0.63	0.57	0.48	0.5	0.49	0.7	0.2	1
31	0.74	0.82	0.48	0.5	0.49	0.49	0.41	1
32	0.63	0.86	0.48	0.5	0.39	0.47	0.34	1
33	0.63	0.83	0.48	0.5	0.4	0.39	0.19	1
34	0.52	0.44	0.48	0.5	0.37	0.36	0.42	0
