	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.43	0.39	0.48	0.5	0.47	0.31	0.41	0
1	0.53	0.38	0.48	0.5	0.44	0.26	0.36	0
2	0.34	0.33	0.48	0.5	0.38	0.35	0.44	0
3	0.56	0.51	0.48	0.5	0.34	0.37	0.46	0
4	0.4	0.29	0.48	0.5	0.42	0.35	0.44	0
5	0.24	0.35	0.48	0.5	0.31	0.19	0.31	0
6	0.36	0.54	0.48	0.5	0.41	0.38	0.46	0
7	0.29	0.52	0.48	0.5	0.42	0.29	0.39	0
8	0.65	0.47	0.48	0.5	0.59	0.3	0.4	0
9	0.32	0.42	0.48	0.5	0.35	0.28	0.38	0
10	0.38	0.46	0.48	0.5	0.48	0.22	0.29	0
11	0.33	0.45	0.48	0.5	0.52	0.32	0.41	0
12	0.3	0.37	0.48	0.5	0.59	0.41	0.49	0
13	0.4	0.5	0.48	0.5	0.45	0.39	0.47	0
14	0.28	0.38	0.48	0.5	0.5	0.33	0.42	0
15	0.61	0.45	0.48	0.5	0.48	0.35	0.41	0
16	0.17	0.38	0.48	0.5	0.45	0.42	0.5	0
17	0.44	0.35	0.48	0.5	0.55	0.55	0.61	0
18	0.43	0.4	0.48	0.5	0.39	0.28	0.39	0
19	0.42	0.35	0.48	0.5	0.58	0.15	0.27	0
20	0.23	0.33	0.48	0.5	0.43	0.33	0.43	0
21	0.37	0.52	0.48	0.5	0.42	0.42	0.36	0
22	0.29	0.3	0.48	0.5	0.45	0.03	0.17	0
23	0.22	0.36	0.48	0.5	0.35	0.39	0.47	0
24	0.23	0.58	0.48	0.5	0.37	0.53	0.59	0
25	0.47	0.47	0.48	0.5	0.22	0.16	0.26	0
26	0.54	0.47	0.48	0.5	0.28	0.33	0.42	0
27	0.51	0.37	0.48	0.5	0.35	0.36	0.45	0
28	0.4	0.35	0.48	0.5	0.45	0.33	0.42	0
29	0.67	0.7	0.48	0.5	0.46	0.45	0.33	1
30	0.67	0.81	0.48	0.5	0.54	0.49	0.23	1
31	0.67	0.61	0.48	0.5	0.51	0.37	0.38	1
32	0.63	1.0	0.48	0.5	0.35	0.51	0.49	1
33	0.57	0.59	0.48	0.5	0.39	0.47	0.33	1
34	0.71	0.71	0.48	0.5	0.4	0.54	0.39	1
35	0.43	0.39	0.48	0.5	0.47	0.31	0.41	0
36	0.53	0.38	0.48	0.5	0.44	0.26	0.36	0
37	0.34	0.33	0.48	0.5	0.38	0.35	0.44	0
38	0.56	0.51	0.48	0.5	0.34	0.37	0.46	0
39	0.4	0.29	0.48	0.5	0.42	0.35	0.44	0
40	0.24	0.35	0.48	0.5	0.31	0.19	0.31	0
41	0.36	0.54	0.48	0.5	0.41	0.38	0.46	0
42	0.29	0.52	0.48	0.5	0.42	0.29	0.39	0
43	0.65	0.47	0.48	0.5	0.59	0.3	0.4	0
44	0.32	0.42	0.48	0.5	0.35	0.28	0.38	0
45	0.38	0.46	0.48	0.5	0.48	0.22	0.29	0
46	0.33	0.45	0.48	0.5	0.52	0.32	0.41	0
47	0.3	0.37	0.48	0.5	0.59	0.41	0.49	0
48	0.4	0.5	0.48	0.5	0.45	0.39	0.47	0
49	0.28	0.38	0.48	0.5	0.5	0.33	0.42	0
50	0.61	0.45	0.48	0.5	0.48	0.35	0.41	0
51	0.17	0.38	0.48	0.5	0.45	0.42	0.5	0
52	0.44	0.35	0.48	0.5	0.55	0.55	0.61	0
53	0.43	0.4	0.48	0.5	0.39	0.28	0.39	0
54	0.42	0.35	0.48	0.5	0.58	0.15	0.27	0
55	0.23	0.33	0.48	0.5	0.43	0.33	0.43	0
56	0.37	0.52	0.48	0.5	0.42	0.42	0.36	0
57	0.29	0.3	0.48	0.5	0.45	0.03	0.17	0
58	0.22	0.36	0.48	0.5	0.35	0.39	0.47	0
59	0.23	0.58	0.48	0.5	0.37	0.53	0.59	0
60	0.47	0.47	0.48	0.5	0.22	0.16	0.26	0
61	0.54	0.47	0.48	0.5	0.28	0.33	0.42	0
62	0.51	0.37	0.48	0.5	0.35	0.36	0.45	0
63	0.4	0.35	0.48	0.5	0.45	0.33	0.42	0
64	0.67	0.7	0.48	0.5	0.46	0.45	0.33	1
65	0.67	0.81	0.48	0.5	0.54	0.49	0.23	1
66	0.67	0.61	0.48	0.5	0.51	0.37	0.38	1
67	0.63	1.0	0.48	0.5	0.35	0.51	0.49	1
68	0.57	0.59	0.48	0.5	0.39	0.47	0.33	1
69	0.71	0.71	0.48	0.5	0.4	0.54	0.39	1
70	0.43	0.39	0.48	0.5	0.47	0.31	0.41	0
71	0.53	0.38	0.48	0.5	0.44	0.26	0.36	0
72	0.34	0.33	0.48	0.5	0.38	0.35	0.44	0
73	0.56	0.51	0.48	0.5	0.34	0.37	0.46	0
74	0.4	0.29	0.48	0.5	0.42	0.35	0.44	0
75	0.24	0.35	0.48	0.5	0.31	0.19	0.31	0
76	0.36	0.54	0.48	0.5	0.41	0.38	0.46	0
77	0.29	0.52	0.48	0.5	0.42	0.29	0.39	0
78	0.65	0.47	0.48	0.5	0.59	0.3	0.4	0
79	0.32	0.42	0.48	0.5	0.35	0.28	0.38	0
80	0.38	0.46	0.48	0.5	0.48	0.22	0.29	0
81	0.33	0.45	0.48	0.5	0.52	0.32	0.41	0
82	0.3	0.37	0.48	0.5	0.59	0.41	0.49	0
83	0.4	0.5	0.48	0.5	0.45	0.39	0.47	0
84	0.28	0.38	0.48	0.5	0.5	0.33	0.42	0
85	0.61	0.45	0.48	0.5	0.48	0.35	0.41	0
86	0.17	0.38	0.48	0.5	0.45	0.42	0.5	0
87	0.44	0.35	0.48	0.5	0.55	0.55	0.61	0
88	0.43	0.4	0.48	0.5	0.39	0.28	0.39	0
89	0.42	0.35	0.48	0.5	0.58	0.15	0.27	0
90	0.23	0.33	0.48	0.5	0.43	0.33	0.43	0
91	0.37	0.52	0.48	0.5	0.42	0.42	0.36	0
92	0.29	0.3	0.48	0.5	0.45	0.03	0.17	0
