	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.79	0.54	0.48	0.5	0.5	0.66	0.68	0
1	0.57	0.38	0.48	0.5	0.06	0.49	0.33	0
2	0.78	0.44	0.48	0.5	0.45	0.73	0.68	0
3	0.78	0.68	0.48	0.5	0.83	0.4	0.29	0
4	0.63	0.69	0.48	0.5	0.65	0.41	0.28	0
5	0.67	0.88	0.48	0.5	0.73	0.5	0.25	0
6	0.61	0.75	0.48	0.5	0.51	0.33	0.33	0
7	0.67	0.84	0.48	0.5	0.74	0.54	0.37	0
8	0.74	0.9	0.48	0.5	0.57	0.53	0.29	0
9	0.73	0.84	0.48	0.5	0.86	0.58	0.29	0
10	0.75	0.76	0.48	0.5	0.83	0.57	0.3	0
11	0.77	0.57	0.48	0.5	0.88	0.53	0.2	0
12	0.74	0.78	0.48	0.5	0.75	0.54	0.15	0
13	0.68	0.76	0.48	0.5	0.84	0.45	0.27	0
14	0.56	0.68	0.48	0.5	0.77	0.36	0.45	0
15	0.65	0.51	0.48	0.5	0.66	0.54	0.33	0
16	0.52	0.81	0.48	0.5	0.72	0.38	0.38	0
17	0.64	0.57	0.48	0.5	0.7	0.33	0.26	0
18	0.6	0.76	1.0	0.5	0.77	0.59	0.52	0
19	0.69	0.59	0.48	0.5	0.77	0.39	0.21	0
20	0.63	0.49	0.48	0.5	0.79	0.45	0.28	0
21	0.71	0.71	0.48	0.5	0.68	0.43	0.36	0
22	0.68	0.63	0.48	0.5	0.73	0.4	0.3	0
23	0.77	0.57	1.0	0.5	0.37	0.54	0.01	0
24	0.66	0.49	1.0	0.5	0.54	0.56	0.36	0
25	0.71	0.46	1.0	0.5	0.52	0.59	0.3	0
26	0.67	0.55	1.0	0.5	0.66	0.58	0.16	0
27	0.68	0.49	1.0	0.5	0.62	0.55	0.28	0
28	0.74	0.56	0.48	0.5	0.47	0.68	0.3	1
29	0.71	0.57	0.48	0.5	0.48	0.35	0.32	1
30	0.61	0.6	0.48	0.5	0.44	0.39	0.38	1
31	0.59	0.61	0.48	0.5	0.42	0.42	0.37	1
32	0.74	0.74	0.48	0.5	0.31	0.53	0.52	1
33	0.79	0.54	0.48	0.5	0.5	0.66	0.68	0
34	0.57	0.38	0.48	0.5	0.06	0.49	0.33	0
35	0.78	0.44	0.48	0.5	0.45	0.73	0.68	0
36	0.78	0.68	0.48	0.5	0.83	0.4	0.29	0
37	0.63	0.69	0.48	0.5	0.65	0.41	0.28	0
38	0.67	0.88	0.48	0.5	0.73	0.5	0.25	0
39	0.61	0.75	0.48	0.5	0.51	0.33	0.33	0
40	0.67	0.84	0.48	0.5	0.74	0.54	0.37	0
41	0.74	0.9	0.48	0.5	0.57	0.53	0.29	0
42	0.73	0.84	0.48	0.5	0.86	0.58	0.29	0
43	0.75	0.76	0.48	0.5	0.83	0.57	0.3	0
44	0.77	0.57	0.48	0.5	0.88	0.53	0.2	0
45	0.74	0.78	0.48	0.5	0.75	0.54	0.15	0
46	0.68	0.76	0.48	0.5	0.84	0.45	0.27	0
47	0.56	0.68	0.48	0.5	0.77	0.36	0.45	0
48	0.65	0.51	0.48	0.5	0.66	0.54	0.33	0
49	0.52	0.81	0.48	0.5	0.72	0.38	0.38	0
50	0.64	0.57	0.48	0.5	0.7	0.33	0.26	0
51	0.6	0.76	1.0	0.5	0.77	0.59	0.52	0
52	0.69	0.59	0.48	0.5	0.77	0.39	0.21	0
53	0.63	0.49	0.48	0.5	0.79	0.45	0.28	0
54	0.71	0.71	0.48	0.5	0.68	0.43	0.36	0
55	0.68	0.63	0.48	0.5	0.73	0.4	0.3	0
56	0.77	0.57	1.0	0.5	0.37	0.54	0.01	0
57	0.66	0.49	1.0	0.5	0.54	0.56	0.36	0
58	0.71	0.46	1.0	0.5	0.52	0.59	0.3	0
59	0.67	0.55	1.0	0.5	0.66	0.58	0.16	0
60	0.68	0.49	1.0	0.5	0.62	0.55	0.28	0
61	0.74	0.56	0.48	0.5	0.47	0.68	0.3	1
62	0.71	0.57	0.48	0.5	0.48	0.35	0.32	1
63	0.61	0.6	0.48	0.5	0.44	0.39	0.38	1
64	0.59	0.61	0.48	0.5	0.42	0.42	0.37	1
65	0.74	0.74	0.48	0.5	0.31	0.53	0.52	1
66	0.79	0.54	0.48	0.5	0.5	0.66	0.68	0
67	0.57	0.38	0.48	0.5	0.06	0.49	0.33	0
68	0.78	0.44	0.48	0.5	0.45	0.73	0.68	0
69	0.78	0.68	0.48	0.5	0.83	0.4	0.29	0
70	0.63	0.69	0.48	0.5	0.65	0.41	0.28	0
71	0.67	0.88	0.48	0.5	0.73	0.5	0.25	0
72	0.61	0.75	0.48	0.5	0.51	0.33	0.33	0
73	0.67	0.84	0.48	0.5	0.74	0.54	0.37	0
74	0.74	0.9	0.48	0.5	0.57	0.53	0.29	0
75	0.73	0.84	0.48	0.5	0.86	0.58	0.29	0
76	0.75	0.76	0.48	0.5	0.83	0.57	0.3	0
