	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.34	0.42	0.48	0.5	0.41	0.34	0.43	0
1	0.51	0.49	0.48	0.5	0.53	0.14	0.26	0
2	0.25	0.51	0.48	0.5	0.37	0.42	0.5	0
3	0.29	0.28	0.48	0.5	0.5	0.42	0.5	0
4	0.25	0.26	0.48	0.5	0.39	0.32	0.42	0
5	0.24	0.41	0.48	0.5	0.49	0.23	0.34	0
6	0.17	0.39	0.48	0.5	0.53	0.3	0.39	0
7	0.04	0.31	0.48	0.5	0.41	0.29	0.39	0
8	0.61	0.36	0.48	0.5	0.49	0.35	0.44	0
9	0.34	0.51	0.48	0.5	0.44	0.37	0.46	0
10	0.28	0.33	0.48	0.5	0.45	0.22	0.33	0
11	0.4	0.46	0.48	0.5	0.42	0.35	0.44	0
12	0.23	0.34	0.48	0.5	0.43	0.26	0.37	0
13	0.37	0.44	0.48	0.5	0.42	0.39	0.47	0
14	0.0	0.38	0.48	0.5	0.42	0.48	0.55	0
15	0.39	0.31	0.48	0.5	0.38	0.34	0.43	0
16	0.3	0.44	0.48	0.5	0.49	0.22	0.33	0
17	0.27	0.3	0.48	0.5	0.71	0.28	0.39	0
18	0.17	0.52	0.48	0.5	0.49	0.37	0.46	0
19	0.36	0.42	0.48	0.5	0.53	0.32	0.41	0
20	0.3	0.37	0.48	0.5	0.43	0.18	0.3	0
21	0.26	0.4	0.48	0.5	0.36	0.26	0.37	0
22	0.4	0.41	0.48	0.5	0.55	0.22	0.33	0
23	0.22	0.34	0.48	0.5	0.42	0.29	0.39	0
24	0.44	0.35	0.48	0.5	0.44	0.52	0.59	0
25	0.27	0.42	0.48	0.5	0.37	0.38	0.43	0
26	0.16	0.43	0.48	0.5	0.54	0.27	0.37	0
27	0.06	0.61	0.48	0.5	0.49	0.92	0.37	0
28	0.63	0.71	0.48	0.5	0.6	0.4	0.39	1
29	0.71	0.86	0.48	0.5	0.4	0.54	0.32	1
30	0.68	0.78	0.48	0.5	0.43	0.44	0.42	1
31	0.64	0.84	0.48	0.5	0.37	0.45	0.4	1
32	0.74	0.47	0.48	0.5	0.5	0.57	0.42	1
33	0.34	0.42	0.48	0.5	0.41	0.34	0.43	0
