	Mcg	 Gvh	 Lip	 Chg	 Aac	 Alm1	 Alm2	Label
0	0.33	0.45	0.48	0.5	0.45	0.88	0.89	0
1	0.45	0.4	0.48	0.5	0.61	0.74	0.77	0
2	0.71	0.4	0.48	0.5	0.71	0.7	0.74	0
3	0.5	0.37	0.48	0.5	0.66	0.64	0.69	0
4	0.66	0.53	0.48	0.5	0.59	0.66	0.66	0
5	0.6	0.61	0.48	0.5	0.54	0.67	0.71	0
6	0.83	0.37	0.48	0.5	0.61	0.71	0.74	0
7	0.34	0.51	0.48	0.5	0.67	0.9	0.9	0
8	0.63	0.54	0.48	0.5	0.65	0.79	0.81	0
9	0.7	0.4	0.48	0.5	0.56	0.86	0.83	0
10	0.6	0.5	1.0	0.5	0.54	0.77	0.8	0
11	0.16	0.51	0.48	0.5	0.33	0.39	0.48	0
12	0.74	0.7	0.48	0.5	0.66	0.65	0.69	0
13	0.2	0.46	0.48	0.5	0.57	0.78	0.81	0
14	0.89	0.55	0.48	0.5	0.51	0.72	0.76	0
15	0.7	0.46	0.48	0.5	0.56	0.78	0.73	0
16	0.12	0.43	0.48	0.5	0.63	0.7	0.74	0
17	0.61	0.52	0.48	0.5	0.54	0.67	0.52	0
18	0.33	0.37	0.48	0.5	0.46	0.65	0.69	0
19	0.63	0.65	0.48	0.5	0.66	0.67	0.71	0
20	0.41	0.51	0.48	0.5	0.53	0.75	0.78	0
21	0.34	0.67	0.48	0.5	0.52	0.76	0.79	0
22	0.58	0.34	0.48	0.5	0.56	0.87	0.81	0
23	0.59	0.56	0.48	0.5	0.55	0.8	0.82	0
24	0.51	0.4	0.48	0.5	0.57	0.62	0.67	0
25	0.5	0.57	0.48	0.5	0.71	0.61	0.66	0
26	0.6	0.46	0.48	0.5	0.45	0.81	0.83	0
27	0.37	0.47	0.48	0.5	0.39	0.76	0.79	0
28	0.64	0.66	0.48	0.5	0.41	0.39	0.2	1
29	0.63	0.8	0.48	0.5	0.46	0.31	0.29	1
30	0.66	0.71	0.48	0.5	0.41	0.5	0.35	1
31	0.69	0.59	0.48	0.5	0.46	0.44	0.52	1
32	0.68	0.67	0.48	0.5	0.49	0.4	0.34	1
33	0.33	0.45	0.48	0.5	0.45	0.88	0.89	0
34	0.45	0.4	0.48	0.5	0.61	0.74	0.77	0
35	0.71	0.4	0.48	0.5	0.71	0.7	0.74	0
36	0.5	0.37	0.48	0.5	0.66	0.64	0.69	0
37	0.66	0.53	0.48	0.5	0.59	0.66	0.66	0
38	0.6	0.61	0.48	0.5	0.54	0.67	0.71	0
39	0.83	0.37	0.48	0.5	0.61	0.71	0.74	0
40	0.34	0.51	0.48	0.5	0.67	0.9	0.9	0
41	0.63	0.54	0.48	0.5	0.65	0.79	0.81	0
42	0.7	0.4	0.48	0.5	0.56	0.86	0.83	0
43	0.6	0.5	1.0	0.5	0.54	0.77	0.8	0
44	0.16	0.51	0.48	0.5	0.33	0.39	0.48	0
45	0.74	0.7	0.48	0.5	0.66	0.65	0.69	0
46	0.2	0.46	0.48	0.5	0.57	0.78	0.81	0
47	0.89	0.55	0.48	0.5	0.51	0.72	0.76	0
48	0.7	0.46	0.48	0.5	0.56	0.78	0.73	0
49	0.12	0.43	0.48	0.5	0.63	0.7	0.74	0
50	0.61	0.52	0.48	0.5	0.54	0.67	0.52	0
51	0.33	0.37	0.48	0.5	0.46	0.65	0.69	0
52	0.63	0.65	0.48	0.5	0.66	0.67	0.71	0
53	0.41	0.51	0.48	0.5	0.53	0.75	0.78	0
