	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	Label
0	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	0
1	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	0
2	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	0
3	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	0
4	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	0
5	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	0
6	1.51766508	13.21045	3.69078	1.29152	72.61	0.57132	8.21684	0.0	0.0	0
7	1.51566044	13.29025	3.44832	1.21127	72.7388	0.5589	8.57192	0.0	0.0	0
8	1.52226664	14.16805	3.81201	0.78113	71.35	0.0	9.69096	0.0	0.0	0
9	1.51966972	14.7732	3.74915	0.29	72.022	0.03105	9.00232	0.0	0.0	0
10	1.51777898	13.21045	2.81074	1.29152	72.9796	0.50922	9.02384	0.0	0.459	0
11	1.5219705	14.3609	3.84793	0.89027	71.3612	0.14904	9.15296	0.0	0.0	0
12	1.5190091	13.48975	3.47975	1.3493	71.9492	0.55269	9.00232	0.0	0.0	0
13	1.51848516	13.6427	3.87038	1.26905	71.9604	0.54027	8.32444	0.0	0.1632	0
14	1.51818902	13.7225	0.0	0.55964	74.4524	0.0	10.99292	0.0	0.0	0
15	1.51663998	12.93115	3.53812	1.61894	72.9572	0.63963	8.03392	0.0	0.1071	0
16	1.51709558	12.99765	3.47077	1.78907	72.722	0.65826	8.18456	0.0	0.0	0
17	1.51689056	12.6718	2.87809	1.70882	73.2092	0.73278	8.53964	0.0	0.0	0
18	1.5266404	11.22875	0.0	0.7715	73.2092	0.0	14.6836	0.0	0.0	0
19	1.51545542	14.14145	0.0	2.68145	73.3884	0.08073	9.06688	0.6111	0.0255	1
20	1.5165033	14.38085	0.0	1.93994	73.6124	0.0	8.47508	1.5687	0.0	1
21	1.51682222	14.5604	0.0	1.97846	73.2876	0.0	8.51812	1.5687	0.0357	1
22	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	0
23	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	0
24	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	0
25	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	0
26	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	0
27	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	0
28	1.51766508	13.21045	3.69078	1.29152	72.61	0.57132	8.21684	0.0	0.0	0
29	1.51566044	13.29025	3.44832	1.21127	72.7388	0.5589	8.57192	0.0	0.0	0
30	1.52226664	14.16805	3.81201	0.78113	71.35	0.0	9.69096	0.0	0.0	0
31	1.51966972	14.7732	3.74915	0.29	72.022	0.03105	9.00232	0.0	0.0	0
32	1.51777898	13.21045	2.81074	1.29152	72.9796	0.50922	9.02384	0.0	0.459	0
33	1.5219705	14.3609	3.84793	0.89027	71.3612	0.14904	9.15296	0.0	0.0	0
34	1.5190091	13.48975	3.47975	1.3493	71.9492	0.55269	9.00232	0.0	0.0	0
35	1.51848516	13.6427	3.87038	1.26905	71.9604	0.54027	8.32444	0.0	0.1632	0
36	1.51818902	13.7225	0.0	0.55964	74.4524	0.0	10.99292	0.0	0.0	0
37	1.51663998	12.93115	3.53812	1.61894	72.9572	0.63963	8.03392	0.0	0.1071	0
38	1.51709558	12.99765	3.47077	1.78907	72.722	0.65826	8.18456	0.0	0.0	0
39	1.51689056	12.6718	2.87809	1.70882	73.2092	0.73278	8.53964	0.0	0.0	0
40	1.5266404	11.22875	0.0	0.7715	73.2092	0.0	14.6836	0.0	0.0	0
41	1.51545542	14.14145	0.0	2.68145	73.3884	0.08073	9.06688	0.6111	0.0255	1
42	1.5165033	14.38085	0.0	1.93994	73.6124	0.0	8.47508	1.5687	0.0	1
43	1.51682222	14.5604	0.0	1.97846	73.2876	0.0	8.51812	1.5687	0.0357	1
44	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	0
45	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	0
46	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	0
47	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	0
48	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	0
49	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	0
50	1.51766508	13.21045	3.69078	1.29152	72.61	0.57132	8.21684	0.0	0.0	0
51	1.51566044	13.29025	3.44832	1.21127	72.7388	0.5589	8.57192	0.0	0.0	0
52	1.52226664	14.16805	3.81201	0.78113	71.35	0.0	9.69096	0.0	0.0	0
53	1.51966972	14.7732	3.74915	0.29	72.022	0.03105	9.00232	0.0	0.0	0
54	1.51777898	13.21045	2.81074	1.29152	72.9796	0.50922	9.02384	0.0	0.459	0
55	1.5219705	14.3609	3.84793	0.89027	71.3612	0.14904	9.15296	0.0	0.0	0
56	1.5190091	13.48975	3.47975	1.3493	71.9492	0.55269	9.00232	0.0	0.0	0
57	1.51848516	13.6427	3.87038	1.26905	71.9604	0.54027	8.32444	0.0	0.1632	0
58	1.51818902	13.7225	0.0	0.55964	74.4524	0.0	10.99292	0.0	0.0	0
