	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	Label
0	1.51828014	13.23705	3.90181	1.41029	72.33	0.55269	8.31368	0.0	0.051	0
1	1.51789288	13.1905	3.90181	1.30115	72.33	0.55269	8.4428	0.0	0.1428	0
2	1.51839404	12.85135	3.66833	1.24016	72.5708	0.621	8.67952	0.0	0.1785	0
3	1.5159338	13.09075	3.592	1.51943	73.0972	0.67068	7.82948	0.0	0.0	0
4	1.5159338	13.09075	3.52016	1.55153	72.8676	0.6831	8.04468	0.0	0.459	0
5	1.51588824	13.11735	3.40791	1.58042	73.2596	0.06831	8.389	0.0	0.0969	0
6	1.51818902	12.6186	2.76135	0.82928	73.8084	0.34776	9.42196	0.0	0.102	0
7	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	0
8	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	0
9	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	0
10	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	0
11	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	0
12	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	0
13	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	0
14	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	0
15	1.5184396	13.25035	3.75813	1.32041	72.4028	0.57753	8.42128	0.0	0.0	0
16	1.51812068	13.4299	3.97814	1.17917	72.4924	0.57753	8.15228	0.0	0.0	0
17	1.51632106	13.3368	3.56955	1.57079	72.8676	0.60858	7.89404	0.0	0.0	0
18	1.51711836	14.2279	0.0	2.08118	73.3604	0.0	8.61496	1.6695	0.0	1
19	1.52365622	15.79065	1.83192	1.31078	70.4316	0.3105	8.61496	1.67895	0.0	1
20	1.5151365	14.853	0.0	2.42144	73.7188	0.0	8.389	0.5607	0.0	1
21	1.51828014	13.23705	3.90181	1.41029	72.33	0.55269	8.31368	0.0	0.051	0
22	1.51789288	13.1905	3.90181	1.30115	72.33	0.55269	8.4428	0.0	0.1428	0
23	1.51839404	12.85135	3.66833	1.24016	72.5708	0.621	8.67952	0.0	0.1785	0
24	1.5159338	13.09075	3.592	1.51943	73.0972	0.67068	7.82948	0.0	0.0	0
25	1.5159338	13.09075	3.52016	1.55153	72.8676	0.6831	8.04468	0.0	0.459	0
26	1.51588824	13.11735	3.40791	1.58042	73.2596	0.06831	8.389	0.0	0.0969	0
27	1.51818902	12.6186	2.76135	0.82928	73.8084	0.34776	9.42196	0.0	0.102	0
28	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	0
29	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	0
30	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	0
31	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	0
32	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	0
33	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	0
34	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	0
35	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	0
36	1.5184396	13.25035	3.75813	1.32041	72.4028	0.57753	8.42128	0.0	0.0	0
37	1.51812068	13.4299	3.97814	1.17917	72.4924	0.57753	8.15228	0.0	0.0	0
38	1.51632106	13.3368	3.56955	1.57079	72.8676	0.60858	7.89404	0.0	0.0	0
39	1.51711836	14.2279	0.0	2.08118	73.3604	0.0	8.61496	1.6695	0.0	1
40	1.52365622	15.79065	1.83192	1.31078	70.4316	0.3105	8.61496	1.67895	0.0	1
41	1.5151365	14.853	0.0	2.42144	73.7188	0.0	8.389	0.5607	0.0	1
42	1.51828014	13.23705	3.90181	1.41029	72.33	0.55269	8.31368	0.0	0.051	0
43	1.51789288	13.1905	3.90181	1.30115	72.33	0.55269	8.4428	0.0	0.1428	0
44	1.51839404	12.85135	3.66833	1.24016	72.5708	0.621	8.67952	0.0	0.1785	0
45	1.5159338	13.09075	3.592	1.51943	73.0972	0.67068	7.82948	0.0	0.0	0
46	1.5159338	13.09075	3.52016	1.55153	72.8676	0.6831	8.04468	0.0	0.459	0
47	1.51588824	13.11735	3.40791	1.58042	73.2596	0.06831	8.389	0.0	0.0969	0
48	1.51818902	12.6186	2.76135	0.82928	73.8084	0.34776	9.42196	0.0	0.102	0
49	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	0
50	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	0
51	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	0
52	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	0
53	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	0
54	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	0
55	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	0
56	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	0
57	1.5184396	13.25035	3.75813	1.32041	72.4028	0.57753	8.42128	0.0	0.0	0
58	1.51812068	13.4299	3.97814	1.17917	72.4924	0.57753	8.15228	0.0	0.0	0
59	1.51632106	13.3368	3.56955	1.57079	72.8676	0.60858	7.89404	0.0	0.0	0
60	1.51711836	14.2279	0.0	2.08118	73.3604	0.0	8.61496	1.6695	0.0	1
61	1.52365622	15.79065	1.83192	1.31078	70.4316	0.3105	8.61496	1.67895	0.0	1
62	1.5151365	14.853	0.0	2.42144	73.7188	0.0	8.389	0.5607	0.0	1
63	1.51828014	13.23705	3.90181	1.41029	72.33	0.55269	8.31368	0.0	0.051	0
64	1.51789288	13.1905	3.90181	1.30115	72.33	0.55269	8.4428	0.0	0.1428	0
65	1.51839404	12.85135	3.66833	1.24016	72.5708	0.621	8.67952	0.0	0.1785	0
66	1.5159338	13.09075	3.592	1.51943	73.0972	0.67068	7.82948	0.0	0.0	0
67	1.5159338	13.09075	3.52016	1.55153	72.8676	0.6831	8.04468	0.0	0.459	0
68	1.51588824	13.11735	3.40791	1.58042	73.2596	0.06831	8.389	0.0	0.0969	0
69	1.51818902	12.6186	2.76135	0.82928	73.8084	0.34776	9.42196	0.0	0.102	0
70	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	0
71	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	0
72	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	0
73	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	0
74	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	0
75	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	0
76	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	0
77	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	0
78	1.5184396	13.25035	3.75813	1.32041	72.4028	0.57753	8.42128	0.0	0.0	0
79	1.51812068	13.4299	3.97814	1.17917	72.4924	0.57753	8.15228	0.0	0.0	0
80	1.51632106	13.3368	3.56955	1.57079	72.8676	0.60858	7.89404	0.0	0.0	0
81	1.51711836	14.2279	0.0	2.08118	73.3604	0.0	8.61496	1.6695	0.0	1
82	1.52365622	15.79065	1.83192	1.31078	70.4316	0.3105	8.61496	1.67895	0.0	1
83	1.5151365	14.853	0.0	2.42144	73.7188	0.0	8.389	0.5607	0.0	1
84	1.51828014	13.23705	3.90181	1.41029	72.33	0.55269	8.31368	0.0	0.051	0
