	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
0	1.51509094	15.15225	0.0	2.25131	73.5004	0.0	8.3352	0.63	0.0	0
1	1.52247166	14.85965	2.2001	2.05871	70.258	0.75762	9.75552	0.0	0.0	0
2	1.51652608	11.94695	0.0	1.1888	75.1804	2.70135	8.927	0.0	0.0	0
3	1.52064926	14.3609	0.0	2.02019	73.422	0.0	8.4428	1.64115	0.0	0
4	1.51130946	13.68925	3.20137	1.81154	72.8116	1.75743	5.43	1.1907	0.0	0
5	1.51556932	13.8688	0.0	2.54021	73.2316	0.14283	9.4112	0.80955	0.0051	0
6	1.5163894	14.36755	0.0	2.73923	72.8508	0.0	9.45424	0.53865	0.0	0
7	1.52315506	13.4432	3.34056	1.23053	72.3804	0.60237	8.83016	0.0	0.0	0
8	1.51545542	14.14145	0.0	2.68145	73.3884	0.08073	9.06688	0.6111	0.0255	0
9	1.5165033	14.38085	0.0	1.93994	73.6124	0.0	8.47508	1.5687	0.0	0
10	1.51682222	14.5604	0.0	1.97846	73.2876	0.0	8.51812	1.5687	0.0357	0
11	1.51645774	14.93945	0.0	1.86932	73.1084	0.0	8.66876	1.3797	0.0	0
12	1.5171867	14.75325	0.0	2.00093	73.0188	0.0	8.52888	1.59075	0.0408	0
13	1.5161616	14.95275	0.0	2.27057	73.2988	0.0	8.7118	0.67095	0.0	0
14	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	1
15	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	1
16	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	1
17	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	1
18	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	1
19	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	1
20	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	1
21	1.51509094	15.15225	0.0	2.25131	73.5004	0.0	8.3352	0.63	0.0	0
22	1.52247166	14.85965	2.2001	2.05871	70.258	0.75762	9.75552	0.0	0.0	0
23	1.51652608	11.94695	0.0	1.1888	75.1804	2.70135	8.927	0.0	0.0	0
24	1.52064926	14.3609	0.0	2.02019	73.422	0.0	8.4428	1.64115	0.0	0
25	1.51130946	13.68925	3.20137	1.81154	72.8116	1.75743	5.43	1.1907	0.0	0
26	1.51556932	13.8688	0.0	2.54021	73.2316	0.14283	9.4112	0.80955	0.0051	0
27	1.5163894	14.36755	0.0	2.73923	72.8508	0.0	9.45424	0.53865	0.0	0
28	1.52315506	13.4432	3.34056	1.23053	72.3804	0.60237	8.83016	0.0	0.0	0
29	1.51545542	14.14145	0.0	2.68145	73.3884	0.08073	9.06688	0.6111	0.0255	0
30	1.5165033	14.38085	0.0	1.93994	73.6124	0.0	8.47508	1.5687	0.0	0
31	1.51682222	14.5604	0.0	1.97846	73.2876	0.0	8.51812	1.5687	0.0357	0
32	1.51645774	14.93945	0.0	1.86932	73.1084	0.0	8.66876	1.3797	0.0	0
33	1.5171867	14.75325	0.0	2.00093	73.0188	0.0	8.52888	1.59075	0.0408	0
34	1.5161616	14.95275	0.0	2.27057	73.2988	0.0	8.7118	0.67095	0.0	0
35	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	1
36	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	1
37	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	1
38	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	1
39	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	1
40	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	1
41	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	1
42	1.51509094	15.15225	0.0	2.25131	73.5004	0.0	8.3352	0.63	0.0	0
43	1.52247166	14.85965	2.2001	2.05871	70.258	0.75762	9.75552	0.0	0.0	0
44	1.51652608	11.94695	0.0	1.1888	75.1804	2.70135	8.927	0.0	0.0	0
45	1.52064926	14.3609	0.0	2.02019	73.422	0.0	8.4428	1.64115	0.0	0
46	1.51130946	13.68925	3.20137	1.81154	72.8116	1.75743	5.43	1.1907	0.0	0
47	1.51556932	13.8688	0.0	2.54021	73.2316	0.14283	9.4112	0.80955	0.0051	0
48	1.5163894	14.36755	0.0	2.73923	72.8508	0.0	9.45424	0.53865	0.0	0
49	1.52315506	13.4432	3.34056	1.23053	72.3804	0.60237	8.83016	0.0	0.0	0
50	1.51545542	14.14145	0.0	2.68145	73.3884	0.08073	9.06688	0.6111	0.0255	0
51	1.5165033	14.38085	0.0	1.93994	73.6124	0.0	8.47508	1.5687	0.0	0
52	1.51682222	14.5604	0.0	1.97846	73.2876	0.0	8.51812	1.5687	0.0357	0
53	1.51645774	14.93945	0.0	1.86932	73.1084	0.0	8.66876	1.3797	0.0	0
54	1.5171867	14.75325	0.0	2.00093	73.0188	0.0	8.52888	1.59075	0.0408	0
55	1.5161616	14.95275	0.0	2.27057	73.2988	0.0	8.7118	0.67095	0.0	0
56	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	1
57	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	1
58	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	1
59	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	1
60	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	1
61	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	1
62	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	1
63	1.51509094	15.15225	0.0	2.25131	73.5004	0.0	8.3352	0.63	0.0	0
64	1.52247166	14.85965	2.2001	2.05871	70.258	0.75762	9.75552	0.0	0.0	0
65	1.51652608	11.94695	0.0	1.1888	75.1804	2.70135	8.927	0.0	0.0	0
66	1.52064926	14.3609	0.0	2.02019	73.422	0.0	8.4428	1.64115	0.0	0
67	1.51130946	13.68925	3.20137	1.81154	72.8116	1.75743	5.43	1.1907	0.0	0
68	1.51556932	13.8688	0.0	2.54021	73.2316	0.14283	9.4112	0.80955	0.0051	0
69	1.5163894	14.36755	0.0	2.73923	72.8508	0.0	9.45424	0.53865	0.0	0
70	1.52315506	13.4432	3.34056	1.23053	72.3804	0.60237	8.83016	0.0	0.0	0
71	1.51545542	14.14145	0.0	2.68145	73.3884	0.08073	9.06688	0.6111	0.0255	0
72	1.5165033	14.38085	0.0	1.93994	73.6124	0.0	8.47508	1.5687	0.0	0
73	1.51682222	14.5604	0.0	1.97846	73.2876	0.0	8.51812	1.5687	0.0357	0
74	1.51645774	14.93945	0.0	1.86932	73.1084	0.0	8.66876	1.3797	0.0	0
75	1.5171867	14.75325	0.0	2.00093	73.0188	0.0	8.52888	1.59075	0.0408	0
76	1.5161616	14.95275	0.0	2.27057	73.2988	0.0	8.7118	0.67095	0.0	0
77	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	1
78	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	1
79	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	1
80	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	1
81	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	1
82	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	1
83	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	1
84	1.51509094	15.15225	0.0	2.25131	73.5004	0.0	8.3352	0.63	0.0	0
85	1.52247166	14.85965	2.2001	2.05871	70.258	0.75762	9.75552	0.0	0.0	0
86	1.51652608	11.94695	0.0	1.1888	75.1804	2.70135	8.927	0.0	0.0	0
87	1.52064926	14.3609	0.0	2.02019	73.422	0.0	8.4428	1.64115	0.0	0
88	1.51130946	13.68925	3.20137	1.81154	72.8116	1.75743	5.43	1.1907	0.0	0
89	1.51556932	13.8688	0.0	2.54021	73.2316	0.14283	9.4112	0.80955	0.0051	0
90	1.5163894	14.36755	0.0	2.73923	72.8508	0.0	9.45424	0.53865	0.0	0
91	1.52315506	13.4432	3.34056	1.23053	72.3804	0.60237	8.83016	0.0	0.0	0
92	1.51545542	14.14145	0.0	2.68145	73.3884	0.08073	9.06688	0.6111	0.0255	0
93	1.5165033	14.38085	0.0	1.93994	73.6124	0.0	8.47508	1.5687	0.0	0
94	1.51682222	14.5604	0.0	1.97846	73.2876	0.0	8.51812	1.5687	0.0357	0
95	1.51645774	14.93945	0.0	1.86932	73.1084	0.0	8.66876	1.3797	0.0	0
96	1.5171867	14.75325	0.0	2.00093	73.0188	0.0	8.52888	1.59075	0.0408	0
97	1.5161616	14.95275	0.0	2.27057	73.2988	0.0	8.7118	0.67095	0.0	0
98	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	1
