	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
0	1.5167311	12.7915	3.52016	1.53869	73.3604	0.65826	7.9048	0.0	0.0	0
1	1.51659442	12.991	3.17892	1.23053	72.9684	0.57753	8.80864	0.0	0.1224	0
2	1.5177562	13.52965	3.40791	1.51943	72.0388	0.57753	8.78712	0.0	0.0	0
3	1.51609326	13.33015	3.52914	1.33967	72.6716	0.5589	8.3352	0.0	0.0	0
4	1.51663998	13.1373	3.44832	1.76018	72.4812	0.60237	8.37824	0.0	0.0867	0
5	1.52121876	14.0284	3.75813	0.5789	71.7924	0.11178	9.64792	0.0	0.0	0
6	1.51645774	13.03755	3.39893	1.25942	73.0076	0.52164	8.58268	0.0	0.0	0
7	1.52210718	14.188	3.78058	0.90953	71.3612	0.22977	9.1422	0.0	0.1887	0
8	1.51693612	12.858	3.57853	1.31078	72.61	0.60858	8.78712	0.0	0.0	0
9	1.51777898	13.6427	3.65037	0.64952	73.002	0.0621	8.927	0.0	0.0	0
10	1.51796122	13.50305	3.35852	1.62857	71.938	0.57132	8.80864	0.0	0.459	0
11	1.51609326	13.42325	3.39893	1.2209	72.6884	0.58995	8.32444	0.0	0.0	0
12	1.5193508	13.6427	3.53812	0.74903	72.6492	0.16146	8.89472	0.1512	0.1224	0
13	1.51768786	13.64935	3.65935	1.10855	72.7724	0.11178	8.6042	0.0	0.0	0
14	1.51869018	13.1905	3.37199	1.17917	72.722	0.57132	8.83016	0.0	0.0816	1
15	1.52171992	13.5097	3.8614	0.88064	71.7924	0.22977	9.54032	0.0	0.0561	1
16	1.51755118	12.99765	3.60098	1.35893	72.9908	0.57132	8.39976	0.0	0.0561	1
17	1.51761952	12.81145	3.53812	1.23053	73.2372	0.57753	8.389	0.0	0.0	1
18	1.51784732	13.7745	3.48873	1.27868	72.862	0.60237	8.48584	0.0	0.0	1
19	1.5175284	12.57205	3.47077	1.3814	73.3884	0.60237	8.5504	0.0	0.0306	1
20	1.5178701	12.73165	3.43036	1.1888	72.9516	0.621	8.75484	0.0	0.153	1
21	1.5167311	12.7915	3.52016	1.53869	73.3604	0.65826	7.9048	0.0	0.0	0
22	1.51659442	12.991	3.17892	1.23053	72.9684	0.57753	8.80864	0.0	0.1224	0
23	1.5177562	13.52965	3.40791	1.51943	72.0388	0.57753	8.78712	0.0	0.0	0
24	1.51609326	13.33015	3.52914	1.33967	72.6716	0.5589	8.3352	0.0	0.0	0
25	1.51663998	13.1373	3.44832	1.76018	72.4812	0.60237	8.37824	0.0	0.0867	0
