	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
0	1.51848516	13.6427	3.87038	1.26905	71.9604	0.54027	8.32444	0.0	0.1632	0
1	1.51818902	13.7225	0.0	0.55964	74.4524	0.0	10.99292	0.0	0.0	0
2	1.51663998	12.93115	3.53812	1.61894	72.9572	0.63963	8.03392	0.0	0.1071	0
3	1.51709558	12.99765	3.47077	1.78907	72.722	0.65826	8.18456	0.0	0.0	0
4	1.51689056	12.6718	2.87809	1.70882	73.2092	0.73278	8.53964	0.0	0.0	0
5	1.5266404	11.22875	0.0	0.7715	73.2092	0.0	14.6836	0.0	0.0	0
6	1.51850794	13.19715	3.62792	1.07003	72.8284	0.57132	8.41052	0.09135	0.0867	0
7	1.51812068	12.95775	2.95891	1.42955	72.918	0.60237	8.78712	0.1386	0.0	0
8	1.51645774	13.40995	3.55159	1.24979	72.8116	0.6831	8.09848	0.0	0.0	0
9	1.51629828	12.7117	3.33158	1.49054	73.282	0.67068	8.23836	0.0	0.0	0
10	1.52725546	13.8023	3.15198	0.65915	70.5716	0.08073	11.63852	0.0	0.0	0
11	1.51891798	13.46315	3.82997	1.25942	72.5484	0.57132	8.20608	0.0	0.0714	0
12	1.51871296	12.93115	3.65935	1.56116	72.5092	0.57753	8.5504	0.0	0.0612	0
13	1.52176548	13.7491	1.01025	1.35893	72.19	0.32913	11.14356	0.0	0.0	0
14	1.5162755	12.99765	3.57853	1.53869	72.8284	0.60858	8.04468	0.0	0.0	0
15	1.51588824	12.87795	3.43036	1.40066	73.282	0.68931	8.04468	0.0	0.1224	1
16	1.5176423	12.9777	3.53812	1.21127	73.002	0.65205	8.52888	0.0	0.0	1
17	1.52212996	14.20795	3.82099	0.46976	71.77	0.11178	9.5726	0.0	0.0	1
18	1.52222108	13.21045	3.7716	0.79076	71.9884	0.13041	10.2452	0.0	0.0	1
19	1.51755118	13.39	3.65935	1.1888	72.7892	0.57132	8.27064	0.0	0.0561	1
20	1.52099096	13.68925	3.592	1.12139	71.9604	0.08694	9.40044	0.0	0.0	1
21	1.51755118	13.1506	3.60996	1.05077	73.2372	0.57132	8.23836	0.0	0.0	1
22	1.51848516	13.6427	3.87038	1.26905	71.9604	0.54027	8.32444	0.0	0.1632	0
23	1.51818902	13.7225	0.0	0.55964	74.4524	0.0	10.99292	0.0	0.0	0
24	1.51663998	12.93115	3.53812	1.61894	72.9572	0.63963	8.03392	0.0	0.1071	0
25	1.51709558	12.99765	3.47077	1.78907	72.722	0.65826	8.18456	0.0	0.0	0
26	1.51689056	12.6718	2.87809	1.70882	73.2092	0.73278	8.53964	0.0	0.0	0
27	1.5266404	11.22875	0.0	0.7715	73.2092	0.0	14.6836	0.0	0.0	0
28	1.51850794	13.19715	3.62792	1.07003	72.8284	0.57132	8.41052	0.09135	0.0867	0
29	1.51812068	12.95775	2.95891	1.42955	72.918	0.60237	8.78712	0.1386	0.0	0
30	1.51645774	13.40995	3.55159	1.24979	72.8116	0.6831	8.09848	0.0	0.0	0
31	1.51629828	12.7117	3.33158	1.49054	73.282	0.67068	8.23836	0.0	0.0	0
32	1.52725546	13.8023	3.15198	0.65915	70.5716	0.08073	11.63852	0.0	0.0	0
33	1.51891798	13.46315	3.82997	1.25942	72.5484	0.57132	8.20608	0.0	0.0714	0
34	1.51871296	12.93115	3.65935	1.56116	72.5092	0.57753	8.5504	0.0	0.0612	0
