	Unnamed: 0	Unnamed: 1	1	2	3	4	5	6	7	8	9	10	11	12	13	label
0	1	0.86224	2.0735	0.52269	0.98686	0.99474	0.70529	0.010097	0.018554	0.041404	0.12163	0.014579	0.0048689	0.00027608	0.9458	1
1	2	0.87024	2.1094	0.52863	0.9836	0.99298	0.60784	0.0031737	0.0018332	0.026902	0.091391	0.0082832	0.0024385	0.00016093	0.73904	1
2	3	0.86248	2.0398	0.51338	0.98831	1.0	0.71419	0.0057488	0.0060148	0.052681	0.13941	0.019064	0.006376	0.00045928	1.0667	1
3	4	0.90305	2.3455	0.57721	0.98504	1.0	0.58743	0.0044044	0.0035306	0.022443	0.077826	0.0060204	0.0015394	0.00021043	0.68561	1
4	5	0.88566	2.2029	0.54993	0.98635	1.0	0.59039	0.0037601	0.0025732	0.039469	0.12459	0.015285	0.0056604	0.00020409	0.84271	1
5	6	0.88078	2.147	0.54028	0.98989	1.0	0.71926	0.0031646	0.0018226	0.044894	0.12906	0.016385	0.0056383	0.00032291	0.96576	1
6	7	0.88485	2.2398	0.55754	0.97997	0.99825	0.67974	0.0091286	0.015166	0.025658	0.087206	0.0075476	0.0021518	0.00017873	0.75154	1
7	8	0.88661	2.2553	0.56472	0.98284	1.0	0.67537	0.012123	0.026749	0.022251	0.083617	0.0069433	0.0020893	0.00016304	0.60779	1
8	9	0.83188	1.8445	0.46807	0.98691	1.0	0.75011	0.0049353	0.0044331	0.034814	0.10867	0.011672	0.0036787	0.0003005	0.80348	1
9	10	0.85278	1.9935	0.50107	0.98449	0.99825	0.72127	0.0068277	0.0084843	0.015559	0.070923	0.005005	0.0015733	6.94e-05	0.44798	1
10	11	0.78676	1.6815	0.41383	0.97686	0.99825	0.7686	0.013524	0.033289	0.016538	0.076334	0.0057932	0.0019786	7.07e-05	0.43227	1
11	1	0.69887	1.4947	0.34694	0.97906	1.0	0.74423	0.0070445	0.0090318	0.067277	0.15809	0.024383	0.0079843	0.00066857	1.2554	1
12	2	0.60555	1.3891	0.29569	0.97439	1.0	0.73603	0.010821	0.02131	0.1363	0.20829	0.04158	0.010017	0.0020084	2.2733	1
13	3	0.79495	1.7056	0.42041	0.98477	1.0	0.76317	0.0074486	0.010098	0.064127	0.14621	0.020929	0.0061549	0.00065287	1.3662	1
14	4	0.75535	1.6662	0.4065	0.97627	1.0	0.75126	0.0098445	0.017638	0.020477	0.09052	0.0081274	0.0031335	0.00012137	0.4391	1
15	5	0.69398	1.4542	0.32457	0.98263	0.99474	0.79449	0.0063863	0.0074227	0.079016	0.16552	0.026666	0.0079652	0.00077178	1.5438	1
16	6	0.81992	1.8698	0.47287	0.97829	0.99825	0.65353	0.0074141	0.010004	0.06789	0.142	0.019765	0.004991	0.00096699	1.4857	1
17	7	0.68878	1.4399	0.32986	0.98318	1.0	0.7847	0.0070802	0.0091235	0.083675	0.17243	0.028872	0.008786	0.0010143	1.5313	1
18	8	0.72174	1.5301	0.35707	0.97994	0.99649	0.78622	0.013545	0.03339	0.040677	0.11435	0.012908	0.0038198	0.00036093	0.98926	1
