	Unnamed: 0	Unnamed: 1	1	2	3	4	5	6	7	8	9	10	11	12	13	label
0	9	0.78965	1.8186	0.45353	0.94929	1.0	0.63343	0.030371	0.16787	0.008049	0.04345	0.0018843	0.00045429	2.91e-05	0.36533	1
1	10	0.80728	1.857	0.46197	0.95012	0.99298	0.60913	0.028443	0.14724	0.0096387	0.060095	0.0035984	0.0013452	1.68e-05	0.27688	1
2	11	0.80393	1.8829	0.4698	0.93066	0.99298	0.58011	0.043787	0.34894	0.010183	0.061975	0.0038262	0.0014329	1.89e-05	0.28509	1
3	12	0.85451	2.06	0.51569	0.968	0.98421	0.60909	0.025453	0.11791	0.0079224	0.044948	0.0020163	0.00051981	2.62e-05	0.32598	1
4	1	0.50924	1.2166	0.27943	0.93462	0.99123	0.4092	0.016089	0.047113	0.096518	0.17131	0.028511	0.006963	0.0015453	1.851	1
5	2	0.52914	1.2066	0.25595	0.93945	0.97895	0.51693	0.019009	0.065765	0.14675	0.19841	0.037876	0.0073471	0.0023476	2.7085	1
6	3	0.2458	1.1011	0.20617	0.94995	0.99298	0.53189	0.012818	0.029901	0.14279	0.20537	0.04047	0.0090273	0.0018094	2.579	1
7	4	0.55518	1.2318	0.25226	0.94783	0.99123	0.54965	0.015115	0.041582	0.059148	0.13996	0.019211	0.0057336	0.00042099	1.3579	1
8	5	0.35141	1.1428	0.24265	0.93638	0.99123	0.47846	0.019721	0.070781	0.1074	0.18794	0.034115	0.0089893	0.0015026	1.9019	1
9	6	0.4803	1.2022	0.26797	0.94544	0.99825	0.52139	0.022778	0.09443	0.066259	0.14818	0.021485	0.0061942	0.00073522	1.3669	1
10	7	0.19287	1.0551	0.25044	0.93641	0.99474	0.47284	0.019693	0.070581	0.055935	0.1303	0.016694	0.0045832	0.00044001	1.4111	1
11	8	0.49634	1.1832	0.22855	0.94687	0.98947	0.58613	0.017327	0.054638	0.047106	0.12748	0.015992	0.0051731	0.00023865	1.1489	1
12	9	0.33254	1.1208	0.27473	0.93625	0.99474	0.49836	0.024394	0.1083	0.10809	0.16882	0.027709	0.0059808	0.0012335	2.4866	1
13	10	0.39606	1.1647	0.29415	0.94064	0.99298	0.5486	0.025244	0.11598	0.051625	0.12014	0.014228	0.003721	0.00038216	1.4943	1
14	11	0.41933	1.1928	0.30567	0.93428	0.98947	0.50688	0.020948	0.079866	0.057408	0.12508	0.015404	0.003903	0.00045984	1.6497	1
15	12	0.45767	1.1629	0.24078	0.94275	0.99298	0.63919	0.020279	0.074844	0.028432	0.095746	0.0090841	0.002812	0.0001478	0.78535	1
16	1	0.99541	9.4912	0.91397	0.84991	0.97368	0.17429	0.082108	1.227	0.012512	0.060688	0.0036695	0.0010735	5.22e-05	0.41928	1
17	2	0.99611	11.006	0.92239	0.86962	0.99123	0.14581	0.064792	0.76404	0.011176	0.057808	0.0033307	0.00098398	3.93e-05	0.3731	1
18	3	0.99767	12.009	0.94529	0.67005	0.94386	0.11114	0.19898	7.2062	0.010215	0.051104	0.0026048	0.00066765	4.53e-05	0.39905	1
19	4	0.99456	9.7351	0.90444	0.93346	0.98421	0.19638	0.020897	0.079479	0.016599	0.075247	0.0056302	0.0019012	4.44e-05	0.48992	1
20	5	0.997	12.548	0.92397	0.93876	0.96842	0.16105	0.026941	0.1321	0.010116	0.057812	0.0033311	0.0010891	2.92e-05	0.3101	1
21	6	0.99698	10.913	0.93836	0.70085	0.93684	0.11552	0.15334	4.2796	0.010649	0.055629	0.0030851	0.00089618	3.61e-05	0.37415	1
22	7	0.99551	9.6915	0.91233	0.88256	0.93509	0.17567	0.049695	0.44946	0.013721	0.067649	0.0045556	0.0015063	4.44e-05	0.41054	1
