	Unnamed: 0	Unnamed: 1	1	2	3	4	5	6	7	8	9	10	11	12	13	label
0	5	0.79923	1.6549	0.40919	0.98964	1.0	0.815	0.0048968	0.0043641	0.028693	0.091008	0.0082145	0.0025009	0.00013606	0.98834	1
1	6	0.81354	1.6924	0.41016	0.99256	1.0	0.78909	0.0046348	0.0039096	0.031342	0.096493	0.0092251	0.0028704	0.00017007	1.0171	1
2	7	0.8561	1.873	0.49654	0.98047	1.0	0.6913	0.0092289	0.015501	0.047961	0.1039	0.010681	0.0024623	0.00080703	1.6203	1
3	8	0.75968	1.5763	0.38954	0.98731	1.0	0.82323	0.005582	0.0056708	0.034734	0.098208	0.0095526	0.0027074	0.00023404	1.1433	1
4	9	0.8031	1.652	0.40268	0.97695	1.0	0.79833	0.010883	0.021558	0.046764	0.10227	0.010352	0.0021515	0.00074063	1.5053	1
5	10	0.79389	1.5303	0.42937	0.96802	0.99649	0.79209	0.016566	0.049949	0.04703	0.11769	0.013661	0.0041812	0.00034846	1.42	1
6	11	0.66551	1.3617	0.26804	0.98949	1.0	0.76603	0.005179	0.0048816	0.017792	0.074392	0.0055037	0.0018166	5.25e-05	0.62317	1
7	1	0.946	3.3475	0.7081	0.96212	1.0	0.45671	0.035434	0.22851	0.054986	0.13106	0.016886	0.0047646	0.00051238	1.3088	1
8	2	0.93038	2.8852	0.67525	0.95738	1.0	0.50964	0.027111	0.13377	0.050703	0.12329	0.014972	0.0041932	0.00032166	1.3848	1
9	3	0.91549	2.6796	0.62862	0.96381	1.0	0.55874	0.019083	0.066276	0.10351	0.19882	0.038028	0.012751	0.00057453	1.9702	1
10	4	0.87202	2.1536	0.53817	0.9788	1.0	0.65619	0.020327	0.075203	0.081306	0.18726	0.033878	0.013211	0.00036142	1.4606	1
11	5	0.91328	2.5654	0.61185	0.98179	1.0	0.60313	0.006726	0.0082335	0.093484	0.19225	0.035644	0.012245	0.00061603	1.6701	1
12	6	0.91996	2.6668	0.63083	0.97894	1.0	0.58002	0.010311	0.019349	0.1125	0.19785	0.037671	0.011205	0.00078875	2.2241	1
13	7	0.91677	2.6955	0.62998	0.98275	1.0	0.59459	0.0049218	0.0044087	0.10467	0.1876	0.033997	0.0096762	0.00085264	2.0585	1
14	8	0.91397	2.7289	0.64656	0.96685	0.99298	0.55519	0.022351	0.090925	0.068514	0.1525	0.022728	0.0070313	0.00041076	1.5681	1
15	9	0.8762	2.2436	0.56314	0.98425	1.0	0.65133	0.010195	0.018915	0.14482	0.22485	0.048122	0.013423	0.0012638	2.4685	1
16	10	0.92081	2.9198	0.65845	0.96861	0.99825	0.52299	0.011587	0.024437	0.064788	0.16842	0.027581	0.01122	0.00024357	1.2406	1
17	11	0.86832	2.141	0.54004	0.98483	1.0	0.69313	0.009048	0.0149	0.11927	0.2052	0.040405	0.011659	0.0010933	2.1073	1
18	12	0.93323	3.222	0.69174	0.95791	1.0	0.48142	0.022654	0.093403	0.075307	0.17561	0.029915	0.011062	0.00039957	1.4215	1
19	1	0.8375	1.9512	0.4905	0.968	0.98246	0.65138	0.016224	0.047908	0.0051195	0.035621	0.0012673	0.0003224	1.12e-05	0.23514	1
20	2	0.83275	2.0014	0.50157	0.9557	0.99649	0.67019	0.028422	0.14702	0.0092534	0.051082	0.0026026	0.00073282	4.01e-05	0.32567	1
21	3	0.84579	2.0052	0.49931	0.96585	0.99825	0.65149	0.019981	0.07266	0.0050343	0.036189	0.0013079	0.00035119	8.76e-06	0.22547	1
22	4	0.74053	1.6378	0.3892	0.9666	1.0	0.74844	0.025032	0.11404	0.0083497	0.045391	0.0020561	0.00054932	2.95e-05	0.38449	1
23	5	0.82924	1.8903	0.47248	0.96435	0.99825	0.661	0.023836	0.10341	0.0057361	0.037634	0.0014143	0.00036897	1.33e-05	0.27099	1
24	6	0.82256	1.9016	0.47622	0.96505	1.0	0.69746	0.025026	0.11398	0.0056632	0.033415	0.0011153	0.00022942	3.74e-05	0.29502	1
25	7	0.84501	2.0918	0.51732	0.9451	1.0	0.6071	0.039781	0.28802	0.0081002	0.044849	0.0020074	0.00050789	2.92e-05	0.34316	1
26	8	0.8187	1.9126	0.47835	0.94904	0.99298	0.58585	0.03806	0.26364	0.0050219	0.034026	0.0011564	0.00029213	1.55e-05	0.26037	1
27	3	0.86545	1.8803	0.62039	0.82443	0.85439	0.33077	0.047	0.40204	0.039518	0.1157	0.01321	0.0042406	0.00020084	1.0136	0
28	4	0.93671	2.4151	0.7298	0.81793	0.86491	0.33439	0.080539	1.1805	0.048722	0.12051	0.014314	0.0039983	0.00037216	1.3083	0
29	5	0.92676	2.222	0.6558	0.82432	0.89474	0.35618	0.038012	0.26298	0.059981	0.14901	0.021723	0.0075251	0.00028398	1.353	0
30	6	0.90944	2.1139	0.69555	0.80873	0.85263	0.31039	0.047267	0.40663	0.039446	0.10517	0.010939	0.0028913	0.00029366	1.1602	0
31	7	0.89493	2.0494	0.64925	0.81682	0.83509	0.35318	0.049955	0.45418	0.041808	0.12036	0.01428	0.0048007	0.00017096	1.0962	0
32	8	0.93613	2.3898	0.67175	0.84434	0.90526	0.37007	0.039277	0.28077	0.048447	0.11955	0.014091	0.0037887	0.00042459	1.2593	0
33	9	0.88172	1.774	0.63974	0.8499	0.87368	0.34354	0.051776	0.4879	0.06103	0.1519	0.022554	0.0080813	0.00025039	1.3805	0
34	5	0.79923	1.6549	0.40919	0.98964	1.0	0.815	0.0048968	0.0043641	0.028693	0.091008	0.0082145	0.0025009	0.00013606	0.98834	1
35	6	0.81354	1.6924	0.41016	0.99256	1.0	0.78909	0.0046348	0.0039096	0.031342	0.096493	0.0092251	0.0028704	0.00017007	1.0171	1
36	7	0.8561	1.873	0.49654	0.98047	1.0	0.6913	0.0092289	0.015501	0.047961	0.1039	0.010681	0.0024623	0.00080703	1.6203	1
37	8	0.75968	1.5763	0.38954	0.98731	1.0	0.82323	0.005582	0.0056708	0.034734	0.098208	0.0095526	0.0027074	0.00023404	1.1433	1
38	9	0.8031	1.652	0.40268	0.97695	1.0	0.79833	0.010883	0.021558	0.046764	0.10227	0.010352	0.0021515	0.00074063	1.5053	1
39	10	0.79389	1.5303	0.42937	0.96802	0.99649	0.79209	0.016566	0.049949	0.04703	0.11769	0.013661	0.0041812	0.00034846	1.42	1
40	11	0.66551	1.3617	0.26804	0.98949	1.0	0.76603	0.005179	0.0048816	0.017792	0.074392	0.0055037	0.0018166	5.25e-05	0.62317	1
41	1	0.946	3.3475	0.7081	0.96212	1.0	0.45671	0.035434	0.22851	0.054986	0.13106	0.016886	0.0047646	0.00051238	1.3088	1
42	2	0.93038	2.8852	0.67525	0.95738	1.0	0.50964	0.027111	0.13377	0.050703	0.12329	0.014972	0.0041932	0.00032166	1.3848	1
43	3	0.91549	2.6796	0.62862	0.96381	1.0	0.55874	0.019083	0.066276	0.10351	0.19882	0.038028	0.012751	0.00057453	1.9702	1
44	4	0.87202	2.1536	0.53817	0.9788	1.0	0.65619	0.020327	0.075203	0.081306	0.18726	0.033878	0.013211	0.00036142	1.4606	1
45	5	0.91328	2.5654	0.61185	0.98179	1.0	0.60313	0.006726	0.0082335	0.093484	0.19225	0.035644	0.012245	0.00061603	1.6701	1
46	6	0.91996	2.6668	0.63083	0.97894	1.0	0.58002	0.010311	0.019349	0.1125	0.19785	0.037671	0.011205	0.00078875	2.2241	1
47	7	0.91677	2.6955	0.62998	0.98275	1.0	0.59459	0.0049218	0.0044087	0.10467	0.1876	0.033997	0.0096762	0.00085264	2.0585	1
48	8	0.91397	2.7289	0.64656	0.96685	0.99298	0.55519	0.022351	0.090925	0.068514	0.1525	0.022728	0.0070313	0.00041076	1.5681	1
49	9	0.8762	2.2436	0.56314	0.98425	1.0	0.65133	0.010195	0.018915	0.14482	0.22485	0.048122	0.013423	0.0012638	2.4685	1
50	10	0.92081	2.9198	0.65845	0.96861	0.99825	0.52299	0.011587	0.024437	0.064788	0.16842	0.027581	0.01122	0.00024357	1.2406	1
51	11	0.86832	2.141	0.54004	0.98483	1.0	0.69313	0.009048	0.0149	0.11927	0.2052	0.040405	0.011659	0.0010933	2.1073	1
52	12	0.93323	3.222	0.69174	0.95791	1.0	0.48142	0.022654	0.093403	0.075307	0.17561	0.029915	0.011062	0.00039957	1.4215	1
53	1	0.8375	1.9512	0.4905	0.968	0.98246	0.65138	0.016224	0.047908	0.0051195	0.035621	0.0012673	0.0003224	1.12e-05	0.23514	1
54	2	0.83275	2.0014	0.50157	0.9557	0.99649	0.67019	0.028422	0.14702	0.0092534	0.051082	0.0026026	0.00073282	4.01e-05	0.32567	1
55	3	0.84579	2.0052	0.49931	0.96585	0.99825	0.65149	0.019981	0.07266	0.0050343	0.036189	0.0013079	0.00035119	8.76e-06	0.22547	1
56	4	0.74053	1.6378	0.3892	0.9666	1.0	0.74844	0.025032	0.11404	0.0083497	0.045391	0.0020561	0.00054932	2.95e-05	0.38449	1
57	5	0.82924	1.8903	0.47248	0.96435	0.99825	0.661	0.023836	0.10341	0.0057361	0.037634	0.0014143	0.00036897	1.33e-05	0.27099	1
