	Unnamed: 0	Unnamed: 1	1	2	3	4	5	6	7	8	9	10	11	12	13	label
0	3	0.55362	1.2438	0.39517	0.91092	0.97193	0.51113	0.046323	0.39055	0.083154	0.17465	0.0296	0.0094574	0.00074607	1.5807	1
1	4	0.32175	1.1782	0.32151	0.91803	0.97544	0.58719	0.045933	0.384	0.076818	0.14622	0.020931	0.0048174	0.0014091	1.6749	1
2	5	0.64414	1.37	0.42697	0.91457	0.96491	0.44764	0.055411	0.55882	0.1203	0.19149	0.035373	0.0084315	0.0018137	2.2137	1
3	6	0.55977	1.3442	0.34301	0.9298	0.97544	0.57879	0.053564	0.52218	0.14905	0.25543	0.061249	0.02381	0.00059701	2.413	1
4	7	0.50114	1.2499	0.30101	0.94477	0.9807	0.6743	0.0494	0.44415	0.096252	0.23034	0.050382	0.025877	0.00026934	1.4463	1
5	8	0.23041	1.1294	0.25496	0.94201	0.97368	0.6084	0.040722	0.3018	0.10957	0.23571	0.052636	0.02418	0.00042353	1.6648	1
6	9	0.46094	1.1366	0.22905	0.95565	0.97544	0.71234	0.038286	0.26678	0.11753	0.22041	0.046329	0.016554	0.00064766	1.9866	1
7	10	0.54913	1.2769	0.31283	0.93889	0.99123	0.5933	0.041539	0.31404	0.15188	0.2605	0.06355	0.02379	0.000843	2.203	1
8	11	0.32168	1.1127	0.27055	0.95426	0.99298	0.70006	0.05426	0.53584	0.10967	0.21507	0.044212	0.016252	0.00061195	1.8452	1
9	12	0.38564	1.0471	0.23328	0.95176	0.97368	0.67107	0.050832	0.47028	0.13563	0.24744	0.057693	0.022	0.00086835	1.9757	1
10	13	0.36127	1.0573	0.26213	0.93923	0.96667	0.59302	0.04962	0.44811	0.19067	0.28081	0.073089	0.023825	0.0012501	2.6604	1
11	1	0.51247	1.1116	0.65626	0.57724	0.59298	0.16867	0.11187	2.2776	0.016001	0.061238	0.0037361	0.00087861	0.00010284	0.6508	1
12	2	0.54893	1.1111	0.63983	0.56623	0.6	0.15743	0.13081	3.1143	0.021231	0.079722	0.0063155	0.0019123	7.39e-05	0.71949	1
13	3	0.43425	1.095	0.68828	0.52398	0.54211	0.15396	0.13761	3.4462	0.021147	0.073202	0.0053299	0.00134	0.00016376	0.75496	1
14	4	0.38501	1.0656	0.63042	0.51223	0.59123	0.13705	0.12292	2.7498	0.033373	0.098907	0.0096879	0.0027872	0.00021426	1.0015	1
15	5	0.26758	1.1316	0.60128	0.54301	0.77368	0.20311	0.15354	4.2904	0.017945	0.07145	0.0050792	0.0014652	7.25e-05	0.63273	1
16	6	0.24465	1.047	0.60511	0.56524	0.79474	0.21788	0.12522	2.854	0.037595	0.127	0.015874	0.006587	0.00010798	0.8331	1
17	7	0.39092	1.087	0.68174	0.50961	0.6614	0.15361	0.14082	3.6093	0.028638	0.089135	0.0078824	0.0021177	0.00021044	0.90082	1
18	8	0.4042	1.0965	0.65899	0.52833	0.68421	0.1771	0.13017	3.0837	0.029057	0.096836	0.0092902	0.0028927	0.0001265	0.82383	1
19	9	0.50692	1.127	0.67203	0.53024	0.75263	0.16792	0.13006	3.0788	0.015279	0.057592	0.0033059	0.00072847	0.00010983	0.67289	1
20	10	0.47565	1.0656	0.69172	0.5233	0.49649	0.14133	0.12987	3.0697	0.023977	0.0842	0.0070397	0.0020845	0.00011284	0.77399	1
21	11	0.52382	1.1117	0.67175	0.54701	0.62982	0.15157	0.13674	3.4028	0.026434	0.085792	0.0073064	0.0021373	0.00016583	0.90513	1
22	12	0.36462	1.0811	0.67755	0.49042	0.68772	0.14118	0.1243	2.8118	0.037866	0.11692	0.013485	0.0046475	0.0001769	0.9229	1
23	13	0.52212	1.1191	0.70988	0.50678	0.64912	0.1412	0.13192	3.1674	0.025478	0.085964	0.0073356	0.0021793	0.0001485	0.82809	1
