	1	2	3	4	5	6	7	8	9	10	label
0	5	280	1400	56.0	0.78	0.786	156.0	1092	1100	7	2
1	11	427	4697	38.818	0.566	0.57	189.79	2657	2676	14	2
2	5	110	550	22.0	0.547	0.556	100.33	301	306	3	2
3	11	552	6072	50.182	0.816	0.816	4955.0	4955	4955	1	2
4	1	283	283	283.0	0.993	1.0	140.5	281	283	2	2
5	1	184	184	184.0	0.967	1.0	44.5	178	184	4	2
6	1	16	16	16.0	0.938	1.0	15.0	15	16	1	2
7	3	550	1650	183.33	0.329	0.375	27.15	543	619	20	2
8	1	235	235	235.0	0.923	1.0	27.13	217	235	8	2
9	1	58	58	58.0	0.845	1.0	9.8	49	58	5	2
10	1	12	12	12.0	0.667	1.0	4.0	8	12	2	2
11	1	69	69	69.0	0.667	1.0	4.18	46	69	11	2
12	1	107	107	107.0	0.869	1.0	18.6	93	107	5	2
13	3	550	1650	183.33	0.339	0.401	15.11	559	662	37	2
14	3	463	1389	154.33	0.296	0.382	13.7	411	531	30	2
15	1	85	85	85.0	0.882	1.0	12.5	75	85	6	2
16	1	8	8	8.0	1.0	1.0	8.0	8	8	1	2
17	3	544	1632	181.33	0.326	0.406	16.12	532	662	33	2
18	1	17	17	17.0	1.0	1.0	17.0	17	17	1	2
19	1	206	206	206.0	0.99	1.0	204.0	204	206	1	2
20	2	325	650	162.5	0.485	0.537	28.64	315	349	11	2
21	1	8	8	8.0	1.0	1.0	8.0	8	8	1	2
22	1	17	17	17.0	1.0	1.0	17.0	17	17	1	2
23	1	277	277	277.0	0.993	1.0	137.5	275	277	2	2
24	1	199	199	199.0	0.945	1.0	37.6	188	199	5	2
25	10	553	5530	55.3	0.797	0.884	21.3	4409	4890	207	2
26	3	259	777	86.333	0.96	0.978	67.82	746	760	11	2
27	1	34	34	34.0	0.471	1.0	1.07	16	34	15	2
28	2	100	200	50.0	0.46	0.505	11.5	92	101	8	2
29	2	52	104	26.0	0.231	0.529	1.5	24	55	16	2
30	1	161	161	161.0	0.41	1.0	1.02	66	161	65	2
31	1	71	71	71.0	0.521	1.0	2.31	37	71	16	2
32	1	20	20	20.0	0.55	1.0	1.38	11	20	8	2
33	37	1	37	0.027	1.0	1.0	37.0	37	37	1	4
34	32	1	32	0.031	1.0	1.0	32.0	32	32	1	4
35	430	5	2150	0.012	0.216	0.221	46.5	465	475	10	4
36	10	1	10	0.1	0.9	1.0	9.0	9	10	1	4
