	1	2	3	4	5	6	7	8	9	10	label
0	3	113	339	37.667	0.41	0.472	13.9	139	160	10	2
1	3	59	177	19.667	0.475	0.475	84.0	84	84	1	2
2	2	20	40	10.0	0.675	0.675	27.0	27	27	1	2
3	2	101	202	50.5	0.54	0.743	10.9	109	150	10	2
4	4	194	776	48.5	0.263	0.273	34.0	204	212	6	2
5	2	18	36	9.0	0.667	0.694	24.0	24	25	1	2
6	2	22	44	11.0	0.75	0.75	33.0	33	33	1	2
7	2	18	36	9.0	0.806	0.833	29.0	29	30	1	2
8	2	22	44	11.0	0.705	0.864	15.5	31	38	2	2
9	3	116	348	38.667	0.385	0.494	33.5	134	172	4	2
10	1	10	10	10.0	1.0	1.0	10.0	10	10	1	2
11	1	13	13	13.0	1.0	1.0	13.0	13	13	1	2
12	1	8	8	8.0	1.0	1.0	8.0	8	8	1	2
13	1	44	44	44.0	0.25	1.0	2.2	11	44	5	2
14	2	20	40	10.0	0.725	0.875	29.0	29	35	1	2
15	2	20	40	10.0	0.775	0.85	31.0	31	34	1	2
16	3	113	339	37.667	0.357	0.378	30.25	121	128	4	2
17	2	48	96	24.0	0.625	0.677	30.0	60	65	2	2
18	3	116	348	38.667	0.356	0.371	62.0	124	129	2	2
19	2	18	36	9.0	0.722	0.722	26.0	26	26	1	2
20	3	132	396	44.0	0.505	0.558	20.0	200	221	10	2
21	1	17	17	17.0	0.765	1.0	3.25	13	17	4	2
22	1	8	8	8.0	1.0	1.0	8.0	8	8	1	2
23	2	69	138	34.5	0.623	0.906	10.75	86	125	8	2
24	2	46	92	23.0	0.587	0.761	18.0	54	70	3	2
25	1	57	57	57.0	0.456	1.0	3.71	26	57	7	2
26	1	10	10	10.0	0.9	1.0	9.0	9	10	1	2
27	2	116	232	58.0	0.616	0.802	17.88	143	186	8	2
28	2	17	34	8.5	0.588	0.971	6.67	20	33	3	2
29	1	43	43	43.0	0.907	1.0	9.75	39	43	4	2
30	10	2	20	0.2	0.55	0.6	11.0	11	12	1	2
31	2	112	224	56.0	0.496	0.504	55.5	111	113	2	2
32	1	45	45	45.0	0.756	1.0	5.67	34	45	6	2
33	98	3	294	0.031	0.48	0.486	141.0	141	143	1	4
34	19	2	38	0.105	0.816	0.816	31.0	31	31	1	4
35	5	2	10	0.4	0.8	0.8	8.0	8	8	1	4
