	1	2	3	4	5	6	7	8	9	10	label
0	1	45	45	45.0	0.933	1.0	21.0	42	45	2	2
1	25	300	7500	12.0	0.065	0.071	40.33	484	531	12	2
2	2	50	100	25.0	0.46	0.51	15.33	46	51	3	2
3	2	204	408	102.0	0.412	0.681	10.5	168	278	16	2
4	1	35	35	35.0	0.857	1.0	10.0	30	35	3	2
5	6	142	852	23.667	0.115	0.173	6.53	98	147	15	2
6	1	14	14	14.0	0.857	1.0	12.0	12	14	1	2
7	1	69	69	69.0	0.841	1.0	8.29	58	69	7	2
8	1	148	148	148.0	0.959	1.0	47.33	142	148	3	2
9	1	84	84	84.0	0.917	1.0	19.25	77	84	4	2
10	1	73	73	73.0	0.616	1.0	3.75	45	73	12	2
11	21	2	42	0.095	0.738	0.738	31.0	31	31	1	2
12	1	147	147	147.0	0.864	1.0	11.55	127	147	11	2
13	1	17	17	17.0	0.941	1.0	16.0	16	17	1	2
14	2	6	12	3.0	0.667	1.0	4.0	8	12	2	2
15	3	54	162	18.0	0.364	0.519	8.43	59	84	7	2
16	3	11	33	3.667	0.364	0.667	3.0	12	22	4	2
17	3	304	912	101.33	0.555	0.686	42.17	506	626	12	2
18	3	259	777	86.333	0.411	0.481	13.29	319	374	24	2
19	5	333	1665	66.6	0.374	0.413	36.65	623	688	17	2
20	2	6	12	3.0	0.667	1.0	4.0	8	12	2	2
21	2	49	98	24.5	0.51	0.51	50.0	50	50	1	2
22	1	114	114	114.0	0.939	1.0	21.4	107	114	5	2
23	1	41	41	41.0	0.927	1.0	12.67	38	41	3	2
24	1	33	33	33.0	0.667	1.0	3.67	22	33	6	2
25	1	106	106	106.0	0.858	1.0	15.17	91	106	6	2
26	1	27	27	27.0	0.407	1.0	1.83	11	27	6	2
27	1	41	41	41.0	0.78	1.0	4.57	32	41	7	2
28	1	22	22	22.0	0.5	1.0	1.83	11	22	6	2
29	1	65	65	65.0	0.646	1.0	3.0	42	65	14	2
30	7	46	322	6.571	0.177	0.304	8.14	57	98	7	2
31	2	9	18	4.5	0.556	0.556	10.0	10	10	1	2
32	2	46	92	23.0	0.511	0.554	47.0	47	51	1	2
33	8	1	8	0.125	0.875	1.0	7.0	7	8	1	4
