	1	2	3	4	5	6	7	8	9	10	label
0	1	27	27	27.0	0.259	1.0	1.4	7	27	5	2
1	1	39	39	39.0	0.308	1.0	1.71	12	39	7	2
2	1	34	34	34.0	0.353	1.0	1.71	12	34	7	2
3	3	106	318	35.333	0.258	0.34	6.31	82	108	13	2
4	1	28	28	28.0	0.536	1.0	3.0	15	28	5	2
5	1	255	255	255.0	0.686	1.0	4.86	175	255	36	2
6	1	10	10	10.0	1.0	1.0	10.0	10	10	1	2
7	1	9	9	9.0	0.889	1.0	8.0	8	9	1	2
8	1	19	19	19.0	0.632	1.0	4.0	12	19	3	2
9	1	44	44	44.0	0.727	1.0	5.33	32	44	6	2
10	1	14	14	14.0	1.0	1.0	14.0	14	14	1	2
11	1	30	30	30.0	0.4	1.0	2.4	12	30	5	2
12	1	94	94	94.0	0.564	1.0	3.31	53	94	16	2
13	1	193	193	193.0	0.57	1.0	2.97	110	193	37	2
14	1	159	159	159.0	0.975	1.0	77.5	155	159	2	2
15	1	32	32	32.0	0.469	1.0	1.88	15	32	8	2
16	7	14	98	2.0	0.102	0.204	10.0	10	20	1	2
17	1	15	15	15.0	0.533	1.0	2.0	8	15	4	2
18	1	63	63	63.0	0.587	1.0	2.31	37	63	16	2
19	1	42	42	42.0	0.19	1.0	1.6	8	42	5	2
20	1	28	28	28.0	0.464	1.0	2.17	13	28	6	2
21	1	23	23	23.0	0.348	1.0	1.6	8	23	5	2
22	1	14	14	14.0	0.5	1.0	2.33	7	14	3	2
23	1	45	45	45.0	0.244	1.0	1.38	11	45	8	2
24	24	510	12240	21.25	0.846	0.927	38.65	10359	11341	268	2
25	3	541	1623	180.33	0.71	0.747	88.62	1152	1213	13	2
26	4	108	432	27.0	0.778	0.826	56.0	336	357	6	2
27	1	20	20	20.0	0.75	1.0	3.0	15	20	5	2
28	11	252	2772	22.909	0.092	0.095	63.75	255	262	4	2
29	1	63	63	63.0	0.952	1.0	20.0	60	63	3	2
30	1	76	76	76.0	0.961	1.0	36.5	73	76	2	2
