	1	2	3	4	5	6	7	8	9	10	label
0	3	286	858	95.333	0.406	0.427	87.0	348	366	4	2
1	1	18	18	18.0	0.944	1.0	17.0	17	18	1	2
2	1	7	7	7.0	1.0	1.0	7.0	7	7	1	2
3	1	117	117	117.0	0.393	1.0	5.75	46	117	8	2
4	1	77	77	77.0	0.403	1.0	5.17	31	77	6	2
5	1	40	40	40.0	0.875	1.0	11.67	35	40	3	2
6	1	28	28	28.0	0.964	1.0	27.0	27	28	1	2
7	1	35	35	35.0	0.829	1.0	9.67	29	35	3	2
8	1	14	14	14.0	0.571	1.0	2.0	8	14	4	2
9	1	23	23	23.0	0.826	1.0	19.0	19	23	1	2
10	1	19	19	19.0	0.684	1.0	4.33	13	19	3	2
11	1	79	79	79.0	0.608	1.0	6.86	48	79	7	2
12	1	11	11	11.0	0.727	1.0	4.0	8	11	2	2
13	1	98	98	98.0	0.939	1.0	30.67	92	98	3	2
14	1	13	13	13.0	0.692	1.0	3.0	9	13	3	2
15	1	17	17	17.0	0.824	1.0	4.67	14	17	3	2
16	1	15	15	15.0	0.867	1.0	6.5	13	15	2	2
17	9	13	117	1.444	0.103	0.752	4.0	12	88	3	2
18	6	7	42	1.167	0.238	0.69	10.0	10	29	1	2
19	1	37	37	37.0	0.811	1.0	6.0	30	37	5	2
20	1	46	46	46.0	0.239	1.0	1.38	11	46	8	2
21	1	42	42	42.0	0.31	1.0	2.6	13	42	5	2
22	2	176	352	88.0	0.528	0.605	31.0	186	213	6	2
23	1	17	17	17.0	0.882	1.0	7.5	15	17	2	2
24	1	39	39	39.0	0.897	1.0	8.75	35	39	4	2
25	1	44	44	44.0	0.909	1.0	20.0	40	44	2	2
26	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
27	1	36	36	36.0	0.583	1.0	4.2	21	36	5	2
28	1	17	17	17.0	0.765	1.0	6.5	13	17	2	2
29	2	14	28	7.0	0.286	0.821	8.0	8	23	1	2
30	3	183	549	61.0	0.488	0.577	29.78	268	317	9	2
31	1	29	29	29.0	1.0	1.0	29.0	29	29	1	2
32	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
33	11	1	11	0.091	1.0	1.0	11.0	11	11	1	4
34	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
35	14	1	14	0.071	1.0	1.0	14.0	14	14	1	4
36	23	1	23	0.043	1.0	1.0	23.0	23	23	1	4
37	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
38	15	1	15	0.067	1.0	1.0	15.0	15	15	1	4
39	7	1	7	0.143	1.0	1.0	7.0	7	7	1	4
40	10	1	10	0.1	1.0	1.0	10.0	10	10	1	4
41	804	11	8844	0.014	0.191	0.233	15.64	1689	2058	108	4
42	3	286	858	95.333	0.406	0.427	87.0	348	366	4	2
43	1	18	18	18.0	0.944	1.0	17.0	17	18	1	2
44	1	7	7	7.0	1.0	1.0	7.0	7	7	1	2
45	1	117	117	117.0	0.393	1.0	5.75	46	117	8	2
46	1	77	77	77.0	0.403	1.0	5.17	31	77	6	2
47	1	40	40	40.0	0.875	1.0	11.67	35	40	3	2
48	1	28	28	28.0	0.964	1.0	27.0	27	28	1	2
49	1	35	35	35.0	0.829	1.0	9.67	29	35	3	2
50	1	14	14	14.0	0.571	1.0	2.0	8	14	4	2
51	1	23	23	23.0	0.826	1.0	19.0	19	23	1	2
52	1	19	19	19.0	0.684	1.0	4.33	13	19	3	2
53	1	79	79	79.0	0.608	1.0	6.86	48	79	7	2
54	1	11	11	11.0	0.727	1.0	4.0	8	11	2	2
55	1	98	98	98.0	0.939	1.0	30.67	92	98	3	2
56	1	13	13	13.0	0.692	1.0	3.0	9	13	3	2
57	1	17	17	17.0	0.824	1.0	4.67	14	17	3	2
58	1	15	15	15.0	0.867	1.0	6.5	13	15	2	2
59	9	13	117	1.444	0.103	0.752	4.0	12	88	3	2
60	6	7	42	1.167	0.238	0.69	10.0	10	29	1	2
61	1	37	37	37.0	0.811	1.0	6.0	30	37	5	2
62	1	46	46	46.0	0.239	1.0	1.38	11	46	8	2
63	1	42	42	42.0	0.31	1.0	2.6	13	42	5	2
64	2	176	352	88.0	0.528	0.605	31.0	186	213	6	2
65	1	17	17	17.0	0.882	1.0	7.5	15	17	2	2
66	1	39	39	39.0	0.897	1.0	8.75	35	39	4	2
67	1	44	44	44.0	0.909	1.0	20.0	40	44	2	2
68	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
69	1	36	36	36.0	0.583	1.0	4.2	21	36	5	2
70	1	17	17	17.0	0.765	1.0	6.5	13	17	2	2
71	2	14	28	7.0	0.286	0.821	8.0	8	23	1	2
72	3	183	549	61.0	0.488	0.577	29.78	268	317	9	2
73	1	29	29	29.0	1.0	1.0	29.0	29	29	1	2
74	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
75	11	1	11	0.091	1.0	1.0	11.0	11	11	1	4
76	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
77	14	1	14	0.071	1.0	1.0	14.0	14	14	1	4
78	23	1	23	0.043	1.0	1.0	23.0	23	23	1	4
79	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
80	15	1	15	0.067	1.0	1.0	15.0	15	15	1	4
81	7	1	7	0.143	1.0	1.0	7.0	7	7	1	4
82	10	1	10	0.1	1.0	1.0	10.0	10	10	1	4
83	804	11	8844	0.014	0.191	0.233	15.64	1689	2058	108	4
84	3	286	858	95.333	0.406	0.427	87.0	348	366	4	2
85	1	18	18	18.0	0.944	1.0	17.0	17	18	1	2
86	1	7	7	7.0	1.0	1.0	7.0	7	7	1	2
87	1	117	117	117.0	0.393	1.0	5.75	46	117	8	2
88	1	77	77	77.0	0.403	1.0	5.17	31	77	6	2
89	1	40	40	40.0	0.875	1.0	11.67	35	40	3	2
90	1	28	28	28.0	0.964	1.0	27.0	27	28	1	2
91	1	35	35	35.0	0.829	1.0	9.67	29	35	3	2
92	1	14	14	14.0	0.571	1.0	2.0	8	14	4	2
93	1	23	23	23.0	0.826	1.0	19.0	19	23	1	2
94	1	19	19	19.0	0.684	1.0	4.33	13	19	3	2
95	1	79	79	79.0	0.608	1.0	6.86	48	79	7	2
96	1	11	11	11.0	0.727	1.0	4.0	8	11	2	2
97	1	98	98	98.0	0.939	1.0	30.67	92	98	3	2
98	1	13	13	13.0	0.692	1.0	3.0	9	13	3	2
99	1	17	17	17.0	0.824	1.0	4.67	14	17	3	2
100	1	15	15	15.0	0.867	1.0	6.5	13	15	2	2
101	9	13	117	1.444	0.103	0.752	4.0	12	88	3	2
102	6	7	42	1.167	0.238	0.69	10.0	10	29	1	2
103	1	37	37	37.0	0.811	1.0	6.0	30	37	5	2
104	1	46	46	46.0	0.239	1.0	1.38	11	46	8	2
105	1	42	42	42.0	0.31	1.0	2.6	13	42	5	2
106	2	176	352	88.0	0.528	0.605	31.0	186	213	6	2
107	1	17	17	17.0	0.882	1.0	7.5	15	17	2	2
108	1	39	39	39.0	0.897	1.0	8.75	35	39	4	2
109	1	44	44	44.0	0.909	1.0	20.0	40	44	2	2
110	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
111	1	36	36	36.0	0.583	1.0	4.2	21	36	5	2
112	1	17	17	17.0	0.765	1.0	6.5	13	17	2	2
113	2	14	28	7.0	0.286	0.821	8.0	8	23	1	2
114	3	183	549	61.0	0.488	0.577	29.78	268	317	9	2
115	1	29	29	29.0	1.0	1.0	29.0	29	29	1	2
116	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
117	11	1	11	0.091	1.0	1.0	11.0	11	11	1	4
118	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
119	14	1	14	0.071	1.0	1.0	14.0	14	14	1	4
120	23	1	23	0.043	1.0	1.0	23.0	23	23	1	4
121	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
122	15	1	15	0.067	1.0	1.0	15.0	15	15	1	4
123	7	1	7	0.143	1.0	1.0	7.0	7	7	1	4
124	10	1	10	0.1	1.0	1.0	10.0	10	10	1	4
125	804	11	8844	0.014	0.191	0.233	15.64	1689	2058	108	4
126	3	286	858	95.333	0.406	0.427	87.0	348	366	4	2
127	1	18	18	18.0	0.944	1.0	17.0	17	18	1	2
128	1	7	7	7.0	1.0	1.0	7.0	7	7	1	2
129	1	117	117	117.0	0.393	1.0	5.75	46	117	8	2
130	1	77	77	77.0	0.403	1.0	5.17	31	77	6	2
131	1	40	40	40.0	0.875	1.0	11.67	35	40	3	2
132	1	28	28	28.0	0.964	1.0	27.0	27	28	1	2
133	1	35	35	35.0	0.829	1.0	9.67	29	35	3	2
134	1	14	14	14.0	0.571	1.0	2.0	8	14	4	2
135	1	23	23	23.0	0.826	1.0	19.0	19	23	1	2
136	1	19	19	19.0	0.684	1.0	4.33	13	19	3	2
137	1	79	79	79.0	0.608	1.0	6.86	48	79	7	2
138	1	11	11	11.0	0.727	1.0	4.0	8	11	2	2
139	1	98	98	98.0	0.939	1.0	30.67	92	98	3	2
140	1	13	13	13.0	0.692	1.0	3.0	9	13	3	2
141	1	17	17	17.0	0.824	1.0	4.67	14	17	3	2
142	1	15	15	15.0	0.867	1.0	6.5	13	15	2	2
143	9	13	117	1.444	0.103	0.752	4.0	12	88	3	2
144	6	7	42	1.167	0.238	0.69	10.0	10	29	1	2
145	1	37	37	37.0	0.811	1.0	6.0	30	37	5	2
146	1	46	46	46.0	0.239	1.0	1.38	11	46	8	2
147	1	42	42	42.0	0.31	1.0	2.6	13	42	5	2
148	2	176	352	88.0	0.528	0.605	31.0	186	213	6	2
149	1	17	17	17.0	0.882	1.0	7.5	15	17	2	2
150	1	39	39	39.0	0.897	1.0	8.75	35	39	4	2
151	1	44	44	44.0	0.909	1.0	20.0	40	44	2	2
152	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
153	1	36	36	36.0	0.583	1.0	4.2	21	36	5	2
154	1	17	17	17.0	0.765	1.0	6.5	13	17	2	2
155	2	14	28	7.0	0.286	0.821	8.0	8	23	1	2
156	3	183	549	61.0	0.488	0.577	29.78	268	317	9	2
157	1	29	29	29.0	1.0	1.0	29.0	29	29	1	2
158	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
159	11	1	11	0.091	1.0	1.0	11.0	11	11	1	4
160	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
161	14	1	14	0.071	1.0	1.0	14.0	14	14	1	4
162	23	1	23	0.043	1.0	1.0	23.0	23	23	1	4
163	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
164	15	1	15	0.067	1.0	1.0	15.0	15	15	1	4
165	7	1	7	0.143	1.0	1.0	7.0	7	7	1	4
166	10	1	10	0.1	1.0	1.0	10.0	10	10	1	4
167	804	11	8844	0.014	0.191	0.233	15.64	1689	2058	108	4
168	3	286	858	95.333	0.406	0.427	87.0	348	366	4	2
169	1	18	18	18.0	0.944	1.0	17.0	17	18	1	2
170	1	7	7	7.0	1.0	1.0	7.0	7	7	1	2
171	1	117	117	117.0	0.393	1.0	5.75	46	117	8	2
172	1	77	77	77.0	0.403	1.0	5.17	31	77	6	2
173	1	40	40	40.0	0.875	1.0	11.67	35	40	3	2
174	1	28	28	28.0	0.964	1.0	27.0	27	28	1	2
175	1	35	35	35.0	0.829	1.0	9.67	29	35	3	2
176	1	14	14	14.0	0.571	1.0	2.0	8	14	4	2
177	1	23	23	23.0	0.826	1.0	19.0	19	23	1	2
178	1	19	19	19.0	0.684	1.0	4.33	13	19	3	2
179	1	79	79	79.0	0.608	1.0	6.86	48	79	7	2
180	1	11	11	11.0	0.727	1.0	4.0	8	11	2	2
181	1	98	98	98.0	0.939	1.0	30.67	92	98	3	2
182	1	13	13	13.0	0.692	1.0	3.0	9	13	3	2
183	1	17	17	17.0	0.824	1.0	4.67	14	17	3	2
184	1	15	15	15.0	0.867	1.0	6.5	13	15	2	2
185	9	13	117	1.444	0.103	0.752	4.0	12	88	3	2
186	6	7	42	1.167	0.238	0.69	10.0	10	29	1	2
187	1	37	37	37.0	0.811	1.0	6.0	30	37	5	2
188	1	46	46	46.0	0.239	1.0	1.38	11	46	8	2
189	1	42	42	42.0	0.31	1.0	2.6	13	42	5	2
190	2	176	352	88.0	0.528	0.605	31.0	186	213	6	2
191	1	17	17	17.0	0.882	1.0	7.5	15	17	2	2
192	1	39	39	39.0	0.897	1.0	8.75	35	39	4	2
193	1	44	44	44.0	0.909	1.0	20.0	40	44	2	2
194	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
195	1	36	36	36.0	0.583	1.0	4.2	21	36	5	2
196	1	17	17	17.0	0.765	1.0	6.5	13	17	2	2
197	2	14	28	7.0	0.286	0.821	8.0	8	23	1	2
198	3	183	549	61.0	0.488	0.577	29.78	268	317	9	2
199	1	29	29	29.0	1.0	1.0	29.0	29	29	1	2
200	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
201	11	1	11	0.091	1.0	1.0	11.0	11	11	1	4
202	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
203	14	1	14	0.071	1.0	1.0	14.0	14	14	1	4
204	23	1	23	0.043	1.0	1.0	23.0	23	23	1	4
205	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
206	15	1	15	0.067	1.0	1.0	15.0	15	15	1	4
207	7	1	7	0.143	1.0	1.0	7.0	7	7	1	4
208	10	1	10	0.1	1.0	1.0	10.0	10	10	1	4
209	804	11	8844	0.014	0.191	0.233	15.64	1689	2058	108	4
210	3	286	858	95.333	0.406	0.427	87.0	348	366	4	2
211	1	18	18	18.0	0.944	1.0	17.0	17	18	1	2
212	1	7	7	7.0	1.0	1.0	7.0	7	7	1	2
213	1	117	117	117.0	0.393	1.0	5.75	46	117	8	2
214	1	77	77	77.0	0.403	1.0	5.17	31	77	6	2
215	1	40	40	40.0	0.875	1.0	11.67	35	40	3	2
216	1	28	28	28.0	0.964	1.0	27.0	27	28	1	2
217	1	35	35	35.0	0.829	1.0	9.67	29	35	3	2
218	1	14	14	14.0	0.571	1.0	2.0	8	14	4	2
219	1	23	23	23.0	0.826	1.0	19.0	19	23	1	2
220	1	19	19	19.0	0.684	1.0	4.33	13	19	3	2
221	1	79	79	79.0	0.608	1.0	6.86	48	79	7	2
222	1	11	11	11.0	0.727	1.0	4.0	8	11	2	2
223	1	98	98	98.0	0.939	1.0	30.67	92	98	3	2
224	1	13	13	13.0	0.692	1.0	3.0	9	13	3	2
225	1	17	17	17.0	0.824	1.0	4.67	14	17	3	2
226	1	15	15	15.0	0.867	1.0	6.5	13	15	2	2
227	9	13	117	1.444	0.103	0.752	4.0	12	88	3	2
228	6	7	42	1.167	0.238	0.69	10.0	10	29	1	2
229	1	37	37	37.0	0.811	1.0	6.0	30	37	5	2
230	1	46	46	46.0	0.239	1.0	1.38	11	46	8	2
231	1	42	42	42.0	0.31	1.0	2.6	13	42	5	2
232	2	176	352	88.0	0.528	0.605	31.0	186	213	6	2
233	1	17	17	17.0	0.882	1.0	7.5	15	17	2	2
234	1	39	39	39.0	0.897	1.0	8.75	35	39	4	2
235	1	44	44	44.0	0.909	1.0	20.0	40	44	2	2
236	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
237	1	36	36	36.0	0.583	1.0	4.2	21	36	5	2
238	1	17	17	17.0	0.765	1.0	6.5	13	17	2	2
239	2	14	28	7.0	0.286	0.821	8.0	8	23	1	2
240	3	183	549	61.0	0.488	0.577	29.78	268	317	9	2
241	1	29	29	29.0	1.0	1.0	29.0	29	29	1	2
242	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
243	11	1	11	0.091	1.0	1.0	11.0	11	11	1	4
244	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
245	14	1	14	0.071	1.0	1.0	14.0	14	14	1	4
246	23	1	23	0.043	1.0	1.0	23.0	23	23	1	4
247	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
248	15	1	15	0.067	1.0	1.0	15.0	15	15	1	4
249	7	1	7	0.143	1.0	1.0	7.0	7	7	1	4
250	10	1	10	0.1	1.0	1.0	10.0	10	10	1	4
251	804	11	8844	0.014	0.191	0.233	15.64	1689	2058	108	4
252	3	286	858	95.333	0.406	0.427	87.0	348	366	4	2
253	1	18	18	18.0	0.944	1.0	17.0	17	18	1	2
254	1	7	7	7.0	1.0	1.0	7.0	7	7	1	2
255	1	117	117	117.0	0.393	1.0	5.75	46	117	8	2
256	1	77	77	77.0	0.403	1.0	5.17	31	77	6	2
257	1	40	40	40.0	0.875	1.0	11.67	35	40	3	2
258	1	28	28	28.0	0.964	1.0	27.0	27	28	1	2
259	1	35	35	35.0	0.829	1.0	9.67	29	35	3	2
260	1	14	14	14.0	0.571	1.0	2.0	8	14	4	2
261	1	23	23	23.0	0.826	1.0	19.0	19	23	1	2
262	1	19	19	19.0	0.684	1.0	4.33	13	19	3	2
263	1	79	79	79.0	0.608	1.0	6.86	48	79	7	2
264	1	11	11	11.0	0.727	1.0	4.0	8	11	2	2
265	1	98	98	98.0	0.939	1.0	30.67	92	98	3	2
266	1	13	13	13.0	0.692	1.0	3.0	9	13	3	2
267	1	17	17	17.0	0.824	1.0	4.67	14	17	3	2
268	1	15	15	15.0	0.867	1.0	6.5	13	15	2	2
269	9	13	117	1.444	0.103	0.752	4.0	12	88	3	2
270	6	7	42	1.167	0.238	0.69	10.0	10	29	1	2
271	1	37	37	37.0	0.811	1.0	6.0	30	37	5	2
272	1	46	46	46.0	0.239	1.0	1.38	11	46	8	2
273	1	42	42	42.0	0.31	1.0	2.6	13	42	5	2
274	2	176	352	88.0	0.528	0.605	31.0	186	213	6	2
275	1	17	17	17.0	0.882	1.0	7.5	15	17	2	2
276	1	39	39	39.0	0.897	1.0	8.75	35	39	4	2
277	1	44	44	44.0	0.909	1.0	20.0	40	44	2	2
278	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
279	1	36	36	36.0	0.583	1.0	4.2	21	36	5	2
280	1	17	17	17.0	0.765	1.0	6.5	13	17	2	2
281	2	14	28	7.0	0.286	0.821	8.0	8	23	1	2
282	3	183	549	61.0	0.488	0.577	29.78	268	317	9	2
283	1	29	29	29.0	1.0	1.0	29.0	29	29	1	2
284	1	14	14	14.0	0.929	1.0	13.0	13	14	1	2
285	11	1	11	0.091	1.0	1.0	11.0	11	11	1	4
286	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
287	14	1	14	0.071	1.0	1.0	14.0	14	14	1	4
288	23	1	23	0.043	1.0	1.0	23.0	23	23	1	4
289	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
290	15	1	15	0.067	1.0	1.0	15.0	15	15	1	4
291	7	1	7	0.143	1.0	1.0	7.0	7	7	1	4
292	10	1	10	0.1	1.0	1.0	10.0	10	10	1	4
293	804	11	8844	0.014	0.191	0.233	15.64	1689	2058	108	4
294	3	286	858	95.333	0.406	0.427	87.0	348	366	4	2
