	1	2	3	4	5	6	7	8	9	10	label
0	12	278	3336	23.167	0.11	0.144	15.91	366	479	23	2
1	1	22	22	22.0	0.955	1.0	21.0	21	22	1	2
2	1	54	54	54.0	0.944	1.0	17.0	51	54	3	2
3	1	16	16	16.0	1.0	1.0	16.0	16	16	1	2
4	1	413	413	413.0	0.998	1.0	412.0	412	413	1	2
5	1	15	15	15.0	0.867	1.0	13.0	13	15	1	2
6	1	180	180	180.0	0.983	1.0	88.5	177	180	2	2
7	1	22	22	22.0	0.818	1.0	4.5	18	22	4	2
8	1	11	11	11.0	1.0	1.0	11.0	11	11	1	2
9	1	7	7	7.0	1.0	1.0	7.0	7	7	1	2
10	1	10	10	10.0	0.8	1.0	4.0	8	10	2	2
11	37	1	37	0.027	1.0	1.0	37.0	37	37	1	2
12	1	379	379	379.0	0.963	1.0	60.83	365	379	6	2
13	1	14	14	14.0	0.643	1.0	3.0	9	14	3	2
14	2	16	32	8.0	0.25	0.531	2.67	8	17	3	2
15	1	19	19	19.0	0.579	1.0	3.67	11	19	3	2
16	1	136	136	136.0	0.963	1.0	32.75	131	136	4	2
17	1	11	11	11.0	0.909	1.0	10.0	10	11	1	2
18	1	12	12	12.0	0.75	1.0	9.0	9	12	1	2
19	1	14	14	14.0	0.643	1.0	4.5	9	14	2	2
20	1	15	15	15.0	0.733	1.0	3.67	11	15	3	2
21	1	14	14	14.0	1.0	1.0	14.0	14	14	1	2
22	1	104	104	104.0	0.971	1.0	50.5	101	104	2	2
23	1	29	29	29.0	0.931	1.0	13.5	27	29	2	2
24	1	78	78	78.0	0.949	1.0	24.67	74	78	3	2
25	4	9	36	2.25	0.611	0.611	22.0	22	22	1	2
26	1	36	36	36.0	0.583	1.0	5.25	21	36	4	2
27	1	18	18	18.0	0.5	1.0	3.0	9	18	3	2
28	1	117	117	117.0	0.974	1.0	38.0	114	117	3	2
29	1	47	47	47.0	0.532	1.0	25.0	25	47	1	2
30	7	1	7	0.143	1.0	1.0	7.0	7	7	1	2
31	1	52	52	52.0	0.962	1.0	25.0	50	52	2	2
32	25	169	4225	6.76	0.215	0.947	1.57	907	4000	579	2
33	31	1	31	0.032	1.0	1.0	31.0	31	31	1	4
34	8	1	8	0.125	1.0	1.0	8.0	8	8	1	4
35	12	1	12	0.083	1.0	1.0	12.0	12	12	1	4
36	12	1	12	0.083	1.0	1.0	12.0	12	12	1	4
37	9	1	9	0.111	1.0	1.0	9.0	9	9	1	4
38	9	1	9	0.111	1.0	1.0	9.0	9	9	1	4
39	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
40	47	1	47	0.021	1.0	1.0	47.0	47	47	1	4
41	16	1	16	0.063	1.0	1.0	16.0	16	16	1	4
42	12	278	3336	23.167	0.11	0.144	15.91	366	479	23	2
43	1	22	22	22.0	0.955	1.0	21.0	21	22	1	2
44	1	54	54	54.0	0.944	1.0	17.0	51	54	3	2
45	1	16	16	16.0	1.0	1.0	16.0	16	16	1	2
46	1	413	413	413.0	0.998	1.0	412.0	412	413	1	2
47	1	15	15	15.0	0.867	1.0	13.0	13	15	1	2
48	1	180	180	180.0	0.983	1.0	88.5	177	180	2	2
49	1	22	22	22.0	0.818	1.0	4.5	18	22	4	2
50	1	11	11	11.0	1.0	1.0	11.0	11	11	1	2
51	1	7	7	7.0	1.0	1.0	7.0	7	7	1	2
52	1	10	10	10.0	0.8	1.0	4.0	8	10	2	2
53	37	1	37	0.027	1.0	1.0	37.0	37	37	1	2
54	1	379	379	379.0	0.963	1.0	60.83	365	379	6	2
55	1	14	14	14.0	0.643	1.0	3.0	9	14	3	2
56	2	16	32	8.0	0.25	0.531	2.67	8	17	3	2
57	1	19	19	19.0	0.579	1.0	3.67	11	19	3	2
58	1	136	136	136.0	0.963	1.0	32.75	131	136	4	2
59	1	11	11	11.0	0.909	1.0	10.0	10	11	1	2
60	1	12	12	12.0	0.75	1.0	9.0	9	12	1	2
61	1	14	14	14.0	0.643	1.0	4.5	9	14	2	2
62	1	15	15	15.0	0.733	1.0	3.67	11	15	3	2
63	1	14	14	14.0	1.0	1.0	14.0	14	14	1	2
64	1	104	104	104.0	0.971	1.0	50.5	101	104	2	2
65	1	29	29	29.0	0.931	1.0	13.5	27	29	2	2
66	1	78	78	78.0	0.949	1.0	24.67	74	78	3	2
67	4	9	36	2.25	0.611	0.611	22.0	22	22	1	2
68	1	36	36	36.0	0.583	1.0	5.25	21	36	4	2
69	1	18	18	18.0	0.5	1.0	3.0	9	18	3	2
70	1	117	117	117.0	0.974	1.0	38.0	114	117	3	2
71	1	47	47	47.0	0.532	1.0	25.0	25	47	1	2
72	7	1	7	0.143	1.0	1.0	7.0	7	7	1	2
73	1	52	52	52.0	0.962	1.0	25.0	50	52	2	2
74	25	169	4225	6.76	0.215	0.947	1.57	907	4000	579	2
75	31	1	31	0.032	1.0	1.0	31.0	31	31	1	4
76	8	1	8	0.125	1.0	1.0	8.0	8	8	1	4
77	12	1	12	0.083	1.0	1.0	12.0	12	12	1	4
78	12	1	12	0.083	1.0	1.0	12.0	12	12	1	4
79	9	1	9	0.111	1.0	1.0	9.0	9	9	1	4
80	9	1	9	0.111	1.0	1.0	9.0	9	9	1	4
81	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
82	47	1	47	0.021	1.0	1.0	47.0	47	47	1	4
83	16	1	16	0.063	1.0	1.0	16.0	16	16	1	4
84	12	278	3336	23.167	0.11	0.144	15.91	366	479	23	2
85	1	22	22	22.0	0.955	1.0	21.0	21	22	1	2
86	1	54	54	54.0	0.944	1.0	17.0	51	54	3	2
87	1	16	16	16.0	1.0	1.0	16.0	16	16	1	2
88	1	413	413	413.0	0.998	1.0	412.0	412	413	1	2
89	1	15	15	15.0	0.867	1.0	13.0	13	15	1	2
90	1	180	180	180.0	0.983	1.0	88.5	177	180	2	2
91	1	22	22	22.0	0.818	1.0	4.5	18	22	4	2
92	1	11	11	11.0	1.0	1.0	11.0	11	11	1	2
93	1	7	7	7.0	1.0	1.0	7.0	7	7	1	2
94	1	10	10	10.0	0.8	1.0	4.0	8	10	2	2
95	37	1	37	0.027	1.0	1.0	37.0	37	37	1	2
96	1	379	379	379.0	0.963	1.0	60.83	365	379	6	2
97	1	14	14	14.0	0.643	1.0	3.0	9	14	3	2
98	2	16	32	8.0	0.25	0.531	2.67	8	17	3	2
99	1	19	19	19.0	0.579	1.0	3.67	11	19	3	2
100	1	136	136	136.0	0.963	1.0	32.75	131	136	4	2
101	1	11	11	11.0	0.909	1.0	10.0	10	11	1	2
102	1	12	12	12.0	0.75	1.0	9.0	9	12	1	2
103	1	14	14	14.0	0.643	1.0	4.5	9	14	2	2
104	1	15	15	15.0	0.733	1.0	3.67	11	15	3	2
105	1	14	14	14.0	1.0	1.0	14.0	14	14	1	2
106	1	104	104	104.0	0.971	1.0	50.5	101	104	2	2
107	1	29	29	29.0	0.931	1.0	13.5	27	29	2	2
108	1	78	78	78.0	0.949	1.0	24.67	74	78	3	2
109	4	9	36	2.25	0.611	0.611	22.0	22	22	1	2
110	1	36	36	36.0	0.583	1.0	5.25	21	36	4	2
111	1	18	18	18.0	0.5	1.0	3.0	9	18	3	2
112	1	117	117	117.0	0.974	1.0	38.0	114	117	3	2
113	1	47	47	47.0	0.532	1.0	25.0	25	47	1	2
114	7	1	7	0.143	1.0	1.0	7.0	7	7	1	2
115	1	52	52	52.0	0.962	1.0	25.0	50	52	2	2
116	25	169	4225	6.76	0.215	0.947	1.57	907	4000	579	2
117	31	1	31	0.032	1.0	1.0	31.0	31	31	1	4
118	8	1	8	0.125	1.0	1.0	8.0	8	8	1	4
119	12	1	12	0.083	1.0	1.0	12.0	12	12	1	4
120	12	1	12	0.083	1.0	1.0	12.0	12	12	1	4
121	9	1	9	0.111	1.0	1.0	9.0	9	9	1	4
122	9	1	9	0.111	1.0	1.0	9.0	9	9	1	4
123	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
124	47	1	47	0.021	1.0	1.0	47.0	47	47	1	4
125	16	1	16	0.063	1.0	1.0	16.0	16	16	1	4
126	12	278	3336	23.167	0.11	0.144	15.91	366	479	23	2
127	1	22	22	22.0	0.955	1.0	21.0	21	22	1	2
128	1	54	54	54.0	0.944	1.0	17.0	51	54	3	2
129	1	16	16	16.0	1.0	1.0	16.0	16	16	1	2
130	1	413	413	413.0	0.998	1.0	412.0	412	413	1	2
131	1	15	15	15.0	0.867	1.0	13.0	13	15	1	2
132	1	180	180	180.0	0.983	1.0	88.5	177	180	2	2
133	1	22	22	22.0	0.818	1.0	4.5	18	22	4	2
134	1	11	11	11.0	1.0	1.0	11.0	11	11	1	2
135	1	7	7	7.0	1.0	1.0	7.0	7	7	1	2
136	1	10	10	10.0	0.8	1.0	4.0	8	10	2	2
137	37	1	37	0.027	1.0	1.0	37.0	37	37	1	2
138	1	379	379	379.0	0.963	1.0	60.83	365	379	6	2
139	1	14	14	14.0	0.643	1.0	3.0	9	14	3	2
140	2	16	32	8.0	0.25	0.531	2.67	8	17	3	2
141	1	19	19	19.0	0.579	1.0	3.67	11	19	3	2
142	1	136	136	136.0	0.963	1.0	32.75	131	136	4	2
143	1	11	11	11.0	0.909	1.0	10.0	10	11	1	2
144	1	12	12	12.0	0.75	1.0	9.0	9	12	1	2
145	1	14	14	14.0	0.643	1.0	4.5	9	14	2	2
146	1	15	15	15.0	0.733	1.0	3.67	11	15	3	2
147	1	14	14	14.0	1.0	1.0	14.0	14	14	1	2
148	1	104	104	104.0	0.971	1.0	50.5	101	104	2	2
149	1	29	29	29.0	0.931	1.0	13.5	27	29	2	2
150	1	78	78	78.0	0.949	1.0	24.67	74	78	3	2
151	4	9	36	2.25	0.611	0.611	22.0	22	22	1	2
152	1	36	36	36.0	0.583	1.0	5.25	21	36	4	2
153	1	18	18	18.0	0.5	1.0	3.0	9	18	3	2
154	1	117	117	117.0	0.974	1.0	38.0	114	117	3	2
155	1	47	47	47.0	0.532	1.0	25.0	25	47	1	2
156	7	1	7	0.143	1.0	1.0	7.0	7	7	1	2
157	1	52	52	52.0	0.962	1.0	25.0	50	52	2	2
158	25	169	4225	6.76	0.215	0.947	1.57	907	4000	579	2
159	31	1	31	0.032	1.0	1.0	31.0	31	31	1	4
160	8	1	8	0.125	1.0	1.0	8.0	8	8	1	4
161	12	1	12	0.083	1.0	1.0	12.0	12	12	1	4
162	12	1	12	0.083	1.0	1.0	12.0	12	12	1	4
163	9	1	9	0.111	1.0	1.0	9.0	9	9	1	4
164	9	1	9	0.111	1.0	1.0	9.0	9	9	1	4
165	13	1	13	0.077	1.0	1.0	13.0	13	13	1	4
166	47	1	47	0.021	1.0	1.0	47.0	47	47	1	4
167	16	1	16	0.063	1.0	1.0	16.0	16	16	1	4
168	12	278	3336	23.167	0.11	0.144	15.91	366	479	23	2
169	1	22	22	22.0	0.955	1.0	21.0	21	22	1	2
170	1	54	54	54.0	0.944	1.0	17.0	51	54	3	2
171	1	16	16	16.0	1.0	1.0	16.0	16	16	1	2
172	1	413	413	413.0	0.998	1.0	412.0	412	413	1	2
173	1	15	15	15.0	0.867	1.0	13.0	13	15	1	2
174	1	180	180	180.0	0.983	1.0	88.5	177	180	2	2
175	1	22	22	22.0	0.818	1.0	4.5	18	22	4	2
176	1	11	11	11.0	1.0	1.0	11.0	11	11	1	2
177	1	7	7	7.0	1.0	1.0	7.0	7	7	1	2
178	1	10	10	10.0	0.8	1.0	4.0	8	10	2	2
179	37	1	37	0.027	1.0	1.0	37.0	37	37	1	2
180	1	379	379	379.0	0.963	1.0	60.83	365	379	6	2
181	1	14	14	14.0	0.643	1.0	3.0	9	14	3	2
182	2	16	32	8.0	0.25	0.531	2.67	8	17	3	2
183	1	19	19	19.0	0.579	1.0	3.67	11	19	3	2
