	1	2	3	4	5	6	7	8	label
0	2	0.44	0.365	0.125	0.516	0.2155	0.114	0.155	10
1	2	0.43	0.35	0.11	0.406	0.1675	0.081	0.135	10
2	1	0.535	0.405	0.145	0.6845	0.2725	0.171	0.205	10
3	1	0.47	0.355	0.1	0.4755	0.1675	0.0805	0.185	10
4	1	0.44	0.34	0.1	0.451	0.188	0.087	0.13	10
5	3	0.38	0.275	0.1	0.2255	0.08	0.049	0.085	10
6	1	0.615	0.48	0.165	1.1615	0.513	0.301	0.305	10
7	2	0.58	0.47	0.165	0.9975	0.3935	0.242	0.33	10
8	3	0.24	0.175	0.045	0.07	0.0315	0.0235	0.02	5
9	3	0.205	0.15	0.055	0.042	0.0255	0.015	0.012	5
10	2	0.485	0.36	0.13	0.5415	0.2595	0.096	0.16	10
11	1	0.47	0.36	0.12	0.4775	0.2105	0.1055	0.15	10
12	1	0.53	0.41	0.13	0.6965	0.302	0.1935	0.2	10
13	1	0.475	0.39	0.12	0.5305	0.2135	0.1155	0.17	10
14	1	0.6	0.47	0.15	0.922	0.363	0.194	0.305	10
15	2	0.56	0.44	0.16	0.8645	0.3305	0.2075	0.26	10
16	1	0.625	0.495	0.165	1.262	0.507	0.318	0.39	10
17	1	0.475	0.375	0.125	0.5785	0.2775	0.085	0.155	10
18	2	0.53	0.415	0.14	0.724	0.3105	0.1675	0.205	10
19	1	0.5	0.4	0.125	0.6675	0.261	0.1315	0.22	10
20	2	0.44	0.34	0.105	0.402	0.1305	0.0955	0.165	10
21	3	0.27	0.195	0.06	0.073	0.0285	0.0235	0.03	5
22	1	0.565	0.445	0.155	0.826	0.341	0.2055	0.2475	10
23	1	0.55	0.45	0.145	0.741	0.295	0.1435	0.2665	10
24	2	0.475	0.375	0.13	0.5175	0.2075	0.1165	0.17	10
25	1	0.49	0.38	0.125	0.549	0.245	0.1075	0.174	10
26	2	0.46	0.35	0.12	0.515	0.224	0.108	0.1565	10
27	3	0.175	0.13	0.055	0.0315	0.0105	0.0065	0.0125	5
28	1	0.635	0.515	0.19	1.3715	0.5065	0.305	0.45	10
29	1	0.605	0.485	0.16	1.0565	0.37	0.2355	0.355	10
30	2	0.515	0.405	0.13	0.722	0.32	0.131	0.21	10
31	3	0.235	0.16	0.04	0.048	0.0185	0.018	0.015	5
