	1	2	3	4	5	6	7	8	9	10	label
0	7	13	91	1.857	0.154	0.484	2.0	14	44	7	5
1	4	7	28	1.75	0.286	1.0	2.0	8	28	4	5
2	4	5	20	1.25	0.35	0.8	2.33	7	16	3	5
3	5	3	15	0.6	0.467	0.6	3.5	7	9	2	5
4	5	9	45	1.8	0.178	0.533	1.6	8	24	5	5
5	100	49	4900	0.49	0.093	0.4	1.77	458	1958	259	5
6	16	30	480	1.875	0.133	0.471	2.29	64	226	28	5
7	10	7	70	0.7	0.157	0.6	1.57	11	42	7	5
8	6	5	30	0.833	0.233	0.633	1.75	7	19	4	5
9	6	12	72	2.0	0.139	0.514	1.43	10	37	7	5
10	81	49	3969	0.605	0.113	0.398	2.26	449	1580	199	5
11	6	6	36	1.0	0.194	0.417	3.5	7	15	2	5
12	83	149	12367	1.795	0.388	0.472	28.77	4804	5838	167	3
13	95	93	8835	0.979	0.675	0.902	3.63	5966	7968	1644	3
14	93	104	9672	1.118	0.451	0.611	4.25	4366	5908	1028	3
15	7	13	91	1.857	0.154	0.484	2.0	14	44	7	5
16	4	7	28	1.75	0.286	1.0	2.0	8	28	4	5
17	4	5	20	1.25	0.35	0.8	2.33	7	16	3	5
18	5	3	15	0.6	0.467	0.6	3.5	7	9	2	5
19	5	9	45	1.8	0.178	0.533	1.6	8	24	5	5
20	100	49	4900	0.49	0.093	0.4	1.77	458	1958	259	5
21	16	30	480	1.875	0.133	0.471	2.29	64	226	28	5
22	10	7	70	0.7	0.157	0.6	1.57	11	42	7	5
23	6	5	30	0.833	0.233	0.633	1.75	7	19	4	5
24	6	12	72	2.0	0.139	0.514	1.43	10	37	7	5
25	81	49	3969	0.605	0.113	0.398	2.26	449	1580	199	5
26	6	6	36	1.0	0.194	0.417	3.5	7	15	2	5
27	83	149	12367	1.795	0.388	0.472	28.77	4804	5838	167	3
28	95	93	8835	0.979	0.675	0.902	3.63	5966	7968	1644	3
29	93	104	9672	1.118	0.451	0.611	4.25	4366	5908	1028	3
30	7	13	91	1.857	0.154	0.484	2.0	14	44	7	5
31	4	7	28	1.75	0.286	1.0	2.0	8	28	4	5
32	4	5	20	1.25	0.35	0.8	2.33	7	16	3	5
33	5	3	15	0.6	0.467	0.6	3.5	7	9	2	5
34	5	9	45	1.8	0.178	0.533	1.6	8	24	5	5
35	100	49	4900	0.49	0.093	0.4	1.77	458	1958	259	5
36	16	30	480	1.875	0.133	0.471	2.29	64	226	28	5
37	10	7	70	0.7	0.157	0.6	1.57	11	42	7	5
38	6	5	30	0.833	0.233	0.633	1.75	7	19	4	5
39	6	12	72	2.0	0.139	0.514	1.43	10	37	7	5
40	81	49	3969	0.605	0.113	0.398	2.26	449	1580	199	5
41	6	6	36	1.0	0.194	0.417	3.5	7	15	2	5
42	83	149	12367	1.795	0.388	0.472	28.77	4804	5838	167	3
43	95	93	8835	0.979	0.675	0.902	3.63	5966	7968	1644	3
44	93	104	9672	1.118	0.451	0.611	4.25	4366	5908	1028	3
45	7	13	91	1.857	0.154	0.484	2.0	14	44	7	5
46	4	7	28	1.75	0.286	1.0	2.0	8	28	4	5
47	4	5	20	1.25	0.35	0.8	2.33	7	16	3	5
48	5	3	15	0.6	0.467	0.6	3.5	7	9	2	5
49	5	9	45	1.8	0.178	0.533	1.6	8	24	5	5
50	100	49	4900	0.49	0.093	0.4	1.77	458	1958	259	5
51	16	30	480	1.875	0.133	0.471	2.29	64	226	28	5
52	10	7	70	0.7	0.157	0.6	1.57	11	42	7	5
53	6	5	30	0.833	0.233	0.633	1.75	7	19	4	5
54	6	12	72	2.0	0.139	0.514	1.43	10	37	7	5
55	81	49	3969	0.605	0.113	0.398	2.26	449	1580	199	5
56	6	6	36	1.0	0.194	0.417	3.5	7	15	2	5
57	83	149	12367	1.795	0.388	0.472	28.77	4804	5838	167	3
58	95	93	8835	0.979	0.675	0.902	3.63	5966	7968	1644	3
59	93	104	9672	1.118	0.451	0.611	4.25	4366	5908	1028	3
