	1	2	3	4	5	6	7	8	9	10	label
0	54	357	19278	6.611	0.299	0.655	6.4	5766	12626	901	5
1	54	357	19278	6.611	0.324	0.644	6.22	6238	12422	1003	5
2	83	315	26145	3.795	0.295	0.594	9.21	7725	15523	839	5
3	83	326	27058	3.928	0.286	0.671	7.55	7741	18149	1025	5
4	83	314	26062	3.783	0.282	0.619	8.77	7353	16139	838	5
5	197	198	39006	1.005	0.273	0.332	46.93	10654	12964	227	5
6	160	286	45760	1.788	0.201	0.226	55.42	9199	10347	166	5
7	91	285	25935	3.132	0.158	0.165	113.89	4100	4287	36	5
8	118	105	12390	0.89	0.052	0.105	3.33	642	1296	193	5
9	158	167	26386	1.057	0.16	0.276	8.24	4213	7279	511	5
10	11	48	528	4.364	0.237	0.39	7.35	125	206	17	5
11	65	50	3250	0.769	0.454	0.487	245.83	1475	1582	6	3
12	63	79	4977	1.254	0.338	0.345	186.78	1681	1718	9	3
13	54	357	19278	6.611	0.299	0.655	6.4	5766	12626	901	5
14	54	357	19278	6.611	0.324	0.644	6.22	6238	12422	1003	5
15	83	315	26145	3.795	0.295	0.594	9.21	7725	15523	839	5
16	83	326	27058	3.928	0.286	0.671	7.55	7741	18149	1025	5
17	83	314	26062	3.783	0.282	0.619	8.77	7353	16139	838	5
18	197	198	39006	1.005	0.273	0.332	46.93	10654	12964	227	5
19	160	286	45760	1.788	0.201	0.226	55.42	9199	10347	166	5
20	91	285	25935	3.132	0.158	0.165	113.89	4100	4287	36	5
21	118	105	12390	0.89	0.052	0.105	3.33	642	1296	193	5
22	158	167	26386	1.057	0.16	0.276	8.24	4213	7279	511	5
23	11	48	528	4.364	0.237	0.39	7.35	125	206	17	5
24	65	50	3250	0.769	0.454	0.487	245.83	1475	1582	6	3
25	63	79	4977	1.254	0.338	0.345	186.78	1681	1718	9	3
26	54	357	19278	6.611	0.299	0.655	6.4	5766	12626	901	5
27	54	357	19278	6.611	0.324	0.644	6.22	6238	12422	1003	5
28	83	315	26145	3.795	0.295	0.594	9.21	7725	15523	839	5
29	83	326	27058	3.928	0.286	0.671	7.55	7741	18149	1025	5
30	83	314	26062	3.783	0.282	0.619	8.77	7353	16139	838	5
31	197	198	39006	1.005	0.273	0.332	46.93	10654	12964	227	5
32	160	286	45760	1.788	0.201	0.226	55.42	9199	10347	166	5
33	91	285	25935	3.132	0.158	0.165	113.89	4100	4287	36	5
34	118	105	12390	0.89	0.052	0.105	3.33	642	1296	193	5
35	158	167	26386	1.057	0.16	0.276	8.24	4213	7279	511	5
36	11	48	528	4.364	0.237	0.39	7.35	125	206	17	5
37	65	50	3250	0.769	0.454	0.487	245.83	1475	1582	6	3
38	63	79	4977	1.254	0.338	0.345	186.78	1681	1718	9	3
39	54	357	19278	6.611	0.299	0.655	6.4	5766	12626	901	5
40	54	357	19278	6.611	0.324	0.644	6.22	6238	12422	1003	5
41	83	315	26145	3.795	0.295	0.594	9.21	7725	15523	839	5
42	83	326	27058	3.928	0.286	0.671	7.55	7741	18149	1025	5
43	83	314	26062	3.783	0.282	0.619	8.77	7353	16139	838	5
44	197	198	39006	1.005	0.273	0.332	46.93	10654	12964	227	5
45	160	286	45760	1.788	0.201	0.226	55.42	9199	10347	166	5
46	91	285	25935	3.132	0.158	0.165	113.89	4100	4287	36	5
47	118	105	12390	0.89	0.052	0.105	3.33	642	1296	193	5
48	158	167	26386	1.057	0.16	0.276	8.24	4213	7279	511	5
49	11	48	528	4.364	0.237	0.39	7.35	125	206	17	5
50	65	50	3250	0.769	0.454	0.487	245.83	1475	1582	6	3
51	63	79	4977	1.254	0.338	0.345	186.78	1681	1718	9	3
52	54	357	19278	6.611	0.299	0.655	6.4	5766	12626	901	5
53	54	357	19278	6.611	0.324	0.644	6.22	6238	12422	1003	5
54	83	315	26145	3.795	0.295	0.594	9.21	7725	15523	839	5
55	83	326	27058	3.928	0.286	0.671	7.55	7741	18149	1025	5
56	83	314	26062	3.783	0.282	0.619	8.77	7353	16139	838	5
57	197	198	39006	1.005	0.273	0.332	46.93	10654	12964	227	5
58	160	286	45760	1.788	0.201	0.226	55.42	9199	10347	166	5
59	91	285	25935	3.132	0.158	0.165	113.89	4100	4287	36	5
60	118	105	12390	0.89	0.052	0.105	3.33	642	1296	193	5
61	158	167	26386	1.057	0.16	0.276	8.24	4213	7279	511	5
62	11	48	528	4.364	0.237	0.39	7.35	125	206	17	5
63	65	50	3250	0.769	0.454	0.487	245.83	1475	1582	6	3
64	63	79	4977	1.254	0.338	0.345	186.78	1681	1718	9	3
65	54	357	19278	6.611	0.299	0.655	6.4	5766	12626	901	5
66	54	357	19278	6.611	0.324	0.644	6.22	6238	12422	1003	5
67	83	315	26145	3.795	0.295	0.594	9.21	7725	15523	839	5
68	83	326	27058	3.928	0.286	0.671	7.55	7741	18149	1025	5
69	83	314	26062	3.783	0.282	0.619	8.77	7353	16139	838	5
70	197	198	39006	1.005	0.273	0.332	46.93	10654	12964	227	5
71	160	286	45760	1.788	0.201	0.226	55.42	9199	10347	166	5
72	91	285	25935	3.132	0.158	0.165	113.89	4100	4287	36	5
73	118	105	12390	0.89	0.052	0.105	3.33	642	1296	193	5
74	158	167	26386	1.057	0.16	0.276	8.24	4213	7279	511	5
75	11	48	528	4.364	0.237	0.39	7.35	125	206	17	5
76	65	50	3250	0.769	0.454	0.487	245.83	1475	1582	6	3
77	63	79	4977	1.254	0.338	0.345	186.78	1681	1718	9	3
78	54	357	19278	6.611	0.299	0.655	6.4	5766	12626	901	5
79	54	357	19278	6.611	0.324	0.644	6.22	6238	12422	1003	5
80	83	315	26145	3.795	0.295	0.594	9.21	7725	15523	839	5
81	83	326	27058	3.928	0.286	0.671	7.55	7741	18149	1025	5
82	83	314	26062	3.783	0.282	0.619	8.77	7353	16139	838	5
83	197	198	39006	1.005	0.273	0.332	46.93	10654	12964	227	5
84	160	286	45760	1.788	0.201	0.226	55.42	9199	10347	166	5
85	91	285	25935	3.132	0.158	0.165	113.89	4100	4287	36	5
86	118	105	12390	0.89	0.052	0.105	3.33	642	1296	193	5
87	158	167	26386	1.057	0.16	0.276	8.24	4213	7279	511	5
88	11	48	528	4.364	0.237	0.39	7.35	125	206	17	5
89	65	50	3250	0.769	0.454	0.487	245.83	1475	1582	6	3
90	63	79	4977	1.254	0.338	0.345	186.78	1681	1718	9	3
91	54	357	19278	6.611	0.299	0.655	6.4	5766	12626	901	5
92	54	357	19278	6.611	0.324	0.644	6.22	6238	12422	1003	5
93	83	315	26145	3.795	0.295	0.594	9.21	7725	15523	839	5
94	83	326	27058	3.928	0.286	0.671	7.55	7741	18149	1025	5
95	83	314	26062	3.783	0.282	0.619	8.77	7353	16139	838	5
