	1	2	3	4	5	6	7	8	9	10	label
0	68	34	2312	0.5	0.224	0.526	2.44	519	1215	213	5
1	67	30	2010	0.448	0.169	0.46	2.26	339	924	150	5
2	20	39	780	1.95	0.14	0.405	3.21	109	316	34	5
3	6	17	102	2.833	0.137	0.627	2.8	14	64	5	5
4	37	20	740	0.541	0.131	0.193	4.22	97	143	23	5
5	34	25	850	0.735	0.256	0.534	2.06	218	454	106	5
6	34	27	918	0.794	0.219	0.554	3.09	201	509	65	5
7	36	43	1548	1.194	0.117	0.183	3.07	181	283	59	5
8	16	29	464	1.813	0.144	0.496	2.58	67	230	26	5
9	86	67	5762	0.779	0.164	0.935	2.37	947	5386	399	5
10	101	99	9999	0.98	0.14	0.778	2.02	1398	7780	691	5
11	163	161	26243	0.988	0.523	0.897	8.4	13725	23547	1634	3
12	186	469	87234	2.522	0.378	0.529	22.29	33017	46133	1481	3
13	187	141	26367	0.754	0.415	0.884	4.69	10947	23301	2333	3
14	68	34	2312	0.5	0.224	0.526	2.44	519	1215	213	5
15	67	30	2010	0.448	0.169	0.46	2.26	339	924	150	5
16	20	39	780	1.95	0.14	0.405	3.21	109	316	34	5
17	6	17	102	2.833	0.137	0.627	2.8	14	64	5	5
18	37	20	740	0.541	0.131	0.193	4.22	97	143	23	5
19	34	25	850	0.735	0.256	0.534	2.06	218	454	106	5
20	34	27	918	0.794	0.219	0.554	3.09	201	509	65	5
21	36	43	1548	1.194	0.117	0.183	3.07	181	283	59	5
22	16	29	464	1.813	0.144	0.496	2.58	67	230	26	5
23	86	67	5762	0.779	0.164	0.935	2.37	947	5386	399	5
24	101	99	9999	0.98	0.14	0.778	2.02	1398	7780	691	5
25	163	161	26243	0.988	0.523	0.897	8.4	13725	23547	1634	3
26	186	469	87234	2.522	0.378	0.529	22.29	33017	46133	1481	3
27	187	141	26367	0.754	0.415	0.884	4.69	10947	23301	2333	3
28	68	34	2312	0.5	0.224	0.526	2.44	519	1215	213	5
29	67	30	2010	0.448	0.169	0.46	2.26	339	924	150	5
30	20	39	780	1.95	0.14	0.405	3.21	109	316	34	5
31	6	17	102	2.833	0.137	0.627	2.8	14	64	5	5
32	37	20	740	0.541	0.131	0.193	4.22	97	143	23	5
33	34	25	850	0.735	0.256	0.534	2.06	218	454	106	5
34	34	27	918	0.794	0.219	0.554	3.09	201	509	65	5
35	36	43	1548	1.194	0.117	0.183	3.07	181	283	59	5
36	16	29	464	1.813	0.144	0.496	2.58	67	230	26	5
37	86	67	5762	0.779	0.164	0.935	2.37	947	5386	399	5
38	101	99	9999	0.98	0.14	0.778	2.02	1398	7780	691	5
39	163	161	26243	0.988	0.523	0.897	8.4	13725	23547	1634	3
40	186	469	87234	2.522	0.378	0.529	22.29	33017	46133	1481	3
41	187	141	26367	0.754	0.415	0.884	4.69	10947	23301	2333	3
42	68	34	2312	0.5	0.224	0.526	2.44	519	1215	213	5
43	67	30	2010	0.448	0.169	0.46	2.26	339	924	150	5
44	20	39	780	1.95	0.14	0.405	3.21	109	316	34	5
45	6	17	102	2.833	0.137	0.627	2.8	14	64	5	5
46	37	20	740	0.541	0.131	0.193	4.22	97	143	23	5
47	34	25	850	0.735	0.256	0.534	2.06	218	454	106	5
48	34	27	918	0.794	0.219	0.554	3.09	201	509	65	5
49	36	43	1548	1.194	0.117	0.183	3.07	181	283	59	5
50	16	29	464	1.813	0.144	0.496	2.58	67	230	26	5
51	86	67	5762	0.779	0.164	0.935	2.37	947	5386	399	5
52	101	99	9999	0.98	0.14	0.778	2.02	1398	7780	691	5
53	163	161	26243	0.988	0.523	0.897	8.4	13725	23547	1634	3
54	186	469	87234	2.522	0.378	0.529	22.29	33017	46133	1481	3
55	187	141	26367	0.754	0.415	0.884	4.69	10947	23301	2333	3
56	68	34	2312	0.5	0.224	0.526	2.44	519	1215	213	5
57	67	30	2010	0.448	0.169	0.46	2.26	339	924	150	5
58	20	39	780	1.95	0.14	0.405	3.21	109	316	34	5
59	6	17	102	2.833	0.137	0.627	2.8	14	64	5	5
60	37	20	740	0.541	0.131	0.193	4.22	97	143	23	5
61	34	25	850	0.735	0.256	0.534	2.06	218	454	106	5
