	1	2	3	4	5	6	7	8	9	10	label
0	9	17	153	1.889	0.144	0.458	3.14	22	70	7	5
1	4	8	32	2.0	0.344	0.531	5.5	11	17	2	5
2	85	69	5865	0.812	0.165	0.441	1.44	969	2588	674	5
3	13	13	169	1.0	0.124	0.45	3.5	21	76	6	5
4	14	19	266	1.357	0.128	0.541	2.83	34	144	12	5
5	14	19	266	1.357	0.113	0.504	30.0	30	134	1	5
6	15	14	210	0.933	0.11	0.338	1.92	23	71	12	5
7	7	24	168	3.429	0.101	0.298	1.89	17	50	9	5
8	5	12	60	2.4	0.133	0.267	4.0	8	16	2	5
9	8	5	40	0.625	0.275	0.45	3.67	11	18	3	5
10	4	5	20	1.25	0.35	0.8	2.33	7	16	3	5
11	7	15	105	2.143	0.114	0.295	2.4	12	31	5	5
12	29	32	928	1.103	0.476	0.72	7.25	442	668	61	3
13	29	32	928	1.103	0.432	0.689	6.27	401	639	64	3
14	153	158	24174	1.033	0.587	0.641	46.95	14180	15491	302	3
15	9	17	153	1.889	0.144	0.458	3.14	22	70	7	5
16	4	8	32	2.0	0.344	0.531	5.5	11	17	2	5
17	85	69	5865	0.812	0.165	0.441	1.44	969	2588	674	5
18	13	13	169	1.0	0.124	0.45	3.5	21	76	6	5
19	14	19	266	1.357	0.128	0.541	2.83	34	144	12	5
20	14	19	266	1.357	0.113	0.504	30.0	30	134	1	5
21	15	14	210	0.933	0.11	0.338	1.92	23	71	12	5
22	7	24	168	3.429	0.101	0.298	1.89	17	50	9	5
23	5	12	60	2.4	0.133	0.267	4.0	8	16	2	5
24	8	5	40	0.625	0.275	0.45	3.67	11	18	3	5
25	4	5	20	1.25	0.35	0.8	2.33	7	16	3	5
26	7	15	105	2.143	0.114	0.295	2.4	12	31	5	5
27	29	32	928	1.103	0.476	0.72	7.25	442	668	61	3
28	29	32	928	1.103	0.432	0.689	6.27	401	639	64	3
29	153	158	24174	1.033	0.587	0.641	46.95	14180	15491	302	3
30	9	17	153	1.889	0.144	0.458	3.14	22	70	7	5
31	4	8	32	2.0	0.344	0.531	5.5	11	17	2	5
32	85	69	5865	0.812	0.165	0.441	1.44	969	2588	674	5
33	13	13	169	1.0	0.124	0.45	3.5	21	76	6	5
34	14	19	266	1.357	0.128	0.541	2.83	34	144	12	5
35	14	19	266	1.357	0.113	0.504	30.0	30	134	1	5
36	15	14	210	0.933	0.11	0.338	1.92	23	71	12	5
37	7	24	168	3.429	0.101	0.298	1.89	17	50	9	5
38	5	12	60	2.4	0.133	0.267	4.0	8	16	2	5
39	8	5	40	0.625	0.275	0.45	3.67	11	18	3	5
40	4	5	20	1.25	0.35	0.8	2.33	7	16	3	5
41	7	15	105	2.143	0.114	0.295	2.4	12	31	5	5
42	29	32	928	1.103	0.476	0.72	7.25	442	668	61	3
43	29	32	928	1.103	0.432	0.689	6.27	401	639	64	3
44	153	158	24174	1.033	0.587	0.641	46.95	14180	15491	302	3
45	9	17	153	1.889	0.144	0.458	3.14	22	70	7	5
46	4	8	32	2.0	0.344	0.531	5.5	11	17	2	5
47	85	69	5865	0.812	0.165	0.441	1.44	969	2588	674	5
48	13	13	169	1.0	0.124	0.45	3.5	21	76	6	5
49	14	19	266	1.357	0.128	0.541	2.83	34	144	12	5
50	14	19	266	1.357	0.113	0.504	30.0	30	134	1	5
51	15	14	210	0.933	0.11	0.338	1.92	23	71	12	5
52	7	24	168	3.429	0.101	0.298	1.89	17	50	9	5
53	5	12	60	2.4	0.133	0.267	4.0	8	16	2	5
54	8	5	40	0.625	0.275	0.45	3.67	11	18	3	5
55	4	5	20	1.25	0.35	0.8	2.33	7	16	3	5
56	7	15	105	2.143	0.114	0.295	2.4	12	31	5	5
57	29	32	928	1.103	0.476	0.72	7.25	442	668	61	3
58	29	32	928	1.103	0.432	0.689	6.27	401	639	64	3
59	153	158	24174	1.033	0.587	0.641	46.95	14180	15491	302	3
60	9	17	153	1.889	0.144	0.458	3.14	22	70	7	5
61	4	8	32	2.0	0.344	0.531	5.5	11	17	2	5
62	85	69	5865	0.812	0.165	0.441	1.44	969	2588	674	5
