	1	2	3	4	5	6	7	8	9	10	label
0	30	60	1800	2.0	0.154	0.457	1.85	278	823	150	5
1	32	106	3392	3.313	0.198	0.395	4.56	671	1341	147	5
2	32	350	11200	10.938	0.142	0.402	3.96	1588	4497	401	5
3	31	105	3255	3.387	0.242	0.456	4.89	787	1485	161	5
4	31	105	3255	3.387	0.224	0.417	5.35	728	1358	136	5
5	31	37	1147	1.194	0.189	0.555	2.07	217	637	105	5
6	28	61	1708	2.179	0.172	0.509	1.97	294	870	149	5
7	30	61	1830	2.033	0.157	0.483	1.88	288	884	153	5
8	29	61	1769	2.103	0.121	0.431	1.78	214	762	120	5
9	83	277	22991	3.337	0.18	0.365	6.86	4138	8387	603	5
10	83	314	26062	3.783	0.298	0.671	8.75	7772	17482	888	5
11	64	73	4672	1.141	0.403	0.445	72.38	1882	2077	26	3
12	63	66	4158	1.048	0.491	0.591	44.37	2041	2458	46	3
13	30	60	1800	2.0	0.154	0.457	1.85	278	823	150	5
14	32	106	3392	3.313	0.198	0.395	4.56	671	1341	147	5
15	32	350	11200	10.938	0.142	0.402	3.96	1588	4497	401	5
16	31	105	3255	3.387	0.242	0.456	4.89	787	1485	161	5
17	31	105	3255	3.387	0.224	0.417	5.35	728	1358	136	5
18	31	37	1147	1.194	0.189	0.555	2.07	217	637	105	5
19	28	61	1708	2.179	0.172	0.509	1.97	294	870	149	5
20	30	61	1830	2.033	0.157	0.483	1.88	288	884	153	5
21	29	61	1769	2.103	0.121	0.431	1.78	214	762	120	5
22	83	277	22991	3.337	0.18	0.365	6.86	4138	8387	603	5
23	83	314	26062	3.783	0.298	0.671	8.75	7772	17482	888	5
24	64	73	4672	1.141	0.403	0.445	72.38	1882	2077	26	3
25	63	66	4158	1.048	0.491	0.591	44.37	2041	2458	46	3
26	30	60	1800	2.0	0.154	0.457	1.85	278	823	150	5
27	32	106	3392	3.313	0.198	0.395	4.56	671	1341	147	5
28	32	350	11200	10.938	0.142	0.402	3.96	1588	4497	401	5
29	31	105	3255	3.387	0.242	0.456	4.89	787	1485	161	5
