	1	2	3	4	5	6	7	8	9	10	label
0	48	402	19296	8.375	0.055	0.094	4.13	1058	1814	256	5
1	304	463	140752	1.523	0.063	0.121	3.91	8898	17081	2273	5
2	306	465	142290	1.52	0.055	0.123	2.69	7861	17452	2925	5
3	45	79	3555	1.756	0.087	0.195	4.81	308	693	64	5
4	311	463	143993	1.489	0.088	0.16	3.93	12631	23092	3212	5
5	12	146	1752	12.167	0.091	0.128	26.67	160	225	6	5
6	212	464	98368	2.189	0.052	0.07	11.84	5066	6884	428	5
7	8	16	128	2.0	0.156	0.859	5.0	20	110	4	5
8	9	10	90	1.111	0.144	0.522	6.5	13	47	2	5
9	52	461	23972	8.865	0.192	0.248	11.52	4607	5938	400	5
10	38	70	2660	1.842	0.059	0.062	19.63	157	165	8	5
11	36	172	6192	4.778	0.128	0.337	4.84	793	2086	164	5
12	28	31	868	1.107	0.492	0.745	7.49	427	647	57	3
13	28	32	896	1.143	0.481	0.742	7.43	431	665	58	3
14	29	31	899	1.069	0.463	0.726	6.93	416	653	60	3
15	48	402	19296	8.375	0.055	0.094	4.13	1058	1814	256	5
16	304	463	140752	1.523	0.063	0.121	3.91	8898	17081	2273	5
17	306	465	142290	1.52	0.055	0.123	2.69	7861	17452	2925	5
18	45	79	3555	1.756	0.087	0.195	4.81	308	693	64	5
19	311	463	143993	1.489	0.088	0.16	3.93	12631	23092	3212	5
20	12	146	1752	12.167	0.091	0.128	26.67	160	225	6	5
21	212	464	98368	2.189	0.052	0.07	11.84	5066	6884	428	5
22	8	16	128	2.0	0.156	0.859	5.0	20	110	4	5
23	9	10	90	1.111	0.144	0.522	6.5	13	47	2	5
24	52	461	23972	8.865	0.192	0.248	11.52	4607	5938	400	5
25	38	70	2660	1.842	0.059	0.062	19.63	157	165	8	5
26	36	172	6192	4.778	0.128	0.337	4.84	793	2086	164	5
27	28	31	868	1.107	0.492	0.745	7.49	427	647	57	3
28	28	32	896	1.143	0.481	0.742	7.43	431	665	58	3
