	1	2	3	4	5	6	7	8	9	10	label
0	8	4	32	0.5	0.438	0.594	7.0	14	19	2	5
1	17	9	153	0.529	0.209	0.497	1.88	32	76	17	5
2	5	4	20	0.8	0.45	0.65	4.5	9	13	2	5
3	9	4	36	0.444	0.25	0.75	9.0	9	27	1	5
4	12	4	48	0.333	0.292	1.0	2.0	14	48	7	5
5	6	5	30	0.833	0.367	1.0	2.2	11	30	5	5
6	6	13	78	2.167	0.103	0.449	4.0	8	35	2	5
7	4	11	44	2.75	0.159	0.932	1.75	7	41	4	5
8	54	48	2592	0.889	0.143	0.264	6.85	370	685	54	5
9	53	48	2544	0.906	0.157	0.269	7.84	400	685	51	5
10	52	48	2496	0.923	0.138	0.248	7.67	345	619	45	5
11	166	472	78352	2.843	0.359	0.547	17.12	28093	42821	1641	3
12	174	471	81954	2.707	0.339	0.433	15.84	27820	35499	1756	3
13	72	96	6912	1.333	0.488	0.582	15.69	3374	4025	215	3
14	8	4	32	0.5	0.438	0.594	7.0	14	19	2	5
15	17	9	153	0.529	0.209	0.497	1.88	32	76	17	5
16	5	4	20	0.8	0.45	0.65	4.5	9	13	2	5
17	9	4	36	0.444	0.25	0.75	9.0	9	27	1	5
18	12	4	48	0.333	0.292	1.0	2.0	14	48	7	5
19	6	5	30	0.833	0.367	1.0	2.2	11	30	5	5
20	6	13	78	2.167	0.103	0.449	4.0	8	35	2	5
21	4	11	44	2.75	0.159	0.932	1.75	7	41	4	5
22	54	48	2592	0.889	0.143	0.264	6.85	370	685	54	5
23	53	48	2544	0.906	0.157	0.269	7.84	400	685	51	5
24	52	48	2496	0.923	0.138	0.248	7.67	345	619	45	5
25	166	472	78352	2.843	0.359	0.547	17.12	28093	42821	1641	3
26	174	471	81954	2.707	0.339	0.433	15.84	27820	35499	1756	3
27	72	96	6912	1.333	0.488	0.582	15.69	3374	4025	215	3
28	8	4	32	0.5	0.438	0.594	7.0	14	19	2	5
29	17	9	153	0.529	0.209	0.497	1.88	32	76	17	5
30	5	4	20	0.8	0.45	0.65	4.5	9	13	2	5
31	9	4	36	0.444	0.25	0.75	9.0	9	27	1	5
32	12	4	48	0.333	0.292	1.0	2.0	14	48	7	5
33	6	5	30	0.833	0.367	1.0	2.2	11	30	5	5
34	6	13	78	2.167	0.103	0.449	4.0	8	35	2	5
35	4	11	44	2.75	0.159	0.932	1.75	7	41	4	5
36	54	48	2592	0.889	0.143	0.264	6.85	370	685	54	5
37	53	48	2544	0.906	0.157	0.269	7.84	400	685	51	5
38	52	48	2496	0.923	0.138	0.248	7.67	345	619	45	5
39	166	472	78352	2.843	0.359	0.547	17.12	28093	42821	1641	3
40	174	471	81954	2.707	0.339	0.433	15.84	27820	35499	1756	3
41	72	96	6912	1.333	0.488	0.582	15.69	3374	4025	215	3
42	8	4	32	0.5	0.438	0.594	7.0	14	19	2	5
43	17	9	153	0.529	0.209	0.497	1.88	32	76	17	5
44	5	4	20	0.8	0.45	0.65	4.5	9	13	2	5
45	9	4	36	0.444	0.25	0.75	9.0	9	27	1	5
46	12	4	48	0.333	0.292	1.0	2.0	14	48	7	5
47	6	5	30	0.833	0.367	1.0	2.2	11	30	5	5
48	6	13	78	2.167	0.103	0.449	4.0	8	35	2	5
49	4	11	44	2.75	0.159	0.932	1.75	7	41	4	5
50	54	48	2592	0.889	0.143	0.264	6.85	370	685	54	5
51	53	48	2544	0.906	0.157	0.269	7.84	400	685	51	5
52	52	48	2496	0.923	0.138	0.248	7.67	345	619	45	5
53	166	472	78352	2.843	0.359	0.547	17.12	28093	42821	1641	3
54	174	471	81954	2.707	0.339	0.433	15.84	27820	35499	1756	3
55	72	96	6912	1.333	0.488	0.582	15.69	3374	4025	215	3
56	8	4	32	0.5	0.438	0.594	7.0	14	19	2	5
57	17	9	153	0.529	0.209	0.497	1.88	32	76	17	5
58	5	4	20	0.8	0.45	0.65	4.5	9	13	2	5
59	9	4	36	0.444	0.25	0.75	9.0	9	27	1	5
60	12	4	48	0.333	0.292	1.0	2.0	14	48	7	5
61	6	5	30	0.833	0.367	1.0	2.2	11	30	5	5
62	6	13	78	2.167	0.103	0.449	4.0	8	35	2	5
63	4	11	44	2.75	0.159	0.932	1.75	7	41	4	5
64	54	48	2592	0.889	0.143	0.264	6.85	370	685	54	5
65	53	48	2544	0.906	0.157	0.269	7.84	400	685	51	5
66	52	48	2496	0.923	0.138	0.248	7.67	345	619	45	5
67	166	472	78352	2.843	0.359	0.547	17.12	28093	42821	1641	3
68	174	471	81954	2.707	0.339	0.433	15.84	27820	35499	1756	3
69	72	96	6912	1.333	0.488	0.582	15.69	3374	4025	215	3
70	8	4	32	0.5	0.438	0.594	7.0	14	19	2	5
71	17	9	153	0.529	0.209	0.497	1.88	32	76	17	5
72	5	4	20	0.8	0.45	0.65	4.5	9	13	2	5
73	9	4	36	0.444	0.25	0.75	9.0	9	27	1	5
74	12	4	48	0.333	0.292	1.0	2.0	14	48	7	5
75	6	5	30	0.833	0.367	1.0	2.2	11	30	5	5
76	6	13	78	2.167	0.103	0.449	4.0	8	35	2	5
77	4	11	44	2.75	0.159	0.932	1.75	7	41	4	5
