	1	2	3	4	5	6	7	8	9	10	label
0	7	9	63	1.286	0.143	0.238	9.0	9	15	1	5
1	37	72	2664	1.946	0.12	0.257	7.64	321	685	42	5
2	49	79	3871	1.612	0.084	0.179	7.36	324	694	44	5
3	39	70	2730	1.795	0.09	0.255	7.0	245	697	35	5
4	31	71	2201	2.29	0.159	0.296	10.29	350	651	34	5
5	153	442	67626	2.889	0.114	0.215	6.27	7689	14538	1227	5
6	47	286	13442	6.085	0.183	0.317	4.67	2459	4258	526	5
7	36	96	3456	2.667	0.096	0.207	7.7	331	717	43	5
8	43	62	2666	1.442	0.08	0.17	6.63	212	454	32	5
9	33	28	924	0.848	0.098	0.271	5.69	91	250	16	5
10	17	60	1020	3.529	0.139	0.371	7.1	142	378	20	5
11	5	7	35	1.4	0.229	0.6	2.67	8	21	3	5
12	28	32	896	1.143	0.488	0.743	7.05	437	666	62	3
13	28	32	896	1.143	0.462	0.722	7.02	414	647	59	3
14	28	31	868	1.107	0.508	0.767	7.47	441	666	59	3
15	7	9	63	1.286	0.143	0.238	9.0	9	15	1	5
16	37	72	2664	1.946	0.12	0.257	7.64	321	685	42	5
17	49	79	3871	1.612	0.084	0.179	7.36	324	694	44	5
18	39	70	2730	1.795	0.09	0.255	7.0	245	697	35	5
19	31	71	2201	2.29	0.159	0.296	10.29	350	651	34	5
20	153	442	67626	2.889	0.114	0.215	6.27	7689	14538	1227	5
21	47	286	13442	6.085	0.183	0.317	4.67	2459	4258	526	5
22	36	96	3456	2.667	0.096	0.207	7.7	331	717	43	5
23	43	62	2666	1.442	0.08	0.17	6.63	212	454	32	5
24	33	28	924	0.848	0.098	0.271	5.69	91	250	16	5
25	17	60	1020	3.529	0.139	0.371	7.1	142	378	20	5
26	5	7	35	1.4	0.229	0.6	2.67	8	21	3	5
27	28	32	896	1.143	0.488	0.743	7.05	437	666	62	3
28	28	32	896	1.143	0.462	0.722	7.02	414	647	59	3
29	28	31	868	1.107	0.508	0.767	7.47	441	666	59	3
30	7	9	63	1.286	0.143	0.238	9.0	9	15	1	5
31	37	72	2664	1.946	0.12	0.257	7.64	321	685	42	5
32	49	79	3871	1.612	0.084	0.179	7.36	324	694	44	5
33	39	70	2730	1.795	0.09	0.255	7.0	245	697	35	5
34	31	71	2201	2.29	0.159	0.296	10.29	350	651	34	5
35	153	442	67626	2.889	0.114	0.215	6.27	7689	14538	1227	5
36	47	286	13442	6.085	0.183	0.317	4.67	2459	4258	526	5
37	36	96	3456	2.667	0.096	0.207	7.7	331	717	43	5
38	43	62	2666	1.442	0.08	0.17	6.63	212	454	32	5
39	33	28	924	0.848	0.098	0.271	5.69	91	250	16	5
40	17	60	1020	3.529	0.139	0.371	7.1	142	378	20	5
41	5	7	35	1.4	0.229	0.6	2.67	8	21	3	5
42	28	32	896	1.143	0.488	0.743	7.05	437	666	62	3
43	28	32	896	1.143	0.462	0.722	7.02	414	647	59	3
44	28	31	868	1.107	0.508	0.767	7.47	441	666	59	3
45	7	9	63	1.286	0.143	0.238	9.0	9	15	1	5
46	37	72	2664	1.946	0.12	0.257	7.64	321	685	42	5
47	49	79	3871	1.612	0.084	0.179	7.36	324	694	44	5
48	39	70	2730	1.795	0.09	0.255	7.0	245	697	35	5
49	31	71	2201	2.29	0.159	0.296	10.29	350	651	34	5
50	153	442	67626	2.889	0.114	0.215	6.27	7689	14538	1227	5
51	47	286	13442	6.085	0.183	0.317	4.67	2459	4258	526	5
52	36	96	3456	2.667	0.096	0.207	7.7	331	717	43	5
53	43	62	2666	1.442	0.08	0.17	6.63	212	454	32	5
54	33	28	924	0.848	0.098	0.271	5.69	91	250	16	5
55	17	60	1020	3.529	0.139	0.371	7.1	142	378	20	5
56	5	7	35	1.4	0.229	0.6	2.67	8	21	3	5
57	28	32	896	1.143	0.488	0.743	7.05	437	666	62	3
58	28	32	896	1.143	0.462	0.722	7.02	414	647	59	3
59	28	31	868	1.107	0.508	0.767	7.47	441	666	59	3
60	7	9	63	1.286	0.143	0.238	9.0	9	15	1	5
61	37	72	2664	1.946	0.12	0.257	7.64	321	685	42	5
62	49	79	3871	1.612	0.084	0.179	7.36	324	694	44	5
63	39	70	2730	1.795	0.09	0.255	7.0	245	697	35	5
64	31	71	2201	2.29	0.159	0.296	10.29	350	651	34	5
65	153	442	67626	2.889	0.114	0.215	6.27	7689	14538	1227	5
66	47	286	13442	6.085	0.183	0.317	4.67	2459	4258	526	5
67	36	96	3456	2.667	0.096	0.207	7.7	331	717	43	5
68	43	62	2666	1.442	0.08	0.17	6.63	212	454	32	5
69	33	28	924	0.848	0.098	0.271	5.69	91	250	16	5
70	17	60	1020	3.529	0.139	0.371	7.1	142	378	20	5
71	5	7	35	1.4	0.229	0.6	2.67	8	21	3	5
72	28	32	896	1.143	0.488	0.743	7.05	437	666	62	3
73	28	32	896	1.143	0.462	0.722	7.02	414	647	59	3
74	28	31	868	1.107	0.508	0.767	7.47	441	666	59	3
75	7	9	63	1.286	0.143	0.238	9.0	9	15	1	5
76	37	72	2664	1.946	0.12	0.257	7.64	321	685	42	5
77	49	79	3871	1.612	0.084	0.179	7.36	324	694	44	5
78	39	70	2730	1.795	0.09	0.255	7.0	245	697	35	5
79	31	71	2201	2.29	0.159	0.296	10.29	350	651	34	5
80	153	442	67626	2.889	0.114	0.215	6.27	7689	14538	1227	5
81	47	286	13442	6.085	0.183	0.317	4.67	2459	4258	526	5
82	36	96	3456	2.667	0.096	0.207	7.7	331	717	43	5
83	43	62	2666	1.442	0.08	0.17	6.63	212	454	32	5
84	33	28	924	0.848	0.098	0.271	5.69	91	250	16	5
85	17	60	1020	3.529	0.139	0.371	7.1	142	378	20	5
86	5	7	35	1.4	0.229	0.6	2.67	8	21	3	5
87	28	32	896	1.143	0.488	0.743	7.05	437	666	62	3
88	28	32	896	1.143	0.462	0.722	7.02	414	647	59	3
89	28	31	868	1.107	0.508	0.767	7.47	441	666	59	3
90	7	9	63	1.286	0.143	0.238	9.0	9	15	1	5
91	37	72	2664	1.946	0.12	0.257	7.64	321	685	42	5
92	49	79	3871	1.612	0.084	0.179	7.36	324	694	44	5
93	39	70	2730	1.795	0.09	0.255	7.0	245	697	35	5
94	31	71	2201	2.29	0.159	0.296	10.29	350	651	34	5
95	153	442	67626	2.889	0.114	0.215	6.27	7689	14538	1227	5
96	47	286	13442	6.085	0.183	0.317	4.67	2459	4258	526	5
97	36	96	3456	2.667	0.096	0.207	7.7	331	717	43	5
98	43	62	2666	1.442	0.08	0.17	6.63	212	454	32	5
99	33	28	924	0.848	0.098	0.271	5.69	91	250	16	5
100	17	60	1020	3.529	0.139	0.371	7.1	142	378	20	5
101	5	7	35	1.4	0.229	0.6	2.67	8	21	3	5
102	28	32	896	1.143	0.488	0.743	7.05	437	666	62	3
103	28	32	896	1.143	0.462	0.722	7.02	414	647	59	3
104	28	31	868	1.107	0.508	0.767	7.47	441	666	59	3
105	7	9	63	1.286	0.143	0.238	9.0	9	15	1	5
106	37	72	2664	1.946	0.12	0.257	7.64	321	685	42	5
107	49	79	3871	1.612	0.084	0.179	7.36	324	694	44	5
108	39	70	2730	1.795	0.09	0.255	7.0	245	697	35	5
109	31	71	2201	2.29	0.159	0.296	10.29	350	651	34	5
110	153	442	67626	2.889	0.114	0.215	6.27	7689	14538	1227	5
111	47	286	13442	6.085	0.183	0.317	4.67	2459	4258	526	5
112	36	96	3456	2.667	0.096	0.207	7.7	331	717	43	5
113	43	62	2666	1.442	0.08	0.17	6.63	212	454	32	5
114	33	28	924	0.848	0.098	0.271	5.69	91	250	16	5
115	17	60	1020	3.529	0.139	0.371	7.1	142	378	20	5
116	5	7	35	1.4	0.229	0.6	2.67	8	21	3	5
117	28	32	896	1.143	0.488	0.743	7.05	437	666	62	3
118	28	32	896	1.143	0.462	0.722	7.02	414	647	59	3
119	28	31	868	1.107	0.508	0.767	7.47	441	666	59	3
120	7	9	63	1.286	0.143	0.238	9.0	9	15	1	5
121	37	72	2664	1.946	0.12	0.257	7.64	321	685	42	5
122	49	79	3871	1.612	0.084	0.179	7.36	324	694	44	5
123	39	70	2730	1.795	0.09	0.255	7.0	245	697	35	5
124	31	71	2201	2.29	0.159	0.296	10.29	350	651	34	5
125	153	442	67626	2.889	0.114	0.215	6.27	7689	14538	1227	5
126	47	286	13442	6.085	0.183	0.317	4.67	2459	4258	526	5
127	36	96	3456	2.667	0.096	0.207	7.7	331	717	43	5
128	43	62	2666	1.442	0.08	0.17	6.63	212	454	32	5
129	33	28	924	0.848	0.098	0.271	5.69	91	250	16	5
130	17	60	1020	3.529	0.139	0.371	7.1	142	378	20	5
131	5	7	35	1.4	0.229	0.6	2.67	8	21	3	5
132	28	32	896	1.143	0.488	0.743	7.05	437	666	62	3
133	28	32	896	1.143	0.462	0.722	7.02	414	647	59	3
134	28	31	868	1.107	0.508	0.767	7.47	441	666	59	3
