	1	2	3	4	5	6	7	8	label
0	1	0.53	0.42	0.135	0.677	0.2565	0.1415	0.21	9
1	2	0.475	0.37	0.125	0.5095	0.2165	0.1125	0.165	9
2	2	0.45	0.32	0.1	0.381	0.1705	0.075	0.115	9
3	1	0.55	0.415	0.135	0.7635	0.318	0.21	0.2	9
4	2	0.665	0.525	0.165	1.338	0.5515	0.3575	0.35	18
5	2	0.355	0.29	0.09	0.3275	0.134	0.086	0.09	9
6	1	0.45	0.335	0.105	0.425	0.1865	0.091	0.115	9
7	2	0.47	0.37	0.12	0.5795	0.293	0.227	0.14	9
8	1	0.525	0.425	0.16	0.8355	0.3545	0.2135	0.245	9
9	2	0.505	0.405	0.11	0.625	0.305	0.16	0.175	9
10	2	0.595	0.475	0.14	0.944	0.3625	0.189	0.315	9
11	1	0.575	0.445	0.14	0.941	0.3845	0.252	0.285	9
12	1	0.46	0.355	0.13	0.517	0.2205	0.114	0.165	9
13	2	0.535	0.435	0.15	0.725	0.269	0.1385	0.25	9
14	1	0.51	0.39	0.135	0.6335	0.231	0.179	0.2	9
15	1	0.435	0.395	0.105	0.3635	0.136	0.098	0.13	9
16	2	0.495	0.395	0.125	0.5415	0.2375	0.1345	0.155	9
17	2	0.465	0.36	0.105	0.431	0.172	0.107	0.175	9
18	3	0.435	0.32	0.08	0.3325	0.1485	0.0635	0.105	9
19	2	0.425	0.35	0.105	0.393	0.13	0.063	0.165	9
20	1	0.56	0.43	0.15	0.8825	0.3465	0.172	0.31	9
21	1	0.47	0.365	0.105	0.4205	0.163	0.1035	0.14	9
22	2	0.71	0.54	0.165	1.959	0.7665	0.261	0.78	18
23	1	0.44	0.35	0.125	0.4035	0.175	0.063	0.129	9
24	2	0.345	0.255	0.09	0.2005	0.094	0.0295	0.063	9
25	1	0.405	0.325	0.11	0.3555	0.151	0.063	0.117	9
26	2	0.375	0.285	0.095	0.253	0.096	0.0575	0.0925	9
27	3	0.28	0.205	0.08	0.127	0.052	0.039	0.042	9
28	1	0.605	0.5	0.185	1.1185	0.469	0.2585	0.335	9
29	1	0.725	0.56	0.21	2.141	0.65	0.398	1.005	18
30	1	0.585	0.46	0.17	0.9325	0.365	0.271	0.29	9
31	1	0.45	0.345	0.12	0.4165	0.1655	0.095	0.135	9
32	1	0.44	0.34	0.14	0.482	0.186	0.1085	0.16	9
33	3	0.4	0.3	0.11	0.315	0.109	0.067	0.12	9
34	2	0.5	0.405	0.14	0.6155	0.241	0.1355	0.205	9
35	1	0.445	0.325	0.125	0.455	0.1785	0.1125	0.14	9
36	1	0.49	0.375	0.15	0.5755	0.22	0.144	0.19	9
37	1	0.5	0.37	0.135	0.45	0.1715	0.1055	0.155	9
38	3	0.295	0.225	0.08	0.124	0.0485	0.032	0.04	9
39	3	0.36	0.275	0.085	0.1975	0.0745	0.0415	0.07	9
40	2	0.47	0.39	0.15	0.6355	0.2185	0.0885	0.255	9
41	2	0.61	0.5	0.24	1.642	0.532	0.3345	0.69	18
42	1	0.455	0.355	0.12	0.4495	0.177	0.104	0.15	9
43	2	0.44	0.355	0.125	0.4775	0.132	0.0815	0.19	9
44	2	0.37	0.28	0.105	0.234	0.0905	0.0585	0.075	9
45	1	0.405	0.305	0.095	0.3485	0.1455	0.0895	0.1	9
46	1	0.58	0.455	0.155	0.8365	0.315	0.1385	0.32	18
47	1	0.525	0.42	0.16	0.756	0.2745	0.173	0.275	9
48	2	0.58	0.455	0.17	0.93	0.408	0.259	0.22	9
49	1	0.645	0.525	0.19	1.8085	0.7035	0.3885	0.395	18
50	2	0.605	0.49	0.18	1.227	0.48	0.287	0.35	18
51	1	0.455	0.37	0.105	0.4925	0.216	0.1245	0.135	9
52	3	0.465	0.375	0.12	0.471	0.222	0.119	0.14	9
