	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	Label
0	0.47	0.46	0.53	0.12	0.5	0.0	0.51	0.25	0
1	0.57	0.29	0.63	0.22	0.5	0.0	0.49	0.27	0
2	0.52	0.49	0.59	0.21	0.5	0.0	0.47	0.22	0
3	0.41	0.42	0.53	0.17	0.5	0.0	0.48	0.58	0
4	0.45	0.36	0.5	0.19	0.5	0.0	0.53	0.7	0
5	0.49	0.5	0.42	0.43	0.5	0.0	0.5	0.36	0
6	0.44	0.49	0.49	0.27	0.5	0.0	0.52	0.22	0
7	0.25	0.26	0.53	0.17	0.5	0.0	0.45	0.22	0
8	0.49	0.46	0.54	0.18	0.5	0.0	0.35	0.22	0
9	0.42	0.37	0.54	0.17	0.5	0.0	0.51	0.22	0
10	0.42	0.45	0.75	0.21	0.5	0.0	0.48	0.22	0
11	0.63	0.54	0.53	0.27	0.5	0.0	0.49	0.22	0
12	0.54	0.43	0.48	0.27	0.5	0.0	0.44	0.41	0
13	0.4	0.44	0.5	0.13	0.5	0.0	0.52	0.39	0
14	0.49	0.38	0.49	0.15	0.5	0.0	0.53	0.25	0
15	0.53	0.45	0.52	0.29	0.5	0.0	0.55	0.38	0
16	0.33	0.46	0.53	0.12	0.5	0.0	0.5	0.27	0
17	0.57	0.36	0.51	0.25	0.5	0.0	0.54	0.25	0
18	0.59	0.64	0.44	0.26	0.5	0.0	0.5	0.22	0
19	0.5	0.5	0.48	0.34	0.5	0.0	0.52	0.27	0
20	0.52	0.5	0.6	0.2	0.5	0.0	0.52	0.22	0
21	0.59	0.46	0.57	0.17	0.5	0.0	0.52	0.22	0
22	0.53	0.42	0.53	0.19	0.5	0.0	0.47	0.22	0
23	0.59	0.46	0.55	0.17	0.5	0.0	0.52	0.25	0
24	0.61	0.73	0.5	0.58	0.5	0.0	0.5	0.22	0
25	0.5	0.43	0.56	0.17	0.5	0.0	0.35	0.22	0
26	0.36	0.52	0.61	0.33	0.5	0.0	0.52	0.37	0
27	0.52	0.51	0.48	0.12	0.5	0.0	0.54	0.31	0
28	0.56	0.46	0.51	0.25	0.5	0.0	0.54	0.22	0
29	0.47	0.46	0.49	0.27	0.5	0.0	0.59	0.22	0
30	0.5	0.44	0.57	0.28	0.5	0.0	0.57	0.22	0
31	0.46	0.47	0.62	0.3	0.5	0.0	0.38	0.22	0
32	0.59	0.7	0.46	0.19	0.5	0.0	0.54	0.44	0
33	0.27	0.43	0.5	0.13	0.5	0.0	0.54	0.31	0
34	0.42	0.46	0.44	0.17	0.5	0.0	0.51	0.42	0
35	0.49	0.36	0.47	0.28	0.5	0.0	0.56	0.54	0
36	0.34	0.42	0.48	0.19	0.5	0.0	0.46	0.31	0
37	0.6	0.57	0.63	0.22	0.5	0.0	0.5	0.49	0
38	0.53	0.44	0.54	0.52	0.5	0.0	0.49	0.38	0
39	0.48	0.39	0.56	0.23	0.5	0.0	0.6	0.22	0
40	0.47	0.59	0.56	0.09	0.5	0.0	0.5	0.22	0
41	0.4	0.28	0.58	0.44	0.5	0.0	0.41	0.22	0
42	0.55	0.49	0.6	0.18	0.5	0.0	0.51	0.22	0
43	0.55	0.44	0.5	0.09	0.5	0.0	0.55	0.22	0
44	0.66	0.37	0.6	0.25	0.5	0.0	0.69	0.22	0
45	0.51	0.49	0.48	0.55	0.5	0.0	0.52	0.58	0
46	0.44	0.35	0.55	0.14	0.5	0.0	0.52	0.22	0
47	0.6	0.37	0.52	0.15	0.5	0.0	0.55	0.26	0
48	0.48	0.58	0.58	0.12	0.5	0.0	0.49	0.22	0
49	0.57	0.54	0.32	0.15	0.5	0.0	0.52	0.25	0
50	0.4	0.36	0.32	0.16	0.5	0.0	0.51	0.27	0
51	0.5	0.55	0.52	0.16	0.5	0.0	0.51	0.31	0
52	0.65	0.63	0.47	0.22	0.5	0.0	0.52	0.27	0
53	0.25	0.4	0.54	0.16	0.5	0.0	0.43	0.22	0
54	0.63	0.56	0.52	0.21	0.5	0.0	0.5	0.22	0
55	0.56	0.68	0.42	0.36	0.5	0.0	0.49	0.22	0
56	0.57	0.47	0.48	0.17	0.5	0.0	0.52	0.26	0
57	0.46	0.52	0.51	0.13	0.5	0.0	0.47	0.22	0
58	0.5	0.4	0.57	0.17	0.5	0.0	0.59	0.22	0
59	0.78	0.71	0.35	0.25	0.5	0.0	0.49	0.22	0
60	0.64	0.56	0.52	0.17	0.5	0.0	0.54	0.47	0
61	1.0	0.8	0.29	0.36	0.5	0.0	0.52	0.22	0
62	0.51	0.39	0.56	0.55	0.5	0.0	0.46	0.64	0
63	0.69	0.66	0.36	0.09	0.5	0.0	0.56	0.22	0
64	0.45	0.51	0.43	0.22	0.5	0.0	0.57	0.22	0
65	0.77	0.78	0.27	0.37	0.5	0.0	0.49	0.22	0
66	0.88	0.75	0.41	0.36	0.5	0.0	0.43	0.22	0
