	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	Label
0	0.42	0.21	0.59	0.3	0.5	0.0	0.47	0.27	0
1	0.6	0.48	0.46	0.32	0.5	0.0	0.4	0.33	0
2	0.64	0.44	0.51	0.35	0.5	0.0	0.53	0.22	0
3	0.35	0.4	0.44	0.25	0.5	0.0	0.53	0.57	0
4	0.55	0.38	0.64	0.42	0.5	0.0	0.47	0.22	0
5	0.45	0.43	0.5	0.25	0.5	0.0	0.47	0.22	0
6	0.47	0.53	0.48	0.51	0.5	0.0	0.54	0.22	0
7	0.45	0.49	0.57	0.25	0.5	0.0	0.48	0.22	0
8	0.45	0.52	0.5	0.12	0.5	0.0	0.6	0.22	0
9	0.56	0.51	0.32	0.49	0.5	0.0	0.48	0.22	0
10	0.47	0.45	0.51	0.33	0.5	0.0	0.46	0.26	0
11	0.43	0.44	0.64	0.19	0.5	0.0	0.38	0.33	0
12	0.38	0.4	0.59	0.25	0.5	0.0	0.44	0.22	0
13	0.39	0.39	0.59	0.25	0.5	0.0	0.45	0.22	0
14	0.54	0.55	0.56	0.14	0.5	0.0	0.5	0.25	0
15	0.45	0.5	0.57	0.29	0.5	0.0	0.44	0.11	0
16	0.43	0.33	0.54	0.37	0.5	0.0	0.38	0.16	0
17	0.43	0.33	0.54	0.37	0.5	0.0	0.38	0.16	0
18	0.51	0.39	0.58	0.19	0.5	0.0	0.47	0.22	0
19	0.72	0.51	0.52	0.08	0.5	0.0	0.54	0.22	0
20	0.56	0.49	0.54	0.15	0.5	0.0	0.5	0.35	0
21	0.57	0.37	0.43	0.27	0.5	0.0	0.53	0.28	0
22	0.57	0.49	0.61	0.26	0.5	0.0	0.52	0.22	0
23	0.48	0.45	0.63	0.19	0.5	0.0	0.58	0.22	0
24	0.54	0.57	0.55	0.18	0.5	0.0	0.5	0.22	0
25	0.38	0.44	0.55	0.44	0.5	0.0	0.47	0.51	0
26	0.4	0.3	0.57	0.13	0.5	0.0	0.46	0.22	0
27	0.27	0.31	0.55	0.13	0.5	0.0	0.5	0.22	0
28	0.52	0.46	0.56	0.25	0.5	0.0	0.52	0.22	0
29	0.34	0.47	0.48	0.32	0.5	0.0	0.42	0.22	0
30	0.5	0.56	0.63	0.25	0.5	0.0	0.42	0.22	0
31	0.46	0.53	0.47	0.37	0.5	0.0	0.51	0.36	0
32	0.57	0.42	0.63	0.22	0.5	0.0	0.68	0.32	0
33	0.37	0.45	0.53	0.14	0.5	0.0	0.49	0.22	0
34	0.36	0.49	0.55	0.21	0.5	0.0	0.55	0.33	0
35	0.29	0.4	0.5	0.16	0.5	0.0	0.51	0.34	0
36	0.37	0.3	0.51	0.15	0.5	0.0	0.58	0.26	0
37	0.35	0.33	0.48	0.42	0.5	0.0	0.47	0.43	0
38	0.46	0.35	0.69	0.18	0.5	0.0	0.3	0.25	0
39	0.46	0.35	0.69	0.18	0.5	0.0	0.3	0.25	0
40	0.57	0.43	0.52	0.3	0.5	0.0	0.37	0.11	0
41	0.57	0.43	0.52	0.3	0.5	0.0	0.37	0.11	0
42	0.59	0.51	0.48	0.12	0.5	0.0	0.54	0.31	0
43	0.59	0.51	0.48	0.12	0.5	0.0	0.54	0.31	0
44	0.61	0.53	0.59	0.17	0.5	0.0	0.44	0.28	0
45	0.61	0.48	0.56	0.19	0.5	0.0	0.53	0.31	0
46	0.61	0.48	0.56	0.19	0.5	0.0	0.53	0.31	0
47	0.44	0.56	0.52	0.18	0.5	0.0	0.5	0.11	0
48	0.37	0.44	0.64	0.48	0.5	0.0	0.36	0.27	0
49	0.72	0.37	0.63	0.38	0.5	0.0	0.4	0.14	0
50	0.72	0.37	0.63	0.38	0.5	0.0	0.4	0.14	0
51	0.44	0.36	0.64	0.45	0.5	0.0	0.53	0.11	0
52	0.58	0.45	0.55	0.27	0.5	0.0	0.48	0.11	0
53	0.43	0.33	0.67	0.12	0.5	0.0	0.43	0.23	0
