	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	Label
0	0.43	0.57	0.53	0.53	0.5	0.0	0.53	0.25	0
1	0.31	0.55	0.52	0.17	0.5	0.0	0.52	0.22	0
2	0.32	0.42	0.52	0.24	0.5	0.0	0.6	0.22	0
3	0.37	0.42	0.51	0.11	0.5	0.0	0.57	0.22	0
4	0.75	0.7	0.38	0.27	0.5	0.0	0.49	0.22	0
5	0.44	0.42	0.6	0.21	0.5	0.0	0.57	0.22	0
6	0.52	0.51	0.51	0.54	0.5	0.0	0.55	0.27	0
7	0.63	0.56	0.45	0.58	0.5	0.0	0.51	0.22	0
8	0.72	0.62	0.34	0.29	0.5	0.0	0.56	0.28	0
9	0.72	0.61	0.37	0.3	0.5	0.0	0.57	0.22	0
10	0.57	0.57	0.44	0.37	0.5	0.0	0.52	0.25	0
11	0.42	0.58	0.41	0.65	0.5	0.0	0.46	0.26	0
12	0.59	0.61	0.34	0.22	0.5	0.0	0.51	0.22	0
13	0.52	0.77	0.38	0.34	0.5	0.0	0.51	0.22	0
14	0.5	0.52	0.6	0.51	0.5	0.0	0.48	0.22	0
15	0.49	0.6	0.43	0.56	0.5	0.0	0.36	0.22	0
16	0.5	0.41	0.44	0.5	0.5	0.0	0.42	0.22	0
17	0.5	0.4	0.56	0.7	0.5	0.0	0.5	0.22	0
18	0.37	0.58	0.44	0.51	0.5	0.0	0.44	0.22	0
19	0.55	0.45	0.45	0.54	0.5	0.0	0.5	0.22	0
20	0.67	0.68	0.46	0.29	0.5	0.0	0.46	0.22	0
21	0.53	0.51	0.46	0.28	0.5	0.0	0.48	0.22	0
22	0.47	0.46	0.59	0.49	0.5	0.0	0.56	0.22	0
23	0.73	0.83	0.43	0.3	0.5	0.0	0.55	0.22	0
24	0.7	0.65	0.54	0.28	0.5	0.0	0.6	0.4	0
25	0.56	0.52	0.48	0.17	0.5	0.0	0.46	0.22	0
26	0.56	0.41	0.58	0.21	0.5	0.0	0.42	0.22	0
27	0.58	0.56	0.45	0.12	0.5	0.0	0.51	0.22	0
28	0.53	0.38	0.66	0.25	0.5	0.0	0.43	0.22	0
29	0.34	0.36	0.54	0.11	0.5	0.0	0.36	0.21	0
30	0.69	0.61	0.38	0.27	0.5	0.0	0.52	0.22	0
31	0.37	0.53	0.6	0.19	0.5	0.5	0.42	0.22	0
32	0.41	0.45	0.53	0.17	0.5	0.0	0.51	0.25	0
33	0.31	0.46	0.54	0.52	0.5	0.0	0.5	0.34	0
34	0.82	0.78	0.49	0.23	0.5	0.0	0.46	0.22	0
35	0.82	0.75	0.54	0.23	0.5	0.0	0.46	0.22	0
36	0.41	0.51	0.58	0.15	0.5	0.0	0.45	0.27	0
37	0.53	0.44	0.51	0.33	0.5	0.0	0.52	0.22	0
38	0.46	0.54	0.71	0.15	0.5	0.0	0.59	0.22	0
39	0.53	0.53	0.6	0.13	0.5	0.0	0.49	0.22	0
40	0.42	0.57	0.72	0.22	0.5	0.0	0.57	0.22	0
41	0.2	0.26	0.52	0.14	0.5	0.0	0.53	0.44	0
42	0.51	0.53	0.55	0.14	0.5	0.0	0.51	0.22	0
43	0.44	0.68	0.45	0.51	0.5	0.0	0.52	0.41	0
44	0.27	0.39	0.66	0.11	0.5	0.0	0.44	0.22	0
45	0.44	0.53	0.52	0.23	0.5	0.83	0.51	0.22	0
46	0.59	0.58	0.56	0.21	0.5	0.0	0.54	0.33	0
47	0.39	0.28	0.46	0.12	0.5	0.0	0.41	0.22	0
