	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	Label
0	0.7	0.84	0.49	0.28	1.0	0.0	0.58	0.22	0
1	0.61	0.46	0.44	0.47	0.5	0.0	0.5	0.37	0
2	0.37	0.42	0.6	0.13	0.5	0.0	0.51	0.22	0
3	0.45	0.58	0.59	0.44	0.5	0.0	0.56	0.22	0
4	0.74	0.89	0.32	0.24	0.5	0.0	0.54	0.32	0
5	0.28	0.46	0.26	0.18	0.5	0.0	0.39	0.22	0
6	0.51	0.46	0.49	0.21	0.5	0.0	0.55	0.22	0
7	0.8	0.82	0.57	0.26	0.5	0.0	0.57	0.27	0
8	0.46	0.49	0.45	0.28	0.5	0.0	0.55	0.22	0
9	0.4	0.36	0.55	0.15	0.5	0.0	0.53	0.22	0
10	0.67	0.46	0.58	0.3	0.5	0.0	0.57	0.27	0
11	0.5	0.32	0.49	0.49	0.5	0.0	0.48	0.32	0
12	0.45	0.53	0.47	0.43	0.5	0.0	0.5	0.27	0
13	0.75	0.6	0.43	0.35	0.5	0.0	0.45	0.27	0
14	0.56	0.68	0.52	0.39	0.5	0.0	0.36	0.22	0
15	0.59	0.45	0.58	0.21	0.5	0.0	0.49	0.22	0
16	0.48	0.52	0.49	0.35	0.5	0.5	0.51	0.22	0
17	0.59	0.58	0.47	0.61	0.5	0.0	0.44	0.3	0
18	0.5	0.57	0.62	0.25	0.5	0.0	0.51	0.22	0
19	0.57	0.49	0.5	0.2	0.5	0.0	0.51	0.28	0
20	0.62	0.43	0.49	0.29	0.5	0.0	0.5	0.27	0
21	0.45	0.41	0.49	0.14	1.0	0.0	0.53	0.3	0
22	0.47	0.49	0.6	0.15	0.5	0.0	0.38	0.22	0
23	0.41	0.48	0.54	0.24	0.5	0.0	0.37	0.51	0
24	0.48	0.42	0.48	0.19	0.5	0.0	0.58	0.22	0
25	0.43	0.45	0.53	0.19	0.5	0.0	0.56	0.22	0
26	0.48	0.46	0.58	0.26	0.5	0.0	0.44	0.22	0
27	0.74	0.72	0.5	0.28	0.5	0.0	0.5	0.27	0
28	0.38	0.62	0.52	0.14	0.5	0.0	0.53	0.22	0
29	0.77	0.72	0.48	0.26	0.5	0.0	0.51	0.22	0
30	0.44	0.42	0.57	0.22	0.5	0.0	0.5	0.25	0
31	0.74	0.74	0.51	0.27	0.5	0.0	0.5	0.22	0
32	0.4	0.37	0.54	0.13	0.5	0.0	0.48	0.22	0
33	0.5	0.42	0.57	0.49	0.5	0.0	0.48	0.27	0
34	0.59	0.61	0.51	0.62	0.5	0.0	0.51	0.38	0
35	0.45	0.4	0.43	0.22	0.5	0.0	0.51	0.48	0
36	0.77	0.78	0.51	0.28	0.5	0.0	0.33	0.22	0
