	Mcg	 Gvh	 Alm	 Mit	 Erl	 Pox	 Vac	 Nuc	Label
0	0.47	0.44	0.53	0.18	0.5	0.0	0.47	0.29	0
1	0.4	0.49	0.53	0.23	0.5	0.0	0.44	0.26	0
2	0.42	0.42	0.55	0.31	0.5	0.0	0.43	0.22	0
3	0.42	0.28	0.49	0.22	0.5	0.0	0.55	0.34	0
4	0.47	0.5	0.47	0.22	0.5	0.0	0.53	0.45	0
5	0.56	0.55	0.57	0.15	0.5	0.0	0.54	0.25	0
6	0.32	0.6	0.48	0.13	0.5	0.0	0.53	0.22	0
7	0.46	0.56	0.56	0.25	0.5	0.0	0.43	0.22	0
8	0.47	0.55	0.57	0.17	0.5	0.0	0.52	0.66	0
9	0.37	0.55	0.52	0.13	0.5	0.0	0.42	0.8	0
10	0.8	0.69	0.53	0.33	0.5	0.0	0.51	0.22	0
11	0.19	0.16	0.68	0.36	0.5	0.0	0.49	0.21	0
12	0.64	0.31	0.53	0.15	0.5	0.0	0.53	0.31	0
13	0.47	0.56	0.51	0.2	0.5	0.0	0.52	0.59	0
14	0.48	0.55	0.58	0.18	0.5	0.0	0.38	0.69	0
15	0.57	0.51	0.34	0.13	0.5	0.0	0.53	0.27	0
16	0.23	0.37	0.32	0.13	0.5	0.0	0.53	0.22	0
17	0.54	0.5	0.51	0.26	0.5	0.0	0.52	0.22	0
18	0.39	0.45	0.51	0.29	0.5	0.0	0.54	0.22	0
19	0.33	0.47	0.55	0.24	0.5	0.0	0.45	0.67	0
20	0.43	0.47	0.47	0.18	0.5	0.0	0.47	0.22	0
21	0.66	0.43	0.57	0.6	0.5	0.0	0.19	0.33	0
22	0.33	0.46	0.6	0.18	0.5	0.0	0.51	0.26	0
23	0.51	0.5	0.54	0.11	0.5	0.0	0.6	0.22	0
24	0.54	0.6	0.57	0.17	0.5	0.0	0.44	0.22	0
25	0.54	0.47	0.58	0.4	0.5	0.0	0.46	0.27	0
26	0.46	0.41	0.45	0.23	0.5	0.0	0.48	0.22	0
27	0.4	0.39	0.6	0.23	0.5	0.0	0.52	0.31	0
28	0.52	0.47	0.58	0.18	0.5	0.0	0.34	0.11	0
29	0.52	0.47	0.58	0.18	0.5	0.0	0.34	0.11	0
30	0.5	0.45	0.51	0.19	0.5	0.0	0.53	0.25	0
31	0.57	0.55	0.51	0.18	0.5	0.0	0.51	0.43	0
32	0.44	0.43	0.46	0.28	0.5	0.0	0.45	0.29	0
33	0.46	0.5	0.5	0.28	0.5	0.0	0.5	0.37	0
34	0.77	0.73	0.49	0.46	0.5	0.0	0.38	0.22	0
35	0.38	0.58	0.46	0.21	0.5	0.0	0.52	0.22	0
36	0.32	0.68	0.51	0.16	0.5	0.83	0.55	0.22	0
37	0.27	0.46	0.52	0.17	0.5	0.0	0.49	0.44	0
38	0.52	0.45	0.45	0.13	0.5	0.0	0.48	0.22	0
39	0.37	0.29	0.45	0.15	0.5	0.0	0.49	0.22	0
40	0.37	0.48	0.67	0.37	0.5	0.0	0.56	0.62	0
41	0.44	0.59	0.54	0.18	0.5	0.0	0.49	0.22	0
42	0.48	0.65	0.36	0.24	0.5	0.0	0.54	0.31	0
43	0.59	0.49	0.45	0.22	0.5	0.0	0.45	0.31	0
44	0.73	0.52	0.59	0.25	0.5	0.0	0.51	0.22	0
45	0.5	0.43	0.5	0.17	0.5	0.0	0.46	0.47	0
46	0.23	0.13	0.51	0.16	0.5	0.0	0.53	0.51	0
47	0.52	0.31	0.56	0.16	0.5	0.0	0.55	0.22	0
48	0.49	0.6	0.42	0.18	0.5	0.0	0.58	0.28	0
49	0.6	0.62	0.54	0.11	0.5	0.0	0.51	0.22	0
50	0.55	0.47	0.53	0.2	0.5	0.0	0.4	0.22	0
51	0.47	0.32	0.51	0.24	0.5	0.0	0.54	0.27	0
52	0.53	0.25	0.59	0.27	0.5	0.0	0.45	0.26	0
53	0.31	0.5	0.54	0.32	0.5	0.0	0.53	0.31	0
54	0.25	0.33	0.48	0.18	0.5	0.0	0.42	0.33	0
55	0.61	0.5	0.61	0.21	0.5	0.0	0.55	0.54	0
56	0.5	0.52	0.51	0.22	0.5	0.0	0.46	0.37	0
57	0.62	0.33	0.49	0.24	0.5	0.0	0.51	0.42	0
58	0.56	0.52	0.46	0.17	0.5	0.0	0.49	0.73	0
59	0.52	0.56	0.55	0.16	0.5	0.0	0.53	0.39	0
60	0.53	0.48	0.51	0.18	0.5	0.0	0.52	0.27	0
61	0.51	0.48	0.51	0.26	0.5	0.0	0.51	0.27	0
62	0.53	0.48	0.51	0.18	0.5	0.0	0.51	0.27	0
63	0.44	0.39	0.63	0.11	0.5	0.0	0.49	0.26	0
64	0.51	0.5	0.49	0.45	0.5	0.0	0.48	0.22	0
65	0.38	0.42	0.47	0.12	0.5	0.0	0.47	0.53	0
66	0.19	0.66	0.6	0.14	0.5	0.0	0.2	0.25	0
67	0.7	0.58	0.53	0.39	0.5	0.0	0.59	0.22	0
68	0.36	0.37	0.63	0.25	0.5	0.0	0.3	0.22	0
69	0.3	0.45	0.55	0.19	0.5	0.0	0.53	0.4	0
70	0.88	0.72	0.32	0.3	0.5	0.0	0.52	0.33	0
71	0.45	0.57	0.52	0.21	0.5	0.0	0.54	0.38	0
72	0.55	0.41	0.67	0.61	0.5	0.0	0.49	0.14	0
73	0.28	0.18	0.72	0.26	0.5	0.0	0.49	0.25	0
74	0.66	0.65	0.53	0.17	0.5	0.0	0.47	0.66	0
75	0.48	0.54	0.56	0.29	0.5	0.0	0.51	0.43	0
76	0.33	0.37	0.49	0.22	0.5	0.0	0.55	0.22	0
77	0.58	0.43	0.32	0.11	0.5	0.0	0.49	0.22	0
78	0.74	0.82	0.46	0.24	0.5	0.0	0.5	0.31	0
79	0.75	0.76	0.58	0.22	0.5	0.0	0.49	0.22	0
80	0.58	0.37	0.58	0.16	0.5	0.0	0.51	0.22	0
81	0.51	0.59	0.55	0.21	0.5	0.0	0.52	0.22	0
82	0.41	0.49	0.55	0.13	0.5	0.0	0.55	0.22	0
83	0.23	0.29	0.46	0.0	0.5	0.0	0.43	0.31	0
84	0.25	0.48	0.45	0.32	0.5	0.0	0.4	0.22	0
85	0.38	0.34	0.55	0.44	0.5	0.0	0.48	0.26	0
86	0.61	0.54	0.54	0.38	0.5	0.0	0.54	0.29	0
87	0.48	0.17	0.37	0.33	0.5	0.0	0.44	0.36	0
88	0.47	0.47	0.5	0.19	0.5	0.0	0.51	0.26	0
89	0.55	0.38	0.52	0.16	0.5	0.0	0.49	0.64	0
90	0.41	0.39	0.61	0.17	0.5	0.0	0.5	0.61	0
91	0.41	0.56	0.53	0.16	0.5	0.0	0.55	0.26	0
92	0.78	0.73	0.27	0.28	0.5	0.0	0.56	0.22	0
93	0.44	0.65	0.49	0.16	0.5	0.0	0.48	0.31	0
94	0.48	0.44	0.46	0.37	0.5	0.0	0.46	0.36	0
95	0.5	0.49	0.46	0.22	0.5	0.0	0.53	0.25	0
96	0.62	0.42	0.47	0.16	0.5	0.0	0.52	0.22	0
97	0.5	0.45	0.52	0.18	0.5	0.0	0.52	0.22	0
98	0.59	0.51	0.47	0.21	0.5	0.0	0.47	0.22	0
