	1	2	3	4	5	6	7	8	9	10	label
0	9	197	1773	21.889	0.274	0.699	1.74	485	1240	278	1
1	9	58	522	6.444	0.351	0.669	2.29	183	349	80	1
2	13	323	4199	24.846	0.256	0.557	2.4	1076	2340	449	1
3	17	24	408	1.412	0.36	0.708	5.88	147	289	25	1
4	7	37	259	5.286	0.521	0.954	3.14	135	247	43	1
5	9	184	1656	20.444	0.214	0.798	1.46	354	1322	242	1
6	9	44	396	4.889	0.341	0.677	2.55	135	268	53	1
7	10	330	3300	33.0	0.207	0.671	1.61	684	2215	425	1
8	9	33	297	3.667	0.34	0.677	2.53	101	201	40	1
9	10	292	2920	29.2	0.203	0.649	1.5	594	1896	397	1
10	7	50	350	7.143	0.266	0.74	1.45	93	259	64	1
11	4	93	372	23.25	0.312	0.763	1.66	116	284	70	1
12	6	94	564	15.667	0.184	0.934	1.32	104	527	79	1
13	13	284	3692	21.846	0.205	0.553	1.87	758	2040	405	1
14	6	94	564	15.667	0.188	0.874	1.63	106	493	65	1
15	16	24	384	1.5	0.393	0.935	4.72	151	359	32	1
16	5	94	470	18.8	0.234	0.845	1.39	110	397	79	1
17	12	167	2004	13.917	0.225	0.752	1.93	451	1507	234	1
18	5	94	470	18.8	0.183	0.798	1.62	86	375	53	1
19	4	95	380	23.75	0.311	0.979	1.51	118	372	78	1
20	7	61	427	8.714	0.241	0.794	1.47	103	339	70	1
21	6	95	570	15.833	0.209	0.667	1.63	119	380	73	1
22	6	93	558	15.5	0.238	0.711	1.71	133	397	78	1
23	10	288	2880	28.8	0.191	0.564	1.5	549	1624	365	1
24	5	93	465	18.6	0.351	1.0	1.66	163	465	98	1
25	1	18	18	18.0	0.389	1.0	3.5	7	18	2	1
26	10	323	3230	32.3	0.198	0.676	1.38	641	2183	465	1
27	5	95	475	19.0	0.255	0.787	1.73	121	374	70	1
28	6	97	582	16.167	0.232	0.852	1.55	135	496	87	1
29	10	293	2930	29.3	0.207	0.596	1.53	606	1746	397	1
30	5	96	480	19.2	0.342	0.738	2.13	164	354	77	1
31	6	96	576	16.0	0.309	0.925	1.73	178	533	103	1
32	6	96	576	16.0	0.335	0.703	2.44	193	405	79	1
33	6	96	576	16.0	0.259	0.74	1.69	149	426	88	1
34	17	24	408	1.412	0.407	0.809	4.88	166	330	34	1
35	13	239	3107	18.385	0.239	0.615	2.16	742	1912	343	1
36	5	63	315	12.6	0.368	0.927	2.0	116	292	58	1
37	8	298	2384	37.25	0.242	0.791	1.5	576	1886	383	1
38	6	96	576	16.0	0.319	0.703	2.3	184	405	80	1
39	5	96	480	19.2	0.404	0.817	2.77	194	392	70	1
40	7	56	392	8.0	0.329	0.791	1.65	129	310	78	1
41	5	94	470	18.8	0.277	0.945	1.63	130	444	80	1
42	10	330	3300	33.0	0.225	0.771	1.44	744	2545	518	1
43	6	96	576	16.0	0.309	0.644	2.44	178	371	73	1
44	6	95	570	15.833	0.274	0.784	1.97	156	447	79	1
45	10	319	3190	31.9	0.239	0.674	1.67	764	2149	458	1
46	6	96	576	16.0	0.297	0.811	2.25	171	467	76	1
47	5	82	410	16.4	0.361	0.802	2.11	148	329	70	1
48	6	96	576	16.0	0.351	0.755	2.43	202	435	83	1
49	16	24	384	1.5	0.411	0.872	4.51	158	335	35	1
