	1	2	3	4	5	6	7	8	9	10	label
0	9	103	927	11.444	0.357	0.864	2.47	331	801	134	1
1	9	250	2250	27.778	0.305	0.711	2.18	686	1600	314	1
2	8	186	1488	23.25	0.399	0.812	2.53	593	1208	234	1
3	9	169	1521	18.778	0.333	0.726	2.3	507	1104	220	1
4	5	29	145	5.8	0.317	0.952	1.39	46	138	33	1
5	8	151	1208	18.875	0.174	0.627	1.18	210	758	178	1
6	10	251	2510	25.1	0.151	0.567	1.29	378	1423	293	1
7	7	262	1834	37.429	0.152	0.684	1.28	279	1254	218	1
8	9	207	1863	23.0	0.177	0.632	1.29	330	1178	255	1
9	9	262	2358	29.111	0.089	0.43	1.19	210	1015	176	1
10	9	280	2520	31.111	0.165	0.684	1.24	415	1724	336	1
11	8	209	1672	26.125	0.173	0.828	1.27	290	1384	228	1
12	9	103	927	11.444	0.164	0.771	1.22	152	715	125	1
13	9	270	2430	30.0	0.111	0.495	1.27	270	1204	213	1
14	7	198	1386	28.286	0.17	0.713	1.36	236	988	174	1
15	8	343	2744	42.875	0.129	0.605	1.2	354	1661	294	1
16	7	175	1225	25.0	0.186	0.906	1.21	228	1110	188	1
17	9	492	4428	54.667	0.132	0.541	1.22	583	2397	476	1
18	9	174	1566	19.333	0.15	0.738	1.22	235	1156	193	1
19	1	143	143	143.0	0.133	1.0	1.06	19	143	18	1
20	1	109	109	109.0	0.183	1.0	1.05	20	109	19	1
21	9	535	4815	59.444	0.106	0.47	1.21	510	2262	422	1
22	10	86	860	8.6	0.145	0.637	1.21	125	548	103	1
23	10	219	2190	21.9	0.153	0.601	1.24	334	1317	270	1
24	7	59	413	8.429	0.15	0.576	1.38	62	238	45	1
25	1	123	123	123.0	0.163	1.0	1.05	20	123	19	1
26	7	62	434	8.857	0.189	0.756	1.28	82	328	64	1
27	9	314	2826	34.889	0.156	0.587	1.25	440	1659	352	1
28	7	80	560	11.429	0.155	0.698	1.18	87	391	74	1
29	5	75	375	15.0	0.269	0.979	1.22	101	367	83	1
30	9	151	1359	16.778	0.139	0.549	1.17	189	746	162	1
31	10	251	2510	25.1	0.141	0.621	1.23	354	1559	287	1
32	7	141	987	20.143	0.163	0.787	1.16	161	777	139	1
33	1	60	60	60.0	0.2	1.0	1.09	12	60	11	1
34	9	127	1143	14.111	0.174	0.718	1.28	199	821	155	1
35	8	199	1592	24.875	0.115	0.575	1.18	183	915	155	1
36	1	89	89	89.0	0.169	1.0	1.07	15	89	14	1
37	8	175	1400	21.875	0.156	0.882	1.2	219	1235	183	1
38	8	203	1624	25.375	0.149	0.767	1.27	242	1246	191	1
39	1	36	36	36.0	0.222	1.0	1.14	8	36	7	1
40	8	69	552	8.625	0.159	0.772	1.29	88	426	68	1
41	10	318	3180	31.8	0.128	0.511	1.18	406	1625	344	1
42	7	141	987	20.143	0.16	0.757	1.17	158	747	135	1
43	10	250	2500	25.0	0.12	0.603	1.19	301	1507	253	1
44	7	198	1386	28.286	0.055	0.359	1.23	76	498	62	1
45	7	148	1036	21.143	0.184	0.816	1.2	191	845	159	1
46	14	57	798	4.071	0.714	0.94	11.88	570	750	48	1
47	13	138	1794	10.615	0.232	0.697	3.86	417	1251	108	1
48	13	104	1352	8.0	0.246	0.699	4.05	332	945	82	1
49	13	38	494	2.923	0.285	0.907	3.62	141	448	39	1
50	25	178	4450	7.12	0.49	0.896	7.9	2181	3988	276	1
51	24	187	4488	7.792	0.485	0.918	8.16	2178	4122	267	1
52	24	84	2016	3.5	0.474	0.872	8.69	956	1758	110	1
53	25	187	4675	7.48	0.486	0.939	7.42	2272	4390	306	1
54	25	294	7350	11.76	0.471	0.907	7.72	3459	6663	448	1
55	8	86	688	10.75	0.494	0.945	2.64	340	650	129	1
56	8	101	808	12.625	0.29	0.978	1.71	234	790	137	1
57	8	63	504	7.875	0.321	0.954	1.82	162	481	89	1
58	9	108	972	12.0	0.247	0.855	1.69	240	831	142	1
59	28	32	896	1.143	0.501	0.744	7.02	449	667	64	1
60	8	215	1720	26.875	0.416	0.808	2.94	715	1389	243	1
61	9	84	756	9.333	0.329	0.632	2.08	249	478	120	1
62	9	183	1647	20.333	0.327	0.744	2.25	538	1225	239	1
63	9	110	990	12.222	0.311	0.627	2.08	308	621	148	1
64	9	105	945	11.667	0.334	0.869	2.19	316	821	144	1
65	9	249	2241	27.667	0.301	0.739	1.96	674	1655	344	1
66	9	191	1719	21.222	0.328	0.747	2.14	564	1284	264	1
67	9	168	1512	18.667	0.315	0.697	2.15	476	1054	221	1
68	8	511	4088	63.875	0.084	0.338	1.31	343	1380	261	1
69	7	14	98	2.0	0.296	0.786	2.9	29	77	10	1
70	6	32	192	5.333	0.365	0.958	1.67	70	184	42	1
71	10	176	1760	17.6	0.181	0.552	1.36	319	972	235	1
72	9	510	4590	56.667	0.075	0.288	1.44	346	1323	241	1
73	8	15	120	1.875	0.25	0.808	2.14	30	97	14	1
74	10	309	3090	30.9	0.2	0.73	1.4	618	2257	441	1
75	8	187	1496	23.375	0.155	0.747	1.38	232	1118	168	1
76	8	14	112	1.75	0.286	0.884	2.67	32	99	12	1
77	10	511	5110	51.1	0.161	0.634	1.43	822	3238	575	1
78	8	14	112	1.75	0.25	0.786	3.11	28	88	9	1
79	8	40	320	5.0	0.281	0.872	1.45	90	279	62	1
80	11	511	5621	46.455	0.17	0.538	1.42	956	3023	671	1
81	8	15	120	1.875	0.325	0.833	1.86	39	100	21	1
82	10	511	5110	51.1	0.115	0.414	1.53	588	2114	385	1
83	8	15	120	1.875	0.267	0.767	2.29	32	92	14	1
84	10	83	830	8.3	0.208	0.667	1.44	173	554	120	1
85	10	474	4740	47.4	0.187	0.578	1.51	886	2740	585	1
86	7	45	315	6.429	0.254	0.813	1.4	80	256	57	1
87	7	14	98	2.0	0.316	0.776	2.21	31	76	14	1
88	10	137	1370	13.7	0.191	0.693	1.4	261	949	187	1
89	13	375	4875	28.846	0.154	0.519	1.44	751	2531	521	1
90	8	38	304	4.75	0.128	0.444	1.86	39	135	21	1
91	9	129	1161	14.333	0.169	0.647	1.41	196	751	139	1
92	8	15	120	1.875	0.317	0.742	2.0	38	89	19	1
93	8	73	584	9.125	0.235	0.803	1.47	137	469	93	1
94	10	510	5100	51.0	0.162	0.537	1.47	827	2741	564	1
95	7	15	105	2.143	0.4	0.924	1.5	42	97	28	1
96	9	107	963	11.889	0.209	0.778	1.38	201	749	146	1
97	10	511	5110	51.1	0.141	0.542	1.36	721	2772	532	1
98	8	15	120	1.875	0.292	0.808	1.84	35	97	19	1
99	6	83	498	13.833	0.329	0.823	1.58	164	410	104	1
100	9	175	1575	19.444	0.177	0.624	1.26	279	983	222	1
101	10	511	5110	51.1	0.158	0.625	1.35	805	3194	596	1
102	8	15	120	1.875	0.283	0.65	2.27	34	78	15	1
103	10	508	5080	50.8	0.16	0.628	1.41	813	3189	578	1
104	9	490	4410	54.444	0.067	0.323	1.4	297	1425	212	1
105	8	14	112	1.75	0.295	0.857	1.83	33	96	18	1
106	7	41	287	5.857	0.254	0.697	1.43	73	200	51	1
107	10	510	5100	51.0	0.163	0.542	1.36	832	2763	612	1
108	9	195	1755	21.667	0.126	0.383	1.53	221	673	144	1
109	8	195	1560	24.375	0.175	0.965	1.24	273	1506	221	1
110	7	13	91	1.857	0.374	1.0	1.89	34	91	18	1
111	2	69	138	34.5	0.087	0.507	1.2	12	70	10	1
112	8	114	912	14.25	0.116	0.408	1.45	106	372	73	1
113	7	14	98	2.0	0.316	0.908	1.94	31	89	16	1
