	1	2	3	4	5	6	7	8	9	10	label
0	8	15	120	1.875	0.417	0.925	2.17	50	111	23	1
1	8	35	280	4.375	0.393	0.918	1.96	110	257	56	1
2	10	34	340	3.4	0.279	0.8	1.86	95	272	51	1
3	8	16	128	2.0	0.344	0.898	1.91	44	115	23	1
4	7	12	84	1.714	0.393	0.69	2.36	33	58	14	1
5	8	24	192	3.0	0.438	0.839	1.95	84	161	43	1
6	8	17	136	2.125	0.382	0.86	2.48	52	117	21	1
7	8	19	152	2.375	0.388	0.809	1.97	59	123	30	1
8	8	24	192	3.0	0.323	0.688	2.21	62	132	28	1
9	10	31	310	3.1	0.329	0.952	2.08	102	295	49	1
10	8	80	640	10.0	0.347	0.933	1.75	222	597	127	1
11	9	15	135	1.667	0.244	0.83	1.57	33	112	21	1
12	11	74	814	6.727	0.247	0.695	1.97	201	566	102	1
13	10	39	390	3.9	0.308	0.721	1.69	120	281	71	1
14	10	73	730	7.3	0.273	0.79	1.84	199	577	108	1
15	8	33	264	4.125	0.356	0.705	2.0	94	186	47	1
16	5	8	40	1.6	0.675	0.975	3.0	27	39	9	1
17	6	4	24	0.667	0.583	0.792	3.5	14	19	4	1
18	10	251	2510	25.1	0.281	0.708	1.77	705	1776	398	1
19	10	52	520	5.2	0.298	0.752	2.09	155	391	74	1
20	8	25	200	3.125	0.31	0.67	1.63	62	134	38	1
21	8	9	72	1.125	0.375	0.986	2.08	27	71	13	1
22	8	35	280	4.375	0.396	0.986	1.88	111	276	59	1
23	8	17	136	2.125	0.419	0.956	2.11	57	130	27	1
24	7	18	126	2.571	0.357	0.865	2.14	45	109	21	1
25	7	38	266	5.429	0.353	0.902	2.04	94	240	46	1
26	6	4	24	0.667	0.542	1.0	1.86	13	24	7	1
27	7	21	147	3.0	0.313	0.667	2.09	46	98	22	1
28	10	242	2420	24.2	0.26	0.579	2.08	630	1401	303	1
29	10	63	630	6.3	0.298	0.795	1.72	188	501	109	1
30	9	29	261	3.222	0.318	0.893	1.73	83	233	48	1
31	8	5	40	0.625	0.425	1.0	1.55	17	40	11	1
32	8	25	200	3.125	0.335	0.77	1.68	67	154	40	1
33	8	9	72	1.125	0.389	0.708	2.33	28	51	12	1
34	9	56	504	6.222	0.343	0.706	1.97	173	356	88	1
35	7	14	98	2.0	0.286	1.0	1.87	28	98	15	1
36	6	7	42	1.167	0.476	0.976	2.22	20	41	9	1
37	6	23	138	3.833	0.377	0.862	2.36	52	119	22	1
38	10	261	2610	26.1	0.269	0.713	1.81	701	1860	388	1
39	11	262	2882	23.818	0.242	0.618	1.91	697	1781	364	1
40	11	261	2871	23.727	0.246	0.638	1.93	707	1833	366	1
41	8	7	56	0.875	0.429	1.0	2.67	24	56	9	1
42	8	14	112	1.75	0.339	0.884	1.73	38	99	22	1
43	10	52	520	5.2	0.294	0.675	2.13	153	351	72	1
44	7	18	126	2.571	0.468	1.0	2.81	59	126	21	1
45	8	17	136	2.125	0.441	0.978	1.67	60	133	36	1
46	8	12	96	1.5	0.458	0.865	2.1	44	83	21	1
47	8	23	184	2.875	0.353	0.826	1.91	65	152	34	1
48	10	31	310	3.1	0.284	0.835	1.69	88	259	52	1
49	8	13	104	1.625	0.452	0.971	1.96	47	101	24	1
50	8	4	32	0.5	0.594	1.0	2.71	19	32	7	1
51	8	13	104	1.625	0.423	0.923	1.76	44	96	25	1
52	8	12	96	1.5	0.521	0.958	2.5	50	92	20	1
