	1	2	3	4	5	6	7	8	9	10	label
0	9	43	387	4.778	0.388	0.886	2.73	150	343	55	1
1	12	84	1008	7.0	0.43	0.703	3.52	433	709	123	1
2	33	160	5280	4.848	0.219	0.389	6.34	1154	2054	182	1
3	12	498	5976	41.5	0.307	0.639	2.44	1833	3818	752	1
4	13	58	754	4.462	0.336	0.599	3.2	253	452	79	1
5	9	35	315	3.889	0.59	0.86	3.88	186	271	48	1
6	12	176	2112	14.667	0.302	0.599	2.61	637	1265	244	1
7	10	22	220	2.2	0.491	0.932	3.72	108	205	29	1
8	12	124	1488	10.333	0.3	0.869	1.96	447	1293	228	1
9	9	13	117	1.444	0.564	0.863	3.88	66	101	17	1
10	9	12	108	1.333	0.62	0.944	4.79	67	102	14	1
11	11	37	407	3.364	0.371	0.899	2.01	151	366	75	1
12	9	13	117	1.444	0.53	0.88	3.26	62	103	19	1
13	12	122	1464	10.167	0.26	0.881	2.3	381	1290	166	1
14	9	5	45	0.556	0.467	0.556	10.5	21	25	2	1
15	11	38	418	3.455	0.328	0.852	1.96	137	356	70	1
16	8	13	104	1.625	0.587	0.837	4.69	61	87	13	1
17	12	497	5964	41.417	0.278	0.751	2.27	1657	4478	731	1
18	13	498	6474	38.308	0.281	0.688	2.28	1820	4453	799	1
19	10	54	540	5.4	0.378	0.622	3.14	204	336	65	1
20	12	37	444	3.083	0.41	0.748	3.87	182	332	47	1
21	12	497	5964	41.417	0.269	0.594	2.44	1605	3544	658	1
22	12	50	600	4.167	0.345	0.627	2.72	207	376	76	1
23	10	61	610	6.1	0.487	0.834	3.13	297	509	95	1
24	12	500	6000	41.667	0.264	0.595	2.45	1584	3568	646	1
25	12	497	5964	41.417	0.297	0.733	2.25	1773	4374	789	1
26	12	25	300	2.083	0.32	0.643	2.59	96	193	37	1
27	9	108	972	12.0	0.376	0.815	2.35	365	792	155	1
28	6	184	1104	30.667	0.323	0.752	1.99	357	830	179	1
29	5	39	195	7.8	0.328	0.744	2.06	64	145	31	1
30	5	116	580	23.2	0.376	0.784	2.18	218	455	100	1
31	4	89	356	22.25	0.34	0.916	1.64	121	326	74	1
32	7	46	322	6.571	0.298	0.994	2.18	96	320	44	1
33	8	27	216	3.375	0.218	0.852	2.24	47	184	21	1
34	7	172	1204	24.571	0.294	0.967	2.07	354	1164	171	1
35	7	17	119	2.429	0.412	0.807	2.58	49	96	19	1
36	22	71	1562	3.227	0.536	0.876	11.64	838	1368	72	1
37	8	75	600	9.375	0.375	0.86	2.05	225	516	110	1
38	6	189	1134	31.5	0.324	0.83	1.62	367	941	227	1
39	8	70	560	8.75	0.298	0.914	1.76	167	512	95	1
40	8	70	560	8.75	0.332	0.896	1.66	186	502	112	1
41	9	76	684	8.444	0.436	0.955	2.37	298	653	126	1
42	8	93	744	11.625	0.261	0.937	1.55	194	697	125	1
43	8	108	864	13.5	0.293	0.897	1.69	253	775	150	1
44	7	63	441	9.0	0.333	0.971	1.99	147	428	74	1
45	11	34	374	3.091	0.364	0.642	2.78	136	240	49	1
46	8	123	984	15.375	0.255	0.827	1.71	251	814	147	1
47	6	99	594	16.5	0.301	0.803	1.46	179	477	123	1
48	5	50	250	10.0	0.36	0.812	1.58	90	203	57	1
49	5	43	215	8.6	0.265	0.786	1.33	57	169	43	1
50	5	28	140	5.6	0.329	0.871	1.77	46	122	26	1
51	9	42	378	4.667	0.384	0.817	2.38	145	309	61	1
52	10	35	350	3.5	0.331	0.686	1.93	116	240	60	1
53	8	40	320	5.0	0.463	0.969	2.47	148	310	60	1
54	13	386	5018	29.692	0.286	0.658	2.19	1437	3301	657	1
55	9	60	540	6.667	0.413	0.822	2.75	223	444	81	1
56	12	67	804	5.583	0.35	0.693	2.84	281	557	99	1
57	9	118	1062	13.111	0.372	0.818	2.41	395	869	164	1
58	25	115	2875	4.6	0.296	0.65	2.56	851	1868	333	1
59	9	33	297	3.667	0.33	0.845	1.81	98	251	54	1
60	8	107	856	13.375	0.384	0.86	2.12	329	736	155	1
61	7	183	1281	26.143	0.265	0.664	1.88	340	850	181	1
62	6	39	234	6.5	0.303	0.739	1.58	71	173	45	1
63	7	115	805	16.429	0.273	0.704	1.72	220	567	128	1
64	5	88	440	17.6	0.364	0.775	1.67	160	341	96	1
65	5	27	135	5.4	0.407	0.815	2.12	55	110	26	1
66	11	337	3707	30.636	0.179	0.648	2.09	664	2402	318	1
67	7	17	119	2.429	0.454	0.866	3.18	54	103	17	1
68	22	70	1540	3.182	0.525	0.838	11.54	808	1290	70	1
69	8	74	592	9.25	0.412	0.845	2.14	244	500	114	1
70	7	191	1337	27.286	0.307	0.748	1.66	411	1000	247	1
71	8	68	544	8.5	0.336	0.868	1.91	183	472	96	1
72	8	69	552	8.625	0.312	0.842	1.91	172	465	90	1
73	10	127	1270	12.7	0.388	0.798	2.35	493	1014	210	1
74	9	91	819	10.111	0.233	0.789	1.71	191	646	112	1
75	10	105	1050	10.5	0.234	0.811	1.7	246	852	145	1
76	8	61	488	7.625	0.316	0.967	2.03	154	472	76	1
77	8	127	1016	15.875	0.314	0.825	1.98	319	838	161	1
78	11	30	330	2.727	0.379	0.739	3.05	125	244	41	1
79	5	29	145	5.8	0.4	0.89	1.87	58	129	31	1
80	7	100	700	14.286	0.294	0.633	1.67	206	443	123	1
81	6	50	300	8.333	0.327	0.777	2.0	98	233	49	1
82	5	43	215	8.6	0.405	0.981	1.61	87	211	54	1
83	9	42	378	4.667	0.45	0.905	2.79	170	342	61	1
84	10	35	350	3.5	0.434	0.803	2.34	152	281	65	1
85	9	40	360	4.444	0.494	0.925	2.92	178	333	61	1
86	13	84	1092	6.462	0.35	0.59	3.16	382	644	121	1
87	10	249	2490	24.9	0.462	0.842	3.53	1151	2097	326	1
88	38	410	15580	10.789	0.279	0.696	2.39	4341	10849	1815	1
89	12	232	2784	19.333	0.316	0.703	2.34	879	1957	375	1
90	12	67	804	5.583	0.376	0.751	2.99	302	604	101	1
91	10	119	1190	11.9	0.392	0.891	2.46	467	1060	190	1
92	12	116	1392	9.667	0.331	0.756	2.62	461	1053	176	1
93	11	104	1144	9.455	0.377	0.779	2.57	431	891	168	1
94	10	33	330	3.3	0.294	0.791	1.83	97	261	53	1
95	11	101	1111	9.182	0.33	0.734	2.68	367	815	137	1
96	9	108	972	12.0	0.364	0.794	2.15	354	772	165	1
97	8	185	1480	23.125	0.265	0.611	1.97	392	905	199	1
98	5	38	190	7.6	0.316	0.695	2.07	60	132	29	1
99	7	116	812	16.571	0.309	0.676	2.2	251	549	114	1
100	6	89	534	14.833	0.298	0.758	1.61	159	405	99	1
101	3	27	81	9.0	0.481	0.926	1.77	39	75	22	1
102	10	174	1740	17.4	0.278	0.733	2.02	483	1276	239	1
103	7	17	119	2.429	0.555	0.933	2.64	66	111	25	1
104	8	28	224	3.5	0.308	0.835	3.14	69	187	22	1
105	8	46	368	5.75	0.291	0.886	2.23	107	326	48	1
106	22	71	1562	3.227	0.499	0.836	10.99	780	1306	71	1
107	10	75	750	7.5	0.451	0.86	2.84	338	645	119	1
108	8	192	1536	24.0	0.316	0.746	1.74	485	1146	279	1
109	8	70	560	8.75	0.464	0.988	2.36	260	553	110	1
110	10	121	1210	12.1	0.415	0.879	2.61	502	1063	192	1
111	9	71	639	7.889	0.352	0.897	1.97	225	573	114	1
