	1	2	3	4	5	6	7	8	9	10	label
0	7	36	252	5.143	0.262	0.671	1.27	66	169	52	1
1	7	18	126	2.571	0.357	1.0	1.55	45	126	29	1
2	7	11	77	1.571	0.377	1.0	1.53	29	77	19	1
3	7	25	175	3.571	0.371	1.0	1.63	65	175	40	1
4	7	33	231	4.714	0.351	0.957	1.45	81	221	56	1
5	9	17	153	1.889	0.307	0.987	1.38	47	151	34	1
6	8	6	48	0.75	0.375	1.0	1.64	18	48	11	1
7	7	13	91	1.857	0.308	0.824	1.33	28	75	21	1
8	7	18	126	2.571	0.254	0.841	1.39	32	106	23	1
9	7	38	266	5.429	0.252	0.628	1.4	67	167	48	1
10	9	262	2358	29.111	0.209	0.703	1.38	492	1657	356	1
11	6	19	114	3.167	0.316	0.886	1.8	36	101	20	1
12	5	32	160	6.4	0.413	0.994	1.35	66	159	49	1
13	5	23	115	4.6	0.322	1.0	1.32	37	115	28	1
14	5	5	25	1.0	0.28	0.72	1.75	7	18	4	1
15	8	41	328	5.125	0.21	0.662	1.44	69	217	48	1
16	7	10	70	1.429	0.329	0.814	1.28	23	57	18	1
17	7	54	378	7.714	0.286	0.878	1.4	108	332	77	1
18	9	16	144	1.778	0.174	0.819	1.32	25	118	19	1
19	6	8	48	1.333	0.313	0.875	1.07	15	42	14	1
20	7	11	77	1.571	0.299	0.987	1.35	23	76	17	1
21	7	18	126	2.571	0.302	0.984	1.36	38	124	28	1
22	9	53	477	5.889	0.252	0.677	1.54	120	323	78	1
23	7	53	371	7.571	0.299	0.927	1.29	111	344	86	1
24	9	107	963	11.889	0.217	0.842	1.34	209	811	156	1
25	8	17	136	2.125	0.228	0.882	1.24	31	120	25	1
26	8	32	256	4.0	0.207	0.797	1.23	53	204	43	1
27	6	33	198	5.5	0.303	0.874	1.46	60	173	41	1
28	9	16	144	1.778	0.208	0.715	1.5	30	103	20	1
29	9	11	99	1.222	0.283	0.939	1.56	28	93	18	1
30	9	25	225	2.778	0.249	0.911	1.51	56	205	37	1
31	9	14	126	1.556	0.238	0.897	1.36	30	113	22	1
32	7	14	98	2.0	0.337	0.898	1.94	33	88	17	1
33	7	10	70	1.429	0.314	1.0	1.29	22	70	17	1
34	9	50	450	5.556	0.22	0.691	1.32	99	311	75	1
35	9	16	144	1.778	0.215	0.764	1.55	31	110	20	1
36	7	23	161	3.286	0.28	0.826	1.45	45	133	31	1
37	9	16	144	1.778	0.278	0.917	1.48	40	132	27	1
38	9	18	162	2.0	0.241	0.981	1.44	39	159	27	1
39	6	31	186	5.167	0.263	0.812	1.4	49	151	35	1
40	6	68	408	11.333	0.257	0.672	1.15	105	274	91	1
41	7	23	161	3.286	0.323	0.839	1.68	52	135	31	1
42	8	41	328	5.125	0.293	0.872	1.43	96	286	67	1
43	7	47	329	6.714	0.258	0.763	1.29	85	251	66	1
44	6	20	120	3.333	0.333	0.942	1.21	40	113	33	1
45	9	13	117	1.444	0.308	0.88	1.71	36	103	21	1
46	9	55	495	6.111	0.255	0.697	1.38	126	345	91	1
47	6	37	222	6.167	0.306	0.811	1.42	68	180	48	1
48	7	9	63	1.286	0.302	0.841	1.73	19	53	11	1
49	7	16	112	2.286	0.25	1.0	1.56	28	112	18	1
50	7	17	119	2.429	0.269	0.899	1.52	32	107	21	1
51	7	11	77	1.571	0.338	0.883	1.63	26	68	16	1
52	7	25	175	3.571	0.331	0.891	1.41	58	156	41	1
53	7	7	49	1.0	0.388	0.939	1.9	19	46	10	1
54	7	14	98	2.0	0.367	0.786	1.57	36	77	23	1
55	7	35	245	5.0	0.347	0.771	1.52	85	189	56	1
56	6	23	138	3.833	0.283	0.891	1.11	39	123	35	1
57	6	58	348	9.667	0.276	0.744	1.17	96	259	82	1
58	5	11	55	2.2	0.436	0.891	1.71	24	49	14	1
59	7	47	329	6.714	0.322	0.833	1.74	106	274	61	1
60	5	7	35	1.4	0.457	1.0	1.45	16	35	11	1
61	7	40	280	5.714	0.339	0.936	1.44	95	262	66	1
62	8	8	64	1.0	0.234	0.953	2.5	15	61	6	1
63	7	11	77	1.571	0.234	0.675	1.29	18	52	14	1
64	7	13	91	1.857	0.286	0.868	1.37	26	79	19	1
65	9	41	369	4.556	0.201	0.653	1.3	74	241	57	1
66	7	18	126	2.571	0.214	0.929	1.13	27	117	24	1
67	7	10	70	1.429	0.286	0.7	1.25	20	49	16	1
68	7	41	287	5.857	0.321	0.725	1.48	92	208	62	1
69	7	45	315	6.429	0.238	0.67	1.15	75	211	65	1
70	9	201	1809	22.333	0.152	0.456	1.27	275	825	216	1
71	9	202	1818	22.444	0.087	0.254	1.3	158	462	122	1
72	5	9	45	1.8	0.444	0.956	1.43	20	43	14	1
73	7	10	70	1.429	0.343	0.786	1.33	24	55	18	1
74	9	19	171	2.111	0.275	0.643	1.52	47	110	31	1
75	8	19	152	2.375	0.309	0.98	1.52	47	149	31	1
76	9	42	378	4.667	0.198	0.563	1.15	75	213	65	1
77	6	17	102	2.833	0.294	0.863	1.15	30	88	26	1
78	6	7	42	1.167	0.262	0.929	1.38	11	39	8	1
79	6	29	174	4.833	0.305	0.966	1.26	53	168	42	1
80	9	184	1656	20.444	0.206	0.659	1.36	341	1091	251	1
81	9	35	315	3.889	0.26	0.924	1.37	82	291	60	1
82	6	5	30	0.833	0.367	0.867	2.75	11	26	4	1
83	6	5	30	0.833	0.333	0.833	1.67	10	25	6	1
84	5	32	160	6.4	0.419	0.981	1.31	67	157	51	1
85	5	11	55	2.2	0.4	0.927	1.57	22	51	14	1
86	5	33	165	6.6	0.315	0.909	1.27	52	150	41	1
87	9	42	378	4.667	0.235	0.603	1.37	89	228	65	1
88	9	7	63	0.778	0.286	0.778	2.0	18	49	9	1
89	9	39	351	4.333	0.256	0.698	1.64	90	245	55	1
90	7	8	56	1.143	0.321	0.786	1.38	18	44	13	1
91	7	4	28	0.571	0.321	0.679	9.0	9	19	1	1
92	7	31	217	4.429	0.313	0.71	1.51	68	154	45	1
93	8	54	432	6.75	0.183	0.734	1.34	79	317	59	1
94	7	18	126	2.571	0.27	0.881	1.36	34	111	25	1
95	7	11	77	1.571	0.221	0.922	1.21	17	71	14	1
96	7	54	378	7.714	0.304	0.876	1.26	115	331	91	1
97	7	13	91	1.857	0.407	0.978	1.76	37	89	21	1
98	7	23	161	3.286	0.447	1.0	1.95	72	161	37	1
99	7	31	217	4.429	0.304	0.843	1.32	66	183	50	1
100	7	23	161	3.286	0.298	0.876	1.45	48	141	33	1
101	6	10	60	1.667	0.267	0.55	1.78	16	33	9	1
102	6	20	120	3.333	0.258	0.975	1.29	31	117	24	1
103	5	3	15	0.6	0.6	0.933	3.0	9	14	3	1
104	5	10	50	2.0	0.36	1.0	1.29	18	50	14	1
105	7	21	147	3.0	0.286	0.857	1.35	42	126	31	1
106	7	29	203	4.143	0.281	0.783	1.33	57	159	43	1
107	7	13	91	1.857	0.275	0.824	1.32	25	75	19	1
108	9	53	477	5.889	0.218	0.591	1.24	104	282	84	1
109	9	44	396	4.889	0.258	0.604	1.38	102	239	74	1
110	8	10	80	1.25	0.288	0.813	1.64	23	65	14	1
111	7	19	133	2.714	0.263	0.662	1.35	35	88	26	1
112	6	20	120	3.333	0.367	0.967	1.38	44	116	32	1
113	7	7	49	1.0	0.306	0.592	2.14	15	29	7	1
114	9	29	261	3.222	0.188	0.502	1.48	49	131	33	1
115	5	4	20	0.8	0.45	0.75	2.25	9	15	4	1
116	6	44	264	7.333	0.265	0.811	1.23	70	214	57	1
117	5	6	30	1.2	0.433	0.9	1.63	13	27	8	1
118	5	43	215	8.6	0.33	0.819	1.16	71	176	61	1
119	8	398	3184	49.75	0.279	0.664	1.7	887	2113	521	1
120	6	10	60	1.667	0.45	0.85	1.93	27	51	14	1
121	10	39	390	3.9	0.285	0.546	1.91	111	213	58	1
122	8	15	120	1.875	0.467	0.783	2.24	56	94	25	1
123	8	20	160	2.5	0.375	0.725	1.88	60	116	32	1
124	8	19	152	2.375	0.382	0.724	1.93	58	110	30	1
125	8	46	368	5.75	0.34	0.611	1.79	125	225	70	1
126	8	9	72	1.125	0.361	0.792	1.53	26	57	17	1
127	8	48	384	6.0	0.341	0.737	1.96	131	283	67	1
128	7	12	84	1.714	0.417	0.738	1.84	35	62	19	1
129	6	7	42	1.167	0.524	1.0	2.0	22	42	11	1
130	7	8	56	1.143	0.464	0.768	2.17	26	43	12	1
131	8	9	72	1.125	0.319	0.639	2.09	23	46	11	1
