	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
0	1.52320062	13.7225	3.72221	0.51149	71.7476	0.08694	10.568	0.0	0.0816	0
1	1.5229956	13.3102	3.57853	0.81965	71.9884	0.11799	10.17516	0.0	0.0153	0
2	1.52101374	13.6427	4.49	1.09892	71.7812	0.0621	8.75484	0.0	0.0	0
3	1.51750562	12.8181	3.55159	1.49054	72.75	0.54027	8.51812	0.0	0.0969	0
4	1.52212996	14.20795	3.82099	0.46976	71.77	0.11178	9.5726	0.0	0.0	0
5	1.52666318	13.9885	3.69976	0.71051	71.5684	0.01863	9.82008	0.0	0.051	0
6	1.51925968	13.19715	3.33158	1.27868	72.358	0.60237	9.1422	0.0	0.0561	0
7	1.52171992	13.4831	3.74017	0.8999	72.0108	0.18009	9.60488	0.0	0.0357	0
8	1.51618438	13.52965	3.55159	1.53869	72.9908	0.39123	7.77568	0.0	0.0	0
9	1.51761952	12.61195	3.592	1.31078	73.2876	0.57753	8.4966	0.0	0.0	0
10	1.51768786	12.55875	3.52016	1.42955	73.1476	0.57132	8.53964	0.0	0.0	0
11	1.51796122	12.7383	3.47975	1.3493	72.9572	0.63963	8.67952	0.0	0.0	0
12	1.51807512	13.4299	2.86911	1.1888	72.8396	0.55269	9.0346	0.0	0.0	0
13	1.5215149	13.11735	3.57853	0.8999	72.2012	0.22977	9.82008	0.0	0.0816	0
14	1.52474966	11.4482	0.0	1.87895	72.19	0.8073	13.24176	0.0	0.1734	1
15	1.51828014	13.23705	3.90181	1.41029	72.33	0.55269	8.31368	0.0	0.051	1
16	1.51789288	13.1905	3.90181	1.30115	72.33	0.55269	8.4428	0.0	0.1428	1
17	1.51839404	12.85135	3.66833	1.24016	72.5708	0.621	8.67952	0.0	0.1785	1
18	1.5159338	13.09075	3.592	1.51943	73.0972	0.67068	7.82948	0.0	0.0	1
19	1.5159338	13.09075	3.52016	1.55153	72.8676	0.6831	8.04468	0.0	0.459	1
20	1.51588824	13.11735	3.40791	1.58042	73.2596	0.06831	8.389	0.0	0.0969	1
21	1.51818902	12.6186	2.76135	0.82928	73.8084	0.34776	9.42196	0.0	0.102	1
22	1.52320062	13.7225	3.72221	0.51149	71.7476	0.08694	10.568	0.0	0.0816	0
23	1.5229956	13.3102	3.57853	0.81965	71.9884	0.11799	10.17516	0.0	0.0153	0
24	1.52101374	13.6427	4.49	1.09892	71.7812	0.0621	8.75484	0.0	0.0	0
25	1.51750562	12.8181	3.55159	1.49054	72.75	0.54027	8.51812	0.0	0.0969	0
26	1.52212996	14.20795	3.82099	0.46976	71.77	0.11178	9.5726	0.0	0.0	0
27	1.52666318	13.9885	3.69976	0.71051	71.5684	0.01863	9.82008	0.0	0.051	0
28	1.51925968	13.19715	3.33158	1.27868	72.358	0.60237	9.1422	0.0	0.0561	0
29	1.52171992	13.4831	3.74017	0.8999	72.0108	0.18009	9.60488	0.0	0.0357	0
30	1.51618438	13.52965	3.55159	1.53869	72.9908	0.39123	7.77568	0.0	0.0	0
31	1.51761952	12.61195	3.592	1.31078	73.2876	0.57753	8.4966	0.0	0.0	0
32	1.51768786	12.55875	3.52016	1.42955	73.1476	0.57132	8.53964	0.0	0.0	0
33	1.51796122	12.7383	3.47975	1.3493	72.9572	0.63963	8.67952	0.0	0.0	0
34	1.51807512	13.4299	2.86911	1.1888	72.8396	0.55269	9.0346	0.0	0.0	0
35	1.5215149	13.11735	3.57853	0.8999	72.2012	0.22977	9.82008	0.0	0.0816	0
36	1.52474966	11.4482	0.0	1.87895	72.19	0.8073	13.24176	0.0	0.1734	1
37	1.51828014	13.23705	3.90181	1.41029	72.33	0.55269	8.31368	0.0	0.051	1
38	1.51789288	13.1905	3.90181	1.30115	72.33	0.55269	8.4428	0.0	0.1428	1
39	1.51839404	12.85135	3.66833	1.24016	72.5708	0.621	8.67952	0.0	0.1785	1
40	1.5159338	13.09075	3.592	1.51943	73.0972	0.67068	7.82948	0.0	0.0	1
41	1.5159338	13.09075	3.52016	1.55153	72.8676	0.6831	8.04468	0.0	0.459	1
42	1.51588824	13.11735	3.40791	1.58042	73.2596	0.06831	8.389	0.0	0.0969	1
43	1.51818902	12.6186	2.76135	0.82928	73.8084	0.34776	9.42196	0.0	0.102	1
44	1.52320062	13.7225	3.72221	0.51149	71.7476	0.08694	10.568	0.0	0.0816	0
45	1.5229956	13.3102	3.57853	0.81965	71.9884	0.11799	10.17516	0.0	0.0153	0
46	1.52101374	13.6427	4.49	1.09892	71.7812	0.0621	8.75484	0.0	0.0	0
47	1.51750562	12.8181	3.55159	1.49054	72.75	0.54027	8.51812	0.0	0.0969	0
48	1.52212996	14.20795	3.82099	0.46976	71.77	0.11178	9.5726	0.0	0.0	0
49	1.52666318	13.9885	3.69976	0.71051	71.5684	0.01863	9.82008	0.0	0.051	0
50	1.51925968	13.19715	3.33158	1.27868	72.358	0.60237	9.1422	0.0	0.0561	0
51	1.52171992	13.4831	3.74017	0.8999	72.0108	0.18009	9.60488	0.0	0.0357	0
52	1.51618438	13.52965	3.55159	1.53869	72.9908	0.39123	7.77568	0.0	0.0	0
53	1.51761952	12.61195	3.592	1.31078	73.2876	0.57753	8.4966	0.0	0.0	0
54	1.51768786	12.55875	3.52016	1.42955	73.1476	0.57132	8.53964	0.0	0.0	0
55	1.51796122	12.7383	3.47975	1.3493	72.9572	0.63963	8.67952	0.0	0.0	0
56	1.51807512	13.4299	2.86911	1.1888	72.8396	0.55269	9.0346	0.0	0.0	0
57	1.5215149	13.11735	3.57853	0.8999	72.2012	0.22977	9.82008	0.0	0.0816	0
58	1.52474966	11.4482	0.0	1.87895	72.19	0.8073	13.24176	0.0	0.1734	1
59	1.51828014	13.23705	3.90181	1.41029	72.33	0.55269	8.31368	0.0	0.051	1
60	1.51789288	13.1905	3.90181	1.30115	72.33	0.55269	8.4428	0.0	0.1428	1
61	1.51839404	12.85135	3.66833	1.24016	72.5708	0.621	8.67952	0.0	0.1785	1
62	1.5159338	13.09075	3.592	1.51943	73.0972	0.67068	7.82948	0.0	0.0	1
63	1.5159338	13.09075	3.52016	1.55153	72.8676	0.6831	8.04468	0.0	0.459	1
64	1.51588824	13.11735	3.40791	1.58042	73.2596	0.06831	8.389	0.0	0.0969	1
65	1.51818902	12.6186	2.76135	0.82928	73.8084	0.34776	9.42196	0.0	0.102	1
66	1.52320062	13.7225	3.72221	0.51149	71.7476	0.08694	10.568	0.0	0.0816	0
67	1.5229956	13.3102	3.57853	0.81965	71.9884	0.11799	10.17516	0.0	0.0153	0
68	1.52101374	13.6427	4.49	1.09892	71.7812	0.0621	8.75484	0.0	0.0	0
69	1.51750562	12.8181	3.55159	1.49054	72.75	0.54027	8.51812	0.0	0.0969	0
70	1.52212996	14.20795	3.82099	0.46976	71.77	0.11178	9.5726	0.0	0.0	0
71	1.52666318	13.9885	3.69976	0.71051	71.5684	0.01863	9.82008	0.0	0.051	0
72	1.51925968	13.19715	3.33158	1.27868	72.358	0.60237	9.1422	0.0	0.0561	0
73	1.52171992	13.4831	3.74017	0.8999	72.0108	0.18009	9.60488	0.0	0.0357	0
74	1.51618438	13.52965	3.55159	1.53869	72.9908	0.39123	7.77568	0.0	0.0	0
75	1.51761952	12.61195	3.592	1.31078	73.2876	0.57753	8.4966	0.0	0.0	0
76	1.51768786	12.55875	3.52016	1.42955	73.1476	0.57132	8.53964	0.0	0.0	0
77	1.51796122	12.7383	3.47975	1.3493	72.9572	0.63963	8.67952	0.0	0.0	0
78	1.51807512	13.4299	2.86911	1.1888	72.8396	0.55269	9.0346	0.0	0.0	0
79	1.5215149	13.11735	3.57853	0.8999	72.2012	0.22977	9.82008	0.0	0.0816	0
80	1.52474966	11.4482	0.0	1.87895	72.19	0.8073	13.24176	0.0	0.1734	1
81	1.51828014	13.23705	3.90181	1.41029	72.33	0.55269	8.31368	0.0	0.051	1
82	1.51789288	13.1905	3.90181	1.30115	72.33	0.55269	8.4428	0.0	0.1428	1
83	1.51839404	12.85135	3.66833	1.24016	72.5708	0.621	8.67952	0.0	0.1785	1
84	1.5159338	13.09075	3.592	1.51943	73.0972	0.67068	7.82948	0.0	0.0	1
85	1.5159338	13.09075	3.52016	1.55153	72.8676	0.6831	8.04468	0.0	0.459	1
86	1.51588824	13.11735	3.40791	1.58042	73.2596	0.06831	8.389	0.0	0.0969	1
87	1.51818902	12.6186	2.76135	0.82928	73.8084	0.34776	9.42196	0.0	0.102	1
88	1.52320062	13.7225	3.72221	0.51149	71.7476	0.08694	10.568	0.0	0.0816	0
89	1.5229956	13.3102	3.57853	0.81965	71.9884	0.11799	10.17516	0.0	0.0153	0
90	1.52101374	13.6427	4.49	1.09892	71.7812	0.0621	8.75484	0.0	0.0	0
91	1.51750562	12.8181	3.55159	1.49054	72.75	0.54027	8.51812	0.0	0.0969	0
92	1.52212996	14.20795	3.82099	0.46976	71.77	0.11178	9.5726	0.0	0.0	0
93	1.52666318	13.9885	3.69976	0.71051	71.5684	0.01863	9.82008	0.0	0.051	0
94	1.51925968	13.19715	3.33158	1.27868	72.358	0.60237	9.1422	0.0	0.0561	0
95	1.52171992	13.4831	3.74017	0.8999	72.0108	0.18009	9.60488	0.0	0.0357	0
96	1.51618438	13.52965	3.55159	1.53869	72.9908	0.39123	7.77568	0.0	0.0	0
97	1.51761952	12.61195	3.592	1.31078	73.2876	0.57753	8.4966	0.0	0.0	0
98	1.51768786	12.55875	3.52016	1.42955	73.1476	0.57132	8.53964	0.0	0.0	0
99	1.51796122	12.7383	3.47975	1.3493	72.9572	0.63963	8.67952	0.0	0.0	0
