	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
0	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	0
1	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	0
2	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	0
3	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	0
4	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	0
5	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	0
6	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	0
7	1.51766508	13.21045	3.69078	1.29152	72.61	0.57132	8.21684	0.0	0.0	0
8	1.51566044	13.29025	3.44832	1.21127	72.7388	0.5589	8.57192	0.0	0.0	0
9	1.52226664	14.16805	3.81201	0.78113	71.35	0.0	9.69096	0.0	0.0	0
10	1.51966972	14.7732	3.74915	0.29	72.022	0.03105	9.00232	0.0	0.0	0
11	1.51777898	13.21045	2.81074	1.29152	72.9796	0.50922	9.02384	0.0	0.459	0
12	1.5219705	14.3609	3.84793	0.89027	71.3612	0.14904	9.15296	0.0	0.0	0
13	1.5190091	13.48975	3.47975	1.3493	71.9492	0.55269	9.00232	0.0	0.0	0
14	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	1
15	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	1
16	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	1
17	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	1
18	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	1
19	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	1
20	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	1
21	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	1
22	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	0
23	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	0
24	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	0
25	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	0
26	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	0
27	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	0
28	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	0
29	1.51766508	13.21045	3.69078	1.29152	72.61	0.57132	8.21684	0.0	0.0	0
30	1.51566044	13.29025	3.44832	1.21127	72.7388	0.5589	8.57192	0.0	0.0	0
31	1.52226664	14.16805	3.81201	0.78113	71.35	0.0	9.69096	0.0	0.0	0
32	1.51966972	14.7732	3.74915	0.29	72.022	0.03105	9.00232	0.0	0.0	0
33	1.51777898	13.21045	2.81074	1.29152	72.9796	0.50922	9.02384	0.0	0.459	0
34	1.5219705	14.3609	3.84793	0.89027	71.3612	0.14904	9.15296	0.0	0.0	0
35	1.5190091	13.48975	3.47975	1.3493	71.9492	0.55269	9.00232	0.0	0.0	0
36	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	1
37	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	1
38	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	1
39	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	1
40	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	1
41	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	1
42	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	1
43	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	1
44	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	0
45	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	0
46	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	0
47	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	0
48	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	0
49	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	0
50	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	0
51	1.51766508	13.21045	3.69078	1.29152	72.61	0.57132	8.21684	0.0	0.0	0
52	1.51566044	13.29025	3.44832	1.21127	72.7388	0.5589	8.57192	0.0	0.0	0
53	1.52226664	14.16805	3.81201	0.78113	71.35	0.0	9.69096	0.0	0.0	0
54	1.51966972	14.7732	3.74915	0.29	72.022	0.03105	9.00232	0.0	0.0	0
55	1.51777898	13.21045	2.81074	1.29152	72.9796	0.50922	9.02384	0.0	0.459	0
56	1.5219705	14.3609	3.84793	0.89027	71.3612	0.14904	9.15296	0.0	0.0	0
57	1.5190091	13.48975	3.47975	1.3493	71.9492	0.55269	9.00232	0.0	0.0	0
58	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	1
59	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	1
60	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	1
61	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	1
62	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	1
63	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	1
64	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	1
65	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	1
66	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	0
67	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	0
68	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	0
69	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	0
70	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	0
71	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	0
72	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	0
73	1.51766508	13.21045	3.69078	1.29152	72.61	0.57132	8.21684	0.0	0.0	0
74	1.51566044	13.29025	3.44832	1.21127	72.7388	0.5589	8.57192	0.0	0.0	0
75	1.52226664	14.16805	3.81201	0.78113	71.35	0.0	9.69096	0.0	0.0	0
76	1.51966972	14.7732	3.74915	0.29	72.022	0.03105	9.00232	0.0	0.0	0
77	1.51777898	13.21045	2.81074	1.29152	72.9796	0.50922	9.02384	0.0	0.459	0
78	1.5219705	14.3609	3.84793	0.89027	71.3612	0.14904	9.15296	0.0	0.0	0
79	1.5190091	13.48975	3.47975	1.3493	71.9492	0.55269	9.00232	0.0	0.0	0
80	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	1
81	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	1
82	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	1
83	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	1
84	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	1
85	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	1
86	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	1
87	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	1
88	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	0
89	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	0
90	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	0
91	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	0
92	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	0
93	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	0
94	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	0
95	1.51766508	13.21045	3.69078	1.29152	72.61	0.57132	8.21684	0.0	0.0	0
96	1.51566044	13.29025	3.44832	1.21127	72.7388	0.5589	8.57192	0.0	0.0	0
97	1.52226664	14.16805	3.81201	0.78113	71.35	0.0	9.69096	0.0	0.0	0
98	1.51966972	14.7732	3.74915	0.29	72.022	0.03105	9.00232	0.0	0.0	0
99	1.51777898	13.21045	2.81074	1.29152	72.9796	0.50922	9.02384	0.0	0.459	0
100	1.5219705	14.3609	3.84793	0.89027	71.3612	0.14904	9.15296	0.0	0.0	0
101	1.5190091	13.48975	3.47975	1.3493	71.9492	0.55269	9.00232	0.0	0.0	0
102	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	1
103	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	1
104	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	1
105	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	1
106	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	1
107	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	1
108	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	1
109	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	1
110	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	0
111	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	0
112	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	0
113	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	0
114	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	0
115	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	0
116	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	0
117	1.51766508	13.21045	3.69078	1.29152	72.61	0.57132	8.21684	0.0	0.0	0
118	1.51566044	13.29025	3.44832	1.21127	72.7388	0.5589	8.57192	0.0	0.0	0
119	1.52226664	14.16805	3.81201	0.78113	71.35	0.0	9.69096	0.0	0.0	0
120	1.51966972	14.7732	3.74915	0.29	72.022	0.03105	9.00232	0.0	0.0	0
121	1.51777898	13.21045	2.81074	1.29152	72.9796	0.50922	9.02384	0.0	0.459	0
122	1.5219705	14.3609	3.84793	0.89027	71.3612	0.14904	9.15296	0.0	0.0	0
123	1.5190091	13.48975	3.47975	1.3493	71.9492	0.55269	9.00232	0.0	0.0	0
124	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	1
125	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	1
126	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	1
127	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	1
128	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	1
129	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	1
130	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	1
131	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	1
132	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	0
133	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	0
134	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	0
135	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	0
136	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	0
137	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	0
138	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	0
139	1.51766508	13.21045	3.69078	1.29152	72.61	0.57132	8.21684	0.0	0.0	0
140	1.51566044	13.29025	3.44832	1.21127	72.7388	0.5589	8.57192	0.0	0.0	0
141	1.52226664	14.16805	3.81201	0.78113	71.35	0.0	9.69096	0.0	0.0	0
142	1.51966972	14.7732	3.74915	0.29	72.022	0.03105	9.00232	0.0	0.0	0
143	1.51777898	13.21045	2.81074	1.29152	72.9796	0.50922	9.02384	0.0	0.459	0
144	1.5219705	14.3609	3.84793	0.89027	71.3612	0.14904	9.15296	0.0	0.0	0
145	1.5190091	13.48975	3.47975	1.3493	71.9492	0.55269	9.00232	0.0	0.0	0
146	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	1
147	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	1
148	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	1
149	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	1
150	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	1
151	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	1
152	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	1
153	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	1
154	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	0
155	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	0
156	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	0
157	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	0
158	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	0
159	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	0
160	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	0
161	1.51766508	13.21045	3.69078	1.29152	72.61	0.57132	8.21684	0.0	0.0	0
162	1.51566044	13.29025	3.44832	1.21127	72.7388	0.5589	8.57192	0.0	0.0	0
163	1.52226664	14.16805	3.81201	0.78113	71.35	0.0	9.69096	0.0	0.0	0
164	1.51966972	14.7732	3.74915	0.29	72.022	0.03105	9.00232	0.0	0.0	0
165	1.51777898	13.21045	2.81074	1.29152	72.9796	0.50922	9.02384	0.0	0.459	0
166	1.5219705	14.3609	3.84793	0.89027	71.3612	0.14904	9.15296	0.0	0.0	0
167	1.5190091	13.48975	3.47975	1.3493	71.9492	0.55269	9.00232	0.0	0.0	0
168	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	1
169	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	1
170	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	1
171	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	1
172	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	1
173	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	1
174	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	1
175	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	1
176	1.5174145	13.2703	3.61894	1.24016	73.0804	0.55269	8.0662	0.0	0.0	0
177	1.51748284	12.858	3.56057	1.26905	73.2092	0.54027	8.37824	0.0	0.0867	0
178	1.51736894	12.7782	3.61894	1.29152	72.7892	0.58995	8.70104	0.0	0.0	0
179	1.51768786	12.65185	3.56057	1.30115	73.0804	0.60858	8.69028	0.0	0.0714	0
180	1.51755118	12.7117	3.42138	1.19843	73.198	0.58995	8.63648	0.0	0.0	0
181	1.51768786	12.45235	2.71196	1.29152	73.702	0.5589	9.05612	0.0	0.1224	0
182	1.51905466	13.6028	3.61894	1.10855	72.638	0.14283	8.75484	0.0	0.0	0
183	1.51766508	13.21045	3.69078	1.29152	72.61	0.57132	8.21684	0.0	0.0	0
184	1.51566044	13.29025	3.44832	1.21127	72.7388	0.5589	8.57192	0.0	0.0	0
185	1.52226664	14.16805	3.81201	0.78113	71.35	0.0	9.69096	0.0	0.0	0
186	1.51966972	14.7732	3.74915	0.29	72.022	0.03105	9.00232	0.0	0.0	0
187	1.51777898	13.21045	2.81074	1.29152	72.9796	0.50922	9.02384	0.0	0.459	0
188	1.5219705	14.3609	3.84793	0.89027	71.3612	0.14904	9.15296	0.0	0.0	0
189	1.5190091	13.48975	3.47975	1.3493	71.9492	0.55269	9.00232	0.0	0.0	0
190	1.51846238	13.0974	3.96916	1.1888	72.442	0.60237	8.43204	0.0	0.0	1
191	1.52080872	13.78235	2.28092	1.42955	71.9884	0.49059	9.85236	0.0	0.0867	1
192	1.51711836	12.89125	3.61894	1.57079	72.9572	0.60858	8.10924	0.0	0.0	1
193	1.51613882	13.922	3.52016	1.24979	72.8788	0.3726	7.93708	0.0	0.0714	1
194	1.51591102	12.858	3.52016	2.1197	72.6604	0.68931	7.96936	0.0	0.0	1
195	1.51841682	13.0176	3.61894	1.0604	72.3412	0.63963	9.13144	0.0	0.0765	1
196	1.52408904	13.8289	2.90054	1.16954	71.1484	0.08073	10.78848	0.0	0.0	1
197	1.51652608	13.5629	3.56955	1.47128	72.4476	0.63963	7.9586	0.0	0.0	1
