	RI	 Na	 Mg	 Al	 Si	 K	 Ca	 Ba	 Fe	label
0	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	0
1	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	0
2	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	0
3	1.5196925	12.63855	0.0	1.65104	73.7524	0.37881	11.53092	0.0	0.0	0
4	1.51914578	12.73165	1.84988	1.85969	72.6884	0.60237	10.08908	0.0	0.0	0
5	1.5151365	14.00845	2.68053	3.5	69.8884	1.68291	5.87116	2.1987	0.0	0
6	1.51315464	13.0176	0.0	3.04097	70.482	6.21	6.95792	0.0	0.0	0
7	1.52119598	12.97105	0.32777	1.5098	73.3884	0.13041	11.27268	0.0	0.1428	0
8	1.5215149	11.02925	1.71069	1.56116	73.4388	0.57753	11.617	0.0	0.0	0
9	1.5132002	12.99765	0.0	3.0185	70.7004	6.21	6.92564	0.0	0.0	0
10	1.51666276	12.858	0.0	1.8308	73.8812	0.96876	10.17516	0.0	0.0	0
11	1.523679	13.4432	0.0	1.58042	72.218	0.32292	12.24108	0.0	0.0	0
12	1.52042146	13.3767	0.0	1.40066	72.2516	0.32913	12.49932	0.0	0.0	0
13	1.51994308	13.2703	0.0	1.76018	73.03	0.47196	11.31572	0.0	0.0	0
14	1.5166172	12.85135	3.51118	1.43918	73.0076	0.6831	8.2276	0.5985	0.1275	1
15	1.51572878	14.85965	3.66833	1.74092	71.8708	0.16146	7.35604	0.0	0.0612	1
16	1.51625272	13.35675	3.57853	1.49054	72.722	0.44712	8.20608	0.0	0.0	1
17	1.51859906	13.35675	3.43036	1.42955	72.2628	0.50922	8.6042	0.0	0.0	1
18	1.5173006	12.3526	2.72094	1.62857	72.8676	0.70173	9.22828	0.0	0.0	1
19	1.5170728	13.4831	3.47975	1.70882	72.5204	0.621	7.99088	0.0	0.0	1
20	1.51805234	12.99765	3.79854	1.07966	73.0692	0.5589	8.37824	0.0	0.0612	1
21	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	0
22	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	0
23	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	0
24	1.5196925	12.63855	0.0	1.65104	73.7524	0.37881	11.53092	0.0	0.0	0
25	1.51914578	12.73165	1.84988	1.85969	72.6884	0.60237	10.08908	0.0	0.0	0
26	1.5151365	14.00845	2.68053	3.5	69.8884	1.68291	5.87116	2.1987	0.0	0
27	1.51315464	13.0176	0.0	3.04097	70.482	6.21	6.95792	0.0	0.0	0
28	1.52119598	12.97105	0.32777	1.5098	73.3884	0.13041	11.27268	0.0	0.1428	0
29	1.5215149	11.02925	1.71069	1.56116	73.4388	0.57753	11.617	0.0	0.0	0
30	1.5132002	12.99765	0.0	3.0185	70.7004	6.21	6.92564	0.0	0.0	0
31	1.51666276	12.858	0.0	1.8308	73.8812	0.96876	10.17516	0.0	0.0	0
32	1.523679	13.4432	0.0	1.58042	72.218	0.32292	12.24108	0.0	0.0	0
33	1.52042146	13.3767	0.0	1.40066	72.2516	0.32913	12.49932	0.0	0.0	0
34	1.51994308	13.2703	0.0	1.76018	73.03	0.47196	11.31572	0.0	0.0	0
35	1.5166172	12.85135	3.51118	1.43918	73.0076	0.6831	8.2276	0.5985	0.1275	1
36	1.51572878	14.85965	3.66833	1.74092	71.8708	0.16146	7.35604	0.0	0.0612	1
37	1.51625272	13.35675	3.57853	1.49054	72.722	0.44712	8.20608	0.0	0.0	1
38	1.51859906	13.35675	3.43036	1.42955	72.2628	0.50922	8.6042	0.0	0.0	1
39	1.5173006	12.3526	2.72094	1.62857	72.8676	0.70173	9.22828	0.0	0.0	1
40	1.5170728	13.4831	3.47975	1.70882	72.5204	0.621	7.99088	0.0	0.0	1
41	1.51805234	12.99765	3.79854	1.07966	73.0692	0.5589	8.37824	0.0	0.0612	1
42	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	0
43	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	0
44	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	0
45	1.5196925	12.63855	0.0	1.65104	73.7524	0.37881	11.53092	0.0	0.0	0
46	1.51914578	12.73165	1.84988	1.85969	72.6884	0.60237	10.08908	0.0	0.0	0
47	1.5151365	14.00845	2.68053	3.5	69.8884	1.68291	5.87116	2.1987	0.0	0
48	1.51315464	13.0176	0.0	3.04097	70.482	6.21	6.95792	0.0	0.0	0
49	1.52119598	12.97105	0.32777	1.5098	73.3884	0.13041	11.27268	0.0	0.1428	0
50	1.5215149	11.02925	1.71069	1.56116	73.4388	0.57753	11.617	0.0	0.0	0
51	1.5132002	12.99765	0.0	3.0185	70.7004	6.21	6.92564	0.0	0.0	0
52	1.51666276	12.858	0.0	1.8308	73.8812	0.96876	10.17516	0.0	0.0	0
53	1.523679	13.4432	0.0	1.58042	72.218	0.32292	12.24108	0.0	0.0	0
54	1.52042146	13.3767	0.0	1.40066	72.2516	0.32913	12.49932	0.0	0.0	0
55	1.51994308	13.2703	0.0	1.76018	73.03	0.47196	11.31572	0.0	0.0	0
56	1.5166172	12.85135	3.51118	1.43918	73.0076	0.6831	8.2276	0.5985	0.1275	1
57	1.51572878	14.85965	3.66833	1.74092	71.8708	0.16146	7.35604	0.0	0.0612	1
58	1.51625272	13.35675	3.57853	1.49054	72.722	0.44712	8.20608	0.0	0.0	1
59	1.51859906	13.35675	3.43036	1.42955	72.2628	0.50922	8.6042	0.0	0.0	1
60	1.5173006	12.3526	2.72094	1.62857	72.8676	0.70173	9.22828	0.0	0.0	1
61	1.5170728	13.4831	3.47975	1.70882	72.5204	0.621	7.99088	0.0	0.0	1
62	1.51805234	12.99765	3.79854	1.07966	73.0692	0.5589	8.37824	0.0	0.0612	1
63	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	0
64	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	0
65	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	0
66	1.5196925	12.63855	0.0	1.65104	73.7524	0.37881	11.53092	0.0	0.0	0
67	1.51914578	12.73165	1.84988	1.85969	72.6884	0.60237	10.08908	0.0	0.0	0
68	1.5151365	14.00845	2.68053	3.5	69.8884	1.68291	5.87116	2.1987	0.0	0
69	1.51315464	13.0176	0.0	3.04097	70.482	6.21	6.95792	0.0	0.0	0
70	1.52119598	12.97105	0.32777	1.5098	73.3884	0.13041	11.27268	0.0	0.1428	0
71	1.5215149	11.02925	1.71069	1.56116	73.4388	0.57753	11.617	0.0	0.0	0
72	1.5132002	12.99765	0.0	3.0185	70.7004	6.21	6.92564	0.0	0.0	0
73	1.51666276	12.858	0.0	1.8308	73.8812	0.96876	10.17516	0.0	0.0	0
74	1.523679	13.4432	0.0	1.58042	72.218	0.32292	12.24108	0.0	0.0	0
75	1.52042146	13.3767	0.0	1.40066	72.2516	0.32913	12.49932	0.0	0.0	0
76	1.51994308	13.2703	0.0	1.76018	73.03	0.47196	11.31572	0.0	0.0	0
77	1.5166172	12.85135	3.51118	1.43918	73.0076	0.6831	8.2276	0.5985	0.1275	1
78	1.51572878	14.85965	3.66833	1.74092	71.8708	0.16146	7.35604	0.0	0.0612	1
79	1.51625272	13.35675	3.57853	1.49054	72.722	0.44712	8.20608	0.0	0.0	1
80	1.51859906	13.35675	3.43036	1.42955	72.2628	0.50922	8.6042	0.0	0.0	1
81	1.5173006	12.3526	2.72094	1.62857	72.8676	0.70173	9.22828	0.0	0.0	1
82	1.5170728	13.4831	3.47975	1.70882	72.5204	0.621	7.99088	0.0	0.0	1
83	1.51805234	12.99765	3.79854	1.07966	73.0692	0.5589	8.37824	0.0	0.0612	1
84	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	0
85	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	0
86	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	0
87	1.5196925	12.63855	0.0	1.65104	73.7524	0.37881	11.53092	0.0	0.0	0
88	1.51914578	12.73165	1.84988	1.85969	72.6884	0.60237	10.08908	0.0	0.0	0
89	1.5151365	14.00845	2.68053	3.5	69.8884	1.68291	5.87116	2.1987	0.0	0
90	1.51315464	13.0176	0.0	3.04097	70.482	6.21	6.95792	0.0	0.0	0
91	1.52119598	12.97105	0.32777	1.5098	73.3884	0.13041	11.27268	0.0	0.1428	0
92	1.5215149	11.02925	1.71069	1.56116	73.4388	0.57753	11.617	0.0	0.0	0
93	1.5132002	12.99765	0.0	3.0185	70.7004	6.21	6.92564	0.0	0.0	0
94	1.51666276	12.858	0.0	1.8308	73.8812	0.96876	10.17516	0.0	0.0	0
95	1.523679	13.4432	0.0	1.58042	72.218	0.32292	12.24108	0.0	0.0	0
96	1.52042146	13.3767	0.0	1.40066	72.2516	0.32913	12.49932	0.0	0.0	0
97	1.51994308	13.2703	0.0	1.76018	73.03	0.47196	11.31572	0.0	0.0	0
98	1.5166172	12.85135	3.51118	1.43918	73.0076	0.6831	8.2276	0.5985	0.1275	1
99	1.51572878	14.85965	3.66833	1.74092	71.8708	0.16146	7.35604	0.0	0.0612	1
100	1.51625272	13.35675	3.57853	1.49054	72.722	0.44712	8.20608	0.0	0.0	1
101	1.51859906	13.35675	3.43036	1.42955	72.2628	0.50922	8.6042	0.0	0.0	1
102	1.5173006	12.3526	2.72094	1.62857	72.8676	0.70173	9.22828	0.0	0.0	1
103	1.5170728	13.4831	3.47975	1.70882	72.5204	0.621	7.99088	0.0	0.0	1
104	1.51805234	12.99765	3.79854	1.07966	73.0692	0.5589	8.37824	0.0	0.0612	1
105	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	0
106	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	0
107	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	0
108	1.5196925	12.63855	0.0	1.65104	73.7524	0.37881	11.53092	0.0	0.0	0
109	1.51914578	12.73165	1.84988	1.85969	72.6884	0.60237	10.08908	0.0	0.0	0
110	1.5151365	14.00845	2.68053	3.5	69.8884	1.68291	5.87116	2.1987	0.0	0
111	1.51315464	13.0176	0.0	3.04097	70.482	6.21	6.95792	0.0	0.0	0
112	1.52119598	12.97105	0.32777	1.5098	73.3884	0.13041	11.27268	0.0	0.1428	0
113	1.5215149	11.02925	1.71069	1.56116	73.4388	0.57753	11.617	0.0	0.0	0
114	1.5132002	12.99765	0.0	3.0185	70.7004	6.21	6.92564	0.0	0.0	0
115	1.51666276	12.858	0.0	1.8308	73.8812	0.96876	10.17516	0.0	0.0	0
116	1.523679	13.4432	0.0	1.58042	72.218	0.32292	12.24108	0.0	0.0	0
117	1.52042146	13.3767	0.0	1.40066	72.2516	0.32913	12.49932	0.0	0.0	0
118	1.51994308	13.2703	0.0	1.76018	73.03	0.47196	11.31572	0.0	0.0	0
119	1.5166172	12.85135	3.51118	1.43918	73.0076	0.6831	8.2276	0.5985	0.1275	1
120	1.51572878	14.85965	3.66833	1.74092	71.8708	0.16146	7.35604	0.0	0.0612	1
121	1.51625272	13.35675	3.57853	1.49054	72.722	0.44712	8.20608	0.0	0.0	1
122	1.51859906	13.35675	3.43036	1.42955	72.2628	0.50922	8.6042	0.0	0.0	1
123	1.5173006	12.3526	2.72094	1.62857	72.8676	0.70173	9.22828	0.0	0.0	1
124	1.5170728	13.4831	3.47975	1.70882	72.5204	0.621	7.99088	0.0	0.0	1
125	1.51805234	12.99765	3.79854	1.07966	73.0692	0.5589	8.37824	0.0	0.0612	1
126	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	0
127	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	0
128	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	0
129	1.5196925	12.63855	0.0	1.65104	73.7524	0.37881	11.53092	0.0	0.0	0
130	1.51914578	12.73165	1.84988	1.85969	72.6884	0.60237	10.08908	0.0	0.0	0
131	1.5151365	14.00845	2.68053	3.5	69.8884	1.68291	5.87116	2.1987	0.0	0
132	1.51315464	13.0176	0.0	3.04097	70.482	6.21	6.95792	0.0	0.0	0
133	1.52119598	12.97105	0.32777	1.5098	73.3884	0.13041	11.27268	0.0	0.1428	0
134	1.5215149	11.02925	1.71069	1.56116	73.4388	0.57753	11.617	0.0	0.0	0
135	1.5132002	12.99765	0.0	3.0185	70.7004	6.21	6.92564	0.0	0.0	0
136	1.51666276	12.858	0.0	1.8308	73.8812	0.96876	10.17516	0.0	0.0	0
137	1.523679	13.4432	0.0	1.58042	72.218	0.32292	12.24108	0.0	0.0	0
138	1.52042146	13.3767	0.0	1.40066	72.2516	0.32913	12.49932	0.0	0.0	0
139	1.51994308	13.2703	0.0	1.76018	73.03	0.47196	11.31572	0.0	0.0	0
140	1.5166172	12.85135	3.51118	1.43918	73.0076	0.6831	8.2276	0.5985	0.1275	1
141	1.51572878	14.85965	3.66833	1.74092	71.8708	0.16146	7.35604	0.0	0.0612	1
142	1.51625272	13.35675	3.57853	1.49054	72.722	0.44712	8.20608	0.0	0.0	1
143	1.51859906	13.35675	3.43036	1.42955	72.2628	0.50922	8.6042	0.0	0.0	1
144	1.5173006	12.3526	2.72094	1.62857	72.8676	0.70173	9.22828	0.0	0.0	1
145	1.5170728	13.4831	3.47975	1.70882	72.5204	0.621	7.99088	0.0	0.0	1
146	1.51805234	12.99765	3.79854	1.07966	73.0692	0.5589	8.37824	0.0	0.0612	1
147	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	0
148	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	0
149	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	0
150	1.5196925	12.63855	0.0	1.65104	73.7524	0.37881	11.53092	0.0	0.0	0
151	1.51914578	12.73165	1.84988	1.85969	72.6884	0.60237	10.08908	0.0	0.0	0
152	1.5151365	14.00845	2.68053	3.5	69.8884	1.68291	5.87116	2.1987	0.0	0
153	1.51315464	13.0176	0.0	3.04097	70.482	6.21	6.95792	0.0	0.0	0
154	1.52119598	12.97105	0.32777	1.5098	73.3884	0.13041	11.27268	0.0	0.1428	0
155	1.5215149	11.02925	1.71069	1.56116	73.4388	0.57753	11.617	0.0	0.0	0
156	1.5132002	12.99765	0.0	3.0185	70.7004	6.21	6.92564	0.0	0.0	0
157	1.51666276	12.858	0.0	1.8308	73.8812	0.96876	10.17516	0.0	0.0	0
158	1.523679	13.4432	0.0	1.58042	72.218	0.32292	12.24108	0.0	0.0	0
159	1.52042146	13.3767	0.0	1.40066	72.2516	0.32913	12.49932	0.0	0.0	0
160	1.51994308	13.2703	0.0	1.76018	73.03	0.47196	11.31572	0.0	0.0	0
161	1.5166172	12.85135	3.51118	1.43918	73.0076	0.6831	8.2276	0.5985	0.1275	1
162	1.51572878	14.85965	3.66833	1.74092	71.8708	0.16146	7.35604	0.0	0.0612	1
163	1.51625272	13.35675	3.57853	1.49054	72.722	0.44712	8.20608	0.0	0.0	1
164	1.51859906	13.35675	3.43036	1.42955	72.2628	0.50922	8.6042	0.0	0.0	1
165	1.5173006	12.3526	2.72094	1.62857	72.8676	0.70173	9.22828	0.0	0.0	1
166	1.5170728	13.4831	3.47975	1.70882	72.5204	0.621	7.99088	0.0	0.0	1
167	1.51805234	12.99765	3.79854	1.07966	73.0692	0.5589	8.37824	0.0	0.0612	1
168	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	0
169	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	0
170	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	0
171	1.5196925	12.63855	0.0	1.65104	73.7524	0.37881	11.53092	0.0	0.0	0
172	1.51914578	12.73165	1.84988	1.85969	72.6884	0.60237	10.08908	0.0	0.0	0
173	1.5151365	14.00845	2.68053	3.5	69.8884	1.68291	5.87116	2.1987	0.0	0
174	1.51315464	13.0176	0.0	3.04097	70.482	6.21	6.95792	0.0	0.0	0
175	1.52119598	12.97105	0.32777	1.5098	73.3884	0.13041	11.27268	0.0	0.1428	0
176	1.5215149	11.02925	1.71069	1.56116	73.4388	0.57753	11.617	0.0	0.0	0
177	1.5132002	12.99765	0.0	3.0185	70.7004	6.21	6.92564	0.0	0.0	0
178	1.51666276	12.858	0.0	1.8308	73.8812	0.96876	10.17516	0.0	0.0	0
179	1.523679	13.4432	0.0	1.58042	72.218	0.32292	12.24108	0.0	0.0	0
180	1.52042146	13.3767	0.0	1.40066	72.2516	0.32913	12.49932	0.0	0.0	0
181	1.51994308	13.2703	0.0	1.76018	73.03	0.47196	11.31572	0.0	0.0	0
182	1.5166172	12.85135	3.51118	1.43918	73.0076	0.6831	8.2276	0.5985	0.1275	1
183	1.51572878	14.85965	3.66833	1.74092	71.8708	0.16146	7.35604	0.0	0.0612	1
184	1.51625272	13.35675	3.57853	1.49054	72.722	0.44712	8.20608	0.0	0.0	1
185	1.51859906	13.35675	3.43036	1.42955	72.2628	0.50922	8.6042	0.0	0.0	1
186	1.5173006	12.3526	2.72094	1.62857	72.8676	0.70173	9.22828	0.0	0.0	1
187	1.5170728	13.4831	3.47975	1.70882	72.5204	0.621	7.99088	0.0	0.0	1
188	1.51805234	12.99765	3.79854	1.07966	73.0692	0.5589	8.37824	0.0	0.0612	1
