	1	2	3	4	5	6	7	8	9	label
0	1.51609326	13.33015	3.52914	1.33967	72.6716	0.5589	8.3352	0.0	0.0	1
1	1.51663998	13.1373	3.44832	1.76018	72.4812	0.60237	8.37824	0.0	0.0867	1
2	1.52121876	14.0284	3.75813	0.5789	71.7924	0.11178	9.64792	0.0	0.0	1
3	1.51645774	13.03755	3.39893	1.25942	73.0076	0.52164	8.58268	0.0	0.0	1
4	1.52210718	14.188	3.78058	0.90953	71.3612	0.22977	9.1422	0.0	0.1887	1
5	1.51693612	12.858	3.57853	1.31078	72.61	0.60858	8.78712	0.0	0.0	1
6	1.51777898	13.6427	3.65037	0.64952	73.002	0.0621	8.927	0.0	0.0	1
7	1.51796122	13.50305	3.35852	1.62857	71.938	0.57132	8.80864	0.0	0.459	1
8	1.51609326	13.42325	3.39893	1.2209	72.6884	0.58995	8.32444	0.0	0.0	1
9	1.5193508	13.6427	3.53812	0.74903	72.6492	0.16146	8.89472	0.1512	0.1224	1
10	1.51768786	13.64935	3.65935	1.10855	72.7724	0.11178	8.6042	0.0	0.0	1
11	1.5183257	13.33015	3.34056	1.53869	72.1396	0.5589	8.99156	0.0	0.0	1
12	1.51670832	13.23705	3.56955	1.3814	72.6996	0.5589	8.4428	0.0	0.051	1
13	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	1
14	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	1
15	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	1
16	1.51727782	14.70005	0.0	2.34119	73.282	0.0	8.94852	0.6615	0.0	0
17	1.51622994	14.14145	0.0	2.88047	72.61	0.08073	9.18524	1.06155	0.0	0
18	1.51837126	14.321	3.25974	2.21921	71.2492	1.45935	5.78508	1.62855	0.0	0
19	1.51657164	14.7998	0.0	1.9913	73.1084	0.0	8.2814	1.71045	0.0	0
20	1.51732338	14.95275	0.0	1.7987	72.9908	0.0	8.61496	1.5498	0.0	0
21	1.51609326	13.33015	3.52914	1.33967	72.6716	0.5589	8.3352	0.0	0.0	1
22	1.51663998	13.1373	3.44832	1.76018	72.4812	0.60237	8.37824	0.0	0.0867	1
23	1.52121876	14.0284	3.75813	0.5789	71.7924	0.11178	9.64792	0.0	0.0	1
24	1.51645774	13.03755	3.39893	1.25942	73.0076	0.52164	8.58268	0.0	0.0	1
25	1.52210718	14.188	3.78058	0.90953	71.3612	0.22977	9.1422	0.0	0.1887	1
26	1.51693612	12.858	3.57853	1.31078	72.61	0.60858	8.78712	0.0	0.0	1
27	1.51777898	13.6427	3.65037	0.64952	73.002	0.0621	8.927	0.0	0.0	1
28	1.51796122	13.50305	3.35852	1.62857	71.938	0.57132	8.80864	0.0	0.459	1
29	1.51609326	13.42325	3.39893	1.2209	72.6884	0.58995	8.32444	0.0	0.0	1
30	1.5193508	13.6427	3.53812	0.74903	72.6492	0.16146	8.89472	0.1512	0.1224	1
31	1.51768786	13.64935	3.65935	1.10855	72.7724	0.11178	8.6042	0.0	0.0	1
32	1.5183257	13.33015	3.34056	1.53869	72.1396	0.5589	8.99156	0.0	0.0	1
33	1.51670832	13.23705	3.56955	1.3814	72.6996	0.5589	8.4428	0.0	0.051	1
34	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	1
35	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	1
36	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	1
37	1.51727782	14.70005	0.0	2.34119	73.282	0.0	8.94852	0.6615	0.0	0
38	1.51622994	14.14145	0.0	2.88047	72.61	0.08073	9.18524	1.06155	0.0	0
39	1.51837126	14.321	3.25974	2.21921	71.2492	1.45935	5.78508	1.62855	0.0	0
40	1.51657164	14.7998	0.0	1.9913	73.1084	0.0	8.2814	1.71045	0.0	0
41	1.51732338	14.95275	0.0	1.7987	72.9908	0.0	8.61496	1.5498	0.0	0
42	1.51609326	13.33015	3.52914	1.33967	72.6716	0.5589	8.3352	0.0	0.0	1
43	1.51663998	13.1373	3.44832	1.76018	72.4812	0.60237	8.37824	0.0	0.0867	1
44	1.52121876	14.0284	3.75813	0.5789	71.7924	0.11178	9.64792	0.0	0.0	1
45	1.51645774	13.03755	3.39893	1.25942	73.0076	0.52164	8.58268	0.0	0.0	1
46	1.52210718	14.188	3.78058	0.90953	71.3612	0.22977	9.1422	0.0	0.1887	1
47	1.51693612	12.858	3.57853	1.31078	72.61	0.60858	8.78712	0.0	0.0	1
48	1.51777898	13.6427	3.65037	0.64952	73.002	0.0621	8.927	0.0	0.0	1
49	1.51796122	13.50305	3.35852	1.62857	71.938	0.57132	8.80864	0.0	0.459	1
50	1.51609326	13.42325	3.39893	1.2209	72.6884	0.58995	8.32444	0.0	0.0	1
51	1.5193508	13.6427	3.53812	0.74903	72.6492	0.16146	8.89472	0.1512	0.1224	1
52	1.51768786	13.64935	3.65935	1.10855	72.7724	0.11178	8.6042	0.0	0.0	1
53	1.5183257	13.33015	3.34056	1.53869	72.1396	0.5589	8.99156	0.0	0.0	1
54	1.51670832	13.23705	3.56955	1.3814	72.6996	0.5589	8.4428	0.0	0.051	1
55	1.51654886	13.40995	3.38995	1.27868	72.638	0.52164	8.64724	0.0	0.0	1
56	1.52126432	14.321	3.90181	0.82928	71.5012	0.0	9.48652	0.0	0.0	1
57	1.51643496	12.15975	3.52016	1.3493	72.89	0.57132	8.52888	0.0	0.0	1
58	1.51727782	14.70005	0.0	2.34119	73.282	0.0	8.94852	0.6615	0.0	0
59	1.51622994	14.14145	0.0	2.88047	72.61	0.08073	9.18524	1.06155	0.0	0
60	1.51837126	14.321	3.25974	2.21921	71.2492	1.45935	5.78508	1.62855	0.0	0
61	1.51657164	14.7998	0.0	1.9913	73.1084	0.0	8.2814	1.71045	0.0	0
62	1.51732338	14.95275	0.0	1.7987	72.9908	0.0	8.61496	1.5498	0.0	0
63	1.51609326	13.33015	3.52914	1.33967	72.6716	0.5589	8.3352	0.0	0.0	1
64	1.51663998	13.1373	3.44832	1.76018	72.4812	0.60237	8.37824	0.0	0.0867	1
