	Mcg	Gvh	Alm	Mit	Erl	Vac	Nuc	Label
0	0.44	0.41	0.44	0.13	0.5	0.49	0.42	0
1	0.53	0.44	0.47	0.22	0.5	0.53	0.22	0
2	0.44	0.53	0.43	0.17	0.5	0.54	0.75	0
3	0.52	0.49	0.57	0.57	0.5	0.51	0.22	0
4	0.62	0.64	0.56	0.2	0.5	0.48	0.33	0
5	0.46	0.32	0.58	0.17	0.5	0.61	0.25	0
6	0.49	0.62	0.65	0.18	0.5	0.46	0.43	0
7	0.33	0.37	0.54	0.28	0.5	0.53	0.27	0
8	0.33	0.38	0.53	0.26	0.5	0.52	0.27	0
9	0.5	0.49	0.52	0.2	0.5	0.43	0.52	0
10	0.18	0.48	0.46	0.12	0.5	0.0	0.25	0
11	0.26	0.38	0.52	0.36	0.5	0.48	0.56	0
12	0.53	0.51	0.51	0.11	0.5	0.49	0.41	0
13	0.46	0.57	0.52	0.28	0.5	0.52	0.22	0
14	0.7	0.53	0.42	0.22	0.5	0.51	0.28	0
15	0.55	0.49	0.45	0.18	0.5	0.49	0.22	0
16	0.4	0.53	0.61	0.21	0.5	0.48	0.33	0
17	0.43	0.83	0.55	0.2	0.5	0.47	0.4	0
18	0.55	0.65	0.5	0.28	0.5	0.55	0.22	0
19	0.54	0.52	0.54	0.2	0.5	0.55	0.25	0
20	0.37	0.31	0.53	0.16	0.5	0.53	0.44	0
21	0.43	0.39	0.59	0.13	0.5	0.41	0.43	0
22	0.66	0.54	0.49	0.16	0.5	0.54	0.36	0
23	0.58	0.46	0.46	0.34	0.5	0.5	0.43	0
24	0.39	0.3	0.56	0.12	0.5	0.53	0.38	0
25	0.32	0.45	0.44	0.2	0.5	0.55	0.33	0
26	0.51	0.6	0.51	0.26	0.5	0.54	0.22	0
27	0.49	0.46	0.42	0.46	0.5	0.55	0.22	0
28	0.52	0.38	0.62	0.12	0.5	0.41	0.28	0
29	0.53	0.4	0.57	0.12	0.5	0.53	0.32	0
30	0.51	0.56	0.62	0.24	0.5	0.52	0.51	0
31	0.47	0.46	0.55	0.28	0.5	0.44	0.46	0
32	0.39	0.35	0.49	0.17	0.5	0.49	0.22	0
33	0.58	0.56	0.52	0.25	0.5	0.57	0.35	0
34	0.56	0.63	0.52	0.2	0.5	0.34	0.26	0
35	0.42	0.28	0.57	0.18	0.5	0.42	0.22	0
36	0.36	0.39	0.55	0.26	0.5	0.49	0.22	0
37	0.47	0.59	0.37	0.31	0.5	0.51	0.36	0
38	0.48	0.62	0.52	0.3	0.5	0.51	0.37	0
39	0.48	0.54	0.53	0.6	0.5	0.53	0.31	0
40	0.33	0.46	0.53	0.29	0.5	0.5	0.55	0
41	0.36	0.44	0.51	0.17	0.5	0.6	0.19	0
42	0.39	0.34	0.68	0.3	0.5	0.5	0.29	0
43	0.4	0.36	0.55	0.15	0.5	0.53	0.22	1
44	0.4	0.39	0.33	0.17	0.5	0.51	0.31	1
45	0.75	0.69	0.48	0.13	0.5	0.57	0.4	1
46	0.44	0.41	0.44	0.13	0.5	0.49	0.42	0
47	0.53	0.44	0.47	0.22	0.5	0.53	0.22	0
48	0.44	0.53	0.43	0.17	0.5	0.54	0.75	0
49	0.52	0.49	0.57	0.57	0.5	0.51	0.22	0
50	0.62	0.64	0.56	0.2	0.5	0.48	0.33	0
51	0.46	0.32	0.58	0.17	0.5	0.61	0.25	0
52	0.49	0.62	0.65	0.18	0.5	0.46	0.43	0
53	0.33	0.37	0.54	0.28	0.5	0.53	0.27	0
54	0.33	0.38	0.53	0.26	0.5	0.52	0.27	0
55	0.5	0.49	0.52	0.2	0.5	0.43	0.52	0
56	0.18	0.48	0.46	0.12	0.5	0.0	0.25	0
57	0.26	0.38	0.52	0.36	0.5	0.48	0.56	0
58	0.53	0.51	0.51	0.11	0.5	0.49	0.41	0
59	0.46	0.57	0.52	0.28	0.5	0.52	0.22	0
60	0.7	0.53	0.42	0.22	0.5	0.51	0.28	0
61	0.55	0.49	0.45	0.18	0.5	0.49	0.22	0
62	0.4	0.53	0.61	0.21	0.5	0.48	0.33	0
63	0.43	0.83	0.55	0.2	0.5	0.47	0.4	0
64	0.55	0.65	0.5	0.28	0.5	0.55	0.22	0
65	0.54	0.52	0.54	0.2	0.5	0.55	0.25	0
66	0.37	0.31	0.53	0.16	0.5	0.53	0.44	0
67	0.43	0.39	0.59	0.13	0.5	0.41	0.43	0
68	0.66	0.54	0.49	0.16	0.5	0.54	0.36	0
69	0.58	0.46	0.46	0.34	0.5	0.5	0.43	0
70	0.39	0.3	0.56	0.12	0.5	0.53	0.38	0
71	0.32	0.45	0.44	0.2	0.5	0.55	0.33	0
72	0.51	0.6	0.51	0.26	0.5	0.54	0.22	0
73	0.49	0.46	0.42	0.46	0.5	0.55	0.22	0
74	0.52	0.38	0.62	0.12	0.5	0.41	0.28	0
75	0.53	0.4	0.57	0.12	0.5	0.53	0.32	0
76	0.51	0.56	0.62	0.24	0.5	0.52	0.51	0
77	0.47	0.46	0.55	0.28	0.5	0.44	0.46	0
78	0.39	0.35	0.49	0.17	0.5	0.49	0.22	0
79	0.58	0.56	0.52	0.25	0.5	0.57	0.35	0
80	0.56	0.63	0.52	0.2	0.5	0.34	0.26	0
81	0.42	0.28	0.57	0.18	0.5	0.42	0.22	0
82	0.36	0.39	0.55	0.26	0.5	0.49	0.22	0
83	0.47	0.59	0.37	0.31	0.5	0.51	0.36	0
84	0.48	0.62	0.52	0.3	0.5	0.51	0.37	0
85	0.48	0.54	0.53	0.6	0.5	0.53	0.31	0
86	0.33	0.46	0.53	0.29	0.5	0.5	0.55	0
87	0.36	0.44	0.51	0.17	0.5	0.6	0.19	0
88	0.39	0.34	0.68	0.3	0.5	0.5	0.29	0
89	0.4	0.36	0.55	0.15	0.5	0.53	0.22	1
90	0.4	0.39	0.33	0.17	0.5	0.51	0.31	1
91	0.75	0.69	0.48	0.13	0.5	0.57	0.4	1
92	0.44	0.41	0.44	0.13	0.5	0.49	0.42	0
93	0.53	0.44	0.47	0.22	0.5	0.53	0.22	0
94	0.44	0.53	0.43	0.17	0.5	0.54	0.75	0
95	0.52	0.49	0.57	0.57	0.5	0.51	0.22	0
96	0.62	0.64	0.56	0.2	0.5	0.48	0.33	0
97	0.46	0.32	0.58	0.17	0.5	0.61	0.25	0
98	0.49	0.62	0.65	0.18	0.5	0.46	0.43	0
99	0.33	0.37	0.54	0.28	0.5	0.53	0.27	0
100	0.33	0.38	0.53	0.26	0.5	0.52	0.27	0
101	0.5	0.49	0.52	0.2	0.5	0.43	0.52	0
102	0.18	0.48	0.46	0.12	0.5	0.0	0.25	0
103	0.26	0.38	0.52	0.36	0.5	0.48	0.56	0
104	0.53	0.51	0.51	0.11	0.5	0.49	0.41	0
105	0.46	0.57	0.52	0.28	0.5	0.52	0.22	0
106	0.7	0.53	0.42	0.22	0.5	0.51	0.28	0
107	0.55	0.49	0.45	0.18	0.5	0.49	0.22	0
108	0.4	0.53	0.61	0.21	0.5	0.48	0.33	0
109	0.43	0.83	0.55	0.2	0.5	0.47	0.4	0
110	0.55	0.65	0.5	0.28	0.5	0.55	0.22	0
111	0.54	0.52	0.54	0.2	0.5	0.55	0.25	0
112	0.37	0.31	0.53	0.16	0.5	0.53	0.44	0
113	0.43	0.39	0.59	0.13	0.5	0.41	0.43	0
114	0.66	0.54	0.49	0.16	0.5	0.54	0.36	0
115	0.58	0.46	0.46	0.34	0.5	0.5	0.43	0
116	0.39	0.3	0.56	0.12	0.5	0.53	0.38	0
117	0.32	0.45	0.44	0.2	0.5	0.55	0.33	0
118	0.51	0.6	0.51	0.26	0.5	0.54	0.22	0
119	0.49	0.46	0.42	0.46	0.5	0.55	0.22	0
120	0.52	0.38	0.62	0.12	0.5	0.41	0.28	0
121	0.53	0.4	0.57	0.12	0.5	0.53	0.32	0
122	0.51	0.56	0.62	0.24	0.5	0.52	0.51	0
123	0.47	0.46	0.55	0.28	0.5	0.44	0.46	0
124	0.39	0.35	0.49	0.17	0.5	0.49	0.22	0
125	0.58	0.56	0.52	0.25	0.5	0.57	0.35	0
126	0.56	0.63	0.52	0.2	0.5	0.34	0.26	0
127	0.42	0.28	0.57	0.18	0.5	0.42	0.22	0
128	0.36	0.39	0.55	0.26	0.5	0.49	0.22	0
129	0.47	0.59	0.37	0.31	0.5	0.51	0.36	0
130	0.48	0.62	0.52	0.3	0.5	0.51	0.37	0
131	0.48	0.54	0.53	0.6	0.5	0.53	0.31	0
